config,donor,disease,source,target
floor30,098C,control,Macrophage,Fibroblast
floor30,098C,control,Macrophage_Alveolar,ATII
floor30,098C,control,Macrophage_Alveolar,Fibroblast
floor30,123I,IPF,Fibroblast,Macrophage
floor30,123I,IPF,Fibroblast,Macrophage_Alveolar
floor30,123I,IPF,Macrophage,Fibroblast
floor30,123I,IPF,Macrophage_Alveolar,Fibroblast
floor30,133C,control,Macrophage,ATII
floor30,133C,control,Macrophage_Alveolar,ATII
floor30,135I,IPF,Fibroblast,Macrophage
floor30,135I,IPF,Fibroblast,Macrophage_Alveolar
floor30,135I,IPF,Macrophage,Fibroblast
floor30,135I,IPF,Macrophage_Alveolar,Fibroblast
floor30,138I,IPF,Fibroblast,Macrophage
floor30,138I,IPF,Fibroblast,Macrophage_Alveolar
floor30,138I,IPF,Macrophage,Fibroblast
floor30,138I,IPF,Macrophage,Myofibroblast
floor30,138I,IPF,Macrophage_Alveolar,Fibroblast
floor30,138I,IPF,Macrophage_Alveolar,Myofibroblast
floor30,138I,IPF,Myofibroblast,Macrophage
floor30,138I,IPF,Myofibroblast,Macrophage_Alveolar
floor30,157I,IPF,Macrophage,ATII
floor30,157I,IPF,Macrophage_Alveolar,ATII
floor30,158I,IPF,Macrophage,ATII
floor30,158I,IPF,Macrophage_Alveolar,ATII
floor30,160C,control,ATII,Fibroblast
floor30,160C,control,Fibroblast,ATII
floor30,160C,control,Fibroblast,Macrophage
floor30,160C,control,Fibroblast,Macrophage_Alveolar
floor30,160C,control,Macrophage,ATII
floor30,160C,control,Macrophage,Fibroblast
floor30,160C,control,Macrophage_Alveolar,ATII
floor30,160C,control,Macrophage_Alveolar,Fibroblast
floor30,166I,IPF,ATII,Myofibroblast
floor30,166I,IPF,Macrophage,ATII
floor30,166I,IPF,Macrophage,Myofibroblast
floor30,166I,IPF,Macrophage_Alveolar,ATII
floor30,166I,IPF,Macrophage_Alveolar,Myofibroblast
floor30,166I,IPF,Myofibroblast,ATII
floor30,166I,IPF,Myofibroblast,Macrophage
floor30,166I,IPF,Myofibroblast,Macrophage_Alveolar
floor30,174I,IPF,Fibroblast,Macrophage
floor30,174I,IPF,Fibroblast,Macrophage_Alveolar
floor30,174I,IPF,Macrophage,Fibroblast
floor30,174I,IPF,Macrophage_Alveolar,Fibroblast
floor30,177I,IPF,Fibroblast,Macrophage
floor30,177I,IPF,Fibroblast,Macrophage_Alveolar
floor30,177I,IPF,Macrophage,Fibroblast
floor30,177I,IPF,Macrophage_Alveolar,Fibroblast
floor30,192C,control,ATII,Fibroblast
floor30,192C,control,Fibroblast,ATII
floor30,192C,control,Fibroblast,Macrophage
floor30,192C,control,Fibroblast,Macrophage_Alveolar
floor30,192C,control,Macrophage,ATII
floor30,192C,control,Macrophage,Fibroblast
floor30,192C,control,Macrophage_Alveolar,ATII
floor30,192C,control,Macrophage_Alveolar,Fibroblast
floor30,218C,control,ATII,Fibroblast
floor30,218C,control,Fibroblast,ATII
floor30,218C,control,Fibroblast,Macrophage
floor30,218C,control,Fibroblast,Macrophage_Alveolar
floor30,218C,control,Macrophage,ATII
floor30,218C,control,Macrophage,Fibroblast
floor30,218C,control,Macrophage_Alveolar,ATII
floor30,218C,control,Macrophage_Alveolar,Fibroblast
floor30,222C,control,ATII,Fibroblast
floor30,222C,control,ATII,Myofibroblast
floor30,222C,control,Fibroblast,ATII
floor30,222C,control,Fibroblast,Macrophage
floor30,222C,control,Fibroblast,Macrophage_Alveolar
floor30,222C,control,Macrophage,ATII
floor30,222C,control,Macrophage,Fibroblast
floor30,222C,control,Macrophage,Myofibroblast
floor30,222C,control,Macrophage_Alveolar,ATII
floor30,222C,control,Macrophage_Alveolar,Fibroblast
floor30,222C,control,Macrophage_Alveolar,Myofibroblast
floor30,222C,control,Myofibroblast,ATII
floor30,222C,control,Myofibroblast,Macrophage
floor30,222C,control,Myofibroblast,Macrophage_Alveolar
floor30,222I,IPF,Fibroblast,Macrophage
floor30,222I,IPF,Fibroblast,Macrophage_Alveolar
floor30,222I,IPF,Macrophage,Fibroblast
floor30,222I,IPF,Macrophage,Myofibroblast
floor30,222I,IPF,Macrophage_Alveolar,Fibroblast
floor30,222I,IPF,Macrophage_Alveolar,Myofibroblast
floor30,222I,IPF,Myofibroblast,Macrophage
floor30,222I,IPF,Myofibroblast,Macrophage_Alveolar
floor30,225I,IPF,ATII,Fibroblast
floor30,225I,IPF,ATII,Myofibroblast
floor30,225I,IPF,Fibroblast,ATII
floor30,225I,IPF,Fibroblast,Macrophage
floor30,225I,IPF,Fibroblast,Macrophage_Alveolar
floor30,225I,IPF,Macrophage,ATII
floor30,225I,IPF,Macrophage,Fibroblast
floor30,225I,IPF,Macrophage,Myofibroblast
floor30,225I,IPF,Macrophage_Alveolar,ATII
floor30,225I,IPF,Macrophage_Alveolar,Fibroblast
floor30,225I,IPF,Macrophage_Alveolar,Myofibroblast
floor30,225I,IPF,Myofibroblast,ATII
floor30,225I,IPF,Myofibroblast,Macrophage
floor30,225I,IPF,Myofibroblast,Macrophage_Alveolar
floor30,226C,control,Macrophage,ATII
floor30,226C,control,Macrophage_Alveolar,ATII
floor30,228I,IPF,Fibroblast,Macrophage
floor30,228I,IPF,Fibroblast,Macrophage_Alveolar
floor30,228I,IPF,Macrophage,Fibroblast
floor30,228I,IPF,Macrophage,Myofibroblast
floor30,228I,IPF,Macrophage_Alveolar,Fibroblast
floor30,228I,IPF,Macrophage_Alveolar,Myofibroblast
floor30,228I,IPF,Myofibroblast,Macrophage
floor30,228I,IPF,Myofibroblast,Macrophage_Alveolar
floor30,296C,control,Macrophage,ATII
floor30,296C,control,Macrophage_Alveolar,ATII
floor30,388C,control,Fibroblast,Macrophage
floor30,388C,control,Fibroblast,Macrophage_Alveolar
floor30,388C,control,Macrophage,Fibroblast
floor30,388C,control,Macrophage_Alveolar,Fibroblast
floor30,396C,control,Macrophage,ATII
floor30,396C,control,Macrophage_Alveolar,ATII
floor30,454C,control,Macrophage,ATII
floor30,454C,control,Macrophage_Alveolar,ATII
floor30,1372C,control,ATII,Fibroblast
floor30,1372C,control,Fibroblast,ATII
floor30,1372C,control,Fibroblast,Macrophage
floor30,1372C,control,Fibroblast,Macrophage_Alveolar
floor30,1372C,control,Macrophage,ATII
floor30,1372C,control,Macrophage,Fibroblast
floor30,1372C,control,Macrophage_Alveolar,ATII
floor30,1372C,control,Macrophage_Alveolar,Fibroblast
floor100,021I,IPF,Fibroblast,Macrophage
floor100,021I,IPF,Fibroblast,Macrophage_Alveolar
floor100,021I,IPF,Macrophage,Fibroblast
floor100,021I,IPF,Macrophage,Myofibroblast
floor100,021I,IPF,Macrophage_Alveolar,Fibroblast
floor100,021I,IPF,Macrophage_Alveolar,Myofibroblast
floor100,021I,IPF,Myofibroblast,Macrophage
floor100,021I,IPF,Myofibroblast,Macrophage_Alveolar
floor100,022I,IPF,Fibroblast,Macrophage
floor100,022I,IPF,Fibroblast,Macrophage_Alveolar
floor100,022I,IPF,Macrophage,Fibroblast
floor100,022I,IPF,Macrophage,Myofibroblast
floor100,022I,IPF,Macrophage_Alveolar,Fibroblast
floor100,022I,IPF,Macrophage_Alveolar,Myofibroblast
floor100,022I,IPF,Myofibroblast,Macrophage
floor100,022I,IPF,Myofibroblast,Macrophage_Alveolar
floor100,034I,IPF,Macrophage,Myofibroblast
floor100,034I,IPF,Myofibroblast,Macrophage
floor100,040I,IPF,Fibroblast,Macrophage
floor100,040I,IPF,Fibroblast,Macrophage_Alveolar
floor100,040I,IPF,Macrophage,Fibroblast
floor100,040I,IPF,Macrophage,Myofibroblast
floor100,040I,IPF,Macrophage_Alveolar,Fibroblast
floor100,040I,IPF,Macrophage_Alveolar,Myofibroblast
floor100,040I,IPF,Myofibroblast,Macrophage
floor100,040I,IPF,Myofibroblast,Macrophage_Alveolar
floor100,051I,IPF,Fibroblast,Macrophage
floor100,051I,IPF,Macrophage,Fibroblast
floor100,051I,IPF,Macrophage,Myofibroblast
floor100,051I,IPF,Myofibroblast,Macrophage
floor100,063I,IPF,Macrophage,Myofibroblast
floor100,063I,IPF,Macrophage_Alveolar,Myofibroblast
floor100,063I,IPF,Myofibroblast,Macrophage
floor100,063I,IPF,Myofibroblast,Macrophage_Alveolar
floor100,098C,control,ATII,Fibroblast
floor100,098C,control,Fibroblast,ATII
floor100,098C,control,Fibroblast,Macrophage
floor100,098C,control,Fibroblast,Macrophage_Alveolar
floor100,098C,control,Macrophage,ATII
floor100,098C,control,Macrophage,Fibroblast
floor100,098C,control,Macrophage_Alveolar,ATII
floor100,098C,control,Macrophage_Alveolar,Fibroblast
floor100,133C,control,Macrophage,ATII
floor100,133C,control,Macrophage_Alveolar,ATII
floor100,138I,IPF,Fibroblast,Macrophage
floor100,138I,IPF,Macrophage,Fibroblast
floor100,158I,IPF,Macrophage,ATII
floor100,158I,IPF,Macrophage_Alveolar,ATII
floor100,192C,control,Fibroblast,Macrophage
floor100,192C,control,Fibroblast,Macrophage_Alveolar
floor100,192C,control,Macrophage,Fibroblast
floor100,192C,control,Macrophage_Alveolar,Fibroblast
floor100,222C,control,Macrophage,ATII
floor100,222C,control,Macrophage_Alveolar,ATII
floor100,225I,IPF,Macrophage,Myofibroblast
floor100,225I,IPF,Macrophage_Alveolar,Myofibroblast
floor100,225I,IPF,Myofibroblast,Macrophage
floor100,225I,IPF,Myofibroblast,Macrophage_Alveolar
floor100,226C,control,Macrophage,ATII
floor100,226C,control,Macrophage_Alveolar,ATII
floor100,228I,IPF,Macrophage,Myofibroblast
floor100,228I,IPF,Macrophage_Alveolar,Myofibroblast
floor100,228I,IPF,Myofibroblast,Macrophage
floor100,228I,IPF,Myofibroblast,Macrophage_Alveolar
floor100,396C,control,Macrophage,ATII
floor100,396C,control,Macrophage_Alveolar,ATII
floor100,1372C,control,ATII,Fibroblast
floor100,1372C,control,Fibroblast,ATII
floor100,1372C,control,Fibroblast,Macrophage
floor100,1372C,control,Fibroblast,Macrophage_Alveolar
floor100,1372C,control,Macrophage,ATII
floor100,1372C,control,Macrophage,Fibroblast
floor100,1372C,control,Macrophage_Alveolar,ATII
floor100,1372C,control,Macrophage_Alveolar,Fibroblast
expression005,010I,IPF,Fibroblast,Macrophage
expression005,010I,IPF,Fibroblast,Macrophage_Alveolar
expression005,010I,IPF,Macrophage,Fibroblast
expression005,010I,IPF,Macrophage_Alveolar,Fibroblast
expression005,021I,IPF,Fibroblast,Macrophage
expression005,021I,IPF,Fibroblast,Macrophage_Alveolar
expression005,021I,IPF,Macrophage,Fibroblast
expression005,021I,IPF,Macrophage,Myofibroblast
expression005,021I,IPF,Macrophage_Alveolar,Fibroblast
expression005,021I,IPF,Macrophage_Alveolar,Myofibroblast
expression005,021I,IPF,Myofibroblast,Macrophage
expression005,021I,IPF,Myofibroblast,Macrophage_Alveolar
expression005,022I,IPF,ATII,Fibroblast
expression005,022I,IPF,ATII,Myofibroblast
expression005,022I,IPF,Fibroblast,ATII
expression005,022I,IPF,Fibroblast,Macrophage
expression005,022I,IPF,Fibroblast,Macrophage_Alveolar
expression005,022I,IPF,Macrophage,ATII
expression005,022I,IPF,Macrophage,Fibroblast
expression005,022I,IPF,Macrophage,Myofibroblast
expression005,022I,IPF,Macrophage_Alveolar,ATII
expression005,022I,IPF,Macrophage_Alveolar,Fibroblast
expression005,022I,IPF,Macrophage_Alveolar,Myofibroblast
expression005,022I,IPF,Myofibroblast,ATII
expression005,022I,IPF,Myofibroblast,Macrophage
expression005,022I,IPF,Myofibroblast,Macrophage_Alveolar
expression005,034I,IPF,Macrophage,Myofibroblast
expression005,034I,IPF,Myofibroblast,Macrophage
expression005,040I,IPF,Fibroblast,Macrophage
expression005,040I,IPF,Fibroblast,Macrophage_Alveolar
expression005,040I,IPF,Macrophage,Fibroblast
expression005,040I,IPF,Macrophage,Myofibroblast
expression005,040I,IPF,Macrophage_Alveolar,Fibroblast
expression005,040I,IPF,Macrophage_Alveolar,Myofibroblast
expression005,040I,IPF,Myofibroblast,Macrophage
expression005,040I,IPF,Myofibroblast,Macrophage_Alveolar
expression005,041I,IPF,Fibroblast,Macrophage
expression005,041I,IPF,Fibroblast,Macrophage_Alveolar
expression005,041I,IPF,Macrophage,Fibroblast
expression005,041I,IPF,Macrophage_Alveolar,Fibroblast
expression005,49I,IPF,Macrophage,Myofibroblast
expression005,49I,IPF,Macrophage_Alveolar,Myofibroblast
expression005,49I,IPF,Myofibroblast,Macrophage
expression005,49I,IPF,Myofibroblast,Macrophage_Alveolar
expression005,051I,IPF,Fibroblast,Macrophage
expression005,051I,IPF,Fibroblast,Macrophage_Alveolar
expression005,051I,IPF,Macrophage,Fibroblast
expression005,051I,IPF,Macrophage,Myofibroblast
expression005,051I,IPF,Macrophage_Alveolar,Fibroblast
expression005,051I,IPF,Macrophage_Alveolar,Myofibroblast
expression005,051I,IPF,Myofibroblast,Macrophage
expression005,051I,IPF,Myofibroblast,Macrophage_Alveolar
expression005,063I,IPF,Macrophage,Myofibroblast
expression005,063I,IPF,Macrophage_Alveolar,Myofibroblast
expression005,063I,IPF,Myofibroblast,Macrophage
expression005,063I,IPF,Myofibroblast,Macrophage_Alveolar
expression005,098C,control,ATII,Fibroblast
expression005,098C,control,Fibroblast,ATII
expression005,098C,control,Fibroblast,Macrophage
expression005,098C,control,Fibroblast,Macrophage_Alveolar
expression005,098C,control,Macrophage,ATII
expression005,098C,control,Macrophage,Fibroblast
expression005,098C,control,Macrophage_Alveolar,ATII
expression005,098C,control,Macrophage_Alveolar,Fibroblast
expression005,133C,control,Macrophage,ATII
expression005,133C,control,Macrophage_Alveolar,ATII
expression005,135I,IPF,Fibroblast,Macrophage
expression005,135I,IPF,Fibroblast,Macrophage_Alveolar
expression005,135I,IPF,Macrophage,Fibroblast
expression005,135I,IPF,Macrophage_Alveolar,Fibroblast
expression005,138I,IPF,Fibroblast,Macrophage
expression005,138I,IPF,Macrophage,Fibroblast
expression005,138I,IPF,Macrophage,Myofibroblast
expression005,138I,IPF,Myofibroblast,Macrophage
expression005,158I,IPF,Macrophage,ATII
expression005,158I,IPF,Macrophage_Alveolar,ATII
expression005,160C,control,Macrophage,ATII
expression005,160C,control,Macrophage_Alveolar,ATII
expression005,174I,IPF,Fibroblast,Macrophage
expression005,174I,IPF,Fibroblast,Macrophage_Alveolar
expression005,174I,IPF,Macrophage,Fibroblast
expression005,174I,IPF,Macrophage_Alveolar,Fibroblast
expression005,192C,control,ATII,Fibroblast
expression005,192C,control,Fibroblast,ATII
expression005,192C,control,Fibroblast,Macrophage
expression005,192C,control,Fibroblast,Macrophage_Alveolar
expression005,192C,control,Macrophage,ATII
expression005,192C,control,Macrophage,Fibroblast
expression005,192C,control,Macrophage_Alveolar,ATII
expression005,192C,control,Macrophage_Alveolar,Fibroblast
expression005,222C,control,ATII,Fibroblast
expression005,222C,control,ATII,Myofibroblast
expression005,222C,control,Fibroblast,ATII
expression005,222C,control,Fibroblast,Macrophage
expression005,222C,control,Fibroblast,Macrophage_Alveolar
expression005,222C,control,Macrophage,ATII
expression005,222C,control,Macrophage,Fibroblast
expression005,222C,control,Macrophage,Myofibroblast
expression005,222C,control,Macrophage_Alveolar,ATII
expression005,222C,control,Macrophage_Alveolar,Fibroblast
expression005,222C,control,Macrophage_Alveolar,Myofibroblast
expression005,222C,control,Myofibroblast,ATII
expression005,222C,control,Myofibroblast,Macrophage
expression005,222C,control,Myofibroblast,Macrophage_Alveolar
expression005,225I,IPF,ATII,Myofibroblast
expression005,225I,IPF,Macrophage,ATII
expression005,225I,IPF,Macrophage,Myofibroblast
expression005,225I,IPF,Macrophage_Alveolar,ATII
expression005,225I,IPF,Macrophage_Alveolar,Myofibroblast
expression005,225I,IPF,Myofibroblast,ATII
expression005,225I,IPF,Myofibroblast,Macrophage
expression005,225I,IPF,Myofibroblast,Macrophage_Alveolar
expression005,226C,control,Macrophage,ATII
expression005,226C,control,Macrophage_Alveolar,ATII
expression005,228I,IPF,Fibroblast,Macrophage
expression005,228I,IPF,Fibroblast,Macrophage_Alveolar
expression005,228I,IPF,Macrophage,Fibroblast
expression005,228I,IPF,Macrophage,Myofibroblast
expression005,228I,IPF,Macrophage_Alveolar,Fibroblast
expression005,228I,IPF,Macrophage_Alveolar,Myofibroblast
expression005,228I,IPF,Myofibroblast,Macrophage
expression005,228I,IPF,Myofibroblast,Macrophage_Alveolar
expression005,296C,control,Macrophage,ATII
expression005,296C,control,Macrophage_Alveolar,ATII
expression005,396C,control,Macrophage,ATII
expression005,396C,control,Macrophage_Alveolar,ATII
expression005,454C,control,Macrophage,ATII
expression005,454C,control,Macrophage_Alveolar,ATII
expression005,1372C,control,ATII,Fibroblast
expression005,1372C,control,Fibroblast,ATII
expression005,1372C,control,Fibroblast,Macrophage
expression005,1372C,control,Fibroblast,Macrophage_Alveolar
expression005,1372C,control,Macrophage,ATII
expression005,1372C,control,Macrophage,Fibroblast
expression005,1372C,control,Macrophage_Alveolar,ATII
expression005,1372C,control,Macrophage_Alveolar,Fibroblast
expression020,010I,IPF,Fibroblast,Macrophage
expression020,010I,IPF,Fibroblast,Macrophage_Alveolar
expression020,010I,IPF,Macrophage,Fibroblast
expression020,010I,IPF,Macrophage_Alveolar,Fibroblast
expression020,021I,IPF,Fibroblast,Macrophage
expression020,021I,IPF,Fibroblast,Macrophage_Alveolar
expression020,021I,IPF,Macrophage,Fibroblast
expression020,021I,IPF,Macrophage,Myofibroblast
expression020,021I,IPF,Macrophage_Alveolar,Fibroblast
expression020,021I,IPF,Macrophage_Alveolar,Myofibroblast
expression020,021I,IPF,Myofibroblast,Macrophage
expression020,021I,IPF,Myofibroblast,Macrophage_Alveolar
expression020,022I,IPF,ATII,Fibroblast
expression020,022I,IPF,ATII,Myofibroblast
expression020,022I,IPF,Fibroblast,ATII
expression020,022I,IPF,Fibroblast,Macrophage
expression020,022I,IPF,Fibroblast,Macrophage_Alveolar
expression020,022I,IPF,Macrophage,ATII
expression020,022I,IPF,Macrophage,Fibroblast
expression020,022I,IPF,Macrophage,Myofibroblast
expression020,022I,IPF,Macrophage_Alveolar,ATII
expression020,022I,IPF,Macrophage_Alveolar,Fibroblast
expression020,022I,IPF,Macrophage_Alveolar,Myofibroblast
expression020,022I,IPF,Myofibroblast,ATII
expression020,022I,IPF,Myofibroblast,Macrophage
expression020,022I,IPF,Myofibroblast,Macrophage_Alveolar
expression020,034I,IPF,Macrophage,Myofibroblast
expression020,034I,IPF,Myofibroblast,Macrophage
expression020,040I,IPF,Fibroblast,Macrophage
expression020,040I,IPF,Fibroblast,Macrophage_Alveolar
expression020,040I,IPF,Macrophage,Fibroblast
expression020,040I,IPF,Macrophage,Myofibroblast
expression020,040I,IPF,Macrophage_Alveolar,Fibroblast
expression020,040I,IPF,Macrophage_Alveolar,Myofibroblast
expression020,040I,IPF,Myofibroblast,Macrophage
expression020,040I,IPF,Myofibroblast,Macrophage_Alveolar
expression020,041I,IPF,Fibroblast,Macrophage
expression020,041I,IPF,Fibroblast,Macrophage_Alveolar
expression020,041I,IPF,Macrophage,Fibroblast
expression020,041I,IPF,Macrophage_Alveolar,Fibroblast
expression020,49I,IPF,Macrophage,Myofibroblast
expression020,49I,IPF,Macrophage_Alveolar,Myofibroblast
expression020,49I,IPF,Myofibroblast,Macrophage
expression020,49I,IPF,Myofibroblast,Macrophage_Alveolar
expression020,051I,IPF,Fibroblast,Macrophage
expression020,051I,IPF,Fibroblast,Macrophage_Alveolar
expression020,051I,IPF,Macrophage,Fibroblast
expression020,051I,IPF,Macrophage,Myofibroblast
expression020,051I,IPF,Macrophage_Alveolar,Fibroblast
expression020,051I,IPF,Macrophage_Alveolar,Myofibroblast
expression020,051I,IPF,Myofibroblast,Macrophage
expression020,051I,IPF,Myofibroblast,Macrophage_Alveolar
expression020,063I,IPF,Macrophage,Myofibroblast
expression020,063I,IPF,Macrophage_Alveolar,Myofibroblast
expression020,063I,IPF,Myofibroblast,Macrophage
expression020,063I,IPF,Myofibroblast,Macrophage_Alveolar
expression020,098C,control,ATII,Fibroblast
expression020,098C,control,Fibroblast,ATII
expression020,098C,control,Fibroblast,Macrophage
expression020,098C,control,Fibroblast,Macrophage_Alveolar
expression020,098C,control,Macrophage,ATII
expression020,098C,control,Macrophage,Fibroblast
expression020,098C,control,Macrophage_Alveolar,ATII
expression020,098C,control,Macrophage_Alveolar,Fibroblast
expression020,133C,control,Macrophage,ATII
expression020,133C,control,Macrophage_Alveolar,ATII
expression020,135I,IPF,Fibroblast,Macrophage
expression020,135I,IPF,Fibroblast,Macrophage_Alveolar
expression020,135I,IPF,Macrophage,Fibroblast
expression020,135I,IPF,Macrophage_Alveolar,Fibroblast
expression020,138I,IPF,Fibroblast,Macrophage
expression020,138I,IPF,Macrophage,Fibroblast
expression020,138I,IPF,Macrophage,Myofibroblast
expression020,138I,IPF,Myofibroblast,Macrophage
expression020,158I,IPF,Macrophage,ATII
expression020,158I,IPF,Macrophage_Alveolar,ATII
expression020,160C,control,Macrophage,ATII
expression020,160C,control,Macrophage_Alveolar,ATII
expression020,174I,IPF,Fibroblast,Macrophage
expression020,174I,IPF,Fibroblast,Macrophage_Alveolar
expression020,174I,IPF,Macrophage,Fibroblast
expression020,174I,IPF,Macrophage_Alveolar,Fibroblast
expression020,192C,control,ATII,Fibroblast
expression020,192C,control,Fibroblast,ATII
expression020,192C,control,Fibroblast,Macrophage
expression020,192C,control,Fibroblast,Macrophage_Alveolar
expression020,192C,control,Macrophage,ATII
expression020,192C,control,Macrophage,Fibroblast
expression020,192C,control,Macrophage_Alveolar,ATII
expression020,192C,control,Macrophage_Alveolar,Fibroblast
expression020,222C,control,ATII,Fibroblast
expression020,222C,control,ATII,Myofibroblast
expression020,222C,control,Fibroblast,ATII
expression020,222C,control,Fibroblast,Macrophage
expression020,222C,control,Fibroblast,Macrophage_Alveolar
expression020,222C,control,Macrophage,ATII
expression020,222C,control,Macrophage,Fibroblast
expression020,222C,control,Macrophage,Myofibroblast
expression020,222C,control,Macrophage_Alveolar,ATII
expression020,222C,control,Macrophage_Alveolar,Fibroblast
expression020,222C,control,Macrophage_Alveolar,Myofibroblast
expression020,222C,control,Myofibroblast,ATII
expression020,222C,control,Myofibroblast,Macrophage
expression020,222C,control,Myofibroblast,Macrophage_Alveolar
expression020,225I,IPF,ATII,Myofibroblast
expression020,225I,IPF,Macrophage,ATII
expression020,225I,IPF,Macrophage,Myofibroblast
expression020,225I,IPF,Macrophage_Alveolar,ATII
expression020,225I,IPF,Macrophage_Alveolar,Myofibroblast
expression020,225I,IPF,Myofibroblast,ATII
expression020,225I,IPF,Myofibroblast,Macrophage
expression020,225I,IPF,Myofibroblast,Macrophage_Alveolar
expression020,226C,control,Macrophage,ATII
expression020,226C,control,Macrophage_Alveolar,ATII
expression020,228I,IPF,Fibroblast,Macrophage
expression020,228I,IPF,Fibroblast,Macrophage_Alveolar
expression020,228I,IPF,Macrophage,Fibroblast
expression020,228I,IPF,Macrophage,Myofibroblast
expression020,228I,IPF,Macrophage_Alveolar,Fibroblast
expression020,228I,IPF,Macrophage_Alveolar,Myofibroblast
expression020,228I,IPF,Myofibroblast,Macrophage
expression020,228I,IPF,Myofibroblast,Macrophage_Alveolar
expression020,296C,control,Macrophage,ATII
expression020,296C,control,Macrophage_Alveolar,ATII
expression020,396C,control,Macrophage,ATII
expression020,396C,control,Macrophage_Alveolar,ATII
expression020,454C,control,Macrophage,ATII
expression020,454C,control,Macrophage_Alveolar,ATII
expression020,1372C,control,ATII,Fibroblast
expression020,1372C,control,Fibroblast,ATII
expression020,1372C,control,Fibroblast,Macrophage
expression020,1372C,control,Fibroblast,Macrophage_Alveolar
expression020,1372C,control,Macrophage,ATII
expression020,1372C,control,Macrophage,Fibroblast
expression020,1372C,control,Macrophage_Alveolar,ATII
expression020,1372C,control,Macrophage_Alveolar,Fibroblast
