set	gene
HALLMARK_GLYCOLYSIS	Tgfbi
HALLMARK_GLYCOLYSIS	Tktl1
HALLMARK_GLYCOLYSIS	Tpbg
HALLMARK_GLYCOLYSIS	Tpi1
HALLMARK_GLYCOLYSIS	Tpst1
HALLMARK_GLYCOLYSIS	Txn1
HALLMARK_GLYCOLYSIS	Ugp2
HALLMARK_GLYCOLYSIS	Vcan
HALLMARK_GLYCOLYSIS	Vegfa
HALLMARK_GLYCOLYSIS	Vldlr
HALLMARK_GLYCOLYSIS	Xylt2
HALLMARK_GLYCOLYSIS	Zfp292
HALLMARK_HYPOXIA	Ackr3
HALLMARK_HYPOXIA	Adm
HALLMARK_HYPOXIA	Adora2b
HALLMARK_HYPOXIA	Ak4
HALLMARK_HYPOXIA	Akap12
HALLMARK_HYPOXIA	Aldoa
HALLMARK_HYPOXIA	Aldob
HALLMARK_HYPOXIA	Aldoc
HALLMARK_HYPOXIA	Ampd3
HALLMARK_HYPOXIA	Angptl4
HALLMARK_HYPOXIA	Ankzf1
HALLMARK_HYPOXIA	Anxa2
HALLMARK_HYPOXIA	Atf3
HALLMARK_HYPOXIA	Atp7a
HALLMARK_HYPOXIA	B3galt6
HALLMARK_HYPOXIA	B4galnt2
HALLMARK_HYPOXIA	Bcan
HALLMARK_HYPOXIA	Bcl2
HALLMARK_HYPOXIA	Bgn
HALLMARK_HYPOXIA	Bhlhe40
HALLMARK_HYPOXIA	Bnip3l
HALLMARK_HYPOXIA	Brs3
HALLMARK_HYPOXIA	Btg1
HALLMARK_HYPOXIA	Car12
HALLMARK_HYPOXIA	Casp6
HALLMARK_HYPOXIA	Cav1
HALLMARK_HYPOXIA	Cavin1
HALLMARK_HYPOXIA	Cavin3
HALLMARK_HYPOXIA	Ccn1
HALLMARK_HYPOXIA	Ccn2
HALLMARK_HYPOXIA	Ccn5
HALLMARK_HYPOXIA	Ccng2
HALLMARK_HYPOXIA	Cdkn1a
HALLMARK_HYPOXIA	Cdkn1b
HALLMARK_HYPOXIA	Cdkn1c
HALLMARK_HYPOXIA	Chst2
HALLMARK_HYPOXIA	Chst3
HALLMARK_HYPOXIA	Cited2
HALLMARK_HYPOXIA	Col5a1
HALLMARK_HYPOXIA	Cp
HALLMARK_HYPOXIA	Csrp2
HALLMARK_HYPOXIA	Cxcr4
HALLMARK_HYPOXIA	Dcn
HALLMARK_HYPOXIA	Ddit3
HALLMARK_HYPOXIA	Ddit4
HALLMARK_HYPOXIA	Dpysl4
HALLMARK_HYPOXIA	Dtna
HALLMARK_HYPOXIA	Dusp1
HALLMARK_HYPOXIA	Edn2
HALLMARK_HYPOXIA	Efna1
HALLMARK_HYPOXIA	Efna3
HALLMARK_HYPOXIA	Egfr
HALLMARK_HYPOXIA	Eno1b
HALLMARK_HYPOXIA	Eno2
HALLMARK_HYPOXIA	Eno3
HALLMARK_HYPOXIA	Ero1a
HALLMARK_HYPOXIA	Errfi1
HALLMARK_HYPOXIA	Ets1
HALLMARK_HYPOXIA	Ext1
HALLMARK_HYPOXIA	F3
HALLMARK_HYPOXIA	Fam162a
HALLMARK_HYPOXIA	Fbp1
HALLMARK_HYPOXIA	Fos
HALLMARK_HYPOXIA	Fosl2
HALLMARK_HYPOXIA	Foxo3
HALLMARK_HYPOXIA	Gaa
HALLMARK_HYPOXIA	Galk1
HALLMARK_HYPOXIA	Gapdh-ps15
HALLMARK_HYPOXIA	Gapdhs
HALLMARK_HYPOXIA	Gbe1
HALLMARK_HYPOXIA	Gck
HALLMARK_HYPOXIA	Gcnt2
HALLMARK_HYPOXIA	Glrx
HALLMARK_HYPOXIA	Gpc1
HALLMARK_HYPOXIA	Gpc3
HALLMARK_HYPOXIA	Gpc4
HALLMARK_HYPOXIA	Gpi1
HALLMARK_HYPOXIA	Grhpr
HALLMARK_HYPOXIA	Gys1
HALLMARK_HYPOXIA	Has1
HALLMARK_HYPOXIA	Hdlbp
HALLMARK_HYPOXIA	Hexa
HALLMARK_HYPOXIA	Hk1
HALLMARK_HYPOXIA	Hk2
HALLMARK_HYPOXIA	Hmox1
HALLMARK_HYPOXIA	Hoxb9
HALLMARK_HYPOXIA	Hs3st1
HALLMARK_HYPOXIA	Hspa5
HALLMARK_HYPOXIA	Ids
HALLMARK_HYPOXIA	Ier3
HALLMARK_HYPOXIA	Igfbp1
HALLMARK_HYPOXIA	Igfbp3
HALLMARK_HYPOXIA	Il6
HALLMARK_HYPOXIA	Ilvbl
HALLMARK_HYPOXIA	Inha
HALLMARK_HYPOXIA	Irs2
HALLMARK_HYPOXIA	Isg20
HALLMARK_HYPOXIA	Jmjd6
HALLMARK_HYPOXIA	Jun
HALLMARK_HYPOXIA	Kdelr3
HALLMARK_HYPOXIA	Kdm3a
HALLMARK_HYPOXIA	Kif5a
HALLMARK_HYPOXIA	Klf6
HALLMARK_HYPOXIA	Klf7
HALLMARK_HYPOXIA	Klhl24
HALLMARK_HYPOXIA	Lalba
HALLMARK_HYPOXIA	Large1
HALLMARK_HYPOXIA	Ldha
HALLMARK_HYPOXIA	Ldhc
HALLMARK_HYPOXIA	Lox
HALLMARK_HYPOXIA	Lxn
HALLMARK_HYPOXIA	Maff
HALLMARK_HYPOXIA	Map3k1
HALLMARK_HYPOXIA	Mif
HALLMARK_HYPOXIA	Mt1
HALLMARK_HYPOXIA	Mxi1
HALLMARK_HYPOXIA	Myh9
HALLMARK_HYPOXIA	Nagk
HALLMARK_HYPOXIA	Ncan
HALLMARK_HYPOXIA	Ndrg1
HALLMARK_HYPOXIA	Ndst1
HALLMARK_HYPOXIA	Ndst2
HALLMARK_HYPOXIA	Nedd4l
HALLMARK_HYPOXIA	Nfil3
HALLMARK_HYPOXIA	Noct
HALLMARK_HYPOXIA	Nr3c1
HALLMARK_HYPOXIA	P4ha1
HALLMARK_HYPOXIA	P4ha2
HALLMARK_HYPOXIA	Pam
HALLMARK_HYPOXIA	Pck1
HALLMARK_HYPOXIA	Pdgfb
HALLMARK_HYPOXIA	Pdk1
HALLMARK_HYPOXIA	Pdk3
HALLMARK_HYPOXIA	Pfkfb3
HALLMARK_HYPOXIA	Pfkl
HALLMARK_HYPOXIA	Pfkp
HALLMARK_HYPOXIA	Pgam2
HALLMARK_HYPOXIA	Pgf
HALLMARK_HYPOXIA	Pgk1
HALLMARK_HYPOXIA	Pgm1
HALLMARK_HYPOXIA	Pgm2
HALLMARK_HYPOXIA	Phkg1
HALLMARK_HYPOXIA	Pim1
HALLMARK_HYPOXIA	Pklr
HALLMARK_HYPOXIA	Pkp1
HALLMARK_HYPOXIA	Plac8
HALLMARK_HYPOXIA	Plaur
HALLMARK_HYPOXIA	Plin2
HALLMARK_HYPOXIA	Pnrc1
HALLMARK_HYPOXIA	Ppargc1a
HALLMARK_HYPOXIA	Ppfia4
HALLMARK_HYPOXIA	Ppp1r15a
HALLMARK_HYPOXIA	Ppp1r3c
HALLMARK_HYPOXIA	Prdx5
HALLMARK_HYPOXIA	Prkca
HALLMARK_HYPOXIA	Pygm
HALLMARK_HYPOXIA	Rbpj
HALLMARK_HYPOXIA	Rora
HALLMARK_HYPOXIA	Rragd
HALLMARK_HYPOXIA	S100a4
HALLMARK_HYPOXIA	Sap30
HALLMARK_HYPOXIA	Scarb1
HALLMARK_HYPOXIA	Sdc2
HALLMARK_HYPOXIA	Sdc3
HALLMARK_HYPOXIA	Sdc4
HALLMARK_HYPOXIA	Selenbp1
HALLMARK_HYPOXIA	Serpine1
HALLMARK_HYPOXIA	Siah2
HALLMARK_HYPOXIA	Slc25a1
HALLMARK_HYPOXIA	Slc2a1
HALLMARK_HYPOXIA	Slc2a3
HALLMARK_HYPOXIA	Slc2a5
HALLMARK_HYPOXIA	Slc37a4
HALLMARK_HYPOXIA	Slc6a6
HALLMARK_HYPOXIA	Srpx
HALLMARK_HYPOXIA	Stbd1
HALLMARK_HYPOXIA	Stc1
HALLMARK_HYPOXIA	Stc2
HALLMARK_HYPOXIA	Sult2b1
HALLMARK_HYPOXIA	Tes
HALLMARK_HYPOXIA	Tgfb3
HALLMARK_HYPOXIA	Tgfbi
HALLMARK_HYPOXIA	Tgm2
HALLMARK_HYPOXIA	Tiparp
HALLMARK_HYPOXIA	Tktl1
HALLMARK_HYPOXIA	Tmem45a
HALLMARK_HYPOXIA	Tnfaip3
HALLMARK_HYPOXIA	Tpbg
HALLMARK_HYPOXIA	Tpd52
HALLMARK_HYPOXIA	Tpi1
HALLMARK_HYPOXIA	Tpst2
HALLMARK_HYPOXIA	Ugp2
HALLMARK_HYPOXIA	Vegfa
HALLMARK_HYPOXIA	Vhl
HALLMARK_HYPOXIA	Vldlr
HALLMARK_HYPOXIA	Wsb1
HALLMARK_HYPOXIA	Xpnpep1
HALLMARK_HYPOXIA	Zfp292
HALLMARK_HYPOXIA	Zfp36
HALLMARK_IL6_JAK_STAT3_SIGNALING	A2m
HALLMARK_IL6_JAK_STAT3_SIGNALING	Acvr1b
HALLMARK_IL6_JAK_STAT3_SIGNALING	Acvrl1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Bak1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Cbl
HALLMARK_IL6_JAK_STAT3_SIGNALING	Ccl7
HALLMARK_IL6_JAK_STAT3_SIGNALING	Ccr1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Cd14
HALLMARK_IL6_JAK_STAT3_SIGNALING	Cd36
HALLMARK_IL6_JAK_STAT3_SIGNALING	Cd38
HALLMARK_IL6_JAK_STAT3_SIGNALING	Cd44
HALLMARK_IL6_JAK_STAT3_SIGNALING	Cd9
HALLMARK_IL6_JAK_STAT3_SIGNALING	Cntfr
HALLMARK_IL6_JAK_STAT3_SIGNALING	Crlf2
HALLMARK_IL6_JAK_STAT3_SIGNALING	Csf1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Csf2
HALLMARK_IL6_JAK_STAT3_SIGNALING	Csf2ra
HALLMARK_IL6_JAK_STAT3_SIGNALING	Csf3r
HALLMARK_IL6_JAK_STAT3_SIGNALING	Cxcl10
HALLMARK_IL6_JAK_STAT3_SIGNALING	Cxcl11
HALLMARK_IL6_JAK_STAT3_SIGNALING	Cxcl13
HALLMARK_IL6_JAK_STAT3_SIGNALING	Cxcl2
HALLMARK_IL6_JAK_STAT3_SIGNALING	Cxcl9
HALLMARK_IL6_JAK_STAT3_SIGNALING	Dntt
HALLMARK_IL6_JAK_STAT3_SIGNALING	Ebi3
HALLMARK_IL6_JAK_STAT3_SIGNALING	Fas
HALLMARK_IL6_JAK_STAT3_SIGNALING	Grb2
HALLMARK_IL6_JAK_STAT3_SIGNALING	Hax1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Hmox1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Ifnar1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Ifngr1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Ifngr2
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il10rb
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il12rb1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il13ra1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il15ra
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il17ra
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il17rb
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il18r1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il1b
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il1r1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il1r2
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il2ra
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il2rg
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il3ra
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il4ra
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il6
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il6st
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il7
HALLMARK_IL6_JAK_STAT3_SIGNALING	Il9r
HALLMARK_IL6_JAK_STAT3_SIGNALING	Inhbe
HALLMARK_IL6_JAK_STAT3_SIGNALING	Irf1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Irf9
HALLMARK_IL6_JAK_STAT3_SIGNALING	Itga4
HALLMARK_IL6_JAK_STAT3_SIGNALING	Itgb3
HALLMARK_IL6_JAK_STAT3_SIGNALING	Jun
HALLMARK_IL6_JAK_STAT3_SIGNALING	Lepr
HALLMARK_IL6_JAK_STAT3_SIGNALING	Ltb
HALLMARK_IL6_JAK_STAT3_SIGNALING	Ltbr
HALLMARK_IL6_JAK_STAT3_SIGNALING	Map3k8
HALLMARK_IL6_JAK_STAT3_SIGNALING	Myd88
HALLMARK_IL6_JAK_STAT3_SIGNALING	Osmr
HALLMARK_IL6_JAK_STAT3_SIGNALING	Pdgfc
HALLMARK_IL6_JAK_STAT3_SIGNALING	Pf4
HALLMARK_IL6_JAK_STAT3_SIGNALING	Pik3r5
HALLMARK_IL6_JAK_STAT3_SIGNALING	Pim1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Pla2g2a
HALLMARK_IL6_JAK_STAT3_SIGNALING	Ptpn1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Ptpn11
HALLMARK_IL6_JAK_STAT3_SIGNALING	Ptpn2
HALLMARK_IL6_JAK_STAT3_SIGNALING	Reg1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Socs1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Socs3
HALLMARK_IL6_JAK_STAT3_SIGNALING	Stam2
HALLMARK_IL6_JAK_STAT3_SIGNALING	Stat1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Stat2
HALLMARK_IL6_JAK_STAT3_SIGNALING	Stat3
HALLMARK_IL6_JAK_STAT3_SIGNALING	Tgfb1
HALLMARK_IL6_JAK_STAT3_SIGNALING	Tlr2
HALLMARK_IL6_JAK_STAT3_SIGNALING	Tnf
HALLMARK_IL6_JAK_STAT3_SIGNALING	Tnfrsf12a
HALLMARK_IL6_JAK_STAT3_SIGNALING	Tnfrsf1a
HALLMARK_IL6_JAK_STAT3_SIGNALING	Tnfrsf1b
HALLMARK_IL6_JAK_STAT3_SIGNALING	Tnfrsf21
HALLMARK_IL6_JAK_STAT3_SIGNALING	Tyk2
HALLMARK_INFLAMMATORY_RESPONSE	Abca1
HALLMARK_INFLAMMATORY_RESPONSE	Abi1
HALLMARK_INFLAMMATORY_RESPONSE	Acvr1b
HALLMARK_INFLAMMATORY_RESPONSE	Acvr2a
HALLMARK_INFLAMMATORY_RESPONSE	Adgre1
HALLMARK_INFLAMMATORY_RESPONSE	Adm
HALLMARK_INFLAMMATORY_RESPONSE	Adora2b
HALLMARK_INFLAMMATORY_RESPONSE	Adrm1
HALLMARK_INFLAMMATORY_RESPONSE	Ahr
HALLMARK_INFLAMMATORY_RESPONSE	Aplnr
HALLMARK_INFLAMMATORY_RESPONSE	Aqp9
HALLMARK_INFLAMMATORY_RESPONSE	Atp2a2
HALLMARK_INFLAMMATORY_RESPONSE	Atp2b1
HALLMARK_INFLAMMATORY_RESPONSE	Atp2c1
HALLMARK_INFLAMMATORY_RESPONSE	Axl
HALLMARK_INFLAMMATORY_RESPONSE	Bdkrb1
HALLMARK_INFLAMMATORY_RESPONSE	Best1
HALLMARK_INFLAMMATORY_RESPONSE	Bst2
HALLMARK_INFLAMMATORY_RESPONSE	Btg2
HALLMARK_INFLAMMATORY_RESPONSE	C3ar1
HALLMARK_INFLAMMATORY_RESPONSE	Calcrl
HALLMARK_INFLAMMATORY_RESPONSE	Ccl17
HALLMARK_INFLAMMATORY_RESPONSE	Ccl20
HALLMARK_INFLAMMATORY_RESPONSE	Ccl22
HALLMARK_INFLAMMATORY_RESPONSE	Ccl24
HALLMARK_INFLAMMATORY_RESPONSE	Ccl5
HALLMARK_INFLAMMATORY_RESPONSE	Ccl7
HALLMARK_INFLAMMATORY_RESPONSE	Ccr7
HALLMARK_INFLAMMATORY_RESPONSE	Ccrl2
HALLMARK_INFLAMMATORY_RESPONSE	Cd14
HALLMARK_INFLAMMATORY_RESPONSE	Cd40
HALLMARK_INFLAMMATORY_RESPONSE	Cd48
HALLMARK_INFLAMMATORY_RESPONSE	Cd69
HALLMARK_INFLAMMATORY_RESPONSE	Cd70
HALLMARK_INFLAMMATORY_RESPONSE	Cd82
HALLMARK_INFLAMMATORY_RESPONSE	Cdkn1a
HALLMARK_INFLAMMATORY_RESPONSE	Chst2
HALLMARK_INFLAMMATORY_RESPONSE	Clec5a
HALLMARK_INFLAMMATORY_RESPONSE	Cmklr1
HALLMARK_INFLAMMATORY_RESPONSE	Csf1
HALLMARK_INFLAMMATORY_RESPONSE	Csf3
HALLMARK_INFLAMMATORY_RESPONSE	Csf3r
HALLMARK_INFLAMMATORY_RESPONSE	Cx3cl1
HALLMARK_INFLAMMATORY_RESPONSE	Cxcl10
HALLMARK_INFLAMMATORY_RESPONSE	Cxcl11
HALLMARK_INFLAMMATORY_RESPONSE	Cxcl15
HALLMARK_INFLAMMATORY_RESPONSE	Cxcl5
HALLMARK_INFLAMMATORY_RESPONSE	Cxcl9
HALLMARK_INFLAMMATORY_RESPONSE	Cxcr6
HALLMARK_INFLAMMATORY_RESPONSE	Cybb
HALLMARK_INFLAMMATORY_RESPONSE	Dcbld2
HALLMARK_INFLAMMATORY_RESPONSE	Ebi3
HALLMARK_INFLAMMATORY_RESPONSE	Edn1
HALLMARK_INFLAMMATORY_RESPONSE	Eif2ak2
HALLMARK_INFLAMMATORY_RESPONSE	Emp3
HALLMARK_INFLAMMATORY_RESPONSE	Ereg
HALLMARK_INFLAMMATORY_RESPONSE	F3
HALLMARK_INFLAMMATORY_RESPONSE	Ffar2
HALLMARK_INFLAMMATORY_RESPONSE	Fpr1
HALLMARK_INFLAMMATORY_RESPONSE	Fzd5
HALLMARK_INFLAMMATORY_RESPONSE	Gabbr1
HALLMARK_INFLAMMATORY_RESPONSE	Gch1
HALLMARK_INFLAMMATORY_RESPONSE	Gna15
HALLMARK_INFLAMMATORY_RESPONSE	Gnai3
HALLMARK_INFLAMMATORY_RESPONSE	Gp1ba
HALLMARK_INFLAMMATORY_RESPONSE	Gpc3
HALLMARK_INFLAMMATORY_RESPONSE	Gpr132
HALLMARK_INFLAMMATORY_RESPONSE	Gpr183
HALLMARK_INFLAMMATORY_RESPONSE	Has2
HALLMARK_INFLAMMATORY_RESPONSE	Hbegf
HALLMARK_INFLAMMATORY_RESPONSE	Hif1a
HALLMARK_INFLAMMATORY_RESPONSE	Hpn
HALLMARK_INFLAMMATORY_RESPONSE	Hrh1
HALLMARK_INFLAMMATORY_RESPONSE	Icam1
HALLMARK_INFLAMMATORY_RESPONSE	Icam4
HALLMARK_INFLAMMATORY_RESPONSE	Icosl
HALLMARK_INFLAMMATORY_RESPONSE	Ifitm1
HALLMARK_INFLAMMATORY_RESPONSE	Ifnar1
HALLMARK_INFLAMMATORY_RESPONSE	Ifngr2
HALLMARK_INFLAMMATORY_RESPONSE	Il10
HALLMARK_INFLAMMATORY_RESPONSE	Il10ra
HALLMARK_INFLAMMATORY_RESPONSE	Il12b
HALLMARK_INFLAMMATORY_RESPONSE	Il15
HALLMARK_INFLAMMATORY_RESPONSE	Il15ra
HALLMARK_INFLAMMATORY_RESPONSE	Il18
HALLMARK_INFLAMMATORY_RESPONSE	Il18r1
HALLMARK_INFLAMMATORY_RESPONSE	Il18rap
HALLMARK_INFLAMMATORY_RESPONSE	Il1a
HALLMARK_INFLAMMATORY_RESPONSE	Il1b
HALLMARK_INFLAMMATORY_RESPONSE	Il1r1
HALLMARK_INFLAMMATORY_RESPONSE	Il2rb
HALLMARK_INFLAMMATORY_RESPONSE	Il4ra
HALLMARK_INFLAMMATORY_RESPONSE	Il6
HALLMARK_INFLAMMATORY_RESPONSE	Il7r
HALLMARK_INFLAMMATORY_RESPONSE	Inhba
HALLMARK_INFLAMMATORY_RESPONSE	Irak2
HALLMARK_INFLAMMATORY_RESPONSE	Irf1
HALLMARK_INFLAMMATORY_RESPONSE	Irf7
HALLMARK_INFLAMMATORY_RESPONSE	Itga5
HALLMARK_INFLAMMATORY_RESPONSE	Itgb3
HALLMARK_INFLAMMATORY_RESPONSE	Itgb8
HALLMARK_INFLAMMATORY_RESPONSE	Kcna3
HALLMARK_INFLAMMATORY_RESPONSE	Kcnj2
HALLMARK_INFLAMMATORY_RESPONSE	Kcnmb2
HALLMARK_INFLAMMATORY_RESPONSE	Kif1b
HALLMARK_INFLAMMATORY_RESPONSE	Klf6
HALLMARK_INFLAMMATORY_RESPONSE	Lamp3
HALLMARK_INFLAMMATORY_RESPONSE	Lck
HALLMARK_INFLAMMATORY_RESPONSE	Lcp2
HALLMARK_INFLAMMATORY_RESPONSE	Ldlr
HALLMARK_INFLAMMATORY_RESPONSE	Lif
HALLMARK_INFLAMMATORY_RESPONSE	Lpar1
HALLMARK_INFLAMMATORY_RESPONSE	Lta
HALLMARK_INFLAMMATORY_RESPONSE	Ly6e
HALLMARK_INFLAMMATORY_RESPONSE	Lyn
HALLMARK_INFLAMMATORY_RESPONSE	Marco
HALLMARK_INFLAMMATORY_RESPONSE	Mefv
HALLMARK_INFLAMMATORY_RESPONSE	Mep1a
HALLMARK_INFLAMMATORY_RESPONSE	Met
HALLMARK_INFLAMMATORY_RESPONSE	Mmp14
HALLMARK_INFLAMMATORY_RESPONSE	Msr1
HALLMARK_INFLAMMATORY_RESPONSE	Mxd1
HALLMARK_INFLAMMATORY_RESPONSE	Myc
HALLMARK_INFLAMMATORY_RESPONSE	Nampt
HALLMARK_INFLAMMATORY_RESPONSE	Ndp
HALLMARK_INFLAMMATORY_RESPONSE	Nfkb1
HALLMARK_INFLAMMATORY_RESPONSE	Nfkbia
HALLMARK_INFLAMMATORY_RESPONSE	Nlrp3
HALLMARK_INFLAMMATORY_RESPONSE	Nmi
HALLMARK_INFLAMMATORY_RESPONSE	Nmur1
HALLMARK_INFLAMMATORY_RESPONSE	Nod2
HALLMARK_INFLAMMATORY_RESPONSE	Npffr2
HALLMARK_INFLAMMATORY_RESPONSE	Olr1
HALLMARK_INFLAMMATORY_RESPONSE	Oprk1
HALLMARK_INFLAMMATORY_RESPONSE	Osm
HALLMARK_INFLAMMATORY_RESPONSE	Osmr
HALLMARK_INFLAMMATORY_RESPONSE	P2rx4
HALLMARK_INFLAMMATORY_RESPONSE	P2rx7
HALLMARK_INFLAMMATORY_RESPONSE	P2ry2
HALLMARK_INFLAMMATORY_RESPONSE	Pcdh7
HALLMARK_INFLAMMATORY_RESPONSE	Pde4b
HALLMARK_INFLAMMATORY_RESPONSE	Pdpn
HALLMARK_INFLAMMATORY_RESPONSE	Pik3r5
HALLMARK_INFLAMMATORY_RESPONSE	Plaur
HALLMARK_INFLAMMATORY_RESPONSE	Prok2
HALLMARK_INFLAMMATORY_RESPONSE	Psen1
HALLMARK_INFLAMMATORY_RESPONSE	Ptafr
HALLMARK_INFLAMMATORY_RESPONSE	Ptger2
HALLMARK_INFLAMMATORY_RESPONSE	Ptger4
HALLMARK_INFLAMMATORY_RESPONSE	Ptgir
HALLMARK_INFLAMMATORY_RESPONSE	Ptpre
HALLMARK_INFLAMMATORY_RESPONSE	Pvr
HALLMARK_INFLAMMATORY_RESPONSE	Raf1
HALLMARK_INFLAMMATORY_RESPONSE	Rasgrp1
HALLMARK_INFLAMMATORY_RESPONSE	Rela
HALLMARK_INFLAMMATORY_RESPONSE	Rgs1
HALLMARK_INFLAMMATORY_RESPONSE	Rgs16
HALLMARK_INFLAMMATORY_RESPONSE	Rhog
HALLMARK_INFLAMMATORY_RESPONSE	Ripk2
HALLMARK_INFLAMMATORY_RESPONSE	Rnf144b
HALLMARK_INFLAMMATORY_RESPONSE	Ros1
HALLMARK_INFLAMMATORY_RESPONSE	Rtp4
HALLMARK_INFLAMMATORY_RESPONSE	Scarf1
HALLMARK_INFLAMMATORY_RESPONSE	Scn1b
HALLMARK_INFLAMMATORY_RESPONSE	Sele
HALLMARK_INFLAMMATORY_RESPONSE	Selenos
HALLMARK_INFLAMMATORY_RESPONSE	Sell
HALLMARK_INFLAMMATORY_RESPONSE	Sema4d
HALLMARK_INFLAMMATORY_RESPONSE	Serpine1
HALLMARK_INFLAMMATORY_RESPONSE	Sgms2
HALLMARK_INFLAMMATORY_RESPONSE	Slamf1
HALLMARK_INFLAMMATORY_RESPONSE	Slc11a2
HALLMARK_INFLAMMATORY_RESPONSE	Slc1a2
HALLMARK_INFLAMMATORY_RESPONSE	Slc28a2
HALLMARK_INFLAMMATORY_RESPONSE	Slc31a1
HALLMARK_INFLAMMATORY_RESPONSE	Slc31a2
HALLMARK_INFLAMMATORY_RESPONSE	Slc4a4
HALLMARK_INFLAMMATORY_RESPONSE	Slc7a1
HALLMARK_INFLAMMATORY_RESPONSE	Slc7a2
HALLMARK_INFLAMMATORY_RESPONSE	Sphk1
HALLMARK_INFLAMMATORY_RESPONSE	Sri
HALLMARK_INFLAMMATORY_RESPONSE	Stab1
HALLMARK_INFLAMMATORY_RESPONSE	Tacr1
HALLMARK_INFLAMMATORY_RESPONSE	Tacr3
HALLMARK_INFLAMMATORY_RESPONSE	Tapbp
HALLMARK_INFLAMMATORY_RESPONSE	Timp1
HALLMARK_INFLAMMATORY_RESPONSE	Tlr1
HALLMARK_INFLAMMATORY_RESPONSE	Tlr2
HALLMARK_INFLAMMATORY_RESPONSE	Tlr3
HALLMARK_INFLAMMATORY_RESPONSE	Tnfaip6
HALLMARK_INFLAMMATORY_RESPONSE	Tnfrsf1b
HALLMARK_INFLAMMATORY_RESPONSE	Tnfrsf9
HALLMARK_INFLAMMATORY_RESPONSE	Tnfsf10
HALLMARK_INFLAMMATORY_RESPONSE	Tnfsf15
HALLMARK_INFLAMMATORY_RESPONSE	Tnfsf9
HALLMARK_INFLAMMATORY_RESPONSE	Tpbg
HALLMARK_INFLAMMATORY_RESPONSE	Vip
HALLMARK_INTERFERON_GAMMA_RESPONSE	Adar
HALLMARK_INTERFERON_GAMMA_RESPONSE	Apol6
HALLMARK_INTERFERON_GAMMA_RESPONSE	Arid5b
HALLMARK_INTERFERON_GAMMA_RESPONSE	Arl4a
HALLMARK_INTERFERON_GAMMA_RESPONSE	Auts2
HALLMARK_INTERFERON_GAMMA_RESPONSE	B2m
HALLMARK_INTERFERON_GAMMA_RESPONSE	Bank1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Batf2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Bpgm
HALLMARK_INTERFERON_GAMMA_RESPONSE	Bst2
HALLMARK_INTERFERON_GAMMA_RESPONSE	Btg1
HALLMARK_INTERFERON_GAMMA_RESPONSE	C1s1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Casp1
HALLMARK_INTERFERON_GAMMA_RESPONSE	Casp3
HALLMARK_INTERFERON_GAMMA_RESPONSE	Casp4
HALLMARK_INTERFERON_GAMMA_RESPONSE	Casp7
HALLMARK_INTERFERON_GAMMA_RESPONSE	Casp8
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ccl5
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ccl7
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cd274
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cd38
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cd40
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cd69
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cd74
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cd86
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cdkn1a
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cfb
