cell_type,day,gene,mean_log2_cpm,animals,mean_detection_1000
Adventitial_fibroblast,25.0,Wls,6.972004127840315,2,0.11621037325671699
Adventitial_fibroblast,25.0,Wnt2,3.0070250953338307,2,0.006125279635790657
Adventitial_fibroblast,25.0,Wnt2b,0.5918470812116872,2,0.000674213783936016
Adventitial_fibroblast,25.0,Wnt4,6.552230144620571,2,0.07075401121565084
Adventitial_fibroblast,25.0,Wnt5a,6.987896440488697,2,0.108426701795688
Adventitial_fibroblast,25.0,Wnt7b,0.0,2,0.0
Adventitial_fibroblast,25.0,Wnt9a,4.728736199457361,2,0.02726042428864689
Adventitial_fibroblast,42.0,Axin2,5.477468615071034,8,0.04073482862432823
Adventitial_fibroblast,42.0,Lef1,0.5591911300037047,8,0.0005851852864972952
Adventitial_fibroblast,42.0,Porcn,3.3913354416982595,8,0.008923823516462242
Adventitial_fibroblast,42.0,Wls,6.91808156614575,8,0.11110484203742997
Adventitial_fibroblast,42.0,Wnt2,3.0533827798269204,8,0.005933158458173008
Adventitial_fibroblast,42.0,Wnt2b,0.6582341059059464,8,0.0008937938546939384
Adventitial_fibroblast,42.0,Wnt4,5.9972351300991225,8,0.0500231657250049
Adventitial_fibroblast,42.0,Wnt5a,6.286478385758504,8,0.0767475391578289
Adventitial_fibroblast,42.0,Wnt7b,0.0,8,0.0
Adventitial_fibroblast,42.0,Wnt9a,4.405699599439646,8,0.021675735074443328
Adventitial_fibroblast,90.0,Axin2,5.3117542865889575,4,0.03489392653007591
Adventitial_fibroblast,90.0,Lef1,0.46706688766786936,4,0.00042253582452068413
Adventitial_fibroblast,90.0,Porcn,3.140744881584219,4,0.007527084519175259
Adventitial_fibroblast,90.0,Wls,6.7938849262108585,4,0.09845288806263455
Adventitial_fibroblast,90.0,Wnt2,2.8156196222812784,4,0.004789146211301142
Adventitial_fibroblast,90.0,Wnt2b,0.6892054244147673,4,0.0008505330296375543
Adventitial_fibroblast,90.0,Wnt4,6.236943770778813,4,0.054340990998059
Adventitial_fibroblast,90.0,Wnt5a,6.04274364887956,4,0.06361801577022298
Adventitial_fibroblast,90.0,Wnt7b,0.08188268388987108,4,4.960423756133413e-05
Adventitial_fibroblast,90.0,Wnt9a,4.037896597262491,4,0.017192707648002965
Adventitial_fibroblast,366.0,Axin2,5.9293540705636225,3,0.05083660304027313
Adventitial_fibroblast,366.0,Lef1,0.2988146065782387,3,0.0001942239355368832
Adventitial_fibroblast,366.0,Porcn,3.663001110013808,3,0.010591012146059611
Adventitial_fibroblast,366.0,Wls,7.178623483257226,3,0.13778532215224712
Adventitial_fibroblast,366.0,Wnt2,3.4947465812973317,3,0.010447368089729072
Adventitial_fibroblast,366.0,Wnt2b,1.2058662731686445,3,0.001224244900095412
Adventitial_fibroblast,366.0,Wnt4,6.10325697895956,3,0.04923547470134703
Adventitial_fibroblast,366.0,Wnt5a,6.626530570140907,3,0.10004928389745714
Adventitial_fibroblast,366.0,Wnt7b,0.0,3,0.0
Adventitial_fibroblast,366.0,Wnt9a,4.492972360549633,3,0.02151873077578316
Peribronchial_fibroblast,0.0,Axin2,6.273374949197698,1,0.06724988014667528
Peribronchial_fibroblast,0.0,Lef1,0.0,1,0.0
Peribronchial_fibroblast,0.0,Porcn,4.093745951773745,1,0.019158939746502734
