group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
8,S100a6,15.992347,2.942857,1.444841820578483e-57,5.173818021511483e-54,0.5345911949685535,0.12448113427545357
8,Fmo2,15.760309,1.5235585,5.834683496830503e-56,1.8804017973585347e-52,0.7966457023060797,0.4742316123315144
8,Tns1,14.958804,1.2049309,1.3645700164815065e-50,3.997942044651454e-47,0.8490566037735849,0.5926962361830138
8,Palld,13.877481,4.0704045,8.673884673031783e-44,2.329516293687236e-40,0.39832285115303984,0.030432349237442282
8,Plac9a,13.690313,3.5046794,1.1600745552537294e-42,2.8759140589782454e-39,0.4109014675052411,0.046826174152324984
8,Prdx6,13.5688925,1.647427,6.124048383638474e-42,1.4097559379135767e-38,0.6582809224318659,0.32370225269343783
8,Npnt,13.5078745,4.1599574,1.4051998262262556e-41,3.0191186666413176e-38,0.3857442348008386,0.026398022480294762
8,Ahnak,13.253432,1.0604287,4.31029333925058e-40,8.682008358585482e-37,0.9371069182389937,0.7472599225782379
8,Apoe,13.027556,3.1226718,8.529608623621787e-39,1.617013098365194e-35,0.40461215932914046,0.057180168835408794
8,Cryab,12.884811,3.0438302,5.480916314619844e-38,9.81327616597602e-35,0.4109014675052411,0.07420362856210065
8,Myh10,12.405761,3.934395,2.4319312180409487e-35,4.1250673313170366e-32,0.3584905660377358,0.02949955692365095
8,Mfap4,12.324535,3.7561607,6.682724354087925e-35,1.0768542024177283e-31,0.36477987421383645,0.03873420083018516
