donor,disease,label,cells,recovered_donor_cells,recovered_cell_fraction
053I,IPF,Goblet,16,3718,0.004303388918773534
053I,IPF,ILC_A,5,3718,0.0013448090371167294
053I,IPF,ILC_B,4,3718,0.0010758472296933835
053I,IPF,Lymphatic,5,3718,0.0013448090371167294
053I,IPF,Macrophage,1707,3718,0.4591178052716514
053I,IPF,Macrophage_Alveolar,525,3718,0.1412049488972566
053I,IPF,Mesothelial,1,3718,0.00026896180742334586
053I,IPF,Multiplet,19,3718,0.005110274341043572
053I,IPF,Myofibroblast,18,3718,0.004841312533620226
053I,IPF,NK,391,3718,0.10516406670252824
053I,IPF,Pericyte,1,3718,0.00026896180742334586
053I,IPF,SMC,1,3718,0.00026896180742334586
053I,IPF,T,38,3718,0.010220548682087143
053I,IPF,T_Cytotoxic,414,3718,0.11135018827326519
053I,IPF,T_Regulatory,14,3718,0.0037654653039268424
053I,IPF,VE_Arterial,4,3718,0.0010758472296933835
053I,IPF,VE_Capillary_A,1,3718,0.00026896180742334586
053I,IPF,VE_Capillary_B,2,3718,0.0005379236148466917
053I,IPF,VE_Peribronchial,13,3718,0.0034965034965034965
053I,IPF,VE_Venous,4,3718,0.0010758472296933835
053I,IPF,cDC1,6,3718,0.0016137708445400753
053I,IPF,cDC2,150,3718,0.04034427111350188
053I,IPF,cMonocyte,66,3718,0.01775147928994083
053I,IPF,ncMonocyte,40,3718,0.010758472296933835
053I,IPF,pDC,9,3718,0.002420656266810113
59I,IPF,ATI,1,1167,0.000856898029134533
59I,IPF,ATII,2,1167,0.001713796058269066
59I,IPF,B,63,1167,0.05398457583547558
59I,IPF,B_Plasma,3,1167,0.002570694087403599
59I,IPF,Basal,12,1167,0.010282776349614395
59I,IPF,Ciliated,53,1167,0.04541559554413025
59I,IPF,Club,4,1167,0.003427592116538132
59I,IPF,DC_Langerhans,3,1167,0.002570694087403599
59I,IPF,DC_Mature,1,1167,0.000856898029134533
59I,IPF,Fibroblast,22,1167,0.018851756640959727
59I,IPF,Goblet,5,1167,0.004284490145672665
59I,IPF,ILC_A,6,1167,0.005141388174807198
59I,IPF,ILC_B,2,1167,0.001713796058269066
59I,IPF,Lymphatic,13,1167,0.011139674378748929
59I,IPF,Macrophage,266,1167,0.22793487574978577
59I,IPF,Macrophage_Alveolar,77,1167,0.06598114824335904
59I,IPF,Mast,3,1167,0.002570694087403599
59I,IPF,Multiplet,5,1167,0.004284490145672665
59I,IPF,Myofibroblast,30,1167,0.02570694087403599
59I,IPF,NK,164,1167,0.1405312767780634
59I,IPF,Pericyte,15,1167,0.012853470437017995
59I,IPF,SMC,21,1167,0.017994858611825194
59I,IPF,T,126,1167,0.10796915167095116
59I,IPF,T_Cytotoxic,59,1167,0.050556983718937444
59I,IPF,T_Regulatory,14,1167,0.011996572407883462
59I,IPF,VE_Arterial,10,1167,0.00856898029134533
59I,IPF,VE_Capillary_A,5,1167,0.004284490145672665
59I,IPF,VE_Capillary_B,3,1167,0.002570694087403599
59I,IPF,VE_Peribronchial,117,1167,0.10025706940874037
59I,IPF,VE_Venous,14,1167,0.011996572407883462
59I,IPF,cDC1,1,1167,0.000856898029134533
59I,IPF,cDC2,7,1167,0.005998286203941731
59I,IPF,cMonocyte,27,1167,0.02313624678663239
59I,IPF,ncMonocyte,11,1167,0.009425878320479864
59I,IPF,pDC,2,1167,0.001713796058269066
063I,IPF,ATI,4,3292,0.001215066828675577
063I,IPF,ATII,9,3292,0.0027339003645200487
063I,IPF,Aberrant_Basaloid,3,3292,0.0009113001215066828
063I,IPF,B,1,3292,0.00030376670716889426
063I,IPF,B_Plasma,1,3292,0.00030376670716889426
063I,IPF,Basal,28,3292,0.00850546780072904
063I,IPF,Ciliated,22,3292,0.006682867557715674
063I,IPF,Club,16,3292,0.004860267314702308
063I,IPF,DC_Langerhans,1,3292,0.00030376670716889426
063I,IPF,DC_Mature,1,3292,0.00030376670716889426
063I,IPF,Fibroblast,10,3292,0.003037667071688943
063I,IPF,Goblet,11,3292,0.003341433778857837
063I,IPF,ILC_A,2,3292,0.0006075334143377885
063I,IPF,ILC_B,8,3292,0.002430133657351154
063I,IPF,Lymphatic,25,3292,0.007594167679222357
063I,IPF,Macrophage,544,3292,0.1652490886998785
063I,IPF,Macrophage_Alveolar,2047,3292,0.6218104495747266
063I,IPF,Mast,1,3292,0.00030376670716889426
063I,IPF,Multiplet,28,3292,0.00850546780072904
063I,IPF,Myofibroblast,229,3292,0.0695625759416768
063I,IPF,NK,11,3292,0.003341433778857837
063I,IPF,Pericyte,7,3292,0.00212636695018226
063I,IPF,SMC,3,3292,0.0009113001215066828
063I,IPF,T,25,3292,0.007594167679222357
063I,IPF,T_Cytotoxic,18,3292,0.0054678007290400975
063I,IPF,T_Regulatory,7,3292,0.00212636695018226
063I,IPF,VE_Arterial,4,3292,0.001215066828675577
063I,IPF,VE_Capillary_A,20,3292,0.006075334143377886
063I,IPF,VE_Capillary_B,9,3292,0.0027339003645200487
063I,IPF,VE_Peribronchial,79,3292,0.02399756986634265
063I,IPF,VE_Venous,15,3292,0.004556500607533414
063I,IPF,cDC1,14,3292,0.00425273390036452
063I,IPF,cDC2,29,3292,0.008809234507897935
063I,IPF,cMonocyte,17,3292,0.005164034021871203
063I,IPF,ncMonocyte,31,3292,0.009416767922235723
063I,IPF,pDC,12,3292,0.0036452004860267314
065C,control,ATI,2,1883,0.0010621348911311736
065C,control,ATII,2,1883,0.0010621348911311736
065C,control,B,19,1883,0.01009028146574615
065C,control,B_Plasma,3,1883,0.0015932023366967605
065C,control,Basal,2,1883,0.0010621348911311736
065C,control,Ciliated,26,1883,0.013807753584705257
065C,control,Club,2,1883,0.0010621348911311736
065C,control,DC_Mature,6,1883,0.003186404673393521
065C,control,Fibroblast,12,1883,0.006372809346787042
065C,control,Goblet,7,1883,0.0037174721189591076
065C,control,ILC_A,2,1883,0.0010621348911311736
065C,control,ILC_B,1,1883,0.0005310674455655868
065C,control,Lymphatic,23,1883,0.012214551248008496
065C,control,Macrophage,1123,1883,0.596388741370154
065C,control,Macrophage_Alveolar,366,1883,0.19437068507700478
065C,control,Mast,1,1883,0.0005310674455655868
065C,control,Mesothelial,2,1883,0.0010621348911311736
065C,control,Multiplet,12,1883,0.006372809346787042
065C,control,NK,16,1883,0.008497079129049389
065C,control,T,17,1883,0.009028146574614976
065C,control,T_Cytotoxic,14,1883,0.007434944237918215
065C,control,T_Regulatory,10,1883,0.0053106744556558685
065C,control,VE_Arterial,3,1883,0.0015932023366967605
065C,control,VE_Capillary_A,1,1883,0.0005310674455655868
065C,control,VE_Venous,4,1883,0.002124269782262347
065C,control,cDC1,4,1883,0.002124269782262347
065C,control,cDC2,33,1883,0.017525225703664365
065C,control,cMonocyte,157,1883,0.08337758895379713
065C,control,ncMonocyte,13,1883,0.006903876792352629
081C,control,ATI,1,982,0.0010183299389002036
081C,control,ATII,1,982,0.0010183299389002036
081C,control,B,1,982,0.0010183299389002036
