cluster,gene,scores,log2FC,pval,pval_adj,frac_expressing_in_cluster,frac_expressing_other
4,RPS27A,39.5607,1.4304116,0.0,0.0,0.9991055456171736,0.9280372778174439
4,HCST,39.082016,3.3177643,0.0,0.0,0.8631484794275492,0.26079440832738343
4,SRSF7,38.63486,2.3903496,0.0,0.0,0.9203935599284436,0.632219758746383
4,RPL30,38.294735,1.446337,0.0,0.0,0.9991055456171736,0.9143963022810117
4,CD8A,37.782455,5.8205624,0.0,0.0,0.6896243291592129,0.030025177558152642
4,CCL4,37.662292,4.700101,2.0587591160798e-310,2.8251893847937395e-307,0.7826475849731663,0.1671865018225546
4,DUSP2,37.219223,3.5107036,3.3358619467749544e-303,4.33679610248885e-300,0.813953488372093,0.2801097290594115
4,RPS19,36.840862,1.6046863,4.096286918967456e-297,5.059119159270756e-294,0.998211091234347,0.9106008793356131
5,DCN,53.78127,6.5535264,0.0,0.0,0.9457013574660633,0.17812369806461387
5,A2M,51.4834,5.2307005,0.0,0.0,0.9336349924585219,0.34246108396773095
5,LUM,50.828922,6.4641237,0.0,0.0,0.8582202111613876,0.09983713971897133
5,CFD,49.254192,5.6359415,0.0,0.0,0.8567119155354449,0.20156800363595045
5,RARRES2,48.154186,5.3058805,0.0,0.0,0.8310708898944194,0.16695072529636784
5,ADH1B,47.448902,5.64098,0.0,0.0,0.8273001508295625,0.0893459076620081
5,FBLN1,46.7201,5.3682437,0.0,0.0,0.8416289592760181,0.12722039162216414
5,COL1A2,45.576256,5.4928045,0.0,0.0,0.7986425339366516,0.10676817028367988
5,FN1,44.77751,5.2371864,0.0,0.0,0.7918552036199095,0.15990607127977882
5,SELENOP,44.641323,3.7452462,0.0,0.0,0.8363499245852187,0.38828920955951973
5,MGP,42.02825,4.3584576,0.0,0.0,0.8695324283559578,0.39173578759989397
5,C1R,41.682777,4.080025,0.0,0.0,0.777526395173454,0.2167935461879332
5,C7,40.838837,4.9929814,0.0,0.0,0.729260935143288,0.11085861455137674
