"cohort","comp","label","cell_floor","donor","disease","cells","library_size","TMM_factor"
"GSE136831","macrophages","__broad__",100,"133C","control",5475,38632924,0.82239220307866
"GSE136831","macrophages","__broad__",100,"135I","IPF",3987,31972706,0.905447821091586
"GSE136831","macrophages","__broad__",100,"1372C","control",2618,20027667,0.954800618867563
"GSE136831","macrophages","__broad__",100,"137C","control",695,6646284,1.09478777201887
"GSE136831","macrophages","__broad__",100,"138I","IPF",1919,19999991,1.023051986484
"GSE136831","macrophages","__broad__",100,"145I","IPF",2670,23338836,0.846213108940725
"GSE136831","macrophages","__broad__",100,"157I","IPF",4047,36359573,0.939452628405604
"GSE136831","macrophages","__broad__",100,"158I","IPF",3827,30815244,0.81271848754835
"GSE136831","macrophages","__broad__",100,"160C","control",3807,24230761,0.967826563194216
"GSE136831","macrophages","__broad__",100,"166I","IPF",3856,22820848,1.00181739806781
"GSE136831","macrophages","__broad__",100,"174I","IPF",2973,27326680,0.852908320350401
"GSE136831","macrophages","__broad__",100,"177I","IPF",4409,27044614,0.767734617956503
"GSE136831","macrophages","__broad__",100,"179I","IPF",2990,24279827,0.806588740151768
"GSE136831","macrophages","__broad__",100,"192C","control",3084,20941758,0.976087869241115
"GSE136831","macrophages","__broad__",100,"208C","control",1747,8697759,1.12795356675828
"GSE136831","macrophages","__broad__",100,"209I","IPF",2819,25742611,0.847046548360825
"GSE136831","macrophages","__broad__",100,"210I","IPF",1865,14865304,0.937911674952273
"GSE136831","macrophages","__broad__",100,"212I","IPF",2384,22477722,0.908514454310212
"GSE136831","macrophages","__broad__",100,"214I","IPF",578,3415410,1.36557468391416
"GSE136831","macrophages","__broad__",100,"218C","control",3819,18500260,1.10722105314935
"GSE136831","macrophages","__broad__",100,"221I","IPF",3321,27293239,0.897156552517832
"GSE136831","macrophages","__broad__",100,"222C","control",5362,41995832,0.962320266943095
"GSE136831","macrophages","__broad__",100,"222I","IPF",4547,47412046,0.868336936202921
"GSE136831","macrophages","__broad__",100,"225I","IPF",8086,71008813,0.875527504854855
"GSE136831","macrophages","__broad__",100,"226C","control",9267,37741956,0.812456434153165
"GSE136831","macrophages","__broad__",100,"228I","IPF",2215,13640252,1.17886722998763
"GSE136831","macrophages","__broad__",100,"253C","control",350,4643689,1.16025544503555
"GSE136831","macrophages","__broad__",100,"296C","control",1912,14391803,1.28117488818944
"GSE136831","macrophages","__broad__",100,"29I","IPF",914,13330597,0.835863710328262
"GSE136831","macrophages","__broad__",100,"388C","control",1764,7545932,1.15378922993653
"GSE136831","macrophages","__broad__",100,"396C","control",955,2763887,1.28799924639552
"GSE136831","macrophages","__broad__",100,"439C","control",3603,30069042,1.11780921065192
"GSE136831","macrophages","__broad__",100,"454C","control",528,3256800,1.12512826519273
"GSE136831","macrophages","__broad__",100,"465C","control",1005,14268345,0.961637240827714
"GSE136831","macrophages","__broad__",100,"47I","IPF",1825,17071551,1.02171970770338
"GSE136831","macrophages","__broad__",100,"483C","control",1831,12977573,1.20199889575362
"GSE136831","macrophages","__broad__",100,"484C","control",549,5070096,1.04690092000181
"GSE136831","macrophages","__broad__",100,"49I","IPF",2459,16909439,1.06793123572069
"GSE136831","macrophages","__broad__",100,"59I","IPF",343,5409159,1.04758634111594
"GSE136831","macrophages","Macrophage",50,"001C","control",390,2206538,1.11825828388934
"GSE136831","macrophages","Macrophage",50,"002C","control",436,3730789,1.18835628113863
"GSE136831","macrophages","Macrophage",50,"003C","control",1097,10261460,0.870573221150703
"GSE136831","macrophages","Macrophage",50,"010I","IPF",2031,14739639,0.8994848869431
"GSE136831","macrophages","Macrophage",50,"021I","IPF",612,4891766,0.979031783000273
"GSE136831","macrophages","Macrophage",50,"022I","IPF",1145,7404276,0.956600109726795
"GSE136831","macrophages","Macrophage",50,"025I","IPF",845,5873535,1.02233012989081
"GSE136831","macrophages","Macrophage",50,"034C","control",481,2506440,1.35830127497903
"GSE136831","macrophages","Macrophage",50,"034I","IPF",1656,12948884,0.771814129779991
"GSE136831","macrophages","Macrophage",50,"040I","IPF",1639,11017529,0.92645679154623
"GSE136831","macrophages","Macrophage",50,"041I","IPF",2008,18794605,0.848954527296367
"GSE136831","macrophages","Macrophage",50,"051I","IPF",4120,25950600,0.953737398011714
"GSE136831","macrophages","Macrophage",50,"053I","IPF",1707,17545150,0.983003285845587
"GSE136831","macrophages","Macrophage",50,"063I","IPF",544,2999991,1.00535595129649
"GSE136831","macrophages","Macrophage",50,"065C","control",1123,4623788,1.29533559119736
"GSE136831","macrophages","Macrophage",50,"081C","control",830,3353346,1.33056863658453
"GSE136831","macrophages","Macrophage",50,"084C","control",157,1123153,1.56344640984295
"GSE136831","macrophages","Macrophage",50,"092C","control",1345,8640951,0.861678419492305
"GSE136831","macrophages","Macrophage",50,"098C","control",1333,7688213,0.835939919825465
"GSE136831","macrophages","Macrophage",50,"123I","IPF",751,7934793,0.953274960523306
"GSE136831","macrophages","Macrophage",50,"133C","control",4339,26350460,0.760464704635802
"GSE136831","macrophages","Macrophage",50,"135I","IPF",3638,27828988,0.87069777319817
"GSE136831","macrophages","Macrophage",50,"1372C","control",1774,10706830,0.940714651987176
"GSE136831","macrophages","Macrophage",50,"137C","control",478,3364679,1.13520231069263
"GSE136831","macrophages","Macrophage",50,"138I","IPF",1889,19720721,1.01829750105161
"GSE136831","macrophages","Macrophage",50,"145I","IPF",1333,9697873,0.856767928741447
"GSE136831","macrophages","Macrophage",50,"157I","IPF",3222,26166938,0.926666404072719
"GSE136831","macrophages","Macrophage",50,"158I","IPF",2453,17390425,0.80531110825183
"GSE136831","macrophages","Macrophage",50,"160C","control",2666,16165541,0.936494094719616
"GSE136831","macrophages","Macrophage",50,"166I","IPF",2495,12138589,0.9776863677329
"GSE136831","macrophages","Macrophage",50,"174I","IPF",1503,12255266,0.850831778978995
"GSE136831","macrophages","Macrophage",50,"177I","IPF",1360,7906529,0.836235547013603
"GSE136831","macrophages","Macrophage",50,"179I","IPF",2283,16691535,0.78746834323607
"GSE136831","macrophages","Macrophage",50,"192C","control",2797,17645103,0.983472153024404
"GSE136831","macrophages","Macrophage",50,"208C","control",1407,6680230,1.09541325531442
"GSE136831","macrophages","Macrophage",50,"209I","IPF",2228,18828240,0.808597861076699
"GSE136831","macrophages","Macrophage",50,"210I","IPF",1379,11062199,0.907423166567696
"GSE136831","macrophages","Macrophage",50,"212I","IPF",1788,14979691,0.870299809518514
"GSE136831","macrophages","Macrophage",50,"214I","IPF",560,3216289,1.34028023219866
"GSE136831","macrophages","Macrophage",50,"218C","control",3659,17404702,1.14730803468912
"GSE136831","macrophages","Macrophage",50,"221I","IPF",2746,21284557,0.909703356534554
"GSE136831","macrophages","Macrophage",50,"222C","control",2583,14381841,0.950132918482901
"GSE136831","macrophages","Macrophage",50,"222I","IPF",3723,36907450,0.857765094155238
"GSE136831","macrophages","Macrophage",50,"225I","IPF",5193,37480347,0.860298511285269
"GSE136831","macrophages","Macrophage",50,"226C","control",9042,36576623,0.8258838079358
"GSE136831","macrophages","Macrophage",50,"228I","IPF",2032,12101269,1.23023234036298
"GSE136831","macrophages","Macrophage",50,"253C","control",226,2132074,1.15539180539006
"GSE136831","macrophages","Macrophage",50,"296C","control",636,5227087,1.34684885824251
"GSE136831","macrophages","Macrophage",50,"29I","IPF",463,5456901,0.872927680347696
"GSE136831","macrophages","Macrophage",50,"388C","control",811,2619974,1.23460424950354
"GSE136831","macrophages","Macrophage",50,"396C","control",368,1101793,1.26863611922365
"GSE136831","macrophages","Macrophage",50,"439C","control",1129,5978653,1.14588049214487
"GSE136831","macrophages","Macrophage",50,"454C","control",467,2646630,1.09982219071476
"GSE136831","macrophages","Macrophage",50,"465C","control",183,1616492,1.13082070691423
"GSE136831","macrophages","Macrophage",50,"47I","IPF",975,7921322,1.11021723612028
"GSE136831","macrophages","Macrophage",50,"483C","control",690,5141364,1.17405500663165
"GSE136831","macrophages","Macrophage",50,"484C","control",276,2067824,1.01757369568671
"GSE136831","macrophages","Macrophage",50,"49I","IPF",1896,11462735,1.04966812627376
"GSE136831","macrophages","Macrophage",50,"59I","IPF",266,3918155,1.02122611825534
"GSE136831","macrophages","Macrophage",30,"001C","control",390,2206538,1.11825828388934
"GSE136831","macrophages","Macrophage",30,"002C","control",436,3730789,1.18835628113863
"GSE136831","macrophages","Macrophage",30,"003C","control",1097,10261460,0.870573221150703
"GSE136831","macrophages","Macrophage",30,"010I","IPF",2031,14739639,0.8994848869431
"GSE136831","macrophages","Macrophage",30,"021I","IPF",612,4891766,0.979031783000273
"GSE136831","macrophages","Macrophage",30,"022I","IPF",1145,7404276,0.956600109726795
"GSE136831","macrophages","Macrophage",30,"025I","IPF",845,5873535,1.02233012989081
"GSE136831","macrophages","Macrophage",30,"034C","control",481,2506440,1.35830127497903
"GSE136831","macrophages","Macrophage",30,"034I","IPF",1656,12948884,0.771814129779991
"GSE136831","macrophages","Macrophage",30,"040I","IPF",1639,11017529,0.92645679154623
"GSE136831","macrophages","Macrophage",30,"041I","IPF",2008,18794605,0.848954527296367
"GSE136831","macrophages","Macrophage",30,"051I","IPF",4120,25950600,0.953737398011714
"GSE136831","macrophages","Macrophage",30,"053I","IPF",1707,17545150,0.983003285845587
"GSE136831","macrophages","Macrophage",30,"063I","IPF",544,2999991,1.00535595129649
"GSE136831","macrophages","Macrophage",30,"065C","control",1123,4623788,1.29533559119736
"GSE136831","macrophages","Macrophage",30,"081C","control",830,3353346,1.33056863658453
"GSE136831","macrophages","Macrophage",30,"084C","control",157,1123153,1.56344640984295
"GSE136831","macrophages","Macrophage",30,"092C","control",1345,8640951,0.861678419492305
"GSE136831","macrophages","Macrophage",30,"098C","control",1333,7688213,0.835939919825465
"GSE136831","macrophages","Macrophage",30,"123I","IPF",751,7934793,0.953274960523306
"GSE136831","macrophages","Macrophage",30,"133C","control",4339,26350460,0.760464704635802
"GSE136831","macrophages","Macrophage",30,"135I","IPF",3638,27828988,0.87069777319817
"GSE136831","macrophages","Macrophage",30,"1372C","control",1774,10706830,0.940714651987176
"GSE136831","macrophages","Macrophage",30,"137C","control",478,3364679,1.13520231069263
"GSE136831","macrophages","Macrophage",30,"138I","IPF",1889,19720721,1.01829750105161
"GSE136831","macrophages","Macrophage",30,"145I","IPF",1333,9697873,0.856767928741447
"GSE136831","macrophages","Macrophage",30,"157I","IPF",3222,26166938,0.926666404072719
"GSE136831","macrophages","Macrophage",30,"158I","IPF",2453,17390425,0.80531110825183
"GSE136831","macrophages","Macrophage",30,"160C","control",2666,16165541,0.936494094719616
"GSE136831","macrophages","Macrophage",30,"166I","IPF",2495,12138589,0.9776863677329
"GSE136831","macrophages","Macrophage",30,"174I","IPF",1503,12255266,0.850831778978995
"GSE136831","macrophages","Macrophage",30,"177I","IPF",1360,7906529,0.836235547013603
"GSE136831","macrophages","Macrophage",30,"179I","IPF",2283,16691535,0.78746834323607
"GSE136831","macrophages","Macrophage",30,"192C","control",2797,17645103,0.983472153024404
"GSE136831","macrophages","Macrophage",30,"208C","control",1407,6680230,1.09541325531442
"GSE136831","macrophages","Macrophage",30,"209I","IPF",2228,18828240,0.808597861076699
"GSE136831","macrophages","Macrophage",30,"210I","IPF",1379,11062199,0.907423166567696
"GSE136831","macrophages","Macrophage",30,"212I","IPF",1788,14979691,0.870299809518514
"GSE136831","macrophages","Macrophage",30,"214I","IPF",560,3216289,1.34028023219866
"GSE136831","macrophages","Macrophage",30,"218C","control",3659,17404702,1.14730803468912
"GSE136831","macrophages","Macrophage",30,"221I","IPF",2746,21284557,0.909703356534554
"GSE136831","macrophages","Macrophage",30,"222C","control",2583,14381841,0.950132918482901
"GSE136831","macrophages","Macrophage",30,"222I","IPF",3723,36907450,0.857765094155238
"GSE136831","macrophages","Macrophage",30,"225I","IPF",5193,37480347,0.860298511285269
"GSE136831","macrophages","Macrophage",30,"226C","control",9042,36576623,0.8258838079358
"GSE136831","macrophages","Macrophage",30,"228I","IPF",2032,12101269,1.23023234036298
"GSE136831","macrophages","Macrophage",30,"253C","control",226,2132074,1.15539180539006
"GSE136831","macrophages","Macrophage",30,"296C","control",636,5227087,1.34684885824251
"GSE136831","macrophages","Macrophage",30,"29I","IPF",463,5456901,0.872927680347696
"GSE136831","macrophages","Macrophage",30,"388C","control",811,2619974,1.23460424950354
"GSE136831","macrophages","Macrophage",30,"396C","control",368,1101793,1.26863611922365
"GSE136831","macrophages","Macrophage",30,"439C","control",1129,5978653,1.14588049214487
"GSE136831","macrophages","Macrophage",30,"454C","control",467,2646630,1.09982219071476
"GSE136831","macrophages","Macrophage",30,"465C","control",183,1616492,1.13082070691423
"GSE136831","macrophages","Macrophage",30,"47I","IPF",975,7921322,1.11021723612028
"GSE136831","macrophages","Macrophage",30,"483C","control",690,5141364,1.17405500663165
"GSE136831","macrophages","Macrophage",30,"484C","control",276,2067824,1.01757369568671
"GSE136831","macrophages","Macrophage",30,"49I","IPF",1896,11462735,1.04966812627376
"GSE136831","macrophages","Macrophage",30,"59I","IPF",266,3918155,1.02122611825534
"GSE136831","macrophages","Macrophage",100,"001C","control",390,2206538,1.11825828388934
"GSE136831","macrophages","Macrophage",100,"002C","control",436,3730789,1.18835628113863
"GSE136831","macrophages","Macrophage",100,"003C","control",1097,10261460,0.870573221150703
"GSE136831","macrophages","Macrophage",100,"010I","IPF",2031,14739639,0.8994848869431
"GSE136831","macrophages","Macrophage",100,"021I","IPF",612,4891766,0.979031783000273
"GSE136831","macrophages","Macrophage",100,"022I","IPF",1145,7404276,0.956600109726795
"GSE136831","macrophages","Macrophage",100,"025I","IPF",845,5873535,1.02233012989081
"GSE136831","macrophages","Macrophage",100,"034C","control",481,2506440,1.35830127497903
"GSE136831","macrophages","Macrophage",100,"034I","IPF",1656,12948884,0.771814129779991
"GSE136831","macrophages","Macrophage",100,"040I","IPF",1639,11017529,0.92645679154623
"GSE136831","macrophages","Macrophage",100,"041I","IPF",2008,18794605,0.848954527296367
"GSE136831","macrophages","Macrophage",100,"051I","IPF",4120,25950600,0.953737398011714
"GSE136831","macrophages","Macrophage",100,"053I","IPF",1707,17545150,0.983003285845587
"GSE136831","macrophages","Macrophage",100,"063I","IPF",544,2999991,1.00535595129649
"GSE136831","macrophages","Macrophage",100,"065C","control",1123,4623788,1.29533559119736
"GSE136831","macrophages","Macrophage",100,"081C","control",830,3353346,1.33056863658453
"GSE136831","macrophages","Macrophage",100,"084C","control",157,1123153,1.56344640984295
"GSE136831","macrophages","Macrophage",100,"092C","control",1345,8640951,0.861678419492305
"GSE136831","macrophages","Macrophage",100,"098C","control",1333,7688213,0.835939919825465
"GSE136831","macrophages","Macrophage",100,"123I","IPF",751,7934793,0.953274960523306
"GSE136831","macrophages","Macrophage",100,"133C","control",4339,26350460,0.760464704635802
"GSE136831","macrophages","Macrophage",100,"135I","IPF",3638,27828988,0.87069777319817
"GSE136831","macrophages","Macrophage",100,"1372C","control",1774,10706830,0.940714651987176
"GSE136831","macrophages","Macrophage",100,"137C","control",478,3364679,1.13520231069263
"GSE136831","macrophages","Macrophage",100,"138I","IPF",1889,19720721,1.01829750105161
"GSE136831","macrophages","Macrophage",100,"145I","IPF",1333,9697873,0.856767928741447
"GSE136831","macrophages","Macrophage",100,"157I","IPF",3222,26166938,0.926666404072719
"GSE136831","macrophages","Macrophage",100,"158I","IPF",2453,17390425,0.80531110825183
"GSE136831","macrophages","Macrophage",100,"160C","control",2666,16165541,0.936494094719616
"GSE136831","macrophages","Macrophage",100,"166I","IPF",2495,12138589,0.9776863677329
"GSE136831","macrophages","Macrophage",100,"174I","IPF",1503,12255266,0.850831778978995
"GSE136831","macrophages","Macrophage",100,"177I","IPF",1360,7906529,0.836235547013603
"GSE136831","macrophages","Macrophage",100,"179I","IPF",2283,16691535,0.78746834323607
"GSE136831","macrophages","Macrophage",100,"192C","control",2797,17645103,0.983472153024404
"GSE136831","macrophages","Macrophage",100,"208C","control",1407,6680230,1.09541325531442
"GSE136831","macrophages","Macrophage",100,"209I","IPF",2228,18828240,0.808597861076699
"GSE136831","macrophages","Macrophage",100,"210I","IPF",1379,11062199,0.907423166567696
"GSE136831","macrophages","Macrophage",100,"212I","IPF",1788,14979691,0.870299809518514
"GSE136831","macrophages","Macrophage",100,"214I","IPF",560,3216289,1.34028023219866
"GSE136831","macrophages","Macrophage",100,"218C","control",3659,17404702,1.14730803468912
"GSE136831","macrophages","Macrophage",100,"221I","IPF",2746,21284557,0.909703356534554
"GSE136831","macrophages","Macrophage",100,"222C","control",2583,14381841,0.950132918482901
"GSE136831","macrophages","Macrophage",100,"222I","IPF",3723,36907450,0.857765094155238
"GSE136831","macrophages","Macrophage",100,"225I","IPF",5193,37480347,0.860298511285269
"GSE136831","macrophages","Macrophage",100,"226C","control",9042,36576623,0.8258838079358
"GSE136831","macrophages","Macrophage",100,"228I","IPF",2032,12101269,1.23023234036298
"GSE136831","macrophages","Macrophage",100,"253C","control",226,2132074,1.15539180539006
"GSE136831","macrophages","Macrophage",100,"296C","control",636,5227087,1.34684885824251
"GSE136831","macrophages","Macrophage",100,"29I","IPF",463,5456901,0.872927680347696
"GSE136831","macrophages","Macrophage",100,"388C","control",811,2619974,1.23460424950354
"GSE136831","macrophages","Macrophage",100,"396C","control",368,1101793,1.26863611922365
"GSE136831","macrophages","Macrophage",100,"439C","control",1129,5978653,1.14588049214487
"GSE136831","macrophages","Macrophage",100,"454C","control",467,2646630,1.09982219071476
"GSE136831","macrophages","Macrophage",100,"465C","control",183,1616492,1.13082070691423
"GSE136831","macrophages","Macrophage",100,"47I","IPF",975,7921322,1.11021723612028
"GSE136831","macrophages","Macrophage",100,"483C","control",690,5141364,1.17405500663165
"GSE136831","macrophages","Macrophage",100,"484C","control",276,2067824,1.01757369568671
"GSE136831","macrophages","Macrophage",100,"49I","IPF",1896,11462735,1.04966812627376
"GSE136831","macrophages","Macrophage",100,"59I","IPF",266,3918155,1.02122611825534
"GSE136831","macrophages","Macrophage_Alveolar",50,"001C","control",480,3751121,1.19314646105482
"GSE136831","macrophages","Macrophage_Alveolar",50,"002C","control",142,1261884,1.30349780426423
"GSE136831","macrophages","Macrophage_Alveolar",50,"003C","control",953,10792629,0.945542809245015
"GSE136831","macrophages","Macrophage_Alveolar",50,"010I","IPF",771,7532081,0.958214231575868
"GSE136831","macrophages","Macrophage_Alveolar",50,"021I","IPF",210,2541335,1.00901430351496
"GSE136831","macrophages","Macrophage_Alveolar",50,"022I","IPF",1079,9460761,0.954442572444995
"GSE136831","macrophages","Macrophage_Alveolar",50,"025I","IPF",1761,16239125,0.990013649898436
"GSE136831","macrophages","Macrophage_Alveolar",50,"034C","control",120,1218374,1.26478493712894
"GSE136831","macrophages","Macrophage_Alveolar",50,"040I","IPF",1700,15123151,0.932872141208814
"GSE136831","macrophages","Macrophage_Alveolar",50,"041I","IPF",360,3661452,0.974782790003814
"GSE136831","macrophages","Macrophage_Alveolar",50,"051I","IPF",74,604516,1.15587647849376
"GSE136831","macrophages","Macrophage_Alveolar",50,"053I","IPF",525,6007213,1.04617922082644
"GSE136831","macrophages","Macrophage_Alveolar",50,"063I","IPF",2047,16535201,0.852927445212253
"GSE136831","macrophages","Macrophage_Alveolar",50,"065C","control",366,1949363,1.30557010505302
"GSE136831","macrophages","Macrophage_Alveolar",50,"084C","control",191,1438350,1.56326439617542
"GSE136831","macrophages","Macrophage_Alveolar",50,"092C","control",2633,25234495,0.735854062963531
"GSE136831","macrophages","Macrophage_Alveolar",50,"098C","control",4160,41433688,0.856991489581612
"GSE136831","macrophages","Macrophage_Alveolar",50,"123I","IPF",246,3826267,0.862587218577306
"GSE136831","macrophages","Macrophage_Alveolar",50,"133C","control",1136,12282464,0.821567366523973
"GSE136831","macrophages","Macrophage_Alveolar",50,"135I","IPF",349,4143718,0.930998702530686
"GSE136831","macrophages","Macrophage_Alveolar",50,"1372C","control",844,9320837,0.952114271215683
"GSE136831","macrophages","Macrophage_Alveolar",50,"137C","control",217,3281605,1.06614901880308
"GSE136831","macrophages","Macrophage_Alveolar",50,"145I","IPF",1337,13640963,0.802624625448996
"GSE136831","macrophages","Macrophage_Alveolar",50,"157I","IPF",825,10192635,0.879128506911424
"GSE136831","macrophages","Macrophage_Alveolar",50,"158I","IPF",1374,13424819,0.770365610099258
"GSE136831","macrophages","Macrophage_Alveolar",50,"160C","control",1141,8065220,1.03218803606702
"GSE136831","macrophages","Macrophage_Alveolar",50,"166I","IPF",1361,10682259,0.991933273941289
"GSE136831","macrophages","Macrophage_Alveolar",50,"174I","IPF",1470,15071414,0.809075157402988
"GSE136831","macrophages","Macrophage_Alveolar",50,"177I","IPF",3049,19138085,0.717031025747803
"GSE136831","macrophages","Macrophage_Alveolar",50,"179I","IPF",707,7588292,0.752776206239443
"GSE136831","macrophages","Macrophage_Alveolar",50,"192C","control",287,3296655,1.0762554591173
"GSE136831","macrophages","Macrophage_Alveolar",50,"208C","control",340,2017529,1.22514910802255
"GSE136831","macrophages","Macrophage_Alveolar",50,"209I","IPF",591,6914371,0.811905452214917
"GSE136831","macrophages","Macrophage_Alveolar",50,"210I","IPF",486,3803105,0.959694907243676
"GSE136831","macrophages","Macrophage_Alveolar",50,"212I","IPF",596,7498031,0.857110673435494
"GSE136831","macrophages","Macrophage_Alveolar",50,"218C","control",160,1095558,1.27531341795706
"GSE136831","macrophages","Macrophage_Alveolar",50,"221I","IPF",575,6008682,0.888067202644184
"GSE136831","macrophages","Macrophage_Alveolar",50,"222C","control",2779,27613991,0.948779220177094
"GSE136831","macrophages","Macrophage_Alveolar",50,"222I","IPF",824,10504596,0.852413105678272
"GSE136831","macrophages","Macrophage_Alveolar",50,"225I","IPF",2893,33528466,0.824474704202447
"GSE136831","macrophages","Macrophage_Alveolar",50,"226C","control",225,1165333,1.14857839999413
"GSE136831","macrophages","Macrophage_Alveolar",50,"228I","IPF",183,1538983,1.26809321463963
"GSE136831","macrophages","Macrophage_Alveolar",50,"253C","control",124,2511615,1.10257182598279
"GSE136831","macrophages","Macrophage_Alveolar",50,"296C","control",1276,9164716,1.27204441121272
"GSE136831","macrophages","Macrophage_Alveolar",50,"29I","IPF",451,7873696,0.795798735068197
"GSE136831","macrophages","Macrophage_Alveolar",50,"388C","control",953,4925958,1.08225730364936
"GSE136831","macrophages","Macrophage_Alveolar",50,"396C","control",587,1662094,1.35608462149895
"GSE136831","macrophages","Macrophage_Alveolar",50,"439C","control",2474,24090389,1.16056066259828
"GSE136831","macrophages","Macrophage_Alveolar",50,"454C","control",61,610170,1.24448313828859
"GSE136831","macrophages","Macrophage_Alveolar",50,"465C","control",822,12651853,0.914015634566737
"GSE136831","macrophages","Macrophage_Alveolar",50,"47I","IPF",850,9150229,0.994172351230391
"GSE136831","macrophages","Macrophage_Alveolar",50,"483C","control",1141,7836209,1.26545157535207
"GSE136831","macrophages","Macrophage_Alveolar",50,"484C","control",273,3002272,1.02663296858262
"GSE136831","macrophages","Macrophage_Alveolar",50,"49I","IPF",563,5446704,1.04898598493023
"GSE136831","macrophages","Macrophage_Alveolar",50,"59I","IPF",77,1491004,1.05538121792233
"GSE136831","macrophages","Macrophage_Alveolar",30,"001C","control",480,3751121,1.18616306823717
"GSE136831","macrophages","Macrophage_Alveolar",30,"002C","control",142,1261884,1.29586853367487
"GSE136831","macrophages","Macrophage_Alveolar",30,"003C","control",953,10792629,0.940008621214964
"GSE136831","macrophages","Macrophage_Alveolar",30,"010I","IPF",771,7532081,0.95260587870304
"GSE136831","macrophages","Macrophage_Alveolar",30,"021I","IPF",210,2541335,1.00310862179852
"GSE136831","macrophages","Macrophage_Alveolar",30,"022I","IPF",1079,9460761,0.948856294797753
"GSE136831","macrophages","Macrophage_Alveolar",30,"025I","IPF",1761,16239125,0.98421917751994
"GSE136831","macrophages","Macrophage_Alveolar",30,"034C","control",120,1218374,1.25738224991984
"GSE136831","macrophages","Macrophage_Alveolar",30,"040I","IPF",1700,15123151,0.927412113606713
"GSE136831","macrophages","Macrophage_Alveolar",30,"041I","IPF",360,3661452,0.969077462655763
"GSE136831","macrophages","Macrophage_Alveolar",30,"051I","IPF",74,604516,1.14911122396593
"GSE136831","macrophages","Macrophage_Alveolar",30,"053I","IPF",525,6007213,1.04005601575885
"GSE136831","macrophages","Macrophage_Alveolar",30,"063I","IPF",2047,16535201,0.847935327656449
"GSE136831","macrophages","Macrophage_Alveolar",30,"065C","control",366,1949363,1.2979287054494
"GSE136831","macrophages","Macrophage_Alveolar",30,"084C","control",191,1438350,1.55411473206236
"GSE136831","macrophages","Macrophage_Alveolar",30,"092C","control",2633,25234495,0.731547166747622
"GSE136831","macrophages","Macrophage_Alveolar",30,"098C","control",4160,41433688,0.851975585492314
"GSE136831","macrophages","Macrophage_Alveolar",30,"123I","IPF",246,3826267,0.857538563124321
"GSE136831","macrophages","Macrophage_Alveolar",30,"133C","control",1136,12282464,0.816758797053355
"GSE136831","macrophages","Macrophage_Alveolar",30,"135I","IPF",349,4143718,0.925549640018485
"GSE136831","macrophages","Macrophage_Alveolar",30,"1372C","control",844,9320837,0.946541620933239
"GSE136831","macrophages","Macrophage_Alveolar",30,"137C","control",217,3281605,1.0599089320715
"GSE136831","macrophages","Macrophage_Alveolar",30,"138I","IPF",30,279270,1.38106707734979
"GSE136831","macrophages","Macrophage_Alveolar",30,"145I","IPF",1337,13640963,0.797926926358745
"GSE136831","macrophages","Macrophage_Alveolar",30,"157I","IPF",825,10192635,0.87398303659294
"GSE136831","macrophages","Macrophage_Alveolar",30,"158I","IPF",1374,13424819,0.765856720500088
"GSE136831","macrophages","Macrophage_Alveolar",30,"160C","control",1141,8065220,1.02614672030838
"GSE136831","macrophages","Macrophage_Alveolar",30,"166I","IPF",1361,10682259,0.98612756615357
"GSE136831","macrophages","Macrophage_Alveolar",30,"174I","IPF",1470,15071414,0.804339703854262
"GSE136831","macrophages","Macrophage_Alveolar",30,"177I","IPF",3049,19138085,0.712834299294945
"GSE136831","macrophages","Macrophage_Alveolar",30,"179I","IPF",707,7588292,0.748370266043881
"GSE136831","macrophages","Macrophage_Alveolar",30,"192C","control",287,3296655,1.06995622018186
"GSE136831","macrophages","Macrophage_Alveolar",30,"208C","control",340,2017529,1.21797840621788
"GSE136831","macrophages","Macrophage_Alveolar",30,"209I","IPF",591,6914371,0.807153433172258
"GSE136831","macrophages","Macrophage_Alveolar",30,"210I","IPF",486,3803105,0.954077888092095
"GSE136831","macrophages","Macrophage_Alveolar",30,"212I","IPF",596,7498031,0.852094071772431
"GSE136831","macrophages","Macrophage_Alveolar",30,"218C","control",160,1095558,1.26784910837402
"GSE136831","macrophages","Macrophage_Alveolar",30,"221I","IPF",575,6008682,0.882869414839443
"GSE136831","macrophages","Macrophage_Alveolar",30,"222C","control",2779,27613991,0.943226089687257
"GSE136831","macrophages","Macrophage_Alveolar",30,"222I","IPF",824,10504596,0.84742399851149
"GSE136831","macrophages","Macrophage_Alveolar",30,"225I","IPF",2893,33528466,0.819649118312031
"GSE136831","macrophages","Macrophage_Alveolar",30,"226C","control",225,1165333,1.14185586054835
"GSE136831","macrophages","Macrophage_Alveolar",30,"228I","IPF",183,1538983,1.2606711643413
"GSE136831","macrophages","Macrophage_Alveolar",30,"253C","control",124,2511615,1.09611855941256
"GSE136831","macrophages","Macrophage_Alveolar",30,"296C","control",1276,9164716,1.26459923487021
"GSE136831","macrophages","Macrophage_Alveolar",30,"29I","IPF",451,7873696,0.791140987379902
"GSE136831","macrophages","Macrophage_Alveolar",30,"388C","control",953,4925958,1.07592293638779
"GSE136831","macrophages","Macrophage_Alveolar",30,"396C","control",587,1662094,1.34814756438566
"GSE136831","macrophages","Macrophage_Alveolar",30,"439C","control",2474,24090389,1.15376799190765
"GSE136831","macrophages","Macrophage_Alveolar",30,"454C","control",61,610170,1.23719927591855
