"NGenes","Correlation","Direction","PValue","FDR","set","cohort","compartment","label","cell_floor","correlation_setting","n_control","n_IPF","assayed_fraction","mean_member_log2FC","FDR_global"
183,0.0668264854179274,"Up",0.637157876177612,0.743350855540547,"HALLMARK_INTERFERON_GAMMA_RESPONSE","GSE135893","macrophages","__broad__",50,"estimated",9,12,0.98,0.190059130231253,0.764589451413134
182,0.01,"Up",0.000208965050293574,0.000731377676027509,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE135893","macrophages","__broad__",50,"fixed001",9,12,0.99,0.404386455343971,0.00125379030176144
156,0.01,"Up",8.05731727431943e-06,5.6401220920236e-05,"HALLMARK_INFLAMMATORY_RESPONSE","GSE135893","macrophages","__broad__",50,"fixed001",9,12,0.995,0.51876937549775,9.66878072918332e-05
75,0.01,"Up",0.0510388589798443,0.11909067095297,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE135893","macrophages","__broad__",50,"fixed001",9,12,1,0.252724666367013,0.102077717959689
150,0.01,"Up",0.110283266211638,0.192995715870367,"HALLMARK_GLYCOLYSIS","GSE135893","macrophages","__broad__",50,"fixed001",9,12,0.99,0.176659739555444,0.198509879180949
182,0.01,"Down",0.942593317953508,0.942593317953508,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","GSE135893","macrophages","__broad__",50,"fixed001",9,12,0.92,-0.00351748587781811,0.998310688594455
145,0.01,"Up",0.152964252159727,0.214149953023617,"HALLMARK_HYPOXIA","GSE135893","macrophages","__broad__",50,"fixed001",9,12,0.97,0.206054755217911,0.239422307728268
183,0.01,"Up",0.301480063689034,0.351726740970539,"HALLMARK_INTERFERON_GAMMA_RESPONSE","GSE135893","macrophages","__broad__",50,"fixed001",9,12,0.98,0.190059130231253,0.36177607642684
182,0.305720478967285,"Up",0.416505354366468,0.615365846042901,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE135893","macrophages","__broad__",30,"estimated",9,12,0.99,0.404386455343971,0.722126472235954
156,0.130584426964467,"Up",0.137413818040677,0.615365846042901,"HALLMARK_INFLAMMATORY_RESPONSE","GSE135893","macrophages","__broad__",30,"estimated",9,12,0.995,0.51876937549775,0.722126472235954
75,0.077218933949275,"Up",0.332356866610334,0.615365846042901,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE135893","macrophages","__broad__",30,"estimated",9,12,1,0.252724666367013,0.722126472235954
150,0.0210558740947525,"Up",0.229980011086263,0.615365846042901,"HALLMARK_GLYCOLYSIS","GSE135893","macrophages","__broad__",30,"estimated",9,12,0.99,0.176659739555444,0.722126472235954
182,0.241677207455487,"Down",0.985752067122313,0.985752067122313,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","GSE135893","macrophages","__broad__",30,"estimated",9,12,0.92,-0.00351748587781811,0.999584812621382
145,0.0487827224001973,"Up",0.439547032887786,0.615365846042901,"HALLMARK_HYPOXIA","GSE135893","macrophages","__broad__",30,"estimated",9,12,0.97,0.206054755217911,0.722126472235954
183,0.0668264854179274,"Up",0.637157876177612,0.743350855540547,"HALLMARK_INTERFERON_GAMMA_RESPONSE","GSE135893","macrophages","__broad__",30,"estimated",9,12,0.98,0.190059130231253,0.787077376454697
182,0.01,"Up",0.000208965050293574,0.000731377676027509,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE135893","macrophages","__broad__",30,"fixed001",9,12,0.99,0.404386455343971,0.00125379030176144
156,0.01,"Up",8.05731727431943e-06,5.6401220920236e-05,"HALLMARK_INFLAMMATORY_RESPONSE","GSE135893","macrophages","__broad__",30,"fixed001",9,12,0.995,0.51876937549775,0.000112802441840472
75,0.01,"Up",0.0510388589798443,0.11909067095297,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE135893","macrophages","__broad__",30,"fixed001",9,12,1,0.252724666367013,0.107181603857673
150,0.01,"Up",0.110283266211638,0.192995715870367,"HALLMARK_GLYCOLYSIS","GSE135893","macrophages","__broad__",30,"fixed001",9,12,0.99,0.176659739555444,0.210540780949492
182,0.01,"Down",0.942593317953508,0.942593317953508,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","GSE135893","macrophages","__broad__",30,"fixed001",9,12,0.92,-0.00351748587781811,0.998310688594455
145,0.01,"Up",0.152964252159727,0.214149953023617,"HALLMARK_HYPOXIA","GSE135893","macrophages","__broad__",30,"fixed001",9,12,0.97,0.206054755217911,0.246173290738347
183,0.01,"Up",0.301480063689034,0.351726740970539,"HALLMARK_INTERFERON_GAMMA_RESPONSE","GSE135893","macrophages","__broad__",30,"fixed001",9,12,0.98,0.190059130231253,0.351726740970539
182,0.305720478967285,"Up",0.416505354366468,0.615365846042901,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE135893","macrophages","__broad__",100,"estimated",9,12,0.99,0.404386455343971,0.732578388146311
156,0.130584426964467,"Up",0.137413818040677,0.615365846042901,"HALLMARK_INFLAMMATORY_RESPONSE","GSE135893","macrophages","__broad__",100,"estimated",9,12,0.995,0.51876937549775,0.732578388146311
75,0.077218933949275,"Up",0.332356866610334,0.615365846042901,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE135893","macrophages","__broad__",100,"estimated",9,12,1,0.252724666367013,0.732578388146311
150,0.0210558740947525,"Up",0.229980011086263,0.615365846042901,"HALLMARK_GLYCOLYSIS","GSE135893","macrophages","__broad__",100,"estimated",9,12,0.99,0.176659739555444,0.732578388146311
182,0.241677207455487,"Down",0.985752067122313,0.985752067122313,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","GSE135893","macrophages","__broad__",100,"estimated",9,12,0.92,-0.00351748587781811,0.999584812621382
145,0.0487827224001973,"Up",0.439547032887786,0.615365846042901,"HALLMARK_HYPOXIA","GSE135893","macrophages","__broad__",100,"estimated",9,12,0.97,0.206054755217911,0.732578388146311
183,0.0668264854179274,"Up",0.637157876177612,0.743350855540547,"HALLMARK_INTERFERON_GAMMA_RESPONSE","GSE135893","macrophages","__broad__",100,"estimated",9,12,0.98,0.190059130231253,0.861860896880403
182,0.01,"Up",0.000208965050293574,0.000731377676027509,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE135893","macrophages","__broad__",100,"fixed001",9,12,0.99,0.404386455343971,0.0015672378772018
156,0.01,"Up",8.05731727431943e-06,5.6401220920236e-05,"HALLMARK_INFLAMMATORY_RESPONSE","GSE135893","macrophages","__broad__",100,"fixed001",9,12,0.995,0.51876937549775,0.000120859759114791
75,0.01,"Up",0.0510388589798443,0.11909067095297,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE135893","macrophages","__broad__",100,"fixed001",9,12,1,0.252724666367013,0.127597147449611
150,0.01,"Up",0.110283266211638,0.192995715870367,"HALLMARK_GLYCOLYSIS","GSE135893","macrophages","__broad__",100,"fixed001",9,12,0.99,0.176659739555444,0.220496515082907
182,0.01,"Down",0.942593317953508,0.942593317953508,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","GSE135893","macrophages","__broad__",100,"fixed001",9,12,0.92,-0.00351748587781811,0.975096535813974
145,0.01,"Up",0.152964252159727,0.214149953023617,"HALLMARK_HYPOXIA","GSE135893","macrophages","__broad__",100,"fixed001",9,12,0.97,0.206054755217911,0.254940420266211
183,0.01,"Up",0.301480063689034,0.351726740970539,"HALLMARK_INTERFERON_GAMMA_RESPONSE","GSE135893","macrophages","__broad__",100,"fixed001",9,12,0.98,0.190059130231253,0.411109177757773
182,0.29840265516936,"Up",0.378548509523241,0.548000417878061,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE135893","macrophages","Macrophages",50,"estimated",9,12,0.99,0.419294461932712,0.68050781860827
155,0.125427660416502,"Up",0.115614304029817,0.548000417878061,"HALLMARK_INFLAMMATORY_RESPONSE","GSE135893","macrophages","Macrophages",50,"estimated",9,12,0.995,0.516731551057612,0.68050781860827
75,0.0724699384557269,"Up",0.273351867653294,0.548000417878061,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE135893","macrophages","Macrophages",50,"estimated",9,12,1,0.261292383211664,0.68050781860827
146,0.0187865210567636,"Up",0.246029222502891,0.548000417878061,"HALLMARK_GLYCOLYSIS","GSE135893","macrophages","Macrophages",50,"estimated",9,12,0.99,0.15626107764892,0.68050781860827
182,0.246183524735895,"Down",0.999584812621382,0.999584812621382,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","GSE135893","macrophages","Macrophages",50,"estimated",9,12,0.92,-0.00322802557655807,0.999584812621382
144,0.047315823053678,"Up",0.3914288699129,0.548000417878061,"HALLMARK_HYPOXIA","GSE135893","macrophages","Macrophages",50,"estimated",9,12,0.97,0.212493345372985,0.68050781860827
182,0.0685032582220436,"Up",0.59923759766516,0.699110530609353,"HALLMARK_INTERFERON_GAMMA_RESPONSE","GSE135893","macrophages","Macrophages",50,"estimated",9,12,0.98,0.193845592155517,0.764589451413134
182,0.01,"Up",6.98100862879188e-05,0.000244335302007716,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE135893","macrophages","Macrophages",50,"fixed001",9,12,0.99,0.419294461932712,0.000585150458869395
155,0.01,"Up",3.32147274553484e-06,2.32503092187439e-05,"HALLMARK_INFLAMMATORY_RESPONSE","GSE135893","macrophages","Macrophages",50,"fixed001",9,12,0.995,0.516731551057612,5.97865094196271e-05
75,0.01,"Up",0.0312515994020739,0.0729203986048391,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE135893","macrophages","Macrophages",50,"fixed001",9,12,1,0.261292383211664,0.066179857557333
146,0.01,"Up",0.140390851380923,0.196547191933292,"HALLMARK_GLYCOLYSIS","GSE135893","macrophages","Macrophages",50,"fixed001",9,12,0.99,0.15626107764892,0.229730484077874
182,0.01,"Down",0.998310688594455,0.998310688594455,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","GSE135893","macrophages","Macrophages",50,"fixed001",9,12,0.92,-0.00322802557655807,0.998310688594455
144,0.01,"Up",0.117598141377551,0.196547191933292,"HALLMARK_HYPOXIA","GSE135893","macrophages","Macrophages",50,"fixed001",9,12,0.97,0.212493345372985,0.201596813790087
182,0.01,"Up",0.244293792207407,0.285009424241975,"HALLMARK_INTERFERON_GAMMA_RESPONSE","GSE135893","macrophages","Macrophages",50,"fixed001",9,12,0.98,0.193845592155517,0.33825294305641
182,0.29840265516936,"Up",0.378548509523241,0.548000417878061,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE135893","macrophages","Macrophages",30,"estimated",9,12,0.99,0.419294461932712,0.722126472235954
155,0.125427660416502,"Up",0.115614304029817,0.548000417878061,"HALLMARK_INFLAMMATORY_RESPONSE","GSE135893","macrophages","Macrophages",30,"estimated",9,12,0.995,0.516731551057612,0.722126472235954
75,0.0724699384557269,"Up",0.273351867653294,0.548000417878061,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE135893","macrophages","Macrophages",30,"estimated",9,12,1,0.261292383211664,0.722126472235954
146,0.0187865210567636,"Up",0.246029222502891,0.548000417878061,"HALLMARK_GLYCOLYSIS","GSE135893","macrophages","Macrophages",30,"estimated",9,12,0.99,0.15626107764892,0.722126472235954
182,0.246183524735895,"Down",0.999584812621382,0.999584812621382,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","GSE135893","macrophages","Macrophages",30,"estimated",9,12,0.92,-0.00322802557655807,0.999584812621382
144,0.047315823053678,"Up",0.3914288699129,0.548000417878061,"HALLMARK_HYPOXIA","GSE135893","macrophages","Macrophages",30,"estimated",9,12,0.97,0.212493345372985,0.722126472235954
182,0.0685032582220436,"Up",0.59923759766516,0.699110530609353,"HALLMARK_INTERFERON_GAMMA_RESPONSE","GSE135893","macrophages","Macrophages",30,"estimated",9,12,0.98,0.193845592155517,0.786949352150737
182,0.01,"Up",6.98100862879188e-05,0.000244335302007716,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE135893","macrophages","Macrophages",30,"fixed001",9,12,0.99,0.419294461932712,0.000682675535347627
155,0.01,"Up",3.32147274553484e-06,2.32503092187439e-05,"HALLMARK_INFLAMMATORY_RESPONSE","GSE135893","macrophages","Macrophages",30,"fixed001",9,12,0.995,0.516731551057612,6.97509276562316e-05
75,0.01,"Up",0.0312515994020739,0.0729203986048391,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE135893","macrophages","Macrophages",30,"fixed001",9,12,1,0.261292383211664,0.069082482888795
146,0.01,"Up",0.140390851380923,0.196547191933292,"HALLMARK_GLYCOLYSIS","GSE135893","macrophages","Macrophages",30,"fixed001",9,12,0.99,0.15626107764892,0.245683989916615
182,0.01,"Down",0.998310688594455,0.998310688594455,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","GSE135893","macrophages","Macrophages",30,"fixed001",9,12,0.92,-0.00322802557655807,0.998310688594455
144,0.01,"Up",0.117598141377551,0.196547191933292,"HALLMARK_HYPOXIA","GSE135893","macrophages","Macrophages",30,"fixed001",9,12,0.97,0.212493345372985,0.214744432080744
182,0.01,"Up",0.244293792207407,0.285009424241975,"HALLMARK_INTERFERON_GAMMA_RESPONSE","GSE135893","macrophages","Macrophages",30,"fixed001",9,12,0.98,0.193845592155517,0.330978686216487
182,0.29840265516936,"Up",0.378548509523241,0.548000417878061,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE135893","macrophages","Macrophages",100,"estimated",9,12,0.99,0.419294461932712,0.732578388146311
155,0.125427660416502,"Up",0.115614304029817,0.548000417878061,"HALLMARK_INFLAMMATORY_RESPONSE","GSE135893","macrophages","Macrophages",100,"estimated",9,12,0.995,0.516731551057612,0.732578388146311
75,0.0724699384557269,"Up",0.273351867653294,0.548000417878061,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE135893","macrophages","Macrophages",100,"estimated",9,12,1,0.261292383211664,0.732578388146311
146,0.0187865210567636,"Up",0.246029222502891,0.548000417878061,"HALLMARK_GLYCOLYSIS","GSE135893","macrophages","Macrophages",100,"estimated",9,12,0.99,0.15626107764892,0.732578388146311
182,0.246183524735895,"Down",0.999584812621382,0.999584812621382,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","GSE135893","macrophages","Macrophages",100,"estimated",9,12,0.92,-0.00322802557655807,0.999584812621382
144,0.047315823053678,"Up",0.3914288699129,0.548000417878061,"HALLMARK_HYPOXIA","GSE135893","macrophages","Macrophages",100,"estimated",9,12,0.97,0.212493345372985,0.732578388146311
182,0.0685032582220436,"Up",0.59923759766516,0.699110530609353,"HALLMARK_INTERFERON_GAMMA_RESPONSE","GSE135893","macrophages","Macrophages",100,"estimated",9,12,0.98,0.193845592155517,0.861860896880403
182,0.01,"Up",6.98100862879188e-05,0.000244335302007716,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE135893","macrophages","Macrophages",100,"fixed001",9,12,0.99,0.419294461932712,0.000698100862879187
155,0.01,"Up",3.32147274553484e-06,2.32503092187439e-05,"HALLMARK_INFLAMMATORY_RESPONSE","GSE135893","macrophages","Macrophages",100,"fixed001",9,12,0.995,0.516731551057612,9.96441823660451e-05
75,0.01,"Up",0.0312515994020739,0.0729203986048391,"HALLMARK_IL6_JAK_STAT3_SIGNALING","GSE135893","macrophages","Macrophages",100,"fixed001",9,12,1,0.261292383211664,0.0852316347329288
146,0.01,"Up",0.140390851380923,0.196547191933292,"HALLMARK_GLYCOLYSIS","GSE135893","macrophages","Macrophages",100,"fixed001",9,12,0.99,0.15626107764892,0.247748561260453
182,0.01,"Down",0.998310688594455,0.998310688594455,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","GSE135893","macrophages","Macrophages",100,"fixed001",9,12,0.92,-0.00322802557655807,0.998310688594455
144,0.01,"Up",0.117598141377551,0.196547191933292,"HALLMARK_HYPOXIA","GSE135893","macrophages","Macrophages",100,"fixed001",9,12,0.97,0.212493345372985,0.220496515082907
182,0.01,"Up",0.244293792207407,0.285009424241975,"HALLMARK_INTERFERON_GAMMA_RESPONSE","GSE135893","macrophages","Macrophages",100,"fixed001",9,12,0.98,0.193845592155517,0.348991131724868
