annotation	group	category	omitted_source	remaining_sources	remaining_cells	equal_source	cell_pooled	equal_change_pp	pooled_change_pp
clusterK12	6wk_3d	08	BO1535_B0302	4	510	0.0017123287671232876	0.00196078431372549	0.034246575342465745	0.02542996720872649
clusterK12	6wk_3d	08	BO1540_B0303	4	440	0.0	0.0	-0.136986301369863	-0.17064846416382254
clusterK12	6wk_3d	08	BR1128_B0307	4	558	0.0017123287671232876	0.0017921146953405018	0.034246575342465745	0.008563005370227653
clusterK12	6wk_3d	08	BR1615_B0304	4	428	0.0017123287671232876	0.002336448598130841	0.034246575342465745	0.06299639564926157
clusterK12	6wk_3d	08	BS1265_B0305	4	408	0.0017123287671232876	0.0024509803921568627	0.034246575342465745	0.07444957505186374
clusterK12	6wk_3d	09	BO1535_B0302	4	510	0.0015822784810126582	0.00196078431372549	-0.494670219853431	-0.31586696111891854
clusterK12	6wk_3d	09	BO1540_B0303	4	440	0.00816122584943371	0.006818181818181818	0.16322451698867418	0.16987278932671424
clusterK12	6wk_3d	09	BR1128_B0307	4	558	0.00816122584943371	0.005376344086021506	0.16322451698867418	0.02568901611068302
clusterK12	6wk_3d	09	BR1615_B0304	4	428	0.006578947368421052	0.004672897196261682	0.004996668887408389	-0.04465567286529937
clusterK12	6wk_3d	09	BS1265_B0305	4	408	0.00816122584943371	0.007352941176470588	0.16322451698867418	0.22334872515559126
clusterK12	6wk_3d	10	BO1535_B0302	4	510	0.0	0.0	0.0	0.0
clusterK12	6wk_3d	10	BO1540_B0303	4	440	0.0	0.0	0.0	0.0
clusterK12	6wk_3d	10	BR1128_B0307	4	558	0.0	0.0	0.0	0.0
clusterK12	6wk_3d	10	BR1615_B0304	4	428	0.0	0.0	0.0	0.0
clusterK12	6wk_3d	10	BS1265_B0305	4	408	0.0	0.0	0.0	0.0
clusterK12	6wk_3d	11	BO1535_B0302	4	510	0.0	0.0	0.0	0.0
clusterK12	6wk_3d	11	BO1540_B0303	4	440	0.0	0.0	0.0	0.0
clusterK12	6wk_3d	11	BR1128_B0307	4	558	0.0	0.0	0.0	0.0
clusterK12	6wk_3d	11	BR1615_B0304	4	428	0.0	0.0	0.0	0.0
clusterK12	6wk_3d	11	BS1265_B0305	4	408	0.0	0.0	0.0	0.0
clusterK12	6wk_3d	12	BO1535_B0302	4	510	0.0	0.0	0.0	0.0
clusterK12	6wk_3d	12	BO1540_B0303	4	440	0.0	0.0	0.0	0.0
clusterK12	6wk_3d	12	BR1128_B0307	4	558	0.0	0.0	0.0	0.0
clusterK12	6wk_3d	12	BR1615_B0304	4	428	0.0	0.0	0.0	0.0
clusterK12	6wk_3d	12	BS1265_B0305	4	408	0.0	0.0	0.0	0.0
clusterK12	8wk	01	BH1065_B0301_GFP+	3	604	0.15432555589817384	0.16556291390728478	-0.4896871895021748	-0.15529890576747862
clusterK12	8wk	01	BH1094_B0302_GFP+	3	366	0.15201288244766506	0.15300546448087432	-0.7209545345530533	-1.4110438484085246
clusterK12	8wk	01	BH1129_B0303_GFP+	3	652	0.16414842224277934	0.17024539877300612	0.4925994449583748	0.3129495808046556
clusterK12	8wk	01	BH1290_B0304_GFP+	3	604	0.16640285058416418	0.173841059602649	0.7180422790968588	0.6725156637689439
clusterK12	8wk	02	BH1065_B0301_GFP+	3	604	0.2738273889060198	0.26490066225165565	4.12829341830267	2.905160564788206
clusterK12	8wk	02	BH1094_B0302_GFP+	3	366	0.2320450885668277	0.23770491803278687	-0.0499366156165415	0.18558614290132835
clusterK12	8wk	02	BH1129_B0303_GFP+	3	652	0.24709631000102786	0.24233128834355827	1.4551855278034735	0.6482231739784683
clusterK12	8wk	02	BH1290_B0304_GFP+	3	604	0.1772090314180971	0.1986754966887417	-5.533542330489602	-3.717355991503188
clusterK12	8wk	03	BH1065_B0301_GFP+	3	604	0.05703395347243636	0.07119205298013245	-0.9292236269572075	-0.4279645133075091
clusterK12	8wk	03	BH1094_B0302_GFP+	3	366	0.05829307568438003	0.060109289617486336	-0.8033114057628403	-1.536240849572121
clusterK12	8wk	03	BH1129_B0303_GFP+	3	652	0.07362010484119642	0.07975460122699386	0.7293915099187989	0.4282903113786318
clusterK12	8wk	03	BH1290_B0304_GFP+	3	604	0.0763576249700209	0.08443708609271523	1.0031435228012462	0.8965387979507689
clusterK12	8wk	04	BH1065_B0301_GFP+	3	604	0.05002483982594991	0.06291390728476821	-3.097205091307774	-2.064404419771157
clusterK12	8wk	04	BH1094_B0302_GFP+	3	366	0.0822866344605475	0.09016393442622951	0.12897437215198537	0.6605982943749727
clusterK12	8wk	04	BH1129_B0303_GFP+	3	652	0.10058844691129613	0.09202453987730061	1.9591556172268487	0.8466588394820826
clusterK12	8wk	04	BH1290_B0304_GFP+	3	604	0.09108764175831706	0.09105960264900662	1.0090751019289412	0.7501651166526833
clusterK12	8wk	05	BH1065_B0301_GFP+	3	604	0.26489104738410935	0.24834437086092714	-0.8052600472813254	-0.9068028060905731
clusterK12	8wk	05	BH1094_B0302_GFP+	3	366	0.28502415458937197	0.2786885245901639	1.208050673244937	2.1276125668331036
clusterK12	8wk	05	BH1129_B0303_GFP+	3	652	0.252813752698119	0.2469325153374233	-2.012989515880359	-1.047988358440957
clusterK12	8wk	05	BH1290_B0304_GFP+	3	604	0.28904563675609	0.26490066225165565	1.6101988899167419	0.7488263329822775
clusterK12	8wk	06	BH1065_B0301_GFP+	3	604	0.0035460992907801418	0.006622516556291391	-0.09250693802035151	-0.011602791810214064
clusterK12	8wk	06	BH1094_B0302_GFP+	3	366	0.0024154589371980675	0.00273224043715847	-0.20557097337855892	-0.4006304037235061
clusterK12	8wk	06	BH1129_B0303_GFP+	3	652	0.005961558227978209	0.007668711656441718	0.1490389556994552	0.09301671820481863
clusterK12	8wk	06	BH1290_B0304_GFP+	3	604	0.005961558227978209	0.008278145695364239	0.1490389556994552	0.15396012209707077
clusterK12	8wk	07	BH1065_B0301_GFP+	3	604	0.0035460992907801418	0.006622516556291391	-0.2736663583102066	-0.1463736812980847
clusterK12	8wk	07	BH1094_B0302_GFP+	3	366	0.004830917874396135	0.00546448087431694	-0.14518449994860727	-0.2621772494955298
clusterK12	8wk	07	BH1129_B0303_GFP+	3	652	0.008377017165176278	0.009202453987730062	0.20942542912940698	0.11162006184578244
clusterK12	8wk	07	BH1290_B0304_GFP+	3	604	0.008377017165176278	0.009933774834437087	0.20942542912940698	0.1847521465164849
clusterK12	8wk	08	BH1065_B0301_GFP+	3	604	0.16316339466200705	0.1423841059602649	1.7240124027820602	0.8960925367272998
clusterK12	8wk	08	BH1094_B0302_GFP+	3	366	0.1537842190016103	0.1448087431693989	0.7860948367423848	1.1385562576406993
clusterK12	8wk	08	BH1129_B0303_GFP+	3	652	0.12049028677150786	0.12116564417177914	-2.5432983862678586	-1.2257536421212771
clusterK12	8wk	08	BH1290_B0304_GFP+	3	604	0.14625518210162058	0.13079470198675497	0.033191146743413724	-0.2628478606236939
clusterK12	8wk	09	BH1065_B0301_GFP+	3	604	0.02239181827525953	0.023178807947019868	0.19747661630177793	0.16154656289605676
clusterK12	8wk	09	BH1094_B0302_GFP+	3	366	0.018357487922705314	0.01639344262295082	-0.20595641895364386	-0.516989969510848
clusterK12	8wk	09	BH1129_B0303_GFP+	3	652	0.016111625038544557	0.019938650306748466	-0.43054270736971945	-0.16246920113108348
clusterK12	8wk	09	BH1290_B0304_GFP+	3	604	0.0248072772124576	0.024834437086092714	0.4390225100215847	0.32710947680334135
clusterK12	8wk	10	BH1065_B0301_GFP+	3	604	0.007249802994483846	0.008278145695364239	0.18124507486209615	0.15396012209707077
clusterK12	8wk	10	BH1094_B0302_GFP+	3	366	0.003703703703703704	0.00273224043715847	-0.17336485421591805	-0.4006304037235061
clusterK12	8wk	10	BH1129_B0303_GFP+	3	652	0.0035460992907801418	0.006134969325153374	-0.18912529550827425	-0.0603575149240157
clusterK12	8wk	10	BH1290_B0304_GFP+	3	604	0.007249802994483846	0.008278145695364239	0.18124507486209615	0.15396012209707077
clusterK12	8wk	11	BH1065_B0301_GFP+	3	604	0.0	0.0	-0.18115942028985507	-0.13477088948787064
clusterK12	8wk	11	BH1094_B0302_GFP+	3	366	0.0024154589371980675	0.00273224043715847	0.060386473429951674	0.13845315422797635
clusterK12	8wk	11	BH1129_B0303_GFP+	3	652	0.0024154589371980675	0.0015337423312883436	0.060386473429951674	0.01860334364096373
clusterK12	8wk	11	BH1290_B0304_GFP+	3	604	0.0024154589371980675	0.0016556291390728477	0.060386473429951674	0.03079202441941414
clusterK12	8wk	12	BH1065_B0301_GFP+	3	604	0.0	0.0	-0.36231884057971014	-0.2695417789757413
clusterK12	8wk	12	BH1094_B0302_GFP+	3	366	0.004830917874396135	0.00546448087431694	0.12077294685990335	0.2769063084559527
clusterK12	8wk	12	BH1129_B0303_GFP+	3	652	0.004830917874396135	0.003067484662576687	0.12077294685990335	0.03720668728192746
clusterK12	8wk	12	BH1290_B0304_GFP+	3	604	0.004830917874396135	0.0033112582781456954	0.12077294685990335	0.06158404883882828
clusterK12	12wk_3d	01	BL1121_B0304	5	820	0.04397455390571907	0.02926829268292683	-0.14428375069415605	-0.15184804071529875
clusterK12	12wk_3d	01	BL1124_B0305	5	810	0.045545645814595734	0.02962962962962963	0.012825440193510451	-0.11571434604501878
clusterK12	12wk_3d	01	BL1233_B0306	5	819	0.03381121452277896	0.02564102564102564	-1.1606176889881672	-0.5145747449054179
clusterK12	12wk_3d	01	BL1237_B0302	5	638	0.05366404961151074	0.04075235109717868	0.8246658198850114	0.9965578007098862
clusterK12	12wk_3d	01	BL1606_B0303	5	523	0.04885115218106846	0.032504780114722756	0.34337607684078314	0.17180070246429374
clusterK12	12wk_3d	01	BL1646_B0301	5	775	0.0466577324402908	0.02967741935483871	0.1240341027630168	-0.1109353735241108
clusterK12	12wk_3d	02	BL1121_B0304	5	820	0.06114684971072136	0.04878048780487805	0.1419211793892157	-0.02502989682120274
clusterK12	12wk_3d	02	BL1124_B0305	5	810	0.0657030162464637	0.050617283950617285	0.5975378329634496	0.15864971775272074
clusterK12	12wk_3d	02	BL1233_B0306	5	819	0.04063868274157435	0.04151404151404151	-1.908895517525485	-0.7516745259048565
clusterK12	12wk_3d	02	BL1237_B0302	5	638	0.06497860483073897	0.054858934169279	0.525096691390977	0.5828147396188921
clusterK12	12wk_3d	02	BL1606_B0303	5	523	0.062068645726183744	0.0497131931166348	0.23410078093545408	0.06824063435447239
clusterK12	12wk_3d	02	BL1646_B0301	5	775	0.06383002824529307	0.05032258064516129	0.4102390328463872	0.12917938720712133
clusterK12	12wk_3d	03	BL1121_B0304	5	820	0.054327631770502406	0.06463414634146342	-0.2641301137664802	-0.03601524042606413
clusterK12	12wk_3d	03	BL1124_B0305	5	810	0.05642242098233796	0.0654320987654321	-0.05465119258292461	0.04378000197080428
clusterK12	12wk_3d	03	BL1233_B0306	5	819	0.05801789190359376	0.06593406593406594	0.10489589954265494	0.09397671883418779
clusterK12	12wk_3d	03	BL1237_B0302	5	638	0.05832087848561655	0.07053291536050156	0.13519455774493386	0.5538616614777503
clusterK12	12wk_3d	03	BL1606_B0303	5	523	0.05028362344460291	0.04780114722753346	-0.6685309463564298	-1.71931515181906
clusterK12	12wk_3d	03	BL1646_B0301	5	775	0.06444115086234967	0.07096774193548387	0.7472217954182458	0.5973443189759814
clusterK12	12wk_3d	04	BL1121_B0304	5	820	0.00681683128367027	0.007317073170731708	0.1136138547278378	0.047556803960285915
clusterK12	12wk_3d	04	BL1124_B0305	5	810	0.00681683128367027	0.007407407407407408	0.1136138547278378	0.05659022762785591
clusterK12	12wk_3d	04	BL1233_B0306	5	819	0.0033685554216013047	0.006105006105006105	-0.23121373147905874	-0.07364990261227436
clusterK12	12wk_3d	04	BL1237_B0302	5	638	0.005143191116306253	0.006269592476489028	-0.05375016200856392	-0.05719126546398206
clusterK12	12wk_3d	04	BL1606_B0303	5	523	0.005121916029432983	0.0057361376673040155	-0.05587767069589093	-0.1105367463824833
clusterK12	12wk_3d	04	BL1646_B0301	5	775	0.00681683128367027	0.007741935483870968	0.1136138547278378	0.09004303527421192
clusterK12	12wk_3d	05	BL1121_B0304	5	820	0.6159660804870289	0.6134146341463415	-0.55261210884191	-0.23208276552548757
clusterK12	12wk_3d	05	BL1124_B0305	5	810	0.5905667612935227	0.6024691358024692	-3.0925440281925343	-1.3266325999127138
clusterK12	12wk_3d	05	BL1233_B0306	5	819	0.6664802970629514	0.6312576312576312	4.498809548750337	1.5522169456034907
clusterK12	12wk_3d	05	BL1237_B0302	5	638	0.5909789264093661	0.5564263322884012	-3.0513275166081932	-5.930912951319511
clusterK12	12wk_3d	05	BL1606_B0303	5	523	0.6446606983877128	0.6902485659655831	2.316849681226474	7.451310416398682
clusterK12	12wk_3d	05	BL1646_B0301	5	775	0.6203004458121063	0.6141935483870967	-0.11917557633417397	-0.15419134144996072
clusterK12	12wk_3d	06	BL1121_B0304	5	820	0.017551348521315978	0.015853658536585366	-0.8770681679195875	-0.3530606001613038
clusterK12	12wk_3d	06	BL1124_B0305	5	810	0.02561628698688288	0.018518518518518517	-0.07057432136289739	-0.08657460196798868
clusterK12	12wk_3d	06	BL1233_B0306	5	819	0.028138160378545257	0.019536019536019536	0.18161301780334033	0.015175499782113175
clusterK12	12wk_3d	06	BL1237_B0302	5	638	0.028239155905886194	0.02037617554858934	0.1917125705374341	0.09919110103909362
clusterK12	12wk_3d	06	BL1606_B0303	5	523	0.028761577483552077	0.022944550669216062	0.24395472830402234	0.3560286131017658
clusterK12	12wk_3d	06	BL1646_B0301	5	775	0.029625651926888735	0.02064516129032258	0.3303621726376882	0.12608967521241765
clusterK12	12wk_3d	07	BL1121_B0304	5	820	0.013169686343269043	0.00975609756097561	0.21949477238781737	0.06340907194704784
clusterK12	12wk_3d	07	BL1124_B0305	5	810	0.013169686343269043	0.009876543209876543	0.21949477238781737	0.07545363683714115
clusterK12	12wk_3d	07	BL1233_B0306	5	819	0.002824858757062147	0.006105006105006105	-0.8149879862328723	-0.30170007364990264
clusterK12	12wk_3d	07	BL1237_B0302	5	638	0.013169686343269043	0.012539184952978056	0.21949477238781737	0.34171781114729244
clusterK12	12wk_3d	07	BL1606_B0303	5	523	0.010344827586206896	0.0057361376673040155	-0.06299110331839733	-0.3385869174201116
clusterK12	12wk_3d	07	BL1646_B0301	5	775	0.013169686343269043	0.01032258064516129	0.21949477238781737	0.12005738036561589
clusterK12	12wk_3d	08	BL1121_B0304	5	820	0.04759043998608547	0.04878048780487805	0.793173999768091	0.31704535973523934
clusterK12	12wk_3d	08	BL1124_B0305	5	810	0.044605365359219794	0.04814814814814815	0.4946665370815235	0.2538113940622491
clusterK12	12wk_3d	08	BL1233_B0306	5	819	0.03724561239987857	0.045177045177045176	-0.24130875885259861	-0.04329890304804809
clusterK12	12wk_3d	08	BL1237_B0302	5	638	0.04340633956767543	0.054858934169279	0.37476395792708717	0.9248899961753342
clusterK12	12wk_3d	08	BL1606_B0303	5	523	0.03516106145501202	0.03441682600382409	-0.44976385333925367	-1.1193208203701566
clusterK12	12wk_3d	08	BL1646_B0301	5	775	0.029943381162556054	0.04	-0.9715318825848505	-0.5610034207525656
clusterK12	12wk_3d	09	BL1121_B0304	5	820	0.12226487411519596	0.14512195121951219	0.28336193700765205	0.25905943209945104
clusterK12	12wk_3d	09	BL1124_B0305	5	810	0.1343622818135463	0.1506172839506173	1.4931027068426874	0.8085927052099623
clusterK12	12wk_3d	09	BL1233_B0306	5	819	0.11573129879759161	0.14285714285714285	-0.3699955947527825	0.032578595862517434
clusterK12	12wk_3d	09	BL1237_B0302	5	638	0.12741792410418518	0.16614420062695925	0.7986669359065737	2.3612843728441577
clusterK12	12wk_3d	09	BL1606_B0303	5	523	0.10094462433821112	0.09560229445506692	-1.8486630406908318	-4.6929062443450755
clusterK12	12wk_3d	09	BL1646_B0301	5	775	0.11586652530198646	0.1432258064516129	-0.35647294431329773	0.06944495530952222
clusterK12	12wk_3d	10	BL1121_B0304	5	820	0.0019667635865068672	0.003658536585365854	0.03277939310844778	0.023778401980142957
clusterK12	12wk_3d	10	BL1124_B0305	5	810	0.0019667635865068672	0.003703703703703704	0.03277939310844778	0.028295113813927956
clusterK12	12wk_3d	10	BL1233_B0306	5	819	0.0019667635865068672	0.003663003663003663	0.03277939310844778	0.024225109743923872
clusterK12	12wk_3d	10	BL1237_B0302	5	638	0.0011299435028248588	0.003134796238244514	-0.050902615259753065	-0.02859563273199103
clusterK12	12wk_3d	10	BL1606_B0303	5	523	0.0008368200836820083	0.0019120458891013384	-0.0802149571740381	-0.1508706676463086
clusterK12	12wk_3d	10	BL1646_B0301	5	775	0.0019667635865068672	0.003870967741935484	0.03277939310844778	0.04502151763710596
clusterK12	12wk_3d	11	BL1121_B0304	5	820	0.015224940289984659	0.013414634146341463	0.25374900483307766	0.08718747392719076
clusterK12	12wk_3d	11	BL1124_B0305	5	810	0.015224940289984659	0.013580246913580247	0.25374900483307766	0.10374875065106912
clusterK12	12wk_3d	11	BL1233_B0306	5	819	0.011776664427915695	0.01221001221001221	-0.09107858137381869	-0.03327471970573457
clusterK12	12wk_3d	11	BL1237_B0302	5	638	0.013551300122620643	0.014106583072100314	0.08638498809667612	0.15638236650307585
clusterK12	12wk_3d	11	BL1606_B0303	5	523	0.012965053284334943	0.01338432122370937	0.027760304268106134	0.08415618166398142
clusterK12	12wk_3d	11	BL1646_B0301	5	775	0.0073818030350827	0.00903225806451613	-0.5305647206571182	-0.3510501342553426
clusterK12	12wk_3d	12	BL1121_B0304	5	820	0.0	0.0	0.0	0.0
clusterK12	12wk_3d	12	BL1124_B0305	5	810	0.0	0.0	0.0	0.0
clusterK12	12wk_3d	12	BL1233_B0306	5	819	0.0	0.0	0.0	0.0
clusterK12	12wk_3d	12	BL1237_B0302	5	638	0.0	0.0	0.0	0.0
clusterK12	12wk_3d	12	BL1606_B0303	5	523	0.0	0.0	0.0	0.0
clusterK12	12wk_3d	12	BL1646_B0301	5	775	0.0	0.0	0.0	0.0
clusterK12	14wk	01	BD1621_B0302_GFP+	2	872	0.05603282731297123	0.06192660550458716	0.7473127311606653	0.3399864838593211
clusterK12	14wk	01	BF1303_B0301_GFP+	2	180	0.041396886623501855	0.03888888888888889	-0.7162813377862725	-1.963785177710506
clusterK12	14wk	01	BH1066_GFP+	2	930	0.04824938606762064	0.05913978494623656	-0.031031393374394284	0.06130442802426139
clusterK12	14wk	02	BD1621_B0302_GFP+	2	872	0.050049523963534195	0.03669724770642202	0.26775724136150414	-0.06387765115396377
clusterK12	14wk	02	BF1303_B0301_GFP+	2	180	0.05379528860724618	0.05	0.6423337057327027	1.2663975782038346
clusterK12	14wk	02	BH1066_GFP+	2	930	0.038271042078977094	0.035483870967741936	-0.910090947094206	-0.18521532502197222
clusterK12	14wk	03	BD1621_B0302_GFP+	2	872	0.12345616623880658	0.07454128440366972	0.753861003478426	-0.3158009239115342
clusterK12	14wk	03	BF1303_B0301_GFP+	2	180	0.1405841024934564	0.12777777777777777	2.4666546289434086	5.0078484134992705
clusterK12	14wk	03	BH1066_GFP+	2	930	0.08371239987980396	0.07096774193548387	-3.220515632421836	-0.6731551707301192
clusterK12	14wk	04	BD1621_B0302_GFP+	2	872	0.10190818863576641	0.17545871559633028	1.1560432626487955	1.299655616141604
clusterK12	14wk	04	BF1303_B0301_GFP+	2	180	0.04181016668962667	0.05	-4.853758931965178	-11.246215943491423
clusterK12	14wk	04	BH1066_GFP+	2	930	0.12732491270244226	0.17204301075268819	3.69771566931638	0.9580851317773947
clusterK12	14wk	05	BD1621_B0302_GFP+	2	872	0.41747690566190293	0.3394495412844037	-4.851610147404351	-2.684712874586875
clusterK12	14wk	05	BF1303_B0301_GFP+	2	180	0.5356109656977546	0.5444444444444444	6.961795856180814	17.814777441417196
clusterK12	14wk	05	BH1066_GFP+	2	930	0.444891150048182	0.35698924731182796	-2.1101857087764406	-0.930742271844448
clusterK12	14wk	06	BD1621_B0302_GFP+	2	872	0.03347415657658022	0.0481651376146789	-2.5256513634137128	-0.7334357844453285
clusterK12	14wk	06	BF1303_B0301_GFP+	2	180	0.0628185700509712	0.07777777777777778	0.40878998402538586	2.2278282318645592
clusterK12	14wk	06	BH1066_GFP+	2	930	0.07989928400460061	0.05806451612903226	2.1168613793883266	0.25650206699000744
clusterK12	14wk	07	BD1621_B0302_GFP+	2	872	0.021143700349699826	0.02522935779816514	0.7047900116566608	0.30295596145122616
clusterK12	14wk	07	BF1303_B0301_GFP+	2	180	0.00819672131147541	0.005555555555555556	-0.5899078921657808	-1.664424262809732
clusterK12	14wk	07	BH1066_GFP+	2	930	0.012946979038224414	0.02258064516129032	-0.1148821194908804	0.03808469776374439
clusterK12	14wk	08	BD1621_B0302_GFP+	2	872	0.0998766954377312	0.18577981651376146	2.2087750019859977	1.8272248400744318
clusterK12	14wk	08	BF1303_B0301_GFP+	2	180	0.01680672268907563	0.022222222222222223	-6.09822227287956	-14.528534589079491
clusterK12	14wk	08	BH1066_GFP+	2	930	0.11668341812680683	0.17849462365591398	3.8894472708935606	1.0987055542896833
clusterK12	14wk	09	BD1621_B0302_GFP+	2	872	0.08486790240747104	0.03096330275229358	2.548818035431107	0.2709014154917193
clusterK12	14wk	09	BF1303_B0301_GFP+	2	180	0.0779721724755476	0.05555555555555555	1.8592450422387627	2.7301266958179164
clusterK12	14wk	09	BH1066_GFP+	2	930	0.015299091276461261	0.02043010752688172	-4.40806307766987	-0.7824181070494665
clusterK12	14wk	10	BD1621_B0302_GFP+	2	872	0.006165228113440197	0.011467889908256881	-0.35471648585451443	-0.06410909191901411
clusterK12	14wk	10	BF1303_B0301_GFP+	2	180	0.008403361344537815	0.011111111111111112	-0.13090316274475267	-0.0997869716335911
clusterK12	14wk	10	BH1066_GFP+	2	930	0.014568589457978013	0.012903225806451613	0.48561964859926715	0.07942449790045905
clusterK12	14wk	11	BD1621_B0302_GFP+	2	872	0.0030826140567200987	0.005733944954128441	-0.7375823325631116	-0.23387089308362416
clusterK12	14wk	11	BF1303_B0301_GFP+	2	180	0.012605042016806723	0.016666666666666666	0.2146604634455509	0.8594012781701984
clusterK12	14wk	11	BH1066_GFP+	2	930	0.01568765607352682	0.008602150537634409	0.5229218691175607	0.05294966526697264
clusterK12	14wk	12	BD1621_B0302_GFP+	2	872	0.002466091245376079	0.0045871559633027525	0.08220304151253598	0.05508290208204114
clusterK12	14wk	12	BF1303_B0301_GFP+	2	180	0.0	0.0	-0.16440608302507193	-0.4036326942482341
clusterK12	14wk	12	BH1066_GFP+	2	930	0.002466091245376079	0.004301075268817204	0.08220304151253598	0.02647483263348632
clusterK12	Hopx_12wk3d	01	BQ1151_B0308	1	578	0.0986159169550173	0.0986159169550173	-2.0136485966935807	-2.1286203762764107
clusterK12	Hopx_12wk3d	01	BQ1152_B0309	1	648	0.1388888888888889	0.1388888888888889	2.013648596693579	1.898676817110749
clusterK12	Hopx_12wk3d	02	BQ1151_B0308	1	578	0.07612456747404844	0.07612456747404844	-0.12895681148276383	-0.13631976156742304
clusterK12	Hopx_12wk3d	02	BQ1152_B0309	1	648	0.0787037037037037	0.0787037037037037	0.12895681148276245	0.12159386139810324
clusterK12	Hopx_12wk3d	03	BQ1151_B0308	1	578	0.4013840830449827	0.4013840830449827	-5.316598316886672	-5.6201561326958585
clusterK12	Hopx_12wk3d	03	BQ1152_B0309	1	648	0.5077160493827161	0.5077160493827161	5.316598316886667	5.013040501077482
clusterK12	Hopx_12wk3d	04	BQ1151_B0308	1	578	0.11072664359861592	0.11072664359861592	0.2122581058567219	0.22437724730041686
clusterK12	Hopx_12wk3d	04	BQ1152_B0309	1	648	0.10648148148148148	0.10648148148148148	-0.2122581058567219	-0.20013896441302692
clusterK12	Hopx_12wk3d	05	BQ1151_B0308	1	578	0.04152249134948097	0.04152249134948097	-0.7016532103037293	-0.7417149759817567
clusterK12	Hopx_12wk3d	05	BQ1152_B0309	1	648	0.05555555555555555	0.05555555555555555	0.7016532103037293	0.6615914446257019
clusterK12	Hopx_12wk3d	06	BQ1151_B0308	1	578	0.012110726643598616	0.012110726643598616	-0.320389593745995	-0.338682637434592
clusterK12	Hopx_12wk3d	06	BQ1152_B0309	1	648	0.018518518518518517	0.018518518518518517	0.3203895937459952	0.3020965500573982
clusterK12	Hopx_12wk3d	07	BQ1151_B0308	1	578	0.0034602076124567475	0.0034602076124567475	0.09584988679567688	0.10132255569918211
clusterK12	Hopx_12wk3d	07	BQ1152_B0309	1	648	0.0015432098765432098	0.0015432098765432098	-0.09584988679567688	-0.09037721789217165
clusterK12	Hopx_12wk3d	08	BQ1151_B0308	1	578	0.24394463667820068	0.24394463667820068	8.339207142552011	8.815344581360035
clusterK12	Hopx_12wk3d	08	BQ1152_B0309	1	648	0.07716049382716049	0.07716049382716049	-8.33920714255201	-7.863069703743984
clusterK12	Hopx_12wk3d	09	BQ1151_B0308	1	578	0.006920415224913495	0.006920415224913495	0.11453927976419329	0.1210790428828666
clusterK12	Hopx_12wk3d	09	BQ1152_B0309	1	648	0.004629629629629629	0.004629629629629629	-0.11453927976419329	-0.10799951664551997
clusterK12	Hopx_12wk3d	10	BQ1151_B0308	1	578	0.0034602076124567475	0.0034602076124567475	-0.05847110085864414	-0.06180958133181298
clusterK12	Hopx_12wk3d	10	BQ1152_B0309	1	648	0.004629629629629629	0.004629629629629629	0.05847110085864405	0.05513262038547521
clusterK12	Hopx_12wk3d	11	BQ1151_B0308	1	578	0.0017301038062283738	0.0017301038062283738	-0.06781579734290231	-0.07168782492365526
clusterK12	Hopx_12wk3d	11	BQ1152_B0309	1	648	0.0030864197530864196	0.0030864197530864196	0.06781579734290227	0.06394376976214933
clusterK12	Hopx_12wk3d	12	BQ1151_B0308	1	578	0.0	0.0	-0.15432098765432098	-0.1631321370309951
clusterK12	Hopx_12wk3d	12	BQ1152_B0309	1	648	0.0030864197530864196	0.0030864197530864196	0.15432098765432098	0.14550983827764685
clusterK12	Hopx_12wk14d	01	BP1479_B0309	1	550	0.07090909090909091	0.07090909090909091	-0.05565348778645146	-0.04410737451352176
clusterK12	Hopx_12wk14d	01	BQ1920_B0308	1	361	0.07202216066481995	0.07202216066481995	0.05565348778645285	0.06719960105938255
clusterK12	Hopx_12wk14d	02	BP1479_B0309	1	550	0.11090909090909092	0.11090909090909092	1.3903298917149338	1.1018860393174346
clusterK12	Hopx_12wk14d	02	BQ1920_B0308	1	361	0.08310249307479224	0.08310249307479224	-1.3903298917149338	-1.6787737441124329
clusterK12	Hopx_12wk14d	03	BP1479_B0309	1	550	0.6618181818181819	0.6618181818181819	3.451019894233198	2.735056381598644
clusterK12	Hopx_12wk14d	03	BQ1920_B0308	1	361	0.592797783933518	0.592797783933518	-3.451019894233187	-4.166983406867741
clusterK12	Hopx_12wk14d	04	BP1479_B0309	1	550	0.023636363636363636	0.023636363636363636	-0.34172752455300937	-0.2708312543658317
clusterK12	Hopx_12wk14d	04	BQ1920_B0308	1	361	0.030470914127423823	0.030470914127423823	0.34172752455300937	0.412623794740187
clusterK12	Hopx_12wk14d	05	BP1479_B0309	1	550	0.02727272727272727	0.02727272727272727	-0.8524301183580965	-0.6755812793134416
clusterK12	Hopx_12wk14d	05	BQ1920_B0308	1	361	0.0443213296398892	0.0443213296398892	0.8524301183580961	1.029278957402751
clusterK12	Hopx_12wk14d	06	BP1479_B0309	1	550	0.0036363636363636364	0.0036363636363636364	-0.23369428355577937	-0.18521105678076044
clusterK12	Hopx_12wk14d	06	BQ1920_B0308	1	361	0.008310249307479225	0.008310249307479225	0.23369428355577948	0.2821775103307984
clusterK12	Hopx_12wk14d	07	BP1479_B0309	1	550	0.0018181818181818182	0.0018181818181818182	-0.46310752958952406	-0.36702923859894226
