cluster,rank,feature_id,gene_symbol,mean_log_expression,mean_log_difference_vs_other_cells,descriptive_no_P_value
9,24,ENSMUSG00000057058,Skap1,1.322902463693568,1.0671963679888683,True
9,25,ENSMUSG00000026011,Ctla4,1.1335178433122646,1.0624928871939678,True
9,26,ENSMUSG00000032518,Rpsa,3.638124432617327,1.0571954060265591,True
9,27,ENSMUSG00000039264,Gimap3,1.4568869215447289,1.047813049539105,True
9,28,ENSMUSG00000006360,Crip1,2.6045275102622685,1.0374707286387423,True
9,29,ENSMUSG00000030156,Cd69,1.3926975398938706,1.0177595483281265,True
9,30,ENSMUSG00000000486,Sept1,1.4809779549990703,1.0097537681104758,True
9,31,ENSMUSG00000071866,Ppia,3.3157729199310286,0.991755532375882,True
9,32,ENSMUSG00000008683,Rps15a,3.4851934972525207,0.9867389507138316,True
9,33,ENSMUSG00000045817,Zfp36l2,2.2893026081523713,0.9791999700876586,True
9,34,ENSMUSG00000020395,Itk,1.235761371346512,0.9695377312178276,True
9,35,ENSMUSG00000025290,Rps24,4.027906271935073,0.9619700279937584,True
10,1,ENSMUSG00000032035,Ets1,2.049206530619524,1.177521273286833,True
10,2,ENSMUSG00000032093,Cd3e,1.5092751933429056,1.0657581233749394,True
10,3,ENSMUSG00000003882,Il7r,1.471532130669691,1.031193753222673,True
10,4,ENSMUSG00000056290,Ms4a4b,1.382863348115704,0.9385957966142402,True
10,5,ENSMUSG00000066278,Vps37b,1.4259992081248118,0.8736769756420532,True
10,6,ENSMUSG00000020395,Itk,1.1867417371915485,0.8727555546284678,True
10,7,ENSMUSG00000027985,Lef1,1.0706518388793853,0.8401028567006334,True
10,8,ENSMUSG00000064358,mt-Co3,3.900309854281877,0.8324747268616952,True
10,9,ENSMUSG00000021728,Emb,1.467441166232446,0.8323205355495709,True
10,10,ENSMUSG00000024677,Ms4a6b,1.1878101251082507,0.8187396943300485,True
10,11,ENSMUSG00000039264,Gimap3,1.2635931686726873,0.8012214273513099,True
10,12,ENSMUSG00000019850,Tnfaip3,1.6308302668754213,0.7860259910284325,True
10,13,ENSMUSG00000064357,mt-Atp6,3.9418795569214278,0.7593855683160231,True
10,14,ENSMUSG00000032094,Cd3d,1.1379447693596343,0.7550641881010302,True
10,15,ENSMUSG00000045092,S1pr1,1.1777174893967406,0.7431172325090345,True
10,16,ENSMUSG00000064351,mt-Co1,4.075377028859304,0.7138699653722211,True
10,17,ENSMUSG00000000782,Tcf7,0.934688150882721,0.7026170707726249,True
10,18,ENSMUSG00000060550,H2-Q7,1.287004775629786,0.687939867739333,True
10,19,ENSMUSG00000064354,mt-Co2,3.6687972838293295,0.6785590378441273,True
10,20,ENSMUSG00000057058,Skap1,0.9820242563407579,0.6703109232221514,True
10,21,ENSMUSG00000037944,Ccr7,1.181765150524185,0.6606498457376495,True
10,22,ENSMUSG00000030742,Lat,1.0140813267873432,0.660483999279531,True
10,23,ENSMUSG00000061232,H2-K1,2.6437639329961673,0.6488264788100881,True
10,24,ENSMUSG00000032011,Thy1,1.0291383166513044,0.6451340517618076,True
10,25,ENSMUSG00000037940,Inpp4b,0.8882436466788104,0.6166004841021138,True
10,26,ENSMUSG00000023927,Satb1,0.9755644918737297,0.6103173684538052,True
10,27,ENSMUSG00000025357,Dgka,0.920734365453977,0.6072496810197131,True
10,28,ENSMUSG00000002033,Cd3g,0.941070574129413,0.6051297917499556,True
10,29,ENSMUSG00000076498,Trbc2,0.8462080273799554,0.6019120315168791,True
10,30,ENSMUSG00000042351,Grap2,0.8221488027515526,0.5926861141965709,True
10,31,ENSMUSG00000047867,Gimap6,1.1069957774556325,0.5800924679491178,True
10,32,ENSMUSG00000064370,mt-Cytb,3.2998348324598665,0.5722244342564768,True
10,33,ENSMUSG00000025085,Ablim1,1.124269688557722,0.568039270257739,True
10,34,ENSMUSG00000039384,Dusp10,0.7845882534266946,0.5604748134606716,True
10,35,ENSMUSG00000097971,Gm26917,1.350303216876384,0.5574729367494254,True
11,1,ENSMUSG00000024610,Cd74,5.324195639693143,4.303061016416314,True
11,2,ENSMUSG00000003379,Cd79a,3.454104441230526,3.3916465043078934,True
11,3,ENSMUSG00000036594,H2-Aa,3.860004395572412,3.286216165074612,True
11,4,ENSMUSG00000060586,H2-Eb1,3.489169461143408,3.031553008163932,True
11,5,ENSMUSG00000073421,H2-Ab1,3.4381110539630435,2.893512150573253,True
11,6,ENSMUSG00000034634,Ly6d,2.4983440046113796,2.431856095586918,True
11,7,ENSMUSG00000040592,Cd79b,2.3773121118436897,2.3180263863342683,True
11,8,ENSMUSG00000076609,Igkc,2.2284649898765445,2.0994078702890966,True
11,9,ENSMUSG00000057098,Ebf1,2.1933916149749213,2.0452809149252213,True
11,10,ENSMUSG00000076937,Iglc2,2.039001494297534,1.985653919350988,True
11,11,ENSMUSG00000037548,H2-DMb2,2.031428745738429,1.9634839940765076,True
11,12,ENSMUSG00000030798,Cd37,2.3904370296461326,1.8727045533063094,True
11,13,ENSMUSG00000037944,Ccr7,2.180828077802355,1.8698493366922937,True
11,14,ENSMUSG00000024673,Ms4a1,1.8377542331054317,1.8134263442648775,True
11,15,ENSMUSG00000076617,Ighm,1.9796243978082626,1.7177740884678474,True
11,16,ENSMUSG00000022587,Ly6e,3.2306376676440673,1.7039821972474607,True
11,17,ENSMUSG00000015396,Cd83,2.00201526971337,1.7024956522915797,True
11,18,ENSMUSG00000105547,Iglc3,1.7120335092847287,1.6654947799403268,True
11,19,ENSMUSG00000005583,Mef2c,1.8571901046925587,1.5729184283177804,True
11,20,ENSMUSG00000037922,Bank1,1.5549467286391507,1.5252214108372124,True
11,21,ENSMUSG00000028234,Rps20,4.0064097005208525,1.41366601476135,True
11,22,ENSMUSG00000030724,Cd19,1.3988268585968424,1.3851088788152528,True
11,23,ENSMUSG00000041538,H2-Ob,1.4075451441933,1.3581585199033155,True
11,24,ENSMUSG00000025290,Rps24,4.314218856548191,1.3477452823730736,True
11,25,ENSMUSG00000000682,Cd52,2.6209947069425628,1.328152381494882,True
11,26,ENSMUSG00000040952,Rps19,3.603623932867989,1.3195548569592646,True
11,27,ENSMUSG00000008683,Rps15a,3.700605708802456,1.2938476602624251,True
11,28,ENSMUSG00000026594,Ralgps2,1.4196291633158524,1.2891679228224167,True
11,29,ENSMUSG00000031320,Rps4x,3.8015105163775846,1.2844787889885025,True
11,30,ENSMUSG00000042474,Fcmr,1.2942875644796383,1.2829655191364444,True
11,31,ENSMUSG00000061477,Rps7,3.558312590146847,1.2690057130382506,True
11,32,ENSMUSG00000012848,Rps5,3.7002766749404037,1.2309194798942658,True
11,33,ENSMUSG00000032518,Rpsa,3.7316829183773743,1.2308912483961438,True
11,34,ENSMUSG00000021127,Zfp36l1,2.5905495904847746,1.2265229495936631,True
11,35,ENSMUSG00000027808,Serp1,1.876780017250798,1.2195651750817316,True
12,1,ENSMUSG00000035042,Ccl5,4.940773543297602,4.745744318423331,True
12,2,ENSMUSG00000023132,Gzma,4.434909536217688,4.397164131801676,True
12,3,ENSMUSG00000004612,Nkg7,3.4701982524435397,3.279647548304895,True
12,4,ENSMUSG00000075010,AW112010,3.283856395534448,2.850818294767746,True
12,5,ENSMUSG00000062524,Ncr1,2.553342935025049,2.5404004780515854,True
12,6,ENSMUSG00000041831,Sytl3,2.250838675971024,2.1929531006035305,True
12,7,ENSMUSG00000037202,Prf1,2.2088567325257005,2.174038096753975,True
12,8,ENSMUSG00000041515,Irf8,2.4206322066038157,2.0789924492085383,True
12,9,ENSMUSG00000058715,Fcer1g,2.942457013211008,2.061555401711579,True
12,10,ENSMUSG00000030579,Tyrobp,3.1359077046850614,1.9919674298448762,True
12,11,ENSMUSG00000068227,Il2rb,2.1247479882097022,1.9761958898244245,True
12,12,ENSMUSG00000015437,Gzmb,1.874066397065558,1.8478955495416842,True
12,13,ENSMUSG00000024910,Ctsw,1.9239772312997485,1.7917678545940359,True
12,14,ENSMUSG00000079852,Klra4,1.7611924157993084,1.7522348123421967,True
12,15,ENSMUSG00000037894,H2afz,2.771063614194676,1.7435928963889489,True
12,16,ENSMUSG00000030149,Klrk1,1.7684213350568603,1.716962480588176,True
12,17,ENSMUSG00000045827,Serpinb9,1.8286255485563323,1.6636540355899143,True
12,18,ENSMUSG00000068220,Lgals1,2.5048159921114177,1.6521546530971523,True
12,19,ENSMUSG00000022584,Ly6c2,1.82421990453003,1.5932645054584946,True
12,20,ENSMUSG00000050241,Klre1,1.5832939655828548,1.5740296181760418,True
12,21,ENSMUSG00000028381,Ugcg,1.7623621981206403,1.5408766358191222,True
12,22,ENSMUSG00000045817,Zfp36l2,2.807304514161611,1.5078369358773938,True
12,23,ENSMUSG00000079523,Tmsb10,4.2251484183758174,1.4893167644345224,True
12,24,ENSMUSG00000066278,Vps37b,1.9579457154351132,1.4625056937895307,True
12,25,ENSMUSG00000054892,Txk,1.6373968574868512,1.4318009607499493,True
12,26,ENSMUSG00000000290,Itgb2,2.0380972732197153,1.4314179795665027,True
12,27,ENSMUSG00000018930,Ccl4,1.5913654438611722,1.4159753647662772,True
12,28,ENSMUSG00000026395,Ptprc,2.7556000869887636,1.4025179755269492,True
12,29,ENSMUSG00000079853,Klra1,1.3778821860651023,1.3710118129443936,True
12,30,ENSMUSG00000020009,Ifngr1,2.3209916333479947,1.3291346921051184,True
12,31,ENSMUSG00000030165,Klrd1,1.4095007490670919,1.3275138055255613,True
12,32,ENSMUSG00000033220,Rac2,2.5332025796037243,1.323575883262126,True
12,33,ENSMUSG00000056290,Ms4a4b,1.7009710968459149,1.305607245689151,True
12,34,ENSMUSG00000042842,Serpinb6b,1.4349210407866169,1.298772613840654,True
12,35,ENSMUSG00000000486,Sept1,1.7551746177838654,1.2823940858835483,True
13,1,ENSMUSG00000035042,Ccl5,4.372622783461662,4.064543988291725,True
13,2,ENSMUSG00000004612,Nkg7,2.7661810641419398,2.489243111978821,True
13,3,ENSMUSG00000056290,Ms4a4b,2.340868272765042,1.9355287745639547,True
13,4,ENSMUSG00000032093,Cd3e,2.0719887907374397,1.6587418164680336,True
13,5,ENSMUSG00000032011,Thy1,1.956438154635364,1.6063233952969171,True
13,6,ENSMUSG00000079523,Tmsb10,4.332217601880635,1.5684801790940566,True
13,7,ENSMUSG00000060550,H2-Q7,2.0902710105458353,1.5224207480634981,True
13,8,ENSMUSG00000064109,Hcst,2.067314449810002,1.5041878602745569,True
13,9,ENSMUSG00000075010,AW112010,1.9494176943008215,1.422118515377298,True
13,10,ENSMUSG00000024910,Ctsw,1.569846440912926,1.391250279109558,True
13,11,ENSMUSG00000061232,H2-K1,3.308433958112377,1.3404708216649535,True
13,12,ENSMUSG00000039264,Gimap3,1.7453564813692275,1.3072994604890813,True
13,13,ENSMUSG00000032094,Cd3d,1.6452678036199857,1.2867157664495603,True
13,14,ENSMUSG00000000409,Lck,1.5945698823830852,1.2859094692402855,True
13,15,ENSMUSG00000022584,Ly6c2,1.555491976705316,1.2845138383319064,True
13,16,ENSMUSG00000068220,Lgals1,2.16021191249155,1.2642988444371335,True
13,17,ENSMUSG00000033220,Rac2,2.486703039032139,1.2485176334872499,True
13,18,ENSMUSG00000068227,Il2rb,1.449926288895411,1.2426710644998944,True
13,19,ENSMUSG00000054435,Gimap4,1.5846865814026088,1.2240016151952307,True
13,20,ENSMUSG00000030742,Lat,1.5451875371475743,1.2151884794495853,True
13,21,ENSMUSG00000002033,Cd3g,1.5206077581399107,1.208753536363101,True
13,22,ENSMUSG00000000682,Cd52,2.5999490441524817,1.1828712759967486,True
13,23,ENSMUSG00000019850,Tnfaip3,1.9688413906587314,1.1443189602233326,True
13,24,ENSMUSG00000032035,Ets1,1.9879955818391826,1.1316345142208786,True
13,25,ENSMUSG00000000486,Sept1,1.621614898802483,1.1188158870694227,True
13,26,ENSMUSG00000053044,Cd8b1,1.1989758707072637,1.0924632673211618,True
13,27,ENSMUSG00000045817,Zfp36l2,2.415429960538263,1.0744358383030628,True
13,28,ENSMUSG00000032518,Rpsa,3.662930037714031,1.0456940330083007,True
13,29,ENSMUSG00000041959,S100a10,2.0676042218730872,1.03299542287688,True
13,30,ENSMUSG00000025290,Rps24,4.125640527189595,1.0286618974454158,True
13,31,ENSMUSG00000008683,Rps15a,3.5595138811085323,1.0285296580397731,True
13,32,ENSMUSG00000020009,Ifngr1,2.047483652095272,1.0209300463145339,True
13,33,ENSMUSG00000048163,Selplg,1.916307389491225,1.017089367122839,True
13,34,ENSMUSG00000057058,Skap1,1.2678472576892539,0.9733655574925525,True
13,35,ENSMUSG00000073409,H2-Q6,1.300280091452272,0.9596622178406216,True
14,1,ENSMUSG00000026879,Gsn,4.908644089504751,3.756996994859291,True
14,2,ENSMUSG00000028649,Macf1,4.534392970795908,3.4600143926637994,True
14,3,ENSMUSG00000079105,C7,3.5840563950182895,3.3072334661702723,True
14,4,ENSMUSG00000040998,Npnt,3.475989951796341,3.2199355615905616,True
14,5,ENSMUSG00000026768,Itga8,3.33116327211564,3.1494314544782664,True
14,6,ENSMUSG00000029309,Sparcl1,3.6740778015355193,3.108880581787512,True
14,7,ENSMUSG00000026193,Fn1,3.459705520592512,3.089836970028303,True
14,8,ENSMUSG00000031375,Bgn,3.5931942541974777,3.0448568350163234,True
14,9,ENSMUSG00000041577,Prelp,3.1362722633292823,2.8827040620154896,True
14,10,ENSMUSG00000023224,Serping1,3.3908124524754695,2.851628361788144,True
14,11,ENSMUSG00000040249,Lrp1,3.170080606615804,2.736337255343946,True
14,12,ENSMUSG00000029231,Pdgfra,2.9205849306333667,2.7158364985836743,True
14,13,ENSMUSG00000021390,Ogn,3.040328861944821,2.6789899174550484,True
14,14,ENSMUSG00000038156,Spon1,2.79265440085281,2.6600729019044773,True
14,15,ENSMUSG00000026043,Col3a1,2.9797488907359106,2.5873556515800757,True
14,16,ENSMUSG00000037736,Limch1,2.8534303624646142,2.5433213057716824,True
14,17,ENSMUSG00000026748,Plxdc2,2.817803581540712,2.5217648334291622,True
14,18,ENSMUSG00000026365,Cfh,2.898681383251515,2.476580579487481,True
14,19,ENSMUSG00000040488,Ltbp4,2.8509383112214612,2.4738018475447774,True
14,20,ENSMUSG00000042436,Mfap4,2.7709728515318846,2.4445729783354704,True
14,21,ENSMUSG00000072941,Sod3,2.822160352282535,2.4164905336794336,True
14,22,ENSMUSG00000001506,Col1a1,2.7308719342780816,2.4049223896498684,True
14,23,ENSMUSG00000002985,Apoe,2.986260436087869,2.307870811489623,True
14,24,ENSMUSG00000097971,Gm26917,2.9760017855417127,2.283887534052407,True
14,25,ENSMUSG00000024164,C3,2.7350280751567544,2.276928557715289,True
14,26,ENSMUSG00000036103,Colec12,2.47900346381914,2.2335881808991482,True
14,27,ENSMUSG00000029661,Col1a2,2.5246766911203373,2.1763498026196944,True
14,28,ENSMUSG00000040170,Fmo2,2.4764636494022794,2.0782659244875195,True
14,29,ENSMUSG00000015968,Cacna1d,2.1466739534343557,2.0607399222802982,True
14,30,ENSMUSG00000001119,Col6a1,2.2785949358027415,2.0490768855537347,True
14,31,ENSMUSG00000028399,Ptprd,2.110170597228774,2.012357812623106,True
14,32,ENSMUSG00000055322,Tns1,2.333659748745396,1.9968929137549678,True
14,33,ENSMUSG00000018339,Gpx3,2.4368375007964294,1.9690156910269376,True
14,34,ENSMUSG00000003617,Cp,2.106104531634905,1.9682557443561313,True
14,35,ENSMUSG00000048126,Col6a3,2.08462971808233,1.9524075392709912,True
15,1,ENSMUSG00000056071,S100a9,5.800207388568659,5.6179418323627885,True
15,2,ENSMUSG00000056054,S100a8,5.038558726861323,4.893122026415537,True
15,3,ENSMUSG00000027398,Il1b,5.390745833346881,4.876550428777387,True
15,4,ENSMUSG00000075705,Msrb1,3.7407751603343153,3.2608303133355907,True
15,5,ENSMUSG00000028859,Csf3r,3.375301000748279,3.255218181531723,True
15,6,ENSMUSG00000030579,Tyrobp,3.8630672884735304,3.0234561223103653,True
15,7,ENSMUSG00000022651,Retnlg,2.977235723228439,2.9127552381423225,True
15,8,ENSMUSG00000001156,Mxd1,3.080614387134786,2.8060209543022108,True
15,9,ENSMUSG00000056501,Cebpb,3.975807323141186,2.7285847604899782,True
15,10,ENSMUSG00000020077,Srgn,4.122930403268937,2.585534602445491,True
15,11,ENSMUSG00000021281,Tnfaip2,2.7552624889939072,2.5703663933629017,True
15,12,ENSMUSG00000009633,G0s2,2.659844701776252,2.408723445065866,True
15,13,ENSMUSG00000027360,Hdc,2.4838939024152595,2.39612411743641,True
15,14,ENSMUSG00000024190,Dusp1,4.246613455083062,2.3667510528890165,True
15,15,ENSMUSG00000017002,Slpi,2.4926845008067144,2.3644230334603398,True
15,16,ENSMUSG00000026180,Cxcr2,2.344443432797349,2.2953742748266666,True
15,17,ENSMUSG00000060063,Alox5ap,2.7366441035025697,2.2937280521582024,True
15,18,ENSMUSG00000038612,Mcl1,3.618646195348757,2.2646633846602136,True
15,19,ENSMUSG00000058427,Cxcl2,2.440622499112892,2.241572648462331,True
15,20,ENSMUSG00000031722,Hp,2.298859421709797,2.073252616641874,True
15,21,ENSMUSG00000027907,S100a11,3.501440536369821,2.0248888167118704,True
15,22,ENSMUSG00000044786,Zfp36,3.6815850922647457,2.009982300808035,True
15,23,ENSMUSG00000052837,Junb,4.524337208548258,1.980877450846545,True
15,24,ENSMUSG00000024014,Pim1,2.8235180297531004,1.9777219849487397,True
15,25,ENSMUSG00000112023,Lilr4b,2.1368750160677874,1.9764415226136696,True
15,26,ENSMUSG00000020423,Btg2,3.7465929369335886,1.9613454282568892,True
15,27,ENSMUSG00000021998,Lcp1,2.8990965606458383,1.9484508914675254,True
15,28,ENSMUSG00000026480,Ncf2,2.245620724267093,1.9417610154120193,True
15,29,ENSMUSG00000058715,Fcer1g,2.6413664268828394,1.9166799294948884,True
15,30,ENSMUSG00000017737,Mmp9,1.9523116665765876,1.9119652965496055,True
15,31,ENSMUSG00000022564,Grina,2.3419363897771306,1.9062982565278264,True
15,32,ENSMUSG00000009687,Fxyd5,3.109597736078059,1.9052682935955436,True
15,33,ENSMUSG00000021250,Fos,3.8603380522642863,1.9010113866408733,True
15,34,ENSMUSG00000025804,Ccr1,1.9521068468037137,1.8654253174359252,True
15,35,ENSMUSG00000060591,Ifitm2,2.861963921169644,1.8313361680319518,True
16,1,ENSMUSG00000027398,Il1b,3.723465553866137,2.584392871821966,True
16,2,ENSMUSG00000058427,Cxcl2,3.001579954920199,2.5223365160131586,True
16,3,ENSMUSG00000000982,Ccl3,2.3724815105431833,2.22606411002202,True
16,4,ENSMUSG00000018930,Ccl4,2.401837299334123,2.1728345133391427,True
16,5,ENSMUSG00000043953,Ccrl2,2.454492599572111,2.09864314046247,True
16,6,ENSMUSG00000056071,S100a9,2.8686538486672726,1.9611488448746985,True
16,7,ENSMUSG00000026981,Il1rn,2.023362407748331,1.8654582596040923,True
16,8,ENSMUSG00000003541,Ier3,2.435898944835535,1.8302843993242335,True
16,9,ENSMUSG00000056501,Cebpb,3.2594896434937546,1.6637770598684456,True
16,10,ENSMUSG00000051439,Cd14,2.1492603049182253,1.6532551435446337,True
16,11,ENSMUSG00000014599,Csf1,1.8631554489967808,1.6292452601339638,True
16,12,ENSMUSG00000045502,Hcar2,1.8092712823976607,1.6275961010861173,True
16,13,ENSMUSG00000020077,Srgn,3.471726350336267,1.6042568075050612,True
16,14,ENSMUSG00000047798,Cd300lf,1.7629493060928063,1.500015162755317,True
16,15,ENSMUSG00000044786,Zfp36,3.4193575006203365,1.4924511177660769,True
16,16,ENSMUSG00000024190,Dusp1,3.6693948771329534,1.4874891541295652,True
16,17,ENSMUSG00000045763,Basp1,1.7112075566445422,1.4869727335173633,True
16,18,ENSMUSG00000021025,Nfkbia,2.897687683969536,1.4850041203940916,True
16,19,ENSMUSG00000056054,S100a8,2.2249460732376813,1.4464589578585048,True
16,20,ENSMUSG00000030579,Tyrobp,2.634145345463849,1.4060756063816289,True
16,21,ENSMUSG00000075705,Msrb1,2.2920768764995088,1.392521335889358,True
16,22,ENSMUSG00000001156,Mxd1,1.9875302850800072,1.3526664066709846,True
16,23,ENSMUSG00000056032,BC018473,1.5129875188705906,1.3203944080361765,True
16,24,ENSMUSG00000038418,Egr1,2.463180384379905,1.3154978210130868,True
16,25,ENSMUSG00000024661,Fth1,4.667563468817897,1.3078758382510096,True
16,26,ENSMUSG00000028859,Csf3r,1.8470407260344333,1.3076342039920623,True
16,27,ENSMUSG00000047139,Cd24a,1.7276741384259806,1.3068388820011378,True
16,28,ENSMUSG00000024121,Atp6v0c,2.124275187717988,1.2802127395473817,True
16,29,ENSMUSG00000058715,Fcer1g,2.2409113217520233,1.2719746328483803,True
16,30,ENSMUSG00000038612,Mcl1,2.883251167783801,1.2392824451116926,True
16,31,ENSMUSG00000050708,Ftl1,4.114947150217607,1.1997156595214595,True
16,32,ENSMUSG00000020120,Plek,1.7896993848301421,1.1471379161522997,True
16,33,ENSMUSG00000021281,Tnfaip2,1.6316083905680867,1.1160489934951225,True
16,34,ENSMUSG00000022126,Acod1,1.2644353134920132,1.1138168499463383,True
16,35,ENSMUSG00000030342,Cd9,1.9416564052937015,1.0943961531496054,True
17,1,ENSMUSG00000018930,Ccl4,5.887953063897919,5.6703750704371,True
17,2,ENSMUSG00000000982,Ccl3,5.182318886121114,5.044519254342711,True
17,3,ENSMUSG00000058755,Osm,3.823221088501445,3.50063459028214,True
17,4,ENSMUSG00000018927,Ccl6,3.8294874811381625,3.29029274475755,True
17,5,ENSMUSG00000021025,Nfkbia,4.556942305021119,3.1491355547908375,True
17,6,ENSMUSG00000003541,Ier3,3.7507075426871315,3.148144233486354,True
17,7,ENSMUSG00000025491,Ifitm1,3.477582249725074,3.140599656746072,True
17,8,ENSMUSG00000112023,Lilr4b,3.3847544527890387,2.977553987126127,True
17,9,ENSMUSG00000027360,Hdc,3.3239187420460214,2.934256034987674,True
17,10,ENSMUSG00000015053,Gata2,2.911759696508709,2.8492651099725315,True
17,11,ENSMUSG00000038418,Egr1,3.9359479504719115,2.7925973249201252,True
17,12,ENSMUSG00000044786,Zfp36,4.690580895072536,2.7669694632597546,True
17,13,ENSMUSG00000020108,Ddit4,2.816425721896322,2.6455883268630354,True
17,14,ENSMUSG00000034765,Dusp5,3.2588874143466615,2.6292217404508786,True
17,15,ENSMUSG00000032323,Cyp11a1,2.594717698139057,2.5928389840912343,True
17,16,ENSMUSG00000020077,Srgn,4.425139634232772,2.5595379191274548,True
17,17,ENSMUSG00000019122,Ccl9,2.6787765318887278,2.5288967077563047,True
17,18,ENSMUSG00000014599,Csf1,2.680877011073263,2.44825363204983,True
17,19,ENSMUSG00000030156,Cd69,2.832847064524366,2.4066506733904216,True
17,20,ENSMUSG00000060063,Alox5ap,3.0816299026472525,2.3478612451728234,True
17,21,ENSMUSG00000019850,Tnfaip3,3.17839761365924,2.3337176564694055,True
17,22,ENSMUSG00000028680,Plk3,2.5953462040215207,2.2966204719059444,True
17,23,ENSMUSG00000062248,Cks2,2.4731233266361974,2.291248916297411,True
17,24,ENSMUSG00000016559,H3f3b,4.905152714043333,2.2234296669887255,True
17,25,ENSMUSG00000035356,Nfkbiz,2.9433984693727995,2.2069744748034403,True
17,26,ENSMUSG00000030579,Tyrobp,3.3878273231941356,2.1610625398244507,True
17,27,ENSMUSG00000003484,Cyp4f18,2.430771816195103,2.113821566436713,True
17,28,ENSMUSG00000062825,Actg1,4.95449964205424,2.0969060716889296,True
17,29,ENSMUSG00000025746,Il6,2.0828613999642824,2.0471213235663366,True
17,30,ENSMUSG00000020120,Plek,2.676458003228171,2.0360630052898516,True
17,31,ENSMUSG00000052837,Junb,4.789416965685393,1.9946419926713554,True
17,32,ENSMUSG00000092500,Gm20400,2.167164745038016,1.981082812235013,True
17,33,ENSMUSG00000028410,Dnaja1,3.111339161270543,1.9290031937862686,True
17,34,ENSMUSG00000058715,Fcer1g,2.8590212025140462,1.8910068860465785,True
17,35,ENSMUSG00000026358,Rgs1,2.196618767161118,1.8251550520146098,True
18,1,ENSMUSG00000069516,Lyz2,4.500069697697957,3.664989662623718,True
18,2,ENSMUSG00000024610,Cd74,5.035351314763913,3.5235063628223893,True
18,3,ENSMUSG00000036594,H2-Aa,3.730590870325593,2.7823324812200143,True
18,4,ENSMUSG00000073421,H2-Ab1,3.3818090078474463,2.5076673881414413,True
18,5,ENSMUSG00000060586,H2-Eb1,3.2612422649887787,2.457839583239916,True
18,6,ENSMUSG00000003379,Cd79a,2.6032022059648887,2.152043617643801,True
18,7,ENSMUSG00000030579,Tyrobp,3.1902422000621926,1.9607945571141676,True
18,8,ENSMUSG00000058715,Fcer1g,2.8287518887684264,1.8588306744383671,True
18,9,ENSMUSG00000025492,Ifitm3,2.8719887829374993,1.7138203327977621,True
18,10,ENSMUSG00000015340,Cybb,2.08037565631428,1.696897518691725,True
18,11,ENSMUSG00000038642,Ctss,2.2691547637698295,1.669540548951424,True
18,12,ENSMUSG00000004207,Psap,3.1065683460783684,1.5380639212615912,True
18,13,ENSMUSG00000034634,Ly6d,1.8806812071252144,1.5354663677932743,True
18,14,ENSMUSG00000040592,Cd79b,1.83117172019235,1.5063373094195747,True
18,15,ENSMUSG00000063856,Gpx1,2.8705539593751404,1.4975362158467853,True
18,16,ENSMUSG00000029322,Plac8,1.892208524819078,1.476584449947266,True
18,17,ENSMUSG00000076609,Igkc,1.8261000438668262,1.4568238599741004,True
18,18,ENSMUSG00000076617,Ighm,1.88960101309864,1.4319381597885847,True
18,19,ENSMUSG00000076937,Iglc2,1.7021066960932194,1.4216909772709918,True
18,20,ENSMUSG00000079419,Ms4a6c,1.6483618829442166,1.4180547868291753,True
18,21,ENSMUSG00000060063,Alox5ap,2.1236927187305756,1.384712639583309,True
18,22,ENSMUSG00000056501,Cebpb,2.9737171208721467,1.3734578549347223,True
18,23,ENSMUSG00000039109,F13a1,1.4708561883575615,1.3403718387500039,True
18,24,ENSMUSG00000015396,Cd83,1.8213843833441021,1.327511397094757,True
18,25,ENSMUSG00000049103,Ccr2,1.6022516948053207,1.3142936163410703,True
18,26,ENSMUSG00000026628,Atf3,2.3961953657797013,1.3051775713912168,True
18,27,ENSMUSG00000050335,Lgals3,2.0308048526446023,1.2973368509417709,True
18,28,ENSMUSG00000046805,Mpeg1,1.6209745475615578,1.2811927563696397,True
18,29,ENSMUSG00000026728,Vim,3.177848711781118,1.2543291420331055,True
18,30,ENSMUSG00000073412,Lst1,1.7915597191487236,1.2449769481675275,True
18,31,ENSMUSG00000003032,Klf4,1.8672038885368698,1.2367672233119695,True
18,32,ENSMUSG00000051439,Cd14,1.7283780478883064,1.2274318943545581,True
18,33,ENSMUSG00000022587,Ly6e,2.9468559341869134,1.2253591527735117,True
18,34,ENSMUSG00000030707,Coro1a,2.7479076748606803,1.2215238945017117,True
18,35,ENSMUSG00000037944,Ccr7,1.7356709670061352,1.2104716053271694,True
19,1,ENSMUSG00000020154,Ptprb,3.1663699321348617,3.15418831230213,True
19,2,ENSMUSG00000024140,Epas1,2.9968707034626667,2.833619561408259,True
19,3,ENSMUSG00000034845,Plvap,2.8186843503643586,2.784696761798708,True
19,4,ENSMUSG00000001240,Ramp2,2.8981098348758616,2.7251019385654662,True
19,5,ENSMUSG00000058254,Tspan7,2.7001637151624323,2.5943415493205393,True
19,6,ENSMUSG00000026921,Egfl7,2.6413400093039465,2.5606733099593315,True
19,7,ENSMUSG00000056492,Adgrf5,2.639984373327527,2.497979430806768,True
19,8,ENSMUSG00000075602,Ly6a,2.982799753979091,2.447929038683618,True
19,9,ENSMUSG00000059588,Calcrl,2.585184978430607,2.435728809362305,True
19,10,ENSMUSG00000031871,Cdh5,2.5022671817889552,2.4059642120102205,True
19,11,ENSMUSG00000002944,Cd36,2.6105472331804664,2.4052085016945925,True
