cohort,cell_floor,prior_count,donor,disease_case,label_case,cells_case,unit_id_case,full_library_sum_case,module,assayed_source_fraction_case,eligible_case,score_case,disease_reference,label_reference,cells_reference,unit_id_reference,full_library_sum_reference,assayed_source_fraction_reference,eligible_reference,score_reference,difference,case,reference,scope
GSE135893,50,2.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,ADI_published_holdout,0.85929648241206,True,7.97583535519387,IPF,AT2,1838,GSE135893_108,12300163,0.85929648241206,True,7.89479805983969,0.08103729535417958,Transitional AT2,AT2,secondary
GSE135893,50,2.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,AT1_published_holdout,0.882205513784461,True,6.63755681428945,IPF,AT2,1838,GSE135893_108,12300163,0.882205513784461,True,6.22411822158641,0.41343859270303973,Transitional AT2,AT2,secondary
GSE135893,50,2.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,AT2_published_holdout,0.889447236180905,True,5.04512925395366,IPF,AT2,1838,GSE135893_108,12300163,0.889447236180905,True,5.3299291735391,-0.28479991958544026,Transitional AT2,AT2,secondary
GSE135893,50,2.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HALLMARK_HYPOXIA,0.914572864321608,True,3.85963688853828,IPF,AT2,1838,GSE135893_108,12300163,0.914572864321608,True,3.86453910096843,-0.004902212430149877,Transitional AT2,AT2,secondary
GSE135893,50,2.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HALLMARK_INFLAMMATORY_RESPONSE,0.954314720812183,True,2.43431711037976,IPF,AT2,1838,GSE135893_108,12300163,0.954314720812183,True,2.551347068961,-0.11702995858123977,Transitional AT2,AT2,secondary
GSE135893,50,2.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HALLMARK_P53_PATHWAY,0.935,True,4.95886465602674,IPF,AT2,1838,GSE135893_108,12300163,0.935,True,4.9747958799694,-0.01593122394266011,Transitional AT2,AT2,secondary
GSE135893,50,2.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HPCS_author_top100,0.79,True,3.74309390981363,IPF,AT2,1838,GSE135893_108,12300163,0.79,True,3.6291895043526,0.11390440546103031,Transitional AT2,AT2,secondary
GSE135893,50,2.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HPCS_excluding_operational_markers,0.795918367346939,True,3.76896492535446,IPF,AT2,1838,GSE135893_108,12300163,0.795918367346939,True,3.67018118525393,0.09878374010053026,Transitional AT2,AT2,secondary
GSE135893,50,2.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HPCS_without_ADI_or_operational_markers,0.802197802197802,True,3.52118377033622,IPF,AT2,1838,GSE135893_108,12300163,0.802197802197802,True,3.42793544344068,0.09324832689553997,Transitional AT2,AT2,secondary
GSE135893,50,2.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,Han_ISR_source_symbols,0.837209302325581,True,3.98036818127185,IPF,AT2,1838,GSE135893_108,12300163,0.837209302325581,True,4.26499184212668,-0.2846236608548298,Transitional AT2,AT2,secondary
GSE135893,50,2.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,Han_ISR_without_HPCS_ADI_or_operational_markers,0.857142857142857,True,3.61447397762301,IPF,AT2,1838,GSE135893_108,12300163,0.857142857142857,True,3.89090079298238,-0.2764268153593701,Transitional AT2,AT2,secondary
GSE135893,30,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,ADI_published_holdout,0.85929648241206,True,8.00439087990322,IPF,AT2,1838,GSE135893_108,12300163,0.85929648241206,True,7.9223955083103,0.08199537159291914,Transitional AT2,AT2,secondary
GSE135893,30,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,AT1_published_holdout,0.882205513784461,True,6.65410387032917,IPF,AT2,1838,GSE135893_108,12300163,0.882205513784461,True,6.23367936742296,0.4204245029062097,Transitional AT2,AT2,secondary
GSE135893,30,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,AT2_published_holdout,0.889447236180905,True,5.02577243028785,IPF,AT2,1838,GSE135893_108,12300163,0.889447236180905,True,5.31137933025043,-0.2856068999625805,Transitional AT2,AT2,secondary
GSE135893,30,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HALLMARK_HYPOXIA,0.914572864321608,True,3.79751616672056,IPF,AT2,1838,GSE135893_108,12300163,0.914572864321608,True,3.79572108997579,0.0017950767447700855,Transitional AT2,AT2,secondary
GSE135893,30,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HALLMARK_INFLAMMATORY_RESPONSE,0.954314720812183,True,2.26892349345322,IPF,AT2,1838,GSE135893_108,12300163,0.954314720812183,True,2.39597658943023,-0.12705309597700998,Transitional AT2,AT2,secondary
GSE135893,30,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HALLMARK_P53_PATHWAY,0.935,True,4.95004046985327,IPF,AT2,1838,GSE135893_108,12300163,0.935,True,4.96133504399181,-0.011294574138540625,Transitional AT2,AT2,secondary
GSE135893,30,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HPCS_author_top100,0.79,True,3.69572575230069,IPF,AT2,1838,GSE135893_108,12300163,0.79,True,3.57467949125039,0.12104626105030025,Transitional AT2,AT2,secondary
GSE135893,30,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HPCS_excluding_operational_markers,0.795918367346939,True,3.72183035459986,IPF,AT2,1838,GSE135893_108,12300163,0.795918367346939,True,3.61780809315064,0.10402226144922011,Transitional AT2,AT2,secondary
GSE135893,30,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HPCS_without_ADI_or_operational_markers,0.802197802197802,True,3.46876859240614,IPF,AT2,1838,GSE135893_108,12300163,0.802197802197802,True,3.37000838910065,0.09876020330549018,Transitional AT2,AT2,secondary
GSE135893,30,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,Han_ISR_source_symbols,0.837209302325581,True,3.94100149280612,IPF,AT2,1838,GSE135893_108,12300163,0.837209302325581,True,4.23379511552864,-0.29279362272251985,Transitional AT2,AT2,secondary
GSE135893,30,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,Han_ISR_without_HPCS_ADI_or_operational_markers,0.857142857142857,True,3.56401847338231,IPF,AT2,1838,GSE135893_108,12300163,0.857142857142857,True,3.84968362438356,-0.28566515100125,Transitional AT2,AT2,secondary
GSE135893,100,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,ADI_published_holdout,0.85929648241206,True,7.93302495429402,IPF,AT2,1838,GSE135893_108,12300163,0.85929648241206,True,7.80524921095685,0.12777574333717023,Transitional AT2,AT2,secondary
GSE135893,100,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,AT1_published_holdout,0.882205513784461,True,6.56612434105771,IPF,AT2,1838,GSE135893_108,12300163,0.882205513784461,True,6.09359607231556,0.4725282687421499,Transitional AT2,AT2,secondary
GSE135893,100,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,AT2_published_holdout,0.889447236180905,True,4.88532768200284,IPF,AT2,1838,GSE135893_108,12300163,0.889447236180905,True,5.13161762667208,-0.2462899446692397,Transitional AT2,AT2,secondary
GSE135893,100,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HALLMARK_HYPOXIA,0.914572864321608,True,3.59351422328909,IPF,AT2,1838,GSE135893_108,12300163,0.914572864321608,True,3.54478128347979,0.04873293980930038,Transitional AT2,AT2,secondary
GSE135893,100,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HALLMARK_INFLAMMATORY_RESPONSE,0.954314720812183,True,1.8961957859643,IPF,AT2,1838,GSE135893_108,12300163,0.954314720812183,True,2.01310153310575,-0.11690574714145008,Transitional AT2,AT2,secondary
GSE135893,100,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HALLMARK_P53_PATHWAY,0.935,True,4.82724843944436,IPF,AT2,1838,GSE135893_108,12300163,0.935,True,4.7896568057961,0.037591633648260014,Transitional AT2,AT2,secondary
GSE135893,100,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HPCS_author_top100,0.79,True,3.51657542110271,IPF,AT2,1838,GSE135893_108,12300163,0.79,True,3.34576746682651,0.1708079542762002,Transitional AT2,AT2,secondary
GSE135893,100,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HPCS_excluding_operational_markers,0.795918367346939,True,3.54267465830693,IPF,AT2,1838,GSE135893_108,12300163,0.795918367346939,True,3.3914164012567,0.15125825705023033,Transitional AT2,AT2,secondary
GSE135893,100,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,HPCS_without_ADI_or_operational_markers,0.802197802197802,True,3.28211052517681,IPF,AT2,1838,GSE135893_108,12300163,0.802197802197802,True,3.1360161600767,0.14609436510010987,Transitional AT2,AT2,secondary
GSE135893,100,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,Han_ISR_source_symbols,0.837209302325581,True,3.77212557124631,IPF,AT2,1838,GSE135893_108,12300163,0.837209302325581,True,4.03568395283754,-0.2635583815912299,Transitional AT2,AT2,secondary
GSE135893,100,1.0,VUILD59,IPF,Transitional AT2,500,GSE135893_114,3581333,Han_ISR_without_HPCS_ADI_or_operational_markers,0.857142857142857,True,3.37836042893837,IPF,AT2,1838,GSE135893_108,12300163,0.857142857142857,True,3.6371089380661,-0.25874850912772995,Transitional AT2,AT2,secondary
