ligand,receptor
FGF2,FGFR1
FGF2,CD44
FGF2,SDC3
FGF2,SDC4
FGF2,GPC4
FGF2,SDC2
FGF2,FGFRL1
FGF2,NRP1
WNT5A,LRP5
WNT5A,FZD1
WNT5A,FZD7
WNT5A,FZD8
FGF10,FGFR1
ICAM1,EGFR
ICAM1,CAV1
ICAM1,IL2RA
ICAM1,ITGB2
ICAM1,IL2RG
OLFM2,ROBO2
F13A1,ITGA4
F13A1,ITGB1
BST1,CAV1
KNG1,ITGAM
KNG1,RXFP4
KNG1,PLAUR
KNG1,ITGB2
KNG1,SDC2
KNG1,GP1BA
VCAN,ITGA4
VCAN,EGFR
VCAN,ITGB1
VCAN,TLR1
TNC,ITGA5
TNC,SDC1
TNC,EGFR
TNC,PTPRB
TNC,ITGA8
TNC,ITGA7
TNC,ITGB1
TNC,SDC4
TNC,CNTN1
TNC,ITGA2
EGF,FSHR
EGF,ERBB3
EGF,CAV1
EGF,ERBB4
SEMA3C,PLXND1
SEMA3C,NRP1
SEMA3A,PLXNA3
SEMA3A,NRP2
WNT2,FZD1
WNT2,FZD7
WNT2,FZD8
WNT2,FZD5
GAL,GPR151
ADAM2,ITGB1
ADAM2,CD9
ADAM2,ITGA6
ADAM2,ITGB7
ADAM28,ITGA4
TIMP3,AGTR2
DHH,BOC
DHH,CDON
FGF7,FGFR4
FGF7,FGFR1
FGF7,FGFR3
HDC,HRH1
HDC,HRH2
HDC,HRH3
MFGE8,ITGB3
IGFBP4,FZD8
CGN,F11R
CGN,TGFBR2
CGN,OCLN
CGN,TGFBR1
CALM2,KCNQ3
CALM2,KCNQ5
CALM2,ADCY8
CALM2,GP6
CALM2,SCN10A
CALM2,PLPP6
CALM2,AQP6
CALM2,GRM5
CALM2,SCN4A
NXPH2,NRXN1
UCN2,IL10RB
FGF18,FGFR4
FGF18,FGFR1
FGF18,FGFR3
CRH,MC2R
LIN7C,ABCA1
LIN7C,KCNJ4
SERPING1,SELE
IL18,CD48
IL18,IL1RAPL1
QDPR,DYSF
PIGF,FLT1
BMP3,ACVR2B
BMP3,BMPR2
BMP3,BMPR1A
BMP3,BMPR1B
WNT3A,FZD5
WNT3A,ATP6AP2
WNT3A,APCDD1
WNT3A,FZD7
APP,FPR2
APP,CAV1
APP,TNFRSF21
APP,NCSTN
WNT7A,FZD9
DKK2,KREMEN2
CXCL13,CCR10
GDF6,BMPR1B
WNT4,FZD2
ACE,BDKRB2
ACE,AGTR2
AGRP,SDC3
CALM3,KCNQ3
CALM3,KCNQ5
CALM3,GP6
CALM3,SCN10A
CALM3,AQP6
CALM3,GRM5
CALM3,SCN4A
SCGB3A1,MARCO
HCRT,NPFFR2
SHANK1,ADGRB2
SHANK1,ABCA1
SHANK1,SSTR2
SHANK1,ADGRL2
SHANK1,ADGRL1
WNT1,FZD9
WNT1,FZD5
TNFSF12,TNFRSF25
FGF11,FGFR2
FGF11,FGFR1
FGF11,FGFR3
NTN3,NEO1
NTN3,CDON
FGF19,FGFR2
FGF19,FGFR1
FGF19,FGFR3
VCAM1,ITGA4
VCAM1,ITGB1
VCAM1,ITGB2
VCAM1,ITGAD
BMP10,ENG
TGFA,ERBB4
COL6A3,ITGB1
COL6A3,ITGA2
IHH,BOC
IHH,CDON
CXCL5,ACKR1
PF4,FGFR2
PF4,SDC2
PF4,LDLR
PF4,THBD
TDGF1,ACVR2B
LIPH,LPAR1
LIPH,LPAR4
MELTF,TFRC
CAMP,P2RX7
IL15,IL2RA
SCGB3A2,MARCO
SPINK1,NRSN1
CSF2,ITGB1
CSF2,IL3RA
CSF2,SDC2
SHH,GPC5
SHH,CDON
COL1A2,CD44
COL1A2,ITGB1
COL1A2,ITGA11
COL1A2,ITGB3
COL1A2,CD36
DEFB1,CCR6
COL14A1,CD44
VEGFD,ITGA4
VEGFD,ITGB1
VEGFD,NRP2
HSP90B1,TLR9
HSP90B1,TLR7
HSP90B1,TLR4
HSP90B1,TLR1
COL6A2,ITGB1
ANGPTL4,TIE1
NRTN,GFRA2
IGF1,INSR
IL16,KCNJ4
IL16,KCNJ15
IL16,KCNA3
IL16,KCNJ10
IL16,KCND2
PCSK9,VLDLR
SEMA3E,PLXND1
IL12A,CD28
DEFB4B,TLR4
CD14,ITGA4
CD14,ITGB1
COL3A1,DDR2
COL3A1,ITGB1
COL3A1,MAG
COL3A1,DDR1
IL13,IL2RG
CXCL10,SDC4
FGB,ITGAM
FGB,ITGB1
FGB,ITGB2
FGA,ITGAM
FGA,PLAUR
FGA,ITGB3
FGA,CDH5
FGA,ITGB2
FGA,ITGAD
CXCL8,SDC1
CXCL8,SDC3
CXCL8,SDC2
PRND,RPSA
HAS2,HMMR
HAS2,CD44
RGMB,HJV
RGMB,BMPR2
RGMB,NEO1
RGMB,BMPR1B
F2,GP1BB
F2,THBD
F2,GP1BA
INHBC,ACVR2B
INHBC,ACVR1B
CCL19,CCR10
CCL19,ACKR2
PLG,ITGAM
PLG,ITGB1
PLG,PLAUR
PLG,ITGB2
PLG,F3
CLCF1,CRLF1
CSHL1,GHR
LPL,GPIHBP1
LPL,CD44
LPL,SDC1
LPL,VLDLR
EFEMP2,AQP1
EFEMP2,PLSCR4
ADAM17,ITGB1
ADAM17,ERBB4
VEGFB,RET
FGF5,FGFR3
GNAI2,LPAR3
GNAI2,S1PR5
GNAI2,EDNRA
GNAI2,ADORA1
GNAI2,C5AR1
GNAI2,ADRA2B
GNAI2,F2R
GNAI2,FPR1
GNAI2,S1PR3
GNAI2,OPRM1
GNAI2,UNC5B
GNAI2,CAV1
GNAI2,PTPRU
GNAI2,TBXA2R
GNAI2,CXCR3
GNAI2,EDNRB
GNAI2,CXCR2
GNAI2,DRD2
GNAI2,ADCY7
GNAI2,TSHR
GNAI2,AGTR2
GNAI2,CNR1
ANGPT2,TIE1
PKM,CD44
CALR,TSHR
DEFB103A,CCR6
LPA,ITGAM
LPA,ITGB2
FGF8,FGFR1
FGF8,FGFR3
FGF13,FGFR1
FGF13,FGFR2
FGF13,FGFR3
MMP1,CD44
SEMA6D,TREM2
SEMA6D,PLXNA1
FBN1,ITGB3
FBN1,ITGB1
PSEN1,NOTCH4
PSEN1,CD44
BGN,TLR4
BGN,TLR1
JAG2,NOTCH4
EFNA5,EPHB6
EFNA5,EPHB1
EFNA5,EPHB2
NXPH3,NRXN1
NXPH3,NRXN3
SERPINA7,SLC16A2
CTHRC1,FZD5
CTHRC1,FZD6
CTHRC1,FZD3
CNTN2,CNTNAP2
CNTN2,CNTN1
CNTN2,NRCAM
BCAN,NRCAM
FBLN1,ITGB1
COL4A5,CD47
COL4A5,ITGB1
SLIT3,ROBO2
COL7A1,ITGB1
BTLA,CD247
TAC4,TACR2
FGF3,FGFR1
FGF3,FGFR3
HSP90AA1,FGFR3
FGG,ITGB1
FGG,ITGB2
RTN4,TNFRSF19
RTN4,GJB2
C1QTNF1,AVPR2
NTN4,DCC
PTN,SDC1
PTN,SDC3
PTN,PTPRZ1
PTN,PTPRS
COL9A3,MAG
ICAM4,ITGAM
ICAM4,ITGAL
ICAM4,ITGA4
ICAM4,ITGB3
ICAM4,ITGB2
ICAM4,ITGB1
ICAM4,RHAG
TNFSF13,TNFRSF14
TNFSF13,FAS
HMGB1,SDC1
HMGB1,THBD
FN1,ITGA4
FN1,ITGB3
FN1,C5AR1
FN1,ITGA6
FN1,ITGA8
FN1,CD44
FN1,TMPRSS6
FN1,COL13A1
FN1,TSHR
FN1,MAG
COL18A1,ITGB1
COL18A1,GPC4
HP,ITGAM
HP,ITGB2
RSPO1,FZD8
RSPO3,FZD8
ADAM15,ITGB1
ADAM15,ITGB3
CALM1,KCNQ3
CALM1,GRM3
CALM1,CALCR
CALM1,GRM4
CALM1,CRHR1
CALM1,HMMR
CALM1,ADCYAP1R1
CALM1,OPRM1
CALM1,GLP1R
CALM1,SCN10A
CALM1,AQP6
CALM1,PTPRA
CALM1,SCN4A
COL9A1,MAG
GIP,DPP4
SEMA4F,NRP2
GAD1,GRM4
ITIH2,FCER1A
FGF17,FGFR1
F8,LDLR
LAMC3,ITGA6
LAMC3,ITGB1
CCL28,ACKR2
COL6A1,ITGB1
COL6A1,ITGA6
TGM2,ITGA4
TGM2,ITGB1
TGM2,ITGB3
TGM2,SDC4
TGM2,TBXA2R
TGM2,ADGRG1
CNTF,IL6R
DLL1,NOTCH4
THBS2,ITGA4
THBS2,ITGB1
THBS2,NOTCH4
THBS2,ITGA6
TGFB2,ENG
C4BPA,BMPR2
C4BPA,CD40
CFH,ITGAM
PTGS2,ALOX5
CCN2,ITGAM
CCN2,NTRK1
CCN2,ITGB2
EFNA1,EPHB6
EFNA1,EPHB1
EFNA3,EPHB6
EFNA3,EPHB1
NGF,MAGED1
NGF,BEX3
NGF,SORCS3
L1CAM,FGFR2
L1CAM,EPHB2
L1CAM,CNTN1
COL11A1,ITGB1
COL11A1,DDR1
CD40LG,ITGAM
CD40LG,ITGB2
CD40LG,TRAF3
GNAS,CRHR1
GNAS,GLP1R
GNAS,ADCY7
ANGPTL3,ITGB3
RBP4,STRA6
COL5A1,ITGB1
CEL,CXCR4
SFTPD,TLR4
MMP9,ITGAM
MMP9,CD44
MMP9,ITGB2
MMP9,EPHB2
EDN2,EDNRB
COL9A2,MAG
PLAU,ITGAM
PLAU,VLDLR
PLAU,ITGB1
PLAU,ITGB2
GDF5,ROR2
HSPG2,SDC1
HSPG2,ITGB1
HSPG2,COL13A1
COL5A2,ITGB1
COL5A2,DDR1
F10,ITGAM
F10,ITGB2
COL4A1,ITGB1
FGF14,FGFR2
FGF14,FGFR1
HLA-C,LILRB2
HLA-C,CD3G
HLA-C,KIR3DL1
HLA-E,KLRC2
HLA-E,KLRD1
HLA-E,KIR3DL1
HLA-E,KLRC1
ANXA1,DYSF
NDP,LGR4
AGRN,ATP1A3
UCN3,CRHR1
SHBG,CLDN4
COL2A1,ITGB1
COL2A1,MAG
COL2A1,DDR1
ZG16B,TLR5
ZG16B,CXCR4
FGF9,FGFR2
FGF9,FGFR1
SEMA5A,PLXNB3
RPH3A,NRXN1
LAMA1,ITGA6
LAMA1,ITGA7
LAMA1,ITGB1
CCL25,ACKR2
LAMB3,CD151
LAMB3,ITGB1
LAMB3,ITGA6
AFDN,NRXN3
IL1F10,IL1R1
COL4A6,ITGB1
SPP1,ITGA4
SPP1,ITGB1
CXCL12,ITGB1
HLA-A,CD3G
CNTN4,PTPRG
TCTN1,TMEM67
DSCAM,DCC
POMC,OPRM1
FBLN2,ITGB3
SAA1,FPR1
MDK,ITGA6
TF,TFR2
C4A,C5AR2
NTF3,NTRK1
CCN1,ITGAM
CCN1,ITGB3
HLA-B,CD3G
FGF16,FGFR2
LAMA2,ITGA7
HRAS,AGTR1
ICAM2,ITGAM
LRPAP1,LDLR
C1QTNF5,MFRP
HSP90AA1,CFTR
PLAU,ITGA3
LAMA4,ITGA3
LAMA2,ITGA3
LAMA1,ITGA3
NID1,ITGA3
LAMC3,ITGA3
THBS1,ITGA3
TIMP2,ITGA3
RELN,ITGA3
LAMA5,ITGA3
ADAM9,ITGA3
LAMC1,ITGA3
LAMB3,ITGA3
VTN,ITGA3
LAMB1,ITGA3
LAMC2,ITGA3
FN1,ITGA3
APP,CD74
HLA-G,CD4
CXCL12,CD4
SLPI,CD4
PIP,CD4
CPAMD8,SCTR
ADCYAP1,SCTR
CALM1,SCTR
RTN4,RTN4R
OMG,RTN4R
CALM2,KCNQ1
CALM1,KCNQ1
CALM3,KCNQ1
FASLG,TNFRSF1A
TNFSF13,TNFRSF1A
LTB,TNFRSF1A
IL2,NGFR
RTN4,NGFR
OMG,NGFR
APP,NGFR
NTS,NGFR
BDNF,DRD4
PYY,FAP
NPY,FAP
LAMA2,ITGB4
LAMC3,ITGB4
LAMA5,ITGB4
LAMC1,ITGB4
LAMA1,ITGB4
LAMB3,ITGB4
LAMB1,ITGB4
LAMC2,ITGB4
INHBA,TGFBR3
PROC,PROCR
PF4,PROCR
IL16,KCND1
GHRL,MLNR
COL2A1,TNFRSF10A
RIMS1,SLC17A7
BTLA,CD79A
CXCL8,CD79A
FN1,CD79A
KLK3,EPOR
KITLG,EPOR
LAMA1,ITGB8
VTN,ITGB8
COL4A1,ITGB8
FN1,ITGB8
PLG,PLGRKT
HBEGF,CD82
IL22,IL10RA
WNT7A,FZD10
GNAI2,OPRD1
CXCL13,OPRD1
CALM2,SELL
PODXL2,SELL
VCAN,SELL
CD34,SELL
MUC7,SELL
CALM1,SELL
PODXL,SELL
CALM3,SELL
CFH,SELL
RAET1E,KLRK1
INHBC,ACVR2A
NODAL,ACVR2A
BMP15,ACVR2A
INHBE,ACVR2A
GDF11,ACVR2A
GDF5,ACVR2A
PDGFB,LRP1
A2M,LRP1
SERPINE2,LRP1
MMP13,LRP1
APOE,LRP1
MMP9,LRP1
HSP90B1,LRP1
MDK,LRP1
PLAU,LRP1
LRPAP1,LRP1
C3,LRP1
FCN2,LRP1
THBS1,LRP1
C1QB,LRP1
C4BPA,LRP1
F8,LRP1
CCN2,LRP1
APP,LRP1
LPL,LRP1
LIPC,LRP1
PSAP,LRP1
WNT3A,LRP1
TDGF1,ACVR1C
ASIP,MC3R
F12,CD93
COL4A3,CD93
COL4A6,CD93
COL4A5,CD93
KNG1,CD93
SFTPA2,CD93
COL4A2,CD93
COL4A4,CD93
MBL2,CD93
COL1A2,CD93
COL4A1,CD93
C1QA,CD93
GNAI2,S1PR4
KISS1,MMP24
IGFL2,IGFLR1
IGFL1,IGFLR1
IGFL3,IGFLR1
HLA-B,CANX
TNFSF4,TRAF2
TNF,TRAF2
GSTP1,TRAF2
GALP,GALR3
SHH,SMO
CCL5,ACKR4
CCL11,ACKR4
CCL7,ACKR4
CCL8,ACKR4
PDGFB,ART1
AGT,MAS1
GUCA2B,GUCY2D
CLEC3A,CLEC10A
ARF1,CHRM3
VEGFC,LYVE1
NGF,SORT1
LRPAP1,SORT1
BDNF,SORT1
PSAP,SORT1
DLK1,NOTCH2
PSEN1,NOTCH2
NGF,KIDINS220
HDC,HRH4
GNAI2,MTNR1B
PDGFD,PDGFRA
FGF19,KLB
LAMA1,NT5E
FN1,NT5E
CALM1,MIP
CALR,HLA-F
B2M,HLA-F
HSP90B1,TLR2
BGN,TLR2
VCAN,TLR2
ZG16B,TLR2
HRAS,TLR2
SFTPA1,TLR2
RNASE2,TLR2
LRPAP1,SORL1
L1CAM,ITGAV
TNC,ITGAV
PLAU,ITGAV
EDIL3,ITGAV
COL4A6,ITGAV
COL4A5,ITGAV
SPP1,ITGAV
NID1,ITGAV
PDGFB,ITGAV
ICAM4,ITGAV
COL4A4,ITGAV
CCN1,ITGAV
FGG,ITGAV
FGA,ITGAV
COL4A3,ITGAV
MFGE8,ITGAV
FGB,ITGAV
FBN1,ITGAV
AZGP1,ITGAV
ADAM9,ITGAV
VEGFA,ITGAV
ADAM15,ITGAV
COL1A2,ITGAV
ANGPTL3,ITGAV
COL4A1,ITGAV
CP,SLC40A1
IGFBP4,LRP6
RSPO1,LRP6
RSPO3,LRP6
SOST,LRP6
DKK2,LRP6
SAA1,SCARB1
MFGE8,PDGFRB
PDGFA,PDGFRB
COL1A2,FLT4
FN1,FLT4
ASIP,MGRN1
F2,ITGA2B
ICAM4,ITGA2B
CALR,ITGA2B
FGG,ITGA2B
FGA,ITGA2B
COL2A1,ITGA2B
FGB,ITGA2B
COL1A2,ITGA2B
FN1,ITGA2B
CALM1,GLP2R
SEMA6D,TYROBP
CALM2,TRPC5
CALM1,TRPC5
CALM3,TRPC5
CALM1,KCNN4
CALR,SCARF1
HRAS,GRIN2D
IL16,GRIN2D
HSPA1A,GRIN2D
DLK1,NOTCH3
PSEN1,NOTCH3
THBS2,NOTCH3
HLA-A,APLP2
INHBC,ACVR1
INHBB,ACVR1
GDF5,ACVR1
TGFB2,ACVR1
GPC3,CD81
VCAN,SELP
CD34,SELP
SERPING1,SELP
CD24,SELP
VEGFA,TYRO3
MDK,LRP2
PLAU,LRP2
LRPAP1,LRP2
AGT,LRP2
ALB,LRP2
INS,LRP2
LPA,LRP2
CUBN,LRP2
SCGB1A1,LRP2
LPL,LRP2
LCN2,LRP2
LEP,LRP2
GREM1,KDR
TIMP3,KDR
SEMA6D,KDR
CXCL8,KDR
COL18A1,KDR
WNT5A,MCAM
LAMA1,GPC1
TDGF1,GPC1
NRG1,GPC1
APP,GPC1
SERPINC1,GPC1
COL18A1,GPC1
VEGFA,GPC1
IL18,IL1RL2
RTN4,CNTNAP1
TNC,ITGA9
VEGFC,ITGA9
ADAM2,ITGA9
PLG,ITGA9
SPP1,ITGA9
F13A1,ITGA9
VEGFD,ITGA9
ADAM12,ITGA9
VCAM1,ITGA9
TGM2,ITGA9
VEGFA,ITGA9
CSF2,ITGA9
ADAM15,ITGA9
FN1,ITGA9
NPPC,NPR3
NPPB,NPR3
VIP,NPR3
NPPA,NPR3
SEMA3D,NRP1
SEMA3E,NRP1
FGF1,NRP1
CNTN2,NRP1
FGF7,NRP1
NXPH1,NRXN2
NXPH3,NRXN2
AFDN,NRXN2
CALM2,CACNA1C
NCAM1,CACNA1C
RIMS1,CACNA1C
CALM1,CACNA1C
VCAM1,ITGB7
FN1,ITGB7
AREG,ERBB3
L1CAM,ERBB3
TGFA,ERBB3
BTC,ERBB3
SCGB1A1,LMBR1L
GPC3,IGF1R
GNAI2,IGF1R
CAMP,IGF1R
HSP90B1,ASGR1
HP,ASGR1
SEMA4D,ERBB2
HLA-A,ERBB2
NRG4,ERBB2
HSP90B1,ERBB2
L1CAM,ERBB2
TGFA,ERBB2
NRG2,ERBB2
BTC,ERBB2
CALM1,PTH2R
BCAN,EGFR
ZP3,EGFR
FGF1,EGFR
NRG4,EGFR
L1CAM,EGFR
EFEMP1,EGFR
FGL1,EGFR
GNAI2,EGFR
FGF13,EGFR
HSP90AA1,EGFR
CAMP,EGFR
VEGFA,EGFR
SPINK1,EGFR
EFNA3,EPHA1
EFNA5,EPHA1
EFNA4,EPHA1
LIN7C,HTR2C
CALM1,HTR2C
NTF3,NTRK2
RBP3,NOTCH1
NTNG2,LRRC4C
PLAU,ST14
SPINT1,ST14
GNAI2,ADRA2A
PDGFC,FLT1
VEGFC,FLT1
PLG,FLT1
VEGFD,FLT1
SORBS1,ITGA1
COL4A6,ITGA1
COL4A5,ITGA1
LAMA2,ITGA1
LAMA1,ITGA1
COL6A1,ITGA1
COL4A4,ITGA1
COL5A1,ITGA1
COL6A2,ITGA1
COL4A3,ITGA1
COL2A1,ITGA1
VEGFD,ITGA1
COL6A3,ITGA1
COL5A2,ITGA1
COL1A2,ITGA1
MATN1,ITGA1
COL4A1,ITGA1
PLA2G10,PLA2R1
FBN1,ITGB6
FN1,ITGB6
SFTPD,LY96
BGN,LY96
WNT1,FZD7
GNAS,ADCY8
GNAI2,ADCY8
CALM1,ADCY8
CALM3,ADCY8
B2M,CD1A
UCN3,IL10RB
PENK,OGFR
PIP,NPTN
DEFB103A,CCR2
IL16,CCR5
MDK,GPC2
FGF21,FGFR4
FGF3,FGFR4
FGF5,FGFR4
FGF14,FGFR4
FGF11,FGFR4
FGF17,FGFR4
FGF16,FGFR4
FGF13,FGFR4
FGF12,FGFR4
FGF9,FGFR4
FGF8,FGFR4
IL16,GRIN2C
L1CAM,ITGA5
PLAU,ITGA5
SPP1,ITGA5
CCN1,ITGA5
FGG,ITGA5
FGA,ITGA5
VEGFD,ITGA5
CCN2,ITGA5
FGB,ITGA5
FBN1,ITGA5
ANGPT1,ITGA5
COL18A1,ITGA5
ADAM15,ITGA5
ADAM17,ITGA5
ANGPTL3,ITGA5
FN1,ITGA5
GNAS,ADCY9
GNAI2,ADCY9
SOST,LRP5
GNAI2,LHCGR
GNAS,LHCGR
GNAI2,CXCR1
CXCL3,CXCR1
CXCL2,CXCR1
CXCL5,CXCR1
CXCL1,CXCR1
FN1,IL17RC
PLAU,ITGB5
EDIL3,ITGB5
SORBS1,ITGB5
CCN1,ITGB5
ADAM9,ITGB5
LTBP3,ITGB5
LTBP1,ITGB5
COL4A6,ITGA2
COL4A5,ITGA2
LAMA2,ITGA2
LAMA1,ITGA2
LAMC3,ITGA2
COL6A1,ITGA2
COL4A4,ITGA2
COL11A1,ITGA2
COL6A2,ITGA2
COL4A3,ITGA2
COL2A1,ITGA2
VEGFD,ITGA2
MMP1,ITGA2
HSPG2,ITGA2
LAMB3,ITGA2
CHAD,ITGA2
COL1A2,ITGA2
COL4A1,ITGA2
FN1,ITGA2
COL7A1,ITGA2
COL3A1,ITGA2
PLG,F2RL1
NUCB2,ERAP1
TNFSF13,TNFRSF11B
FN1,TNFRSF11B
RIMS1,SLC18A2
FAT4,DCHS1
GALP,GALR1
NPY,MC4R
ASIP,MC4R
ADM,GPR182
B2M,CD3D
HLA-A,CD3D
HLA-C,CD3D
HLA-B,CD3D
C4A,C3AR1
CALR,MTNR1A
TAC4,TACR3
TAC4,TACR1
LRPAP1,LRP8
RELN,LRP8
AHSG,INSR
GIP,INSR
F2,GP9
FN1,ROBO4
GNAI2,S1PR1
PDGFB,S1PR1
CALM1,GRM5
GNAI2,CHRM1
LAMA3,SDC2
LAMA1,SDC2
TNFSF13,SDC2
HRAS,SDC2
SERPINC1,SDC2
FN1,SDC2
GNAI2,P2RY12
PLAU,MRC2
NPY,NPFFR2
CALM1,GP6
CXCL2,XCR1
C1QA,CSPG4
C4B_2,CD46
EDN3,EDNRA
B2M,LILRB1
SEMA4D,MET
SEMA5A,MET
ASIP,MC5R
CD55,ADGRE2
GHRL,GHRHR
SEMA4B,DCBLD2
PDX1,SLC2A2
CCL4,CCR8
GNAS,VIPR1
PTMA,VIPR1
CALM1,VIPR1
GHRL,GPR39
CALM1,CNGA2
F11,GP1BA
APOD,LEPR
RTN4,RTN4RL1
OBP2A,OR1G1
CCL25,CCR10
CCL7,CCR10
PPY,NPY2R
CXCL12,CCR4
CCL5,CCR4
CCL3,CCR4
PTGS2,PTGDR2
AMELX,LAMP1
POMC,MC2R
ASIP,MC2R
F10,F3
IL6,F3
F7,F3
PTN,PTPRB
B2M,KIR2DL1
HLA-A,KIR2DL1
BMP5,HJV
RGMA,HJV
BMP2,HJV
IL22,IL21R
CCN1,CAV1
PTGS2,CAV1
MMP12,PLAUR
FN1,PLAUR
FGF14,FGFR3
FGF17,FGFR3
FGF16,FGFR3
FGF12,FGFR3
LEFTY2,ACVR2B
LAMB3,COL17A1
NPPB,NPR2
RGMA,NEO1
B2M,KIR2DL3
HLA-A,KIR2DL3
HLA-B,KIR2DL3
CCN2,ERBB4
CD5L,CD5
MDK,SDC3
COL5A1,SDC3
SHBG,SLC37A1
CALM1,KCNQ5
LAMA2,RPSA
LAMA1,RPSA
LAMB2,RPSA
F8,ASGR2
HP,ASGR2
EDN2,KEL
EDN1,KEL
NCAM1,GFRA1
ARTN,GFRA1
ARTN,RET
VEGFA,RET
CALM1,FAS
ICAM2,ITGAL
PLAU,IGF2R
RARRES2,CCRL2
MBL2,CALCR
TF,TFRC
B2M,TFRC
HRAS,TLR9
PPY,NPY1R
B2M,CD247
COL4A6,CD47
COL4A4,CD47
COL4A3,CD47
COL4A1,CD47
CD55,CR1
C4A,CR1
C4B_2,CR1
C1QA,CR1
GNAS,ADORA1
AFDN,NECTIN4
ASIP,F11R
AFDN,F11R
CCL7,ACKR1
CCL8,ACKR1
B2M,CD1B
PSAP,CD1B
COL2A1,ITGA10
NMB,BRS3
EDN1,ADGRL4
MDK,TSPAN1
GDF5,BMPR1A
LTB,CD40
ANGPTL2,TIE1
NTF4,BEX3
BDNF,BEX3
MDK,SDC4
CXCL12,SDC4
CCL5,SDC4
LAMA1,SDC4
BMP7,ENG
GDF2,ENG
BMP2,ENG
HSPA1A,TLR4
ZG16B,TLR4
RIMS1,SLC18A3
COLQ,MUSK
RGMA,BMPR2
VEGFA,EPHB2
PLTP,ABCA1
HLA-C,NOTCH4
GDNF,EDNRB
NPNT,ITGA8
AGRN,LRP4
MEPE,PHEX
NCAM1,PTPRA
MDK,SDC1
CCL5,SDC1
SLIT2,SDC1
LAMA1,TMPRSS6
HLA-G,KLRD1
B2M,KLRD1
HLA-B,KLRD1
LRPAP1,VLDLR
B2M,KIR3DL1
HLA-A,KIR3DL1
B2M,LILRB2
HLA-A,LILRB2
HLA-B,LILRB2
MDK,PTPRZ1
VEGFC,ITGB1
LAMA2,ITGB1
NPNT,ITGB1
MDK,ITGB1
COL4A4,ITGB1
COL4A3,ITGB1
ADAM9,ITGB1
CHAD,ITGB1
ANGPT1,ITGB1
VEGFA,ITGB1
MDK,ITGA4
CCN1,ITGB2
SPON2,ITGB2
ICAM2,ITGB2
FGF1,FGFRL1
VEGFA,SIRPA
SYTL3,NRXN1
LAMA2,ITGA6
ADAM9,ITGA6
SLIT2,DCC
NCAM1,FGFR1
FGF16,FGFR1
FGF12,FGFR1
FGF1,CD44
VIM,CD44
RGMA,BMPR1B
FGF21,FGFR2
NCAM1,FGFR2
FGF12,FGFR2
SLIT2,ROBO2
B2M,HFE
NCAM1,ROBO1
SLIT2,ROBO1
B2M,CD3G
B2M,KLRC1
CCL14,CCR3
CCL3,CCR3
CCL4,CCR3
SPON2,ITGAM
NAMPT,INSR
HLA-C,KIR2DS4
HLA-DRB1,CD4
DLK1,NOTCH4
ADAM23,ITGA5
ADAM23,ITGB3
AMELY,LAMP1
COL5A3,SDC3
HLA-C,LILRA3
KNG1,GPR135
LTF,LRP11
LY86,CD180
MATN1,ITGB1
MUC2,AGR2
MYOC,FZD1
MYOC,FZD10
MYOC,FZD3
MYOC,FZD4
MYOC,FZD7
NCAM1,ROBO3
OMG,TNFRSF1B
PTDSS1,JMJD6
PTDSS1,SCARB1
PTN,PLXNB2
QRFP,P2RY14
SERPING1,LRP1
SLIT1,SDC1
TNC,PTPRZ1
VEGFC,VIPR2
ZG16B,TLR6
ZP3,MERTK
APP,SLC45A3
BDNF,DDR1
BMP15,ACVR1
BMP15,ACVR2B
BMP3,ACVR1
BMP3,ACVR2A
C1orf112,PLSCR4
C1orf194,PLSCR4
C6orf15,DDR1
CELA3B,CHRM3
CGA,SIRPA
CGB8,SIRPA
CLEC11A,KIT
CLEC3A,CLEC2B
COL2A1,OR1E1
CXCL13,HTR2A
ECM1,CACHD1
EFEMP2,CATSPER1
EFEMP2,LINGO1
EGFL8,NCR3
FGF10,FGFR3
FGF10,FGFR4
GDF9,FXYD6
GDF9,ORAI2
GDNF,SLC44A5
GZMB,PGRMC1
HHIPL2,CACHD1
HHLA3,CHRM3
HLA-C,DDR1
HLA-C,SLC9C2
HLA-E,SLC16A4
HSPG2,CHRM3
IL10,SIRPG
IL2,GYPE
INHBE,ACVR1
INHBE,ACVR1B
INHBE,ENG
KRTAP4-12,AQP1
KRTAP4-12,CATSPER1
KRTAP4-12,CLDN2
KRTAP4-12,CNTFR
KRTAP4-12,LINGO1
KRTAP4-12,PDGFRB
KRTAP4-12,PLSCR4
LGALS3BP,VANGL1
LRP1B,PLAUR
LTA,CACHD1
LTA,EDNRA
LTF,GP9
LTF,GPR162
LY6G5C,PGAP6
MATN1,PTPRD
MDK,PTPRB
MIA,CDH19
MMP7,CDH6
PLXNA1,NOTCH1
NTF4,NTRK3
OLAH,MOG
P4HB,GPR162
PAPLN,NECTIN4
PAPLN,SIRPA
PRSS23,TMEM222
PSAP,CELSR1
PTN,CDH10
REN,ASIC3
SHBG,CD177
SPP1,S1PR1
TF,GPR162
TGFB1,CD109
THPO,SIRPB1
TNC,NT5E
TNF,LTBR
TNF,SLC5A11
VEGFB,TYRO3
DUSP18,ITGB1
DUSP18,ITGA6
DUSP18,ITGB4
DUSP18,RPSA
DUSP18,ITGA3
DUSP18,CD151
EXOC3-AS1,TRAF2
CCL18,ERG28
CALM1,ABCA1
