compartment,collection,set,discovery_nes,held_out_nes,discovery_fdr,held_out_fdr,replicates,discovery_eligible,discovery_Direction,discovery_Correlation,discovery_PValue,discovery_FDR_global,discovery_FDR_original_family,discovery_NGenes,discovery_n_first,discovery_n_second,discovery_residual_df,discovery_fixed001_eligible,discovery_fixed001_Direction,discovery_fixed001_PValue,discovery_fixed001_FDR_global,discovery_lodo_omissions,discovery_lodo_direction_reversals,discovery_lodo_min_p,discovery_lodo_max_p,discovery_lodo_max_FDR_candidate_family,discovery_lodo_below_floor_omissions,discovery_lodo_worst_donor,validation_eligible,validation_Direction,validation_Correlation,validation_PValue,validation_FDR_global,validation_FDR_original_family,validation_NGenes,validation_n_first,validation_n_second,validation_residual_df,validation_fixed001_eligible,validation_fixed001_Direction,validation_fixed001_PValue,validation_fixed001_FDR_global,validation_lodo_omissions,validation_lodo_direction_reversals,validation_lodo_min_p,validation_lodo_max_p,validation_lodo_max_FDR_candidate_family,validation_lodo_below_floor_omissions,validation_lodo_worst_donor,corrected_replicated,fixed001_replicated
macrophages,hallmark,HALLMARK_GLYCOLYSIS,2.0899011189820627,1.3446832473185342,0.0005439935342482,0.0474683544303797,True,True,Up,0.0688008786484365,0.0281731410629378,0.98466876614658,0.21034803607430502,180,32,27,57,True,Up,8.92335701521067e-07,0.0001212318131925,59,0,0.0114665801908411,0.0380768811415829,0.107112370508945,0,483C,True,Up,0.0191695440869882,0.19396873433775,0.6460680377444,0.290953101506625,165.0,12.0,9.0,19.0,True,Up,0.0918818240786633,0.244196225764662,21.0,0.0,0.0946405778263442,0.365768258420454,0.994247049154543,0.0,THD0005,False,False
macrophages,hallmark,HALLMARK_ESTROGEN_RESPONSE_LATE,1.9659211620500785,1.7927162496512423,0.0009973214794551,0.0004520795660036,True,True,Up,0.0411079703603541,0.0337956812583311,0.98466876614658,0.21034803607430502,181,32,27,57,True,Up,0.0001677774027179,0.0088896856830091,59,0,0.0105292263978174,0.0454276835531227,0.107112370508945,0,160C,True,Up,0.020570237974489,0.0183996568528705,0.298951448799952,0.1278655799572593,149.0,12.0,9.0,19.0,True,Up,0.0010027578648729,0.0090964463456332,21.0,0.0,0.0092395919782054,0.0316572081943437,0.418167120146778,0.0,THD0005,False,True
macrophages,hallmark,HALLMARK_ADIPOGENESIS,1.916420884567627,-1.459307162906999,0.001380906663861,0.0376080691642651,False,True,Up,0.113722405353636,0.100726756117016,0.98466876614658,0.30908284334104497,192,32,27,57,True,Up,3.23423267775359e-06,0.0003649656275669,59,0,0.0603412902167917,0.12382813820046,0.151205419467345,0,084C,True,Down,0.0547264082195035,0.41617185924681,0.798343359884228,0.5350781047458986,177.0,12.0,9.0,19.0,True,Down,0.103403988641566,0.258201661738293,21.0,0.0,0.233993675934349,0.627285220926733,0.994247049154543,0.0,VUHD071,False,False
macrophages,hallmark,HALLMARK_FATTY_ACID_METABOLISM,1.9065759340816408,-1.3252535633210496,0.0017096939647803,0.0646253602305475,False,True,Up,0.131969020622596,0.106621486982742,0.98466876614658,0.30908284334104497,143,32,27,57,True,Up,2.919685016814e-06,0.0003363032839475,59,0,0.0690972519109565,0.127215119327016,0.151205419467345,0,218C,True,Down,0.093248367269109,0.543937553358178,0.8863927116229,0.6527250640298136,136.0,12.0,9.0,19.0,True,Down,0.137973657542285,0.310135478015402,21.0,0.0,0.366939753633953,0.731523676835879,0.994247049154543,0.0,VUHD68,False,False
macrophages,hallmark,HALLMARK_ANGIOGENESIS,1.8050635982978296,1.8562150401674489,0.0035903573260386,0.0005812451562903,True,True,Up,0.133399661551419,0.175685791447676,0.98466876614658,0.3660120655159917,31,32,27,57,True,Up,0.0071772641109973,0.14006900144427,59,0,0.115731477877521,0.201534818895093,0.209104201764392,0,001C,True,Up,0.146257966610036,0.109458003981667,0.538719060655383,0.18357985424111728,23.0,12.0,9.0,19.0,True,Up,0.0018062839518722,0.0139254711762964,21.0,0.0,0.0494440757438871,0.13821376452231,0.618231850832575,0.0,VUILD53,False,False
macrophages,hallmark,HALLMARK_COMPLEMENT,1.7760733223513223,1.9267584113688043,0.0041139511027526,0.0004520795660036,True,True,Up,0.0506796271739821,0.0906235506948051,0.98466876614658,0.30908284334104497,188,32,27,57,True,Up,0.0010191426678761,0.0358799164501125,59,0,0.041260922204302,0.117352889906984,0.14811308905094,0,483C,True,Up,0.0211117184798457,0.0364333680785864,0.392100330577273,0.13116012508291106,172.0,12.0,9.0,19.0,True,Up,0.0033628497962808,0.0237267735626482,21.0,0.0,0.0141905480574767,0.0617968452382282,0.503881968865553,0.0,VUILD59,False,True
macrophages,hallmark,HALLMARK_ALLOGRAFT_REJECTION,1.7442023350799043,1.5914348468982733,0.0042239497953395,0.0045618938024001,True,True,Up,0.0744753727200715,0.0988250231128477,0.98466876614658,0.30908284334104497,179,32,27,57,True,Up,0.0001474456133067,0.0081379227302701,59,0,0.0411024148993615,0.115562358226482,0.14811308905094,0,084C,True,Up,0.0340305776742755,0.0919721161822937,0.52653601368531,0.18357985424111728,169.0,12.0,9.0,19.0,True,Up,0.0050252172020946,0.0305366744739861,21.0,0.0,0.0470134664937535,0.156575604465946,0.922056337410574,0.0,VUILD59,False,True
macrophages,hallmark,HALLMARK_TGF_BETA_SIGNALING,-1.6314053180872037,0.9870288612623844,0.0336345722633689,0.4828209764918625,False,True,Down,0.0422618184295251,0.705061141660901,0.999547134545669,0.7834012685121122,51,32,27,57,True,Down,0.583820233057376,0.902515391642453,59,0,0.567205055438264,0.781761777395841,0.781761777395841,0,439C,True,Up,0.0682013513778022,0.949970894934875,1.0,0.949970894934875,52.0,12.0,9.0,19.0,True,Up,0.912886397447624,0.99091087586195,21.0,6.0,0.717887722977555,0.991043273976311,0.997314210268041,0.0,VUHD67,False,False
macrophages,gobp,GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,3.5436676364151127,1.5389334071441765,0.0,0.0699471587305827,False,True,Up,0.435902611537505,0.0688454009242217,0.98466876614658,0.7570258086515206,90,32,27,57,True,Up,1.97093227606092e-17,6.96198977647251e-14,59,0,0.0478868751021638,0.07680009942088,0.122175744877245,0,034C,True,Up,0.489458744646762,0.748070410706496,0.943148205097784,0.901551455604799,90.0,12.0,9.0,19.0,True,Up,0.114160348194452,0.273554041899914,21.0,1.0,0.535498098374806,0.949498112941864,0.998854917801185,0.0,THD0005,False,False
macrophages,gobp,GOBP_OXIDATIVE_PHOSPHORYLATION,3.454877992704655,1.4960440761064906,0.0,0.0865580812538181,False,True,Up,0.341004035887918,0.0687418482004882,0.98466876614658,0.7570258086515206,129,32,27,57,True,Up,2.5036999873539e-16,5.30634175319786e-13,59,0,0.0476284716115946,0.076843455957845,0.122175744877245,0,396C,True,Up,0.3462329281772,0.720225397376855,0.940704731361216,0.901551455604799,116.0,12.0,9.0,19.0,True,Up,0.113885718003846,0.273554041899914,21.0,1.0,0.521231354039664,0.979199347499965,0.998854917801185,0.0,THD0005,False,False
macrophages,gobp,GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,3.4074045529146524,1.3645476504211769,0.0,0.1652194701158701,False,True,Up,0.518056303989601,0.0867049365203992,0.98466876614658,0.7570258086515206,63,32,27,57,True,Up,3.5280255172227705e-15,6.231081067668279e-12,59,0,0.0608500952299529,0.0966237055808397,0.134701896767959,0,034C,True,Up,0.42267433500349,0.722453317979958,0.940704731361216,0.901551455604799,55.0,12.0,9.0,19.0,True,Up,0.156725594533861,0.339481138881469,21.0,1.0,0.525909769004302,0.986915816538208,0.998854917801185,0.0,THD0005,False,False
macrophages,gobp,GOBP_MITOCHONDRIAL_TRANSLATION,3.338083921990467,0.8947347920759311,0.0,0.7338669559904111,False,True,Up,0.442391950462584,0.12470394750671,0.98466876614658,0.7570258086515206,121,32,27,57,True,Up,1.22454456479213e-14,1.2437207323933598e-11,59,0,0.0776737260068457,0.143952746946673,0.158839543166604,0,218C,True,Up,0.258395302815701,0.991097557729743,1.0,0.993536782928803,126.0,12.0,9.0,19.0,True,Up,0.965373396914143,1.0,21.0,10.0,0.708154913677179,0.995239300150257,0.997314210268041,0.0,TILD010,False,False
macrophages,gobp,GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,3.307270096540293,1.353619652985858,0.0,0.1646455258391955,False,True,Up,0.324351982636586,0.0655073293270041,0.98466876614658,0.7570258086515206,106,32,27,57,True,Up,8.94000910954509e-15,1.1842159566731199e-11,59,0,0.0431256567614897,0.0738371307758184,0.121376676728358,0,084C,True,Up,0.217027214426495,0.633898514354074,0.922781089308149,0.9011388106668947,94.0,12.0,9.0,19.0,True,Up,0.109383616012282,0.267148446799228,21.0,0.0,0.450284255681784,0.948638305782747,0.996144076226255,0.0,THD0005,False,False
macrophages,gobp,GOBP_ATP_BIOSYNTHETIC_PROCESS,3.2942167149512245,1.369202643324945,0.0,0.1656591975566972,False,True,Up,0.39138790945837,0.0725234576257343,0.98466876614658,0.7570258086515206,82,32,27,57,True,Up,8.10914694696609e-15,1.1842159566731199e-11,59,0,0.0488175061281551,0.080772654787185,0.123834360688597,0,396C,True,Up,0.290755083691388,0.646148395063886,0.922781089308149,0.9011388106668947,72.0,12.0,9.0,19.0,True,Up,0.0974497642742157,0.252573878833171,21.0,0.0,0.453797256016032,0.932174366403147,0.996144076226255,0.0,THD0005,False,False
macrophages,gobp,GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,3.17873726605334,1.5061340876857094,0.0,0.0831585361044789,False,True,Up,0.425159172217311,0.0931688057674769,0.98466876614658,0.7570258086515206,89,32,27,57,True,Up,1.2910189729477101e-14,1.2437207323933598e-11,59,0,0.0566296971808702,0.107019624089637,0.141813678816348,0,084C,True,Up,0.332048425774538,0.691317447899064,0.940704731361216,0.901551455604799,92.0,12.0,9.0,19.0,True,Up,0.103687281485456,0.258201661738293,21.0,0.0,0.500013645100219,0.970216127264827,0.998854917801185,0.0,THD0005,False,False
macrophages,gobp,GOBP_AEROBIC_RESPIRATION,3.135550878249821,1.116711562144902,0.0,0.3666042385801617,False,True,Up,0.28037735868111,0.0748733088339505,0.98466876614658,0.7570258086515206,175,32,27,57,True,Up,1.16255150099086e-14,1.2437207323933598e-11,59,0,0.0484648796913581,0.0853769218555099,0.125614670061356,0,084C,True,Up,0.239788297073062,0.858875647934127,0.980853098382615,0.9292803396276749,161.0,12.0,9.0,19.0,True,Up,0.484012985501051,0.630457940088549,21.0,2.0,0.644953226286873,0.981828628989265,0.998854917801185,0.0,VUILD59,False,False
macrophages,gobp,GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,3.085437880962107,1.282622813272296,0.0,0.2072975496548826,False,True,Up,0.484526647192268,0.089603783130948,0.98466876614658,0.7570258086515206,46,32,27,57,True,Up,7.870243237491589e-12,2.97860598527494e-09,59,0,0.0598788752012551,0.100308077213493,0.139421918642654,0,084C,True,Up,0.482133037295959,0.772502963525519,0.947902187127932,0.9028046682165705,49.0,12.0,9.0,19.0,True,Up,0.236774791793115,0.447414224380105,21.0,1.0,0.561994690863309,0.939379728680242,0.998854917801185,0.0,THD0002,False,False
macrophages,gobp,GOBP_ELECTRON_TRANSPORT_CHAIN,3.0751812459446684,1.354983648205197,0.0,0.1653725947625704,False,True,Up,0.294074427339149,0.0761263465783541,0.98466876614658,0.7570258086515206,116,32,27,57,True,Up,3.92046697997873e-13,2.44383462275497e-10,59,0,0.0499560348146375,0.0866509684000928,0.125985947476451,0,084C,True,Up,0.31021365607196,0.788553679414732,0.951561889202191,0.9066551615318128,114.0,12.0,9.0,19.0,True,Up,0.263976622795084,0.47016388598876,21.0,1.0,0.571743635975514,0.944208949351159,0.998854917801185,0.0,THD0002,False,False
macrophages,gobp,GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION,3.0027236238836505,0.9059234301392628,0.0,0.7129389795354123,False,True,Up,0.170472946928774,0.0048118514932079,0.98466876614658,0.7570258086515206,54,32,27,57,True,Up,6.11452585792796e-14,4.984279270497119e-11,59,0,0.002363486830367,0.0080785401990582,0.107112370508945,0,483C,True,Up,0.134133579133515,0.72057360641166,0.940704731361216,0.901551455604799,51.0,12.0,9.0,19.0,True,Up,0.411019994183131,0.576947089415473,21.0,1.0,0.392959829985072,0.910687088789584,0.996144076226255,0.0,VUHD67,False,False
macrophages,gobp,GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION,2.9776926557464574,0.9171275254327844,0.0,0.6920223053290177,False,True,Up,0.18992412100694,0.0053446890722716,0.98466876614658,0.7570258086515206,49,32,27,57,True,Up,3.9143312839866803e-14,3.4566807180339e-11,59,0,0.0024508720860333,0.0083471954231249,0.107112370508945,0,483C,True,Up,0.150005645347532,0.721449252140363,0.940704731361216,0.901551455604799,46.0,12.0,9.0,19.0,True,Up,0.403261852709808,0.575441070720737,21.0,1.0,0.403574464978283,0.905981827878129,0.996144076226255,0.0,VUILD59,False,False
macrophages,gobp,GOBP_MITOCHONDRIAL_GENE_EXPRESSION,2.9740112943623336,0.8015841391463212,0.0,0.865419861035673,False,True,Up,0.373187946690412,0.143594260789651,0.98466876614658,0.7638340714677885,155,32,27,57,True,Up,1.22081483662173e-12,6.468487411840251e-10,59,0,0.0882039158862964,0.170063363403545,0.178123238446367,0,218C,True,Down,0.170776597756549,0.916175439210421,1.0,0.96074613625309,160.0,12.0,9.0,19.0,True,Down,0.725622224220663,0.833973054081667,21.0,5.0,0.630301870527497,0.995190249680065,0.995190249680065,0.0,VUHD67,False,False
macrophages,gobp,GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION,2.921561652380594,1.159766586619016,0.0,0.3039318803453962,False,True,Up,0.17122617211382,0.0079374826129281,0.98466876614658,0.7570258086515206,62,32,27,57,True,Up,2.34790972120471e-13,1.65871995437375e-10,59,0,0.0045151001318544,0.0126072922891178,0.107112370508945,0,084C,True,Up,0.126162447664598,0.522179375588125,0.879782491609893,0.8623484816055503,59.0,12.0,9.0,19.0,True,Up,0.135078572572061,0.306338905654496,21.0,0.0,0.258613429608358,0.857249315023685,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,2.9179835733570694,0.7542028766245038,0.0,0.9158260524329582,False,True,Up,0.331969385577711,0.0870494505165197,0.98466876614658,0.7570258086515206,104,32,27,57,True,Up,4.52987014056351e-13,2.66683521553064e-10,59,0,0.0452499645642389,0.105711276503895,0.14162477199886,0,084C,True,Up,0.116777848674094,0.824454749915988,0.969433140997359,0.9245330721601253,100.0,12.0,9.0,19.0,True,Up,0.572626198159309,0.720034922437943,21.0,2.0,0.626343294674872,0.975007225117796,0.998854917801185,0.0,THD0002,False,False
macrophages,gobp,GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION,2.9068755382809384,0.951846871981342,0.0,0.6314517115444367,False,True,Up,0.137659972411492,0.0055539082399568,0.98466876614658,0.7570258086515206,60,32,27,57,True,Up,5.325492538201199e-12,2.25736977709272e-09,59,0,0.0023778503061419,0.0088551673523768,0.107112370508945,0,483C,True,Up,0.139831183825186,0.636111647153817,0.922781089308149,0.9011388106668947,53.0,12.0,9.0,19.0,True,Up,0.262489663174126,0.47016388598876,21.0,1.0,0.341523111784653,0.988904577980021,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,2.8956378038328,1.5402467187544095,0.0,0.0710410668160407,False,True,Up,0.43650370019382,0.103952642325899,0.98466876614658,0.7570258086515206,55,32,27,57,True,Up,4.3126083960003296e-11,1.42814722413799e-08,59,0,0.0647847671234675,0.118968239075572,0.149386254748304,0,084C,True,Up,0.394338873512664,0.658719500290704,0.924390900960435,0.901551455604799,56.0,12.0,9.0,19.0,True,Up,0.0864250866358843,0.241230461599062,21.0,0.0,0.46418582599812,0.943696176421124,0.996144076226255,0.0,THD0005,False,False
macrophages,gobp,GOBP_CELLULAR_RESPIRATION,2.892080764484377,1.068837449083014,0.0,0.4193653278112993,False,True,Up,0.215111766213176,0.0776157781600102,0.98466876614658,0.7570258086515206,215,32,27,57,True,Up,3.843341227154299e-12,1.7707776949632202e-09,59,0,0.0496502115795661,0.0909793611622102,0.130561291018496,0,084C,True,Up,0.173433472199203,0.870333575068313,0.980853098382615,0.9292803396276749,196.0,12.0,9.0,19.0,True,Up,0.570583719010546,0.720034922437943,21.0,3.0,0.651838146561677,0.999432267318363,0.999432267318363,0.0,THD0001,False,False
macrophages,gobp,GOBP_CHROMOSOME_SEPARATION,2.8271708620878995,1.0839109138177434,0.0,0.4081387812448303,False,True,Up,0.143585595016335,0.009883202985535,0.98466876614658,0.7570258086515206,79,32,27,57,True,Up,2.96582347212626e-12,1.4285832424600902e-09,59,0,0.0066585218571376,0.017211149849507,0.107112370508945,0,084C,True,Up,0.104617916114662,0.493691870047804,0.86481196546305,0.8614817732617454,75.0,12.0,9.0,19.0,True,Up,0.118219112788513,0.277855171785,21.0,0.0,0.24016831107974,0.827065596594632,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,2.826284187628814,1.3534901349132715,0.0,0.1624886348233958,False,True,Up,0.113637602983192,0.0123270062551421,0.98466876614658,0.7570258086515206,184,32,27,57,True,Up,7.98878267825237e-13,4.4556384232337e-10,59,0,0.0083631840561833,0.0227896543952897,0.107112370508945,0,084C,True,Up,0.0663368606210116,0.292616043503659,0.713760647378235,0.7391135224204619,181.0,12.0,9.0,19.0,True,Up,0.0202047392449291,0.0900351538282806,21.0,0.0,0.14083980394789,0.595180394081793,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION,2.81988392416178,1.4778673054414122,0.0,0.0931474539531027,False,True,Up,0.0655773011742218,0.0043075063113397,0.98466876614658,0.7570258086515206,110,32,27,57,True,Up,4.500847748326841e-09,1.1091972927679e-06,59,0,0.0016870484682916,0.0084140260530728,0.107112370508945,0,084C,True,Up,0.0487959473439748,0.186787518502651,0.6460680377444,0.7083445986598179,99.0,12.0,9.0,19.0,True,Up,0.019416144539783,0.088066084162587,21.0,0.0,0.0805560197415985,0.40399081426913,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_CYTOPLASMIC_TRANSLATION,2.7461097716013825,-1.8678633899110524,0.0,0.0097682787998971,False,True,Up,0.426539742249018,0.180591268243572,0.98466876614658,0.7665696343747419,154,32,27,57,True,Up,4.34481145089778e-12,1.91841528938183e-09,59,0,0.126426047608912,0.212098364620016,0.221102540476526,0,084C,True,Down,0.250537233382339,0.533411431920959,0.879782491609893,0.8623484816055503,150.0,12.0,9.0,19.0,True,Down,0.0130062660394011,0.0647763053727035,21.0,0.0,0.21583942744698,0.669394483887861,0.994247049154543,0.0,TILD015,False,False
macrophages,gobp,GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY,2.7299756898345384,1.181276991488324,0.0,0.2763082971872046,False,True,Up,0.465407113376465,0.0822145987299588,0.98466876614658,0.7570258086515206,24,32,27,57,True,Up,4.92888655084629e-08,9.32703763916395e-06,59,0,0.0463757227795895,0.0996819838740839,0.134856974528713,0,218C,True,Up,0.31893716726095,0.688477870129115,0.940704731361216,0.901551455604799,25.0,12.0,9.0,19.0,True,Up,0.282450869248975,0.484746762089458,21.0,0.0,0.52159810409019,0.949185553726013,0.998854917801185,0.0,THD0005,False,False
macrophages,gobp,GOBP_REGULATION_OF_NUCLEAR_DIVISION,2.6958990456926224,1.4650589100121474,0.0,0.0998116364478211,False,True,Up,0.0416585291023448,0.0023483992875055,0.98466876614658,0.7570258086515206,131,32,27,57,True,Up,1.07405249479368e-07,1.86585807988994e-05,59,0,0.0006303097771959,0.005271226771391,0.107112370508945,0,483C,True,Up,0.0379919815510964,0.161616848012229,0.622896649014633,0.7083445986598179,109.0,12.0,9.0,19.0,True,Up,0.0227011831441347,0.0980247223345119,21.0,0.0,0.0649030180653467,0.348941065210943,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT,2.677546808530285,1.367725014367335,0.0,0.1647886870535503,False,True,Up,0.18019140612555,0.0178942945564456,0.98466876614658,0.7570258086515206,59,32,27,57,True,Up,5.4849466392013796e-11,1.76133271320052e-08,59,0,0.01088203588048,0.0264549927468548,0.107112370508945,0,084C,True,Up,0.0626593266906496,0.210971524060932,0.6460680377444,0.7083445986598179,61.0,12.0,9.0,19.0,True,Up,0.0257064499369183,0.105369654466273,21.0,0.0,0.103442030618682,0.458530702906624,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,2.6759752313189056,1.217671914639341,0.0,0.2517715507240849,False,True,Up,0.132646015078378,0.0380718345024711,0.98466876614658,0.7570258086515206,201,32,27,57,True,Up,1.34626426168642e-10,3.96287843919195e-08,59,0,0.0215922161701822,0.0451255592571932,0.112493773438458,0,084C,True,Up,0.0854919238437493,0.666342111476323,0.92994997975267,0.901551455604799,173.0,12.0,9.0,19.0,True,Up,0.293537308381712,0.493252501505924,21.0,1.0,0.480748430149974,0.992770425010745,0.996144076226255,0.0,THD0005,False,False
macrophages,gobp,GOBP_RIBOSOME_BIOGENESIS,2.669439631803041,1.0210141235442018,0.0,0.5069691899097012,False,True,Up,0.28245752221348,0.114165663055504,0.98466876614658,0.7570258086515206,300,32,27,57,True,Up,1.26621121368558e-13,9.58431445101867e-11,59,0,0.0665848868449644,0.139141077178106,0.157693220801854,0,084C,True,Up,0.0772434609854748,0.674566580645416,0.931195171108346,0.901551455604799,292.0,12.0,9.0,19.0,True,Up,0.297116664292938,0.493252501505924,21.0,1.0,0.468325101035493,0.970436073458725,0.998854917801185,0.0,THD0005,False,False
macrophages,gobp,GOBP_METAPHASE_CHROMOSOME_ALIGNMENT,2.6668448665358784,1.430092048666891,0.0,0.1173086569255107,False,True,Up,0.140186432410855,0.0146264626145923,0.98466876614658,0.7570258086515206,95,32,27,57,True,Up,1.0564710701085198e-11,3.86049101032414e-09,59,0,0.009091282269507,0.0234985264459078,0.107112370508945,0,084C,True,Up,0.0509483272385993,0.222496882125018,0.6460680377444,0.7083445986598179,95.0,12.0,9.0,19.0,True,Up,0.0295576779347607,0.115502310698911,21.0,0.0,0.0955179257287278,0.493951807340878,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,2.633644804040556,1.03024983342675,0.0,0.4903702088227227,False,True,Up,0.371613763394212,0.0974907077868942,0.98466876614658,0.7570258086515206,63,32,27,57,True,Up,9.00797333059952e-11,2.72735695383895e-08,59,0,0.0544673420554913,0.115020740246754,0.14811308905094,0,084C,True,Up,0.187728958877359,0.622599765685361,0.919420584209777,0.9011388106668947,61.0,12.0,9.0,19.0,True,Up,0.166527111091565,0.352482385143812,21.0,0.0,0.491695567943938,0.992745235431337,0.996144076226255,0.0,THD0005,False,False
macrophages,gobp,GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,2.6281200944909697,1.2044690624142569,0.0,0.2591432733810324,False,True,Up,0.157280199274787,0.0064790847877146,0.98466876614658,0.7570258086515206,51,32,27,57,True,Up,6.70987713685407e-12,2.6335025192312e-09,59,0,0.0042418150963878,0.0110078752572959,0.107112370508945,0,084C,True,Up,0.0977284341357523,0.492042860969235,0.86481196546305,0.8614817732617454,49.0,12.0,9.0,19.0,True,Up,0.169884646372531,0.356617356848123,21.0,0.0,0.213990993235347,0.828134855681538,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_MITOTIC_NUCLEAR_DIVISION,2.5976624902354657,1.3913704250109344,0.0,0.1497176868965877,False,True,Up,0.0716931406108151,0.011937057873784,0.98466876614658,0.7570258086515206,264,32,27,57,True,Up,1.3228164687673201e-09,3.50447152988183e-07,59,0,0.0069945238162268,0.025185879621546,0.107112370508945,0,084C,True,Up,0.0367735054237493,0.215474070307664,0.6460680377444,0.7083445986598179,252.0,12.0,9.0,19.0,True,Up,0.0289838226541042,0.115029546158476,21.0,0.0,0.0927999153740989,0.477728965269759,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,2.588209550820087,1.7321233888751435,0.0,0.0234932955066161,True,True,Up,0.106863152139889,0.0457471497946882,0.98466876614658,0.7570258086515206,236,32,27,57,True,Up,1.24679014213403e-08,3.00278071277143e-06,59,0,0.0253839277250588,0.0570385399233423,0.112493773438458,0,483C,True,Up,0.0392667540100804,0.154088172601486,0.611537435012147,0.7083445986598179,208.0,12.0,9.0,19.0,True,Up,0.010610017370576,0.0538988882425262,21.0,0.0,0.0960477840443351,0.299728505131768,0.994247049154543,0.0,THD0005,False,False
macrophages,gobp,GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION,2.569576548507001,1.2349329941717548,0.0,0.2341579137144967,False,True,Up,0.282613809690267,0.0515458316049204,0.98466876614658,0.7570258086515206,23,32,27,57,True,Up,1.33622825708127e-06,0.0001748149486455,59,0,0.0340716201142336,0.0590147846813008,0.113446015540143,0,084C,True,Down,0.144546269447234,0.921386576355923,1.0,0.9610161065217692,24.0,12.0,9.0,19.0,True,Down,0.851327648582986,0.940161838000341,21.0,7.0,0.727263839628146,0.998175087064507,0.999166912913032,0.0,VUHD66,False,False
macrophages,gobp,GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE,2.550288766122615,0.8562308229883543,0.0,0.7899079765459964,False,True,Up,0.200172421602643,0.0060030938402158,0.98466876614658,0.7570258086515206,25,32,27,57,True,Up,6.78745067579562e-10,1.89280565293174e-07,59,0,0.003630934756576,0.0090666205906731,0.107112370508945,0,483C,True,Up,0.116341237582214,0.490328408181923,0.86481196546305,0.8614817732617454,25.0,12.0,9.0,19.0,True,Up,0.218894985358031,0.427687125238,21.0,0.0,0.212634041372402,0.800972291347108,0.994247049154543,0.0,VUILD59,False,False
macrophages,gobp,GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,2.530220545221391,1.1885558137643168,0.0,0.2703392609482075,False,True,Up,0.308459220285082,0.053848463462319,0.98466876614658,0.7570258086515206,21,32,27,57,True,Up,1.51257996155608e-06,0.0001885742335601,59,0,0.0372123834813916,0.0618304103626165,0.112493773438458,0,396C,True,Up,0.68610774092626,0.80246347101904,0.956928270604864,0.9152770164831109,17.0,12.0,9.0,19.0,True,Up,0.415200248384579,0.576947089415473,21.0,1.0,0.603723634287625,0.982528369112566,0.998854917801185,0.0,TILD006,False,False
macrophages,gobp,GOBP_RRNA_PROCESSING,2.5298618709018688,1.0882729821887518,0.0,0.4023653643111913,False,True,Up,0.279077751643179,0.113422073935524,0.98466876614658,0.7570258086515206,213,32,27,57,True,Up,1.8270433044000598e-12,9.21960852225117e-10,59,0,0.0683841712060528,0.138510675173456,0.157693220801854,0,084C,True,Up,0.075462194065786,0.568978493701835,0.893233609159232,0.878935321472517,208.0,12.0,9.0,19.0,True,Up,0.178322647759802,0.368243516512112,21.0,0.0,0.370506460859893,0.872886804220059,0.996144076226255,0.0,THD0005,False,False
