disease,label,gene,donors,mean_of_donor_expression,mean_of_donor_detection,cohort
IPF,SMC,ADRA2A,5,0.03630533330410172,0.015139784408529842,GSE136831
IPF,SMC,ADRB2,5,0.06062182167691056,0.028202139991508703,GSE136831
IPF,SMC,ANTXR1,5,1.7194324887047252,0.43753084090411487,GSE136831
IPF,SMC,APCDD1,5,0.08597652168253259,0.01964469074216054,GSE136831
IPF,SMC,AREG,5,0.3182130438403978,0.08675603613182883,GSE136831
IPF,SMC,ATP6AP2,5,0.8769944961121224,0.326941791355845,GSE136831
IPF,SMC,AVPR1A,5,0.09716448322986766,0.044673853377995024,GSE136831
IPF,SMC,CASP1,5,0.019437404524198183,0.00830167803798632,GSE136831
IPF,SMC,CAV1,5,6.260115467416923,0.77158135723172,GSE136831
IPF,SMC,CCL2,5,4.061165814201173,0.25147332955760665,GSE136831
IPF,SMC,CCR1,5,0.0,0.0,GSE136831
IPF,SMC,CCR10,5,0.05828037646872012,0.035910769588610794,GSE136831
IPF,SMC,CCR2,5,0.0,0.0,GSE136831
IPF,SMC,CCR3,5,0.0,0.0,GSE136831
IPF,SMC,CCR4,5,0.0,0.0,GSE136831
IPF,SMC,CCR5,5,0.0014012824537016201,0.00172413793103448,GSE136831
IPF,SMC,CD36,5,0.07900532363572735,0.03769135260445356,GSE136831
IPF,SMC,CD4,5,0.35614852889563686,0.14527782927409813,GSE136831
IPF,SMC,CD44,5,1.3425692208845628,0.2836284365843239,GSE136831
IPF,SMC,CD82,5,0.7320873223782878,0.2571061226483887,GSE136831
IPF,SMC,CD9,5,2.7240690448959173,0.6231935195897211,GSE136831
IPF,SMC,CSF1,5,0.1926181401580999,0.08012123668591649,GSE136831
IPF,SMC,CSF1R,5,0.16020543218941946,0.07419798515688701,GSE136831
IPF,SMC,CXCL1,5,0.01342970021793686,0.00941123996431756,GSE136831
IPF,SMC,CXCL12,5,0.7487806951889787,0.22183878985054406,GSE136831
IPF,SMC,CXCL2,5,0.16306889794926854,0.08138179258627347,GSE136831
IPF,SMC,CXCR1,5,0.0,0.0,GSE136831
IPF,SMC,CXCR2,5,0.0,0.0,GSE136831
IPF,SMC,CXCR3,5,0.0027304313398909,0.00338983050847456,GSE136831
IPF,SMC,CXCR4,5,0.18611240759357525,0.06480891100004717,GSE136831
IPF,SMC,DPP4,5,0.0,0.0,GSE136831
IPF,SMC,EGFR,5,0.8674024396216489,0.3109865717153111,GSE136831
IPF,SMC,ENG,5,0.3698034460769347,0.12848989905386954,GSE136831
IPF,SMC,EPHA7,5,0.0067810189576494595,0.00344827586206896,GSE136831
IPF,SMC,EPHB2,5,0.0218715301259116,0.01937861057974398,GSE136831
IPF,SMC,ERBB2,5,0.1260927491913042,0.06970321176381757,GSE136831
IPF,SMC,ERBB3,5,0.01751465263159326,0.0062679425837320404,GSE136831
IPF,SMC,ERBB4,5,0.40298834047448884,0.11883494048460128,GSE136831
IPF,SMC,FGF10,5,0.030632199920988118,0.013627900328053921,GSE136831
IPF,SMC,FGF7,5,0.1525060378558886,0.03138984958998598,GSE136831
IPF,SMC,FGFR1,5,1.2903111789700765,0.34276111609076415,GSE136831
IPF,SMC,FGFR2,5,0.05074860210435426,0.0174442190669371,GSE136831
IPF,SMC,FGFR3,5,0.01227019076623232,0.01023806981957936,GSE136831
IPF,SMC,FGFR4,5,0.01558790529339126,0.0053605015673981,GSE136831
IPF,SMC,FGFRL1,5,0.036854900928422064,0.00830167803798632,GSE136831
IPF,SMC,FLT1,5,0.08702597148848301,0.031123945438062923,GSE136831
IPF,SMC,FZD1,5,0.061313599860443734,0.03786932717768156,GSE136831
IPF,SMC,FZD10,5,0.05966202550248869,0.0247002138280752,GSE136831
IPF,SMC,FZD2,5,0.00814668144497466,0.00557275541795664,GSE136831
IPF,SMC,FZD3,5,0.07661988288515274,0.040486872989347375,GSE136831
IPF,SMC,FZD4,5,0.02593293863393654,0.015540126033383062,GSE136831
IPF,SMC,FZD5,5,0.0393923909353844,0.016495879462750142,GSE136831
IPF,SMC,FZD6,5,0.1200911424776192,0.047838698061894135,GSE136831
IPF,SMC,FZD7,5,0.10693860376596676,0.0520339871328104,GSE136831
IPF,SMC,FZD8,5,0.00083669580459806,0.0036363636363636203,GSE136831
IPF,SMC,FZD9,5,0.0,0.0,GSE136831
IPF,SMC,GPC1,5,0.36757347586506756,0.14871088598583063,GSE136831
IPF,SMC,GRIN2B,5,0.01617668479534638,0.00946968531791194,GSE136831
IPF,SMC,GRM7,5,0.05596908023316218,0.02529062375651462,GSE136831
IPF,SMC,GSDMD,5,0.33039235931335253,0.15799630805652665,GSE136831
IPF,SMC,HBEGF,5,0.13942313201506665,0.07206055813749968,GSE136831
IPF,SMC,IL1A,5,0.00212279971809218,0.00172413793103448,GSE136831
IPF,SMC,IL1B,5,0.01282600764143256,0.00875033207587266,GSE136831
IPF,SMC,IL1R1,5,0.7841416430518585,0.22481919692169158,GSE136831
IPF,SMC,IL1R2,5,0.08923102798186877,0.030450924079765303,GSE136831
IPF,SMC,IL1RAP,5,0.22060705679280454,0.0816311204976063,GSE136831
IPF,SMC,IL1RN,5,0.0737065275516753,0.02297607589704072,GSE136831
IPF,SMC,IL6,5,1.695128767119897,0.1700742007602008,GSE136831
IPF,SMC,ITGA4,5,0.09298510479829833,0.04056948441920562,GSE136831
IPF,SMC,ITGA5,5,0.42949143324828853,0.1364760791047086,GSE136831
IPF,SMC,ITGA9,5,0.41689241776325836,0.15671176209039928,GSE136831
IPF,SMC,ITGAV,5,0.8278014768299691,0.30299237578470656,GSE136831
IPF,SMC,ITGB1,5,1.8710240031785066,0.531063662666513,GSE136831
IPF,SMC,ITGB3,5,0.029135124757783536,0.01816157204019024,GSE136831
IPF,SMC,ITGB5,5,0.7472262746535866,0.2797240928591884,GSE136831
IPF,SMC,ITGB6,5,0.11317124384687807,0.039250287415266136,GSE136831
IPF,SMC,ITGB8,5,0.08133588402888092,0.02009796382178326,GSE136831
IPF,SMC,KDR,5,0.0065770867451970805,0.00338983050847456,GSE136831
IPF,SMC,KLRG2,5,0.0083315512159835,0.0046653144016227,GSE136831
IPF,SMC,LDLR,5,0.6926490599632298,0.21860410518979273,GSE136831
IPF,SMC,LGR5,5,0.00083669580459806,0.0036363636363636203,GSE136831
IPF,SMC,LPP,5,24.932722217413897,0.9662444756145685,GSE136831
IPF,SMC,LRP1,5,0.4908758344969879,0.1857679033514865,GSE136831
IPF,SMC,LRP2,5,0.01394939896837354,0.00875033207587266,GSE136831
IPF,SMC,LRP5,5,0.1700134059820031,0.0853314433863892,GSE136831
IPF,SMC,LRP6,5,0.12530340234418264,0.06384700542819648,GSE136831
IPF,SMC,MCAM,5,2.045913019891585,0.5252045464003963,GSE136831
IPF,SMC,MUSK,5,0.032914257737174456,0.01995890730711674,GSE136831
IPF,SMC,NLRP3,5,0.05159612880837276,0.01974665345655818,GSE136831
IPF,SMC,NOTCH1,5,0.13903199600290042,0.07139966998854942,GSE136831
IPF,SMC,NRP1,5,0.8685269378600896,0.24841656354151534,GSE136831
IPF,SMC,NRP2,5,0.12243958187734261,0.05894049578701608,GSE136831
IPF,SMC,PRLR,5,0.019821827474284598,0.00946968531791194,GSE136831
IPF,SMC,PTK7,5,0.3084732700563252,0.09848762901199053,GSE136831
IPF,SMC,PTPRK,5,1.1888435178647878,0.33602379135485805,GSE136831
IPF,SMC,PYCARD,5,0.14819626772707997,0.08732259088104435,GSE136831
IPF,SMC,RECK,5,0.1809977716019296,0.07322738433766508,GSE136831
IPF,SMC,RET,5,0.02193548574059096,0.009720837487537359,GSE136831
IPF,SMC,ROR1,5,0.5618720159840731,0.1768372296079917,GSE136831
IPF,SMC,ROR2,5,0.1462129250303457,0.054670903968510196,GSE136831
IPF,SMC,RYK,5,0.43340383498589485,0.155315487294921,GSE136831
IPF,SMC,SDC2,5,2.395138189481312,0.5353527061119892,GSE136831
IPF,SMC,SDC4,5,0.8066462431327288,0.1904062585383595,GSE136831
IPF,SMC,SIGIRR,5,0.23389822382848915,0.11692651956685625,GSE136831
IPF,SMC,SIRPA,5,0.05261092465623988,0.02282226740007658,GSE136831
IPF,SMC,SMO,5,0.028094087978744343,0.01150342077216622,GSE136831
IPF,SMC,SPP1,5,0.366294624158167,0.11314160471892351,GSE136831
IPF,SMC,TGFB1,5,1.1259514864165072,0.2812964982301075,GSE136831
IPF,SMC,TGFBR1,5,0.40397893547799624,0.15018035811720093,GSE136831
IPF,SMC,TGFBR2,5,0.6837869632659618,0.2307827433390309,GSE136831
IPF,SMC,TGFBR3,5,0.907414221439794,0.2749295028624734,GSE136831
IPF,SMC,TMED5,5,0.636809185414992,0.24131012506121294,GSE136831
IPF,SMC,TNF,5,0.010545745746235879,0.00677966101694914,GSE136831
IPF,SMC,TYRO3,5,0.01121793768685552,0.013662179605384439,GSE136831
IPF,SMC,VANGL2,5,0.01172140563096326,0.00338983050847456,GSE136831
IPF,SMC,VASN,5,0.35492014215961654,0.1736627191515702,GSE136831
IPF,SMC,VEGFA,5,0.07377227794915896,0.05057023945487408,GSE136831
IPF,SMC,WNT1,5,0.0,0.0,GSE136831
IPF,SMC,WNT10A,5,0.0,0.0,GSE136831
IPF,SMC,WNT10B,5,0.00391371051066094,0.0026315789473684197,GSE136831
IPF,SMC,WNT11,5,0.01069999826481664,0.00511396843950904,GSE136831
IPF,SMC,WNT16,5,0.0,0.0,GSE136831
IPF,SMC,WNT2,5,0.0018302950435610198,0.00172413793103448,GSE136831
IPF,SMC,WNT2B,5,0.05462055952270428,0.02870462034125304,GSE136831
IPF,SMC,WNT3,5,0.011626703375354281,0.00830167803798632,GSE136831
IPF,SMC,WNT3A,5,0.047874727871415855,0.028826130090178183,GSE136831
IPF,SMC,WNT4,5,0.0036916988459749405,0.00294117647058822,GSE136831
IPF,SMC,WNT5A,5,0.01904504230952388,0.00805514491009726,GSE136831
IPF,SMC,WNT5B,5,0.06819838455094887,0.025854187972298198,GSE136831
IPF,SMC,WNT6,5,0.0,0.0,GSE136831
IPF,SMC,WNT7A,5,0.0,0.0,GSE136831
IPF,SMC,WNT7B,5,0.01738013834204752,0.01124285450857456,GSE136831
IPF,SMC,WNT8A,5,0.0,0.0,GSE136831
IPF,SMC,WNT8B,5,0.01236132597127866,0.0069872958257713195,GSE136831
IPF,SMC,WNT9A,5,0.006494842261320119,0.00977928284113174,GSE136831
IPF,SMC,WNT9B,5,0.0,0.0,GSE136831
IPF,SMC,XCR1,5,0.0,0.0,GSE136831
IPF,T,ACKR1,24,0.02179624067273468,0.006338389753613737,GSE136831
IPF,T,ACKR2,24,0.004454261935133308,0.0010191381335838041,GSE136831
IPF,T,ACKR3,24,0.016226072596458297,0.004125549661283362,GSE136831
IPF,T,ACKR4,24,0.0011859795429635292,0.0004583823210494875,GSE136831
IPF,T,ACVR1,24,0.17841159651941388,0.04419111671474682,GSE136831
IPF,T,ACVR1B,24,0.09694438991481628,0.02299320240980783,GSE136831
IPF,T,ACVR1C,24,0.06795030577687992,0.016696260298974284,GSE136831
IPF,T,ACVRL1,24,0.0020337443045517333,0.0007098857329101335,GSE136831
IPF,T,ADGRA2,24,0.02969338862447174,0.006978289085185312,GSE136831
IPF,T,ADRA2A,24,0.0003886272132319791,0.00020325203252032499,GSE136831
IPF,T,ADRB2,24,0.0507088646379672,0.013518643811762793,GSE136831
IPF,T,ANTXR1,24,0.01989900048476105,0.005508209036244449,GSE136831
IPF,T,APCDD1,24,0.0014489569352794376,0.0006413716174779291,GSE136831
IPF,T,AREG,24,2.0163308811456453,0.2458029814318774,GSE136831
IPF,T,ATP6AP2,24,0.4773191508005011,0.1193751878962665,GSE136831
IPF,T,AVPR1A,24,0.0,0.0,GSE136831
IPF,T,CASP1,24,0.18961907174704637,0.04946177433783089,GSE136831
IPF,T,CAV1,24,0.020344052895375424,0.00596429613244085,GSE136831
IPF,T,CCL2,24,0.06300173320942033,0.017897553211960224,GSE136831
IPF,T,CCR1,24,0.0046328989559633335,0.0014700762167277127,GSE136831
IPF,T,CCR10,24,0.0063110323470216,0.0016103234891399335,GSE136831
IPF,T,CCR2,24,0.02543145243351691,0.007260517152713167,GSE136831
IPF,T,CCR3,24,0.01118656734669666,0.003761533697615379,GSE136831
IPF,T,CCR4,24,0.24545519126827717,0.06239059485025935,GSE136831
IPF,T,CCR5,24,0.03951812991152824,0.010648852958349192,GSE136831
IPF,T,CD36,24,0.10452080709996414,0.026022411873794133,GSE136831
IPF,T,CD4,24,0.6356804523918707,0.13694055076165454,GSE136831
IPF,T,CD44,24,9.963538467196082,0.7813912653261156,GSE136831
IPF,T,CD82,24,0.3208189089739984,0.07459591385785451,GSE136831
IPF,T,CD9,24,0.24670936258020762,0.06495694886627282,GSE136831
IPF,T,CSF1,24,0.08143585938585195,0.015741609347542502,GSE136831
IPF,T,CSF1R,24,0.02925339139450898,0.009417367911570492,GSE136831
IPF,T,CXCL1,24,0.0355187284449579,0.009140229499703587,GSE136831
IPF,T,CXCL12,24,0.002344810042210292,0.0007703172036449333,GSE136831
IPF,T,CXCL2,24,0.1414146659515294,0.036961480721991825,GSE136831
IPF,T,CXCR1,24,0.0,0.0,GSE136831
IPF,T,CXCR2,24,0.0020618085806619123,0.0003595542388645792,GSE136831
IPF,T,CXCR3,24,0.21670331641393895,0.055605554505135525,GSE136831
IPF,T,CXCR4,24,11.314264372712259,0.8212900452018647,GSE136831
IPF,T,DPP4,24,0.6955449959553835,0.1385413423728906,GSE136831
IPF,T,EGFR,24,0.011674507768022846,0.003162870658311612,GSE136831
IPF,T,ENG,24,0.09166137899811,0.024380427150782383,GSE136831
IPF,T,EPHA7,24,0.01764271132405833,0.005111285576188171,GSE136831
IPF,T,EPHB2,24,0.021710727284698556,0.006292336431784825,GSE136831
IPF,T,ERBB2,24,0.0193942917379886,0.00567301689742435,GSE136831
IPF,T,ERBB3,24,0.0302457560888377,0.006172124654621358,GSE136831
IPF,T,ERBB4,24,0.1959856123286345,0.050044901364611934,GSE136831
IPF,T,FGF10,24,0.0018612766707678625,0.0006468148900414625,GSE136831
IPF,T,FGF7,24,0.008939764594411866,0.0023233640561961207,GSE136831
IPF,T,FGFR1,24,0.26388961838749503,0.05169079952887565,GSE136831
IPF,T,FGFR2,24,0.02936981153562314,0.006816349161241604,GSE136831
IPF,T,FGFR3,24,0.004837481665229016,0.0010619910241707,GSE136831
IPF,T,FGFR4,24,0.003926450347697051,0.0011256212777978917,GSE136831
IPF,T,FGFRL1,24,0.02371394854258116,0.004958686604781571,GSE136831
IPF,T,FLT1,24,0.07353124789892626,0.0183906921024434,GSE136831
IPF,T,FZD1,24,0.0019294825140089334,0.00115129022293395,GSE136831
IPF,T,FZD10,24,0.0,0.0,GSE136831
IPF,T,FZD2,24,0.0006203261311751792,0.0002731402672192875,GSE136831
IPF,T,FZD3,24,0.047682827280357616,0.011105916457198063,GSE136831
IPF,T,FZD4,24,0.0030989163067372126,0.0013121527843665624,GSE136831
IPF,T,FZD5,24,0.0024371605409620706,0.0007992425915405083,GSE136831
IPF,T,FZD6,24,0.03741409929965854,0.00951503492766507,GSE136831
IPF,T,FZD7,24,0.0056048126361960375,0.0015704793556736794,GSE136831
IPF,T,FZD8,24,0.0016057809570870416,0.0005339276280904,GSE136831
IPF,T,FZD9,24,0.0,0.0,GSE136831
IPF,T,GPC1,24,0.003144313524295213,0.0011811726262497958,GSE136831
IPF,T,GRIN2B,24,0.034492991350511544,0.008234523256339542,GSE136831
IPF,T,GRM7,24,0.06516081849508419,0.015922240416485996,GSE136831
IPF,T,GSDMD,24,0.3451519954415993,0.09250845676644552,GSE136831
IPF,T,HBEGF,24,0.08265382974772312,0.024656791839315944,GSE136831
IPF,T,IL1A,24,0.00552608287223385,0.0014373940451448167,GSE136831
IPF,T,IL1B,24,0.03583952925008265,0.009211052425089834,GSE136831
IPF,T,IL1R1,24,0.14762188816769103,0.02755253946234207,GSE136831
IPF,T,IL1R2,24,0.049963708107987274,0.012443424655391175,GSE136831
IPF,T,IL1RAP,24,0.14740287089476914,0.03531338795707939,GSE136831
IPF,T,IL1RN,24,0.056743845365901525,0.013236495330487508,GSE136831
IPF,T,IL6,24,0.020301131835799312,0.00534449136753445,GSE136831
IPF,T,ITGA4,24,1.4664634265005383,0.26697606862196527,GSE136831
IPF,T,ITGA5,24,0.055103414062412655,0.01618890286610588,GSE136831
IPF,T,ITGA9,24,0.05086600334485777,0.01544404493243748,GSE136831
IPF,T,ITGAV,24,0.42064868071590755,0.09433699116329014,GSE136831
IPF,T,ITGB1,24,1.9524606339212989,0.3357088300190852,GSE136831
IPF,T,ITGB3,24,0.011892142472064188,0.002909174960136854,GSE136831
IPF,T,ITGB5,24,0.03518974051504317,0.01026632589792302,GSE136831
IPF,T,ITGB6,24,0.04959502117711804,0.014907076462564117,GSE136831
IPF,T,ITGB8,24,0.037318417573040503,0.01082814330765361,GSE136831
IPF,T,KDR,24,0.0018374233400761375,0.0006267263097345291,GSE136831
IPF,T,KLRG2,24,0.018069246135085225,0.004757755709728446,GSE136831
IPF,T,LDLR,24,0.7590813606505803,0.14994378506541928,GSE136831
IPF,T,LGR5,24,0.0060711327200301994,0.0015137540995239249,GSE136831
IPF,T,LPP,24,3.470948311198933,0.4845451238027442,GSE136831
IPF,T,LRP1,24,0.05114523357297766,0.014619783873644378,GSE136831
IPF,T,LRP2,24,0.011930646284217224,0.003018796099619983,GSE136831
IPF,T,LRP5,24,0.04698115135834113,0.013291892360970054,GSE136831
IPF,T,LRP6,24,0.04450621711734445,0.013605895714060658,GSE136831
IPF,T,MCAM,24,0.10387456926196424,0.02490168841712354,GSE136831
IPF,T,MUSK,24,0.0051477612294984045,0.0015461204585790625,GSE136831
IPF,T,NLRP3,24,0.4372320854655453,0.08218187898430264,GSE136831
IPF,T,NOTCH1,24,0.26944500717844966,0.06180510178962692,GSE136831
IPF,T,NRP1,24,0.04789894302579314,0.012487383412827032,GSE136831
IPF,T,NRP2,24,0.01610399439235205,0.005434892129285883,GSE136831
IPF,T,PRLR,24,0.012749169414068203,0.0034760783668926626,GSE136831
IPF,T,PTK7,24,0.04193206560822149,0.010455406914579064,GSE136831
IPF,T,PTPRK,24,0.13053669937514503,0.030280984648685737,GSE136831
IPF,T,PYCARD,24,0.28259740826851004,0.08055758821498256,GSE136831
IPF,T,RECK,24,0.17744824691853112,0.046903746969771426,GSE136831
IPF,T,RET,24,0.0,0.0,GSE136831
IPF,T,ROR1,24,0.02774376177041216,0.008831978621376095,GSE136831
IPF,T,ROR2,24,0.08491890497657921,0.022303472157134685,GSE136831
IPF,T,RYK,24,0.3073556800831676,0.07085167809779704,GSE136831
IPF,T,SDC2,24,0.13850560153395206,0.03481827246077291,GSE136831
IPF,T,SDC4,24,0.15795102231292016,0.03415126816764929,GSE136831
IPF,T,SIGIRR,24,0.39086191246649565,0.09620946383321453,GSE136831
IPF,T,SIRPA,24,0.037036031862138406,0.011874492384102068,GSE136831
IPF,T,SMO,24,0.02222282682061039,0.006116881584100792,GSE136831
IPF,T,SPP1,24,0.46311734418505446,0.10101598299388516,GSE136831
IPF,T,TGFB1,24,6.244625134818797,0.5241446993220293,GSE136831
IPF,T,TGFBR1,24,0.23977800385296474,0.04780287084899812,GSE136831
IPF,T,TGFBR2,24,3.8655215980805253,0.5031239078617344,GSE136831
IPF,T,TGFBR3,24,1.243199136318005,0.2115810569805726,GSE136831
IPF,T,TMED5,24,0.827969930209838,0.17779027634769817,GSE136831
IPF,T,TNF,24,0.827387173169198,0.1251208531812117,GSE136831
IPF,T,TYRO3,24,0.01664144224234374,0.0037880446165944252,GSE136831
IPF,T,VANGL2,24,0.0007156202122822125,0.00025000523963076665,GSE136831
IPF,T,VASN,24,0.02768944264453424,0.008230673942150326,GSE136831
IPF,T,VEGFA,24,0.03396483976349337,0.009170266516810808,GSE136831
IPF,T,WNT1,24,0.0012594799148862082,0.0006285746377218375,GSE136831
IPF,T,WNT10A,24,0.01823727145222211,0.005856014247137425,GSE136831
IPF,T,WNT10B,24,0.012663699840956458,0.003453758480677617,GSE136831
IPF,T,WNT11,24,0.0017693476453786293,0.00051042955002065,GSE136831
IPF,T,WNT16,24,0.0,0.0,GSE136831
IPF,T,WNT2,24,0.0027991362201957998,0.0008738170159357083,GSE136831
IPF,T,WNT2B,24,0.022982389144288722,0.0067534785661863715,GSE136831
IPF,T,WNT3,24,0.017865983499843717,0.005535750086022925,GSE136831
IPF,T,WNT3A,24,0.008191928829469983,0.0024084932358599503,GSE136831
IPF,T,WNT4,24,0.011263531001938568,0.002579323684195296,GSE136831
IPF,T,WNT5A,24,0.0029740825326776328,0.0009578049999332334,GSE136831
IPF,T,WNT5B,24,0.09671302259036269,0.02504896269572575,GSE136831
IPF,T,WNT6,24,0.009761351147824436,0.00112778700265565,GSE136831
IPF,T,WNT7A,24,0.045025092336954085,0.012559976515409153,GSE136831
IPF,T,WNT7B,24,0.002664860762622529,0.0009054097861392958,GSE136831
IPF,T,WNT8A,24,0.004430022195140204,0.0010907855779380999,GSE136831
IPF,T,WNT8B,24,0.006767093971823876,0.0019321493865712416,GSE136831
IPF,T,WNT9A,24,0.018176290138424138,0.005030401204849425,GSE136831
IPF,T,WNT9B,24,0.012174246083327213,0.003216801865757809,GSE136831
IPF,T,XCR1,24,0.005299919628888366,0.001090133731271571,GSE136831
IPF,T_Cytotoxic,ACKR1,28,0.006819478523215711,0.0022641798481408963,GSE136831
IPF,T_Cytotoxic,ACKR2,28,0.0036805127568307608,0.001470446319973475,GSE136831
IPF,T_Cytotoxic,ACKR3,28,0.01359997224700889,0.004320734157903476,GSE136831
IPF,T_Cytotoxic,ACKR4,28,0.0009184240069573428,0.00034392971701140715,GSE136831
IPF,T_Cytotoxic,ACVR1,28,0.11897569151317389,0.029634591697689616,GSE136831
IPF,T_Cytotoxic,ACVR1B,28,0.06365655783238806,0.015727329909045542,GSE136831
IPF,T_Cytotoxic,ACVR1C,28,0.055932913925054846,0.012934606934253624,GSE136831
IPF,T_Cytotoxic,ACVRL1,28,0.005692906463882585,0.0021123352663201538,GSE136831
IPF,T_Cytotoxic,ADGRA2,28,0.012961070616348493,0.004392070342514967,GSE136831
IPF,T_Cytotoxic,ADRA2A,28,0.0,0.0,GSE136831
IPF,T_Cytotoxic,ADRB2,28,0.20871306980798954,0.05299110089406566,GSE136831
IPF,T_Cytotoxic,ANTXR1,28,0.010788280356249494,0.0030076318921349785,GSE136831
IPF,T_Cytotoxic,APCDD1,28,0.0011085625153206,0.00024810925951825,GSE136831
IPF,T_Cytotoxic,AREG,28,2.218857241103739,0.23320594218294602,GSE136831
IPF,T_Cytotoxic,ATP6AP2,28,0.5177171399593342,0.13448624134674592,GSE136831
IPF,T_Cytotoxic,AVPR1A,28,0.0017857946050488748,0.0006067993249701143,GSE136831
IPF,T_Cytotoxic,CASP1,28,0.302483884469923,0.07829855468189013,GSE136831
IPF,T_Cytotoxic,CAV1,28,0.029043984462561536,0.006881262475270346,GSE136831
IPF,T_Cytotoxic,CCL2,28,0.07953080470304486,0.020425428670211156,GSE136831
IPF,T_Cytotoxic,CCR1,28,0.037497992508116966,0.009272299050159428,GSE136831
IPF,T_Cytotoxic,CCR10,28,0.0031990463976114716,0.0005741481833147929,GSE136831
IPF,T_Cytotoxic,CCR2,28,0.022268974457760275,0.005511850478720646,GSE136831
IPF,T_Cytotoxic,CCR3,28,0.0257553338508659,0.006614826567692378,GSE136831
IPF,T_Cytotoxic,CCR4,28,0.023908802091280573,0.005597433756799221,GSE136831
IPF,T_Cytotoxic,CCR5,28,0.07820753351767448,0.019178031933430092,GSE136831
IPF,T_Cytotoxic,CD36,28,0.0989459243956775,0.028123606548627382,GSE136831
IPF,T_Cytotoxic,CD4,28,0.11413489326229116,0.02420126098848182,GSE136831
IPF,T_Cytotoxic,CD44,28,9.154630431192333,0.7486326761690221,GSE136831
IPF,T_Cytotoxic,CD82,28,0.25127884010007506,0.061121937094942125,GSE136831
IPF,T_Cytotoxic,CD9,28,0.29086531899912815,0.07622501976426647,GSE136831
IPF,T_Cytotoxic,CSF1,28,0.17052740012480003,0.036259970598929554,GSE136831
IPF,T_Cytotoxic,CSF1R,28,0.02423807051671231,0.007584859192614854,GSE136831
IPF,T_Cytotoxic,CXCL1,28,0.031671151458326746,0.00797027709946421,GSE136831
IPF,T_Cytotoxic,CXCL12,28,0.0029769237483866,0.0006723878931157714,GSE136831
IPF,T_Cytotoxic,CXCL2,28,0.13561716964288353,0.03273670968912844,GSE136831
IPF,T_Cytotoxic,CXCR1,28,0.005326526252054121,0.0016796374479262285,GSE136831
IPF,T_Cytotoxic,CXCR2,28,0.01435990896978068,0.0033624020521025753,GSE136831
IPF,T_Cytotoxic,CXCR3,28,0.32346645092013127,0.08151503087664684,GSE136831
IPF,T_Cytotoxic,CXCR4,28,11.542044625252547,0.8235435808124876,GSE136831
IPF,T_Cytotoxic,DPP4,28,0.15261925863784073,0.035387936612035195,GSE136831
IPF,T_Cytotoxic,EGFR,28,0.015303246966690633,0.003092983889293793,GSE136831
IPF,T_Cytotoxic,ENG,28,0.10664503672403233,0.02935296072426405,GSE136831
IPF,T_Cytotoxic,EPHA7,28,0.012686900249457967,0.0036898749068259287,GSE136831
IPF,T_Cytotoxic,EPHB2,28,0.019828807607420455,0.005296506199059336,GSE136831
IPF,T_Cytotoxic,ERBB2,28,0.028891939244534568,0.007033761492646971,GSE136831
IPF,T_Cytotoxic,ERBB3,28,0.024019192011355932,0.005433809370582754,GSE136831
IPF,T_Cytotoxic,ERBB4,28,0.13757319212899247,0.037882676232357526,GSE136831
IPF,T_Cytotoxic,FGF10,28,0.0013851638304863106,0.0004303250029584821,GSE136831
IPF,T_Cytotoxic,FGF7,28,0.008292878656632217,0.0025614043811430787,GSE136831
IPF,T_Cytotoxic,FGFR1,28,0.2801868945552656,0.058960361184717903,GSE136831
IPF,T_Cytotoxic,FGFR2,28,0.029869734290599533,0.00880753192193486,GSE136831
IPF,T_Cytotoxic,FGFR3,28,0.0028160458882000782,0.0009168310913053321,GSE136831
IPF,T_Cytotoxic,FGFR4,28,0.000351954809694575,0.0004194811727507893,GSE136831
IPF,T_Cytotoxic,FGFRL1,28,0.019710957888107655,0.006043197463558021,GSE136831
IPF,T_Cytotoxic,FLT1,28,0.045228168881043085,0.011547305175133292,GSE136831
IPF,T_Cytotoxic,FZD1,28,0.000158894420250825,6.589351607801786e-05,GSE136831
IPF,T_Cytotoxic,FZD10,28,0.0,0.0,GSE136831
IPF,T_Cytotoxic,FZD2,28,0.0027943701266184965,0.0005580357142857143,GSE136831
IPF,T_Cytotoxic,FZD3,28,0.04762674479876628,0.012677180365130497,GSE136831
IPF,T_Cytotoxic,FZD4,28,0.004127534801411792,0.001027383417671907,GSE136831
IPF,T_Cytotoxic,FZD5,28,0.011982701558523032,0.002536889975792239,GSE136831
IPF,T_Cytotoxic,FZD6,28,0.028257961195387756,0.006983078185076747,GSE136831
IPF,T_Cytotoxic,FZD7,28,0.0053482044027544995,0.001308821369901168,GSE136831
IPF,T_Cytotoxic,FZD8,28,4.1333280691264284e-05,6.589351607801786e-05,GSE136831
IPF,T_Cytotoxic,FZD9,28,0.0,0.0,GSE136831
IPF,T_Cytotoxic,GPC1,28,0.002968049215795975,0.0007882468029254071,GSE136831
IPF,T_Cytotoxic,GRIN2B,28,0.02211204728003246,0.00654528770655875,GSE136831
IPF,T_Cytotoxic,GRM7,28,0.049368344181181516,0.012465946476371725,GSE136831
IPF,T_Cytotoxic,GSDMD,28,0.44899448848344947,0.11645504142114517,GSE136831
IPF,T_Cytotoxic,HBEGF,28,0.04960795593314734,0.013897279301911121,GSE136831
IPF,T_Cytotoxic,IL1A,28,0.0051797527240475035,0.002135859259982325,GSE136831
