unit_id,gsm,patient,histology,uncertainty_cutoff,label,compartment,lineage,cells,full_library_sum,panel_gene_coverage
GSM9237924_unc30_34,GSM9237924,9,LUAD,0.3,Peribronchial fibroblasts,Stroma,Fibroblast lineage,12,24073,0.8655
GSM9237924_unc30_35,GSM9237924,9,LUAD,0.3,Pericytes,Stroma,Fibroblast lineage,22,76980,0.8655
GSM9237924_unc30_36,GSM9237924,9,LUAD,0.3,Plasma cells,Immune,Lymphoid,183,801974,0.8655
GSM9237924_unc30_37,GSM9237924,9,LUAD,0.3,Plasmacytoid DCs,Immune,Myeloid,1,1150,0.8655
GSM9237924_unc30_38,GSM9237924,9,LUAD,0.3,SM activated stress response,Stroma,Smooth muscle,2,3091,0.8655
GSM9237924_unc30_39,GSM9237924,9,LUAD,0.3,SMG duct,Epithelial,Submucosal Gland,3,5617,0.8655
GSM9237924_unc30_40,GSM9237924,9,LUAD,0.3,SMG mucous,Epithelial,Submucosal Gland,10,41508,0.8655
GSM9237924_unc30_41,GSM9237924,9,LUAD,0.3,SMG serous (bronchial),Epithelial,Submucosal Gland,66,499002,0.8655
GSM9237924_unc30_42,GSM9237924,9,LUAD,0.3,SMG serous (nasal),Epithelial,Submucosal Gland,3,24149,0.8655
GSM9237924_unc30_43,GSM9237924,9,LUAD,0.3,Smooth muscle,Stroma,Smooth muscle,20,39482,0.8655
GSM9237924_unc30_44,GSM9237924,9,LUAD,0.3,Suprabasal,Epithelial,Airway epithelium,10,50613,0.8655
GSM9237924_unc30_45,GSM9237924,9,LUAD,0.3,T cells proliferating,Immune,Lymphoid,1,9435,0.8655
GSM9237924_unc30_46,GSM9237924,9,LUAD,0.3,pre-TB secretory,Epithelial,Airway epithelium,16,51454,0.8655
GSM9237925_unc20_0,GSM9237925,10,normal,0.2,AT1,Epithelial,Alveolar epithelium,141,268286,0.8655
GSM9237925_unc20_1,GSM9237925,10,normal,0.2,AT2,Epithelial,Alveolar epithelium,176,410176,0.8655
GSM9237925_unc20_2,GSM9237925,10,normal,0.2,Adventitial fibroblasts,Stroma,Fibroblast lineage,2,6406,0.8655
GSM9237925_unc20_3,GSM9237925,10,normal,0.2,Alveolar fibroblasts,Stroma,Fibroblast lineage,100,189621,0.8655
GSM9237925_unc20_4,GSM9237925,10,normal,0.2,Alveolar macrophages,Immune,Myeloid,5,34479,0.8655
GSM9237925_unc20_5,GSM9237925,10,normal,0.2,Basal resting,Epithelial,Airway epithelium,10,17670,0.8655
GSM9237925_unc20_6,GSM9237925,10,normal,0.2,CD4 T cells,Immune,Lymphoid,8,14516,0.8655
GSM9237925_unc20_7,GSM9237925,10,normal,0.2,Classical monocytes,Immune,Myeloid,5,8234,0.8655
GSM9237925_unc20_8,GSM9237925,10,normal,0.2,EC aerocyte capillary,Endothelial,Blood vessels,30,40069,0.8655
GSM9237925_unc20_9,GSM9237925,10,normal,0.2,EC arterial,Endothelial,Blood vessels,5,6215,0.8655
GSM9237925_unc20_10,GSM9237925,10,normal,0.2,EC general capillary,Endothelial,Blood vessels,2,2922,0.8655
GSM9237925_unc20_11,GSM9237925,10,normal,0.2,EC venous pulmonary,Endothelial,Blood vessels,5,7019,0.8655
GSM9237925_unc20_12,GSM9237925,10,normal,0.2,EC venous systemic,Endothelial,Blood vessels,3,3803,0.8655
GSM9237925_unc20_13,GSM9237925,10,normal,0.2,Goblet (nasal),Epithelial,Airway epithelium,2,10149,0.8655
GSM9237925_unc20_14,GSM9237925,10,normal,0.2,Interstitial Mph perivascular,Immune,Myeloid,1,1452,0.8655
GSM9237925_unc20_15,GSM9237925,10,normal,0.2,Lymphatic EC differentiating,Endothelial,Lymphatic EC,6,8610,0.8655
GSM9237925_unc20_16,GSM9237925,10,normal,0.2,Mast cells,Immune,Myeloid,8,10279,0.8655
GSM9237925_unc20_17,GSM9237925,10,normal,0.2,Migratory DCs,Immune,Myeloid,1,1705,0.8655
GSM9237925_unc20_18,GSM9237925,10,normal,0.2,Monocyte-derived Mph,Immune,Myeloid,18,81549,0.8655
GSM9237925_unc20_19,GSM9237925,10,normal,0.2,Multiciliated (non-nasal),Epithelial,Airway epithelium,89,410689,0.8655
GSM9237925_unc20_20,GSM9237925,10,normal,0.2,Non-classical monocytes,Immune,Myeloid,4,6533,0.8655
GSM9237925_unc20_21,GSM9237925,10,normal,0.2,Pericytes,Stroma,Fibroblast lineage,11,16138,0.8655
GSM9237925_unc20_22,GSM9237925,10,normal,0.2,Plasma cells,Immune,Lymphoid,17,59580,0.8655
GSM9237925_unc20_23,GSM9237925,10,normal,0.2,Plasmacytoid DCs,Immune,Myeloid,3,5060,0.8655
GSM9237925_unc20_24,GSM9237925,10,normal,0.2,SM activated stress response,Stroma,Smooth muscle,2,3072,0.8655
GSM9237925_unc20_25,GSM9237925,10,normal,0.2,pre-TB secretory,Epithelial,Airway epithelium,24,52076,0.8655
GSM9237925_unc30_0,GSM9237925,10,normal,0.3,AT0,Epithelial,Airway epithelium,1,2440,0.8655
GSM9237925_unc30_1,GSM9237925,10,normal,0.3,AT1,Epithelial,Alveolar epithelium,151,287256,0.8655
GSM9237925_unc30_2,GSM9237925,10,normal,0.3,AT2,Epithelial,Alveolar epithelium,182,418471,0.8655
GSM9237925_unc30_3,GSM9237925,10,normal,0.3,Adventitial fibroblasts,Stroma,Fibroblast lineage,3,7628,0.8655
GSM9237925_unc30_4,GSM9237925,10,normal,0.3,Alveolar fibroblasts,Stroma,Fibroblast lineage,113,222734,0.8655
GSM9237925_unc30_5,GSM9237925,10,normal,0.3,Alveolar macrophages,Immune,Myeloid,12,65976,0.8655
GSM9237925_unc30_6,GSM9237925,10,normal,0.3,Basal resting,Epithelial,Airway epithelium,17,33793,0.8655
GSM9237925_unc30_7,GSM9237925,10,normal,0.3,CD4 T cells,Immune,Lymphoid,10,16676,0.8655
GSM9237925_unc30_8,GSM9237925,10,normal,0.3,CD8 T cells,Immune,Lymphoid,1,1048,0.8655
GSM9237925_unc30_9,GSM9237925,10,normal,0.3,Classical monocytes,Immune,Myeloid,8,12650,0.8655
GSM9237925_unc30_10,GSM9237925,10,normal,0.3,EC aerocyte capillary,Endothelial,Blood vessels,34,48333,0.8655
GSM9237925_unc30_11,GSM9237925,10,normal,0.3,EC arterial,Endothelial,Blood vessels,5,6215,0.8655
GSM9237925_unc30_12,GSM9237925,10,normal,0.3,EC general capillary,Endothelial,Blood vessels,5,7389,0.8655
GSM9237925_unc30_13,GSM9237925,10,normal,0.3,EC venous pulmonary,Endothelial,Blood vessels,5,7019,0.8655
GSM9237925_unc30_14,GSM9237925,10,normal,0.3,EC venous systemic,Endothelial,Blood vessels,5,11246,0.8655
GSM9237925_unc30_15,GSM9237925,10,normal,0.3,Goblet (nasal),Epithelial,Airway epithelium,2,10149,0.8655
GSM9237925_unc30_16,GSM9237925,10,normal,0.3,Interstitial Mph perivascular,Immune,Myeloid,1,1452,0.8655
GSM9237925_unc30_17,GSM9237925,10,normal,0.3,Lymphatic EC differentiating,Endothelial,Lymphatic EC,6,8610,0.8655
GSM9237925_unc30_18,GSM9237925,10,normal,0.3,Mast cells,Immune,Myeloid,10,12707,0.8655
GSM9237925_unc30_19,GSM9237925,10,normal,0.3,Migratory DCs,Immune,Myeloid,1,1705,0.8655
GSM9237925_unc30_20,GSM9237925,10,normal,0.3,Monocyte-derived Mph,Immune,Myeloid,32,158075,0.8655
GSM9237925_unc30_21,GSM9237925,10,normal,0.3,Multiciliated (non-nasal),Epithelial,Airway epithelium,97,439837,0.8655
GSM9237925_unc30_22,GSM9237925,10,normal,0.3,Myofibroblasts,Stroma,Fibroblast lineage,1,1213,0.8655
GSM9237925_unc30_23,GSM9237925,10,normal,0.3,NK cells,Immune,Lymphoid,1,1513,0.8655
GSM9237925_unc30_24,GSM9237925,10,normal,0.3,Non-classical monocytes,Immune,Myeloid,5,7573,0.8655
GSM9237925_unc30_25,GSM9237925,10,normal,0.3,Pericytes,Stroma,Fibroblast lineage,11,16138,0.8655
GSM9237925_unc30_26,GSM9237925,10,normal,0.3,Plasma cells,Immune,Lymphoid,20,65431,0.8655
GSM9237925_unc30_27,GSM9237925,10,normal,0.3,Plasmacytoid DCs,Immune,Myeloid,3,5060,0.8655
GSM9237925_unc30_28,GSM9237925,10,normal,0.3,SM activated stress response,Stroma,Smooth muscle,2,3072,0.8655
GSM9237925_unc30_29,GSM9237925,10,normal,0.3,Smooth muscle,Stroma,Smooth muscle,1,1067,0.8655
GSM9237925_unc30_30,GSM9237925,10,normal,0.3,Suprabasal,Epithelial,Airway epithelium,1,1583,0.8655
GSM9237925_unc30_31,GSM9237925,10,normal,0.3,pre-TB secretory,Epithelial,Airway epithelium,42,99869,0.8655
GSM9237926_unc20_0,GSM9237926,10,MIA,0.2,AT0,Epithelial,Airway epithelium,2,8080,0.8655
GSM9237926_unc20_1,GSM9237926,10,MIA,0.2,AT1,Epithelial,Alveolar epithelium,257,553988,0.8655
GSM9237926_unc20_2,GSM9237926,10,MIA,0.2,AT2,Epithelial,Alveolar epithelium,450,2033686,0.8655
GSM9237926_unc20_3,GSM9237926,10,MIA,0.2,AT2 proliferating,Epithelial,Alveolar epithelium,1,5398,0.8655
GSM9237926_unc20_4,GSM9237926,10,MIA,0.2,Adventitial fibroblasts,Stroma,Fibroblast lineage,1,1456,0.8655
GSM9237926_unc20_5,GSM9237926,10,MIA,0.2,Alveolar fibroblasts,Stroma,Fibroblast lineage,279,453193,0.8655
GSM9237926_unc20_6,GSM9237926,10,MIA,0.2,Alveolar macrophages,Immune,Myeloid,27,181841,0.8655
GSM9237926_unc20_7,GSM9237926,10,MIA,0.2,B cells,Immune,Lymphoid,12,21763,0.8655
GSM9237926_unc20_8,GSM9237926,10,MIA,0.2,Basal resting,Epithelial,Airway epithelium,15,23738,0.8655
GSM9237926_unc20_9,GSM9237926,10,MIA,0.2,CD4 T cells,Immune,Lymphoid,30,38835,0.8655
GSM9237926_unc20_10,GSM9237926,10,MIA,0.2,CD8 T cells,Immune,Lymphoid,13,17456,0.8655
GSM9237926_unc20_11,GSM9237926,10,MIA,0.2,Classical monocytes,Immune,Myeloid,23,46859,0.8655
GSM9237926_unc20_12,GSM9237926,10,MIA,0.2,DC2,Immune,Myeloid,1,1451,0.8655
GSM9237926_unc20_13,GSM9237926,10,MIA,0.2,EC aerocyte capillary,Endothelial,Blood vessels,58,94070,0.8655
GSM9237926_unc20_14,GSM9237926,10,MIA,0.2,EC arterial,Endothelial,Blood vessels,20,30661,0.8655
GSM9237926_unc20_15,GSM9237926,10,MIA,0.2,EC general capillary,Endothelial,Blood vessels,13,15296,0.8655
GSM9237926_unc20_16,GSM9237926,10,MIA,0.2,EC venous pulmonary,Endothelial,Blood vessels,5,8235,0.8655
GSM9237926_unc20_17,GSM9237926,10,MIA,0.2,EC venous systemic,Endothelial,Blood vessels,6,11267,0.8655
GSM9237926_unc20_18,GSM9237926,10,MIA,0.2,Goblet (nasal),Epithelial,Airway epithelium,1,1273,0.8655
GSM9237926_unc20_19,GSM9237926,10,MIA,0.2,Interstitial Mph perivascular,Immune,Myeloid,7,11901,0.8655
GSM9237926_unc20_20,GSM9237926,10,MIA,0.2,Lymphatic EC differentiating,Endothelial,Lymphatic EC,6,7071,0.8655
GSM9237926_unc20_21,GSM9237926,10,MIA,0.2,Mast cells,Immune,Myeloid,22,34744,0.8655
GSM9237926_unc20_22,GSM9237926,10,MIA,0.2,Migratory DCs,Immune,Myeloid,3,5049,0.8655
GSM9237926_unc20_23,GSM9237926,10,MIA,0.2,Monocyte-derived Mph,Immune,Myeloid,4,7675,0.8655
GSM9237926_unc20_24,GSM9237926,10,MIA,0.2,Multiciliated (non-nasal),Epithelial,Airway epithelium,82,468008,0.8655
GSM9237926_unc20_25,GSM9237926,10,MIA,0.2,Myofibroblasts,Stroma,Fibroblast lineage,3,3836,0.8655
GSM9237926_unc20_26,GSM9237926,10,MIA,0.2,NK cells,Immune,Lymphoid,7,12001,0.8655
GSM9237926_unc20_27,GSM9237926,10,MIA,0.2,Non-classical monocytes,Immune,Myeloid,29,55758,0.8655
GSM9237926_unc20_28,GSM9237926,10,MIA,0.2,Peribronchial fibroblasts,Stroma,Fibroblast lineage,1,3402,0.8655
GSM9237926_unc20_29,GSM9237926,10,MIA,0.2,Pericytes,Stroma,Fibroblast lineage,23,33921,0.8655
GSM9237926_unc20_30,GSM9237926,10,MIA,0.2,Plasma cells,Immune,Lymphoid,145,655503,0.8655
GSM9237926_unc20_31,GSM9237926,10,MIA,0.2,Plasmacytoid DCs,Immune,Myeloid,6,10459,0.8655
GSM9237926_unc20_32,GSM9237926,10,MIA,0.2,Smooth muscle,Stroma,Smooth muscle,5,9511,0.8655
GSM9237926_unc20_33,GSM9237926,10,MIA,0.2,Suprabasal,Epithelial,Airway epithelium,2,19149,0.8655
GSM9237926_unc20_34,GSM9237926,10,MIA,0.2,pre-TB secretory,Epithelial,Airway epithelium,20,52818,0.8655
GSM9237926_unc30_0,GSM9237926,10,MIA,0.3,AT0,Epithelial,Airway epithelium,3,9236,0.8655
GSM9237926_unc30_1,GSM9237926,10,MIA,0.3,AT1,Epithelial,Alveolar epithelium,267,573387,0.8655
GSM9237926_unc30_2,GSM9237926,10,MIA,0.3,AT2,Epithelial,Alveolar epithelium,479,2209732,0.8655
GSM9237926_unc30_3,GSM9237926,10,MIA,0.3,AT2 proliferating,Epithelial,Alveolar epithelium,1,5398,0.8655
GSM9237926_unc30_4,GSM9237926,10,MIA,0.3,Adventitial fibroblasts,Stroma,Fibroblast lineage,2,5791,0.8655
GSM9237926_unc30_5,GSM9237926,10,MIA,0.3,Alveolar fibroblasts,Stroma,Fibroblast lineage,305,502892,0.8655
GSM9237926_unc30_6,GSM9237926,10,MIA,0.3,Alveolar macrophages,Immune,Myeloid,39,262318,0.8655
GSM9237926_unc30_7,GSM9237926,10,MIA,0.3,B cells,Immune,Lymphoid,12,21763,0.8655
GSM9237926_unc30_8,GSM9237926,10,MIA,0.3,Basal resting,Epithelial,Airway epithelium,18,31770,0.8655
GSM9237926_unc30_9,GSM9237926,10,MIA,0.3,CD4 T cells,Immune,Lymphoid,36,45664,0.8655
GSM9237926_unc30_10,GSM9237926,10,MIA,0.3,CD8 T cells,Immune,Lymphoid,16,20866,0.8655
GSM9237926_unc30_11,GSM9237926,10,MIA,0.3,Classical monocytes,Immune,Myeloid,24,48520,0.8655
GSM9237926_unc30_12,GSM9237926,10,MIA,0.3,DC2,Immune,Myeloid,4,10963,0.8655
GSM9237926_unc30_13,GSM9237926,10,MIA,0.3,EC aerocyte capillary,Endothelial,Blood vessels,60,96378,0.8655
GSM9237926_unc30_14,GSM9237926,10,MIA,0.3,EC arterial,Endothelial,Blood vessels,20,30661,0.8655
GSM9237926_unc30_15,GSM9237926,10,MIA,0.3,EC general capillary,Endothelial,Blood vessels,16,19986,0.8655
GSM9237926_unc30_16,GSM9237926,10,MIA,0.3,EC venous pulmonary,Endothelial,Blood vessels,6,10873,0.8655
GSM9237926_unc30_17,GSM9237926,10,MIA,0.3,EC venous systemic,Endothelial,Blood vessels,11,19241,0.8655
GSM9237926_unc30_18,GSM9237926,10,MIA,0.3,Goblet (nasal),Epithelial,Airway epithelium,1,1273,0.8655
GSM9237926_unc30_19,GSM9237926,10,MIA,0.3,Interstitial Mph perivascular,Immune,Myeloid,12,19243,0.8655
GSM9237926_unc30_20,GSM9237926,10,MIA,0.3,Lymphatic EC differentiating,Endothelial,Lymphatic EC,7,8906,0.8655
GSM9237926_unc30_21,GSM9237926,10,MIA,0.3,Mast cells,Immune,Myeloid,23,37234,0.8655
GSM9237926_unc30_22,GSM9237926,10,MIA,0.3,Migratory DCs,Immune,Myeloid,4,6393,0.8655
GSM9237926_unc30_23,GSM9237926,10,MIA,0.3,Monocyte-derived Mph,Immune,Myeloid,13,53448,0.8655
GSM9237926_unc30_24,GSM9237926,10,MIA,0.3,Multiciliated (non-nasal),Epithelial,Airway epithelium,86,474094,0.8655
GSM9237926_unc30_25,GSM9237926,10,MIA,0.3,Myofibroblasts,Stroma,Fibroblast lineage,6,7683,0.8655
GSM9237926_unc30_26,GSM9237926,10,MIA,0.3,NK cells,Immune,Lymphoid,11,19771,0.8655
GSM9237926_unc30_27,GSM9237926,10,MIA,0.3,Non-classical monocytes,Immune,Myeloid,30,57745,0.8655
GSM9237926_unc30_28,GSM9237926,10,MIA,0.3,Peribronchial fibroblasts,Stroma,Fibroblast lineage,2,6351,0.8655
GSM9237926_unc30_29,GSM9237926,10,MIA,0.3,Pericytes,Stroma,Fibroblast lineage,25,39908,0.8655
GSM9237926_unc30_30,GSM9237926,10,MIA,0.3,Plasma cells,Immune,Lymphoid,150,670538,0.8655
GSM9237926_unc30_31,GSM9237926,10,MIA,0.3,Plasmacytoid DCs,Immune,Myeloid,6,10459,0.8655
GSM9237926_unc30_32,GSM9237926,10,MIA,0.3,SM activated stress response,Stroma,Smooth muscle,1,1298,0.8655
GSM9237926_unc30_33,GSM9237926,10,MIA,0.3,Smooth muscle,Stroma,Smooth muscle,6,10676,0.8655
GSM9237926_unc30_34,GSM9237926,10,MIA,0.3,Suprabasal,Epithelial,Airway epithelium,2,19149,0.8655
GSM9237926_unc30_35,GSM9237926,10,MIA,0.3,T cells proliferating,Immune,Lymphoid,1,1426,0.8655
GSM9237926_unc30_36,GSM9237926,10,MIA,0.3,pre-TB secretory,Epithelial,Airway epithelium,34,104798,0.8655
GSM9237927_unc20_0,GSM9237927,10,LUAD,0.2,AT0,Epithelial,Airway epithelium,6,22413,0.8655
GSM9237927_unc20_1,GSM9237927,10,LUAD,0.2,AT1,Epithelial,Alveolar epithelium,498,1290382,0.8655
GSM9237927_unc20_2,GSM9237927,10,LUAD,0.2,AT2,Epithelial,Alveolar epithelium,774,2818939,0.8655
GSM9237927_unc20_3,GSM9237927,10,LUAD,0.2,AT2 proliferating,Epithelial,Alveolar epithelium,7,276945,0.8655
GSM9237927_unc20_4,GSM9237927,10,LUAD,0.2,Adventitial fibroblasts,Stroma,Fibroblast lineage,23,59739,0.8655
GSM9237927_unc20_5,GSM9237927,10,LUAD,0.2,Alveolar fibroblasts,Stroma,Fibroblast lineage,514,1228852,0.8655
GSM9237927_unc20_6,GSM9237927,10,LUAD,0.2,Alveolar macrophages,Immune,Myeloid,138,1590772,0.8655
GSM9237927_unc20_7,GSM9237927,10,LUAD,0.2,B cells,Immune,Lymphoid,654,961429,0.8655
GSM9237927_unc20_8,GSM9237927,10,LUAD,0.2,Basal resting,Epithelial,Airway epithelium,40,86281,0.8655
GSM9237927_unc20_9,GSM9237927,10,LUAD,0.2,CD4 T cells,Immune,Lymphoid,826,1345780,0.8655
GSM9237927_unc20_10,GSM9237927,10,LUAD,0.2,CD8 T cells,Immune,Lymphoid,807,1166362,0.8655
GSM9237927_unc20_11,GSM9237927,10,LUAD,0.2,Classical monocytes,Immune,Myeloid,23,66124,0.8655
GSM9237927_unc20_12,GSM9237927,10,LUAD,0.2,Deuterosomal,Epithelial,Airway epithelium,1,1321,0.8655
GSM9237927_unc20_13,GSM9237927,10,LUAD,0.2,EC aerocyte capillary,Endothelial,Blood vessels,117,185444,0.8655
GSM9237927_unc20_14,GSM9237927,10,LUAD,0.2,EC arterial,Endothelial,Blood vessels,58,131846,0.8655
GSM9237927_unc20_15,GSM9237927,10,LUAD,0.2,EC general capillary,Endothelial,Blood vessels,20,25745,0.8655
GSM9237927_unc20_16,GSM9237927,10,LUAD,0.2,EC venous pulmonary,Endothelial,Blood vessels,54,108986,0.8655
GSM9237927_unc20_17,GSM9237927,10,LUAD,0.2,EC venous systemic,Endothelial,Blood vessels,12,33711,0.8655
GSM9237927_unc20_18,GSM9237927,10,LUAD,0.2,Goblet (nasal),Epithelial,Airway epithelium,270,4424920,0.8655
GSM9237927_unc20_19,GSM9237927,10,LUAD,0.2,Interstitial Mph perivascular,Immune,Myeloid,34,66071,0.8655
GSM9237927_unc20_20,GSM9237927,10,LUAD,0.2,Ionocyte,Epithelial,Airway epithelium,1,2642,0.8655
GSM9237927_unc20_21,GSM9237927,10,LUAD,0.2,Lymphatic EC differentiating,Endothelial,Lymphatic EC,28,54113,0.8655
GSM9237927_unc20_22,GSM9237927,10,LUAD,0.2,Lymphatic EC mature,Endothelial,Lymphatic EC,4,5605,0.8655
GSM9237927_unc20_23,GSM9237927,10,LUAD,0.2,Mast cells,Immune,Myeloid,113,188869,0.8655
GSM9237927_unc20_24,GSM9237927,10,LUAD,0.2,Migratory DCs,Immune,Myeloid,24,87288,0.8655
GSM9237927_unc20_25,GSM9237927,10,LUAD,0.2,Monocyte-derived Mph,Immune,Myeloid,19,132155,0.8655
GSM9237927_unc20_26,GSM9237927,10,LUAD,0.2,Multiciliated (nasal),Epithelial,Airway epithelium,1,1352,0.8655
GSM9237927_unc20_27,GSM9237927,10,LUAD,0.2,Multiciliated (non-nasal),Epithelial,Airway epithelium,340,2911352,0.8655
GSM9237927_unc20_28,GSM9237927,10,LUAD,0.2,Myofibroblasts,Stroma,Fibroblast lineage,5,6532,0.8655
GSM9237927_unc20_29,GSM9237927,10,LUAD,0.2,NK cells,Immune,Lymphoid,38,54755,0.8655
GSM9237927_unc20_30,GSM9237927,10,LUAD,0.2,Neuroendocrine,Epithelial,Airway epithelium,2,2785,0.8655
GSM9237927_unc20_31,GSM9237927,10,LUAD,0.2,Non-classical monocytes,Immune,Myeloid,14,27911,0.8655
GSM9237927_unc20_32,GSM9237927,10,LUAD,0.2,Peribronchial fibroblasts,Stroma,Fibroblast lineage,91,306013,0.8655
GSM9237927_unc20_33,GSM9237927,10,LUAD,0.2,Pericytes,Stroma,Fibroblast lineage,126,598906,0.8655
GSM9237927_unc20_34,GSM9237927,10,LUAD,0.2,Plasma cells,Immune,Lymphoid,1561,11776321,0.8655
GSM9237927_unc20_35,GSM9237927,10,LUAD,0.2,Plasmacytoid DCs,Immune,Myeloid,44,135332,0.8655
GSM9237927_unc20_36,GSM9237927,10,LUAD,0.2,SMG serous (bronchial),Epithelial,Submucosal Gland,1,1035,0.8655
GSM9237927_unc20_37,GSM9237927,10,LUAD,0.2,Smooth muscle,Stroma,Smooth muscle,18,36205,0.8655
GSM9237927_unc20_38,GSM9237927,10,LUAD,0.2,Suprabasal,Epithelial,Airway epithelium,3,8438,0.8655
GSM9237927_unc20_39,GSM9237927,10,LUAD,0.2,T cells proliferating,Immune,Lymphoid,20,111027,0.8655
GSM9237927_unc20_40,GSM9237927,10,LUAD,0.2,pre-TB secretory,Epithelial,Airway epithelium,14,37925,0.8655
GSM9237927_unc30_0,GSM9237927,10,LUAD,0.3,AT0,Epithelial,Airway epithelium,15,52854,0.8655
GSM9237927_unc30_1,GSM9237927,10,LUAD,0.3,AT1,Epithelial,Alveolar epithelium,534,1468256,0.8655
GSM9237927_unc30_2,GSM9237927,10,LUAD,0.3,AT2,Epithelial,Alveolar epithelium,871,3278689,0.8655
GSM9237927_unc30_3,GSM9237927,10,LUAD,0.3,AT2 proliferating,Epithelial,Alveolar epithelium,10,337420,0.8655
GSM9237927_unc30_4,GSM9237927,10,LUAD,0.3,Adventitial fibroblasts,Stroma,Fibroblast lineage,35,95919,0.8655
GSM9237927_unc30_5,GSM9237927,10,LUAD,0.3,Alveolar Mph proliferating,Immune,Myeloid,1,5657,0.8655
GSM9237927_unc30_6,GSM9237927,10,LUAD,0.3,Alveolar fibroblasts,Stroma,Fibroblast lineage,603,1552983,0.8655
GSM9237927_unc30_7,GSM9237927,10,LUAD,0.3,Alveolar macrophages,Immune,Myeloid,203,2356004,0.8655
GSM9237927_unc30_8,GSM9237927,10,LUAD,0.3,B cells,Immune,Lymphoid,684,1045717,0.8655
GSM9237927_unc30_9,GSM9237927,10,LUAD,0.3,Basal resting,Epithelial,Airway epithelium,57,127215,0.8655
GSM9237927_unc30_10,GSM9237927,10,LUAD,0.3,CD4 T cells,Immune,Lymphoid,1033,1693266,0.8655
GSM9237927_unc30_11,GSM9237927,10,LUAD,0.3,CD8 T cells,Immune,Lymphoid,1013,1499600,0.8655
GSM9237927_unc30_12,GSM9237927,10,LUAD,0.3,Classical monocytes,Immune,Myeloid,31,86875,0.8655
GSM9237927_unc30_13,GSM9237927,10,LUAD,0.3,Club (nasal),Epithelial,Airway epithelium,2,14780,0.8655
GSM9237927_unc30_14,GSM9237927,10,LUAD,0.3,Deuterosomal,Epithelial,Airway epithelium,1,1321,0.8655
GSM9237927_unc30_15,GSM9237927,10,LUAD,0.3,EC aerocyte capillary,Endothelial,Blood vessels,126,208115,0.8655
GSM9237927_unc30_16,GSM9237927,10,LUAD,0.3,EC arterial,Endothelial,Blood vessels,66,147595,0.8655
GSM9237927_unc30_17,GSM9237927,10,LUAD,0.3,EC general capillary,Endothelial,Blood vessels,38,54541,0.8655
GSM9237927_unc30_18,GSM9237927,10,LUAD,0.3,EC venous pulmonary,Endothelial,Blood vessels,60,121373,0.8655
GSM9237927_unc30_19,GSM9237927,10,LUAD,0.3,EC venous systemic,Endothelial,Blood vessels,34,103473,0.8655
GSM9237927_unc30_20,GSM9237927,10,LUAD,0.3,Goblet (nasal),Epithelial,Airway epithelium,426,6727560,0.8655
GSM9237927_unc30_21,GSM9237927,10,LUAD,0.3,Goblet (subsegmental),Epithelial,Airway epithelium,2,4221,0.8655
GSM9237927_unc30_22,GSM9237927,10,LUAD,0.3,Interstitial Mph perivascular,Immune,Myeloid,64,125218,0.8655
GSM9237927_unc30_23,GSM9237927,10,LUAD,0.3,Ionocyte,Epithelial,Airway epithelium,5,50661,0.8655
GSM9237927_unc30_24,GSM9237927,10,LUAD,0.3,Lymphatic EC differentiating,Endothelial,Lymphatic EC,33,64231,0.8655
GSM9237927_unc30_25,GSM9237927,10,LUAD,0.3,Lymphatic EC mature,Endothelial,Lymphatic EC,7,9933,0.8655
GSM9237927_unc30_26,GSM9237927,10,LUAD,0.3,Mast cells,Immune,Myeloid,117,195523,0.8655
GSM9237927_unc30_27,GSM9237927,10,LUAD,0.3,Migratory DCs,Immune,Myeloid,30,104226,0.8655
GSM9237927_unc30_28,GSM9237927,10,LUAD,0.3,Monocyte-derived Mph,Immune,Myeloid,54,280864,0.8655
GSM9237927_unc30_29,GSM9237927,10,LUAD,0.3,Multiciliated (nasal),Epithelial,Airway epithelium,1,1352,0.8655
GSM9237927_unc30_30,GSM9237927,10,LUAD,0.3,Multiciliated (non-nasal),Epithelial,Airway epithelium,362,3294984,0.8655
GSM9237927_unc30_31,GSM9237927,10,LUAD,0.3,Myofibroblasts,Stroma,Fibroblast lineage,9,12270,0.8655
GSM9237927_unc30_32,GSM9237927,10,LUAD,0.3,NK cells,Immune,Lymphoid,58,89309,0.8655
GSM9237927_unc30_33,GSM9237927,10,LUAD,0.3,Neuroendocrine,Epithelial,Airway epithelium,2,2785,0.8655
GSM9237927_unc30_34,GSM9237927,10,LUAD,0.3,Non-classical monocytes,Immune,Myeloid,17,35537,0.8655
GSM9237927_unc30_35,GSM9237927,10,LUAD,0.3,Peribronchial fibroblasts,Stroma,Fibroblast lineage,193,612189,0.8655
GSM9237927_unc30_36,GSM9237927,10,LUAD,0.3,Pericytes,Stroma,Fibroblast lineage,146,772718,0.8655
GSM9237927_unc30_37,GSM9237927,10,LUAD,0.3,Plasma cells,Immune,Lymphoid,1595,11955693,0.8655
GSM9237927_unc30_38,GSM9237927,10,LUAD,0.3,Plasmacytoid DCs,Immune,Myeloid,46,138806,0.8655
GSM9237927_unc30_39,GSM9237927,10,LUAD,0.3,SMG serous (bronchial),Epithelial,Submucosal Gland,1,1035,0.8655
GSM9237927_unc30_40,GSM9237927,10,LUAD,0.3,Smooth muscle,Stroma,Smooth muscle,28,53088,0.8655
