cohort,donor,disease,celltype,n_cells,det_AREG,det_HBEGF,det_EREG,det_EGF,det_EGFR,det_TGFA,det_BTC,det_EPGN,evaluable
E2_GSE136831,158I,IPF,ATII,123,0.5285,0.1138,0.065,0.0732,0.4146,0.0407,0.0569,0.0081,True
E2_GSE136831,158I,IPF,Aberrant_Basaloid,2,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,B,14,0.2143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,Basal,55,0.2909,0.2182,0.1091,0.0,0.7636,0.1091,0.1091,0.0,True
E2_GSE136831,158I,IPF,Ciliated,231,0.1818,0.026,0.013,0.0087,0.3117,0.2251,0.1775,0.0043,True
E2_GSE136831,158I,IPF,Club,58,0.2931,0.0517,0.1724,0.0,0.2586,0.0862,0.1379,0.0172,True
E2_GSE136831,158I,IPF,DC_Langerhans,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,DC_Mature,10,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,Fibroblast,27,0.037,0.037,0.0,0.0,0.5926,0.0,0.037,0.0,True
E2_GSE136831,158I,IPF,Goblet,16,0.3125,0.125,0.0625,0.0,0.375,0.0625,0.0625,0.0,False
E2_GSE136831,158I,IPF,ILC_A,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,ILC_B,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,Ionocyte,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,Lymphatic,17,0.0,0.0,0.0,0.0588,0.0,0.0588,0.0,0.0,False
E2_GSE136831,158I,IPF,Macrophage,2453,0.4704,0.3473,0.3555,0.0012,0.0016,0.02,0.0008,0.0037,True
E2_GSE136831,158I,IPF,Macrophage_Alveolar,1374,0.3399,0.3428,0.1856,0.0029,0.0015,0.0182,0.0015,0.0022,True
E2_GSE136831,158I,IPF,Mast,23,0.9565,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,True
E2_GSE136831,158I,IPF,Mesothelial,6,0.3333,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,Multiplet,178,0.5787,0.3371,0.2528,0.0281,0.1966,0.0562,0.0562,0.0112,True
E2_GSE136831,158I,IPF,Myofibroblast,16,0.0625,0.0,0.0625,0.0,0.4375,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,NK,85,0.9059,0.0118,0.0353,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,158I,IPF,PNEC,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,Pericyte,3,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,SMC,17,0.0588,0.0588,0.0588,0.0,0.1176,0.0,0.1176,0.0,False
E2_GSE136831,158I,IPF,T,411,0.382,0.0243,0.0097,0.0,0.0024,0.0049,0.0,0.0049,True
E2_GSE136831,158I,IPF,T_Cytotoxic,862,0.2343,0.0104,0.0139,0.0,0.0023,0.0035,0.0012,0.0,True
E2_GSE136831,158I,IPF,T_Regulatory,44,0.0682,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,158I,IPF,VE_Arterial,12,0.0833,0.0833,0.0,0.0,0.4167,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,VE_Capillary_A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,VE_Capillary_B,10,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,VE_Peribronchial,26,0.1154,0.0385,0.0,0.0,0.1538,0.0385,0.0,0.0,True
E2_GSE136831,158I,IPF,VE_Venous,19,0.0,0.0,0.0,0.0,0.3684,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,cDC1,18,0.5556,0.1111,0.0556,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,158I,IPF,cDC2,93,0.8602,0.3871,0.3118,0.0,0.0,0.0538,0.0108,0.0108,True
E2_GSE136831,158I,IPF,cMonocyte,160,0.7875,0.3438,0.5437,0.0,0.0063,0.0063,0.0,0.0563,True
E2_GSE136831,158I,IPF,ncMonocyte,95,0.3684,0.1579,0.2,0.0105,0.0,0.0,0.0,0.0,True
E2_GSE136831,158I,IPF,pDC,22,0.9545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,160C,Control,ATI,10,0.0,0.5,0.0,0.0,0.5,0.2,0.0,0.0,False
E2_GSE136831,160C,Control,ATII,55,0.3455,0.1636,0.0,0.0,0.4364,0.0727,0.0182,0.0,True
E2_GSE136831,160C,Control,B,6,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,B_Plasma,15,0.4667,0.0667,0.2,0.0,0.0,0.0667,0.0,0.0,False
E2_GSE136831,160C,Control,Basal,2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,False
E2_GSE136831,160C,Control,Ciliated,57,0.1579,0.0351,0.0,0.0175,0.3684,0.2982,0.1404,0.0,True
E2_GSE136831,160C,Control,Club,9,0.3333,0.0,0.1111,0.0,0.2222,0.2222,0.1111,0.0,False
E2_GSE136831,160C,Control,DC_Langerhans,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,Fibroblast,33,0.1212,0.0606,0.0,0.0,0.6364,0.0,0.0303,0.0,True
E2_GSE136831,160C,Control,Goblet,2,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,False
E2_GSE136831,160C,Control,ILC_A,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,ILC_B,5,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,Lymphatic,17,0.0588,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,Macrophage,2666,0.6812,0.4587,0.4857,0.0023,0.0026,0.0416,0.0011,0.0056,True
E2_GSE136831,160C,Control,Macrophage_Alveolar,1141,0.2997,0.3672,0.1832,0.0053,0.0053,0.0526,0.0018,0.0009,True
E2_GSE136831,160C,Control,Mast,14,0.8571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,Multiplet,47,0.6809,0.5106,0.2553,0.0213,0.1915,0.0426,0.0,0.0,True
E2_GSE136831,160C,Control,Myofibroblast,14,0.0,0.0,0.0,0.0,0.6429,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,NK,79,0.7089,0.0,0.0127,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,160C,Control,Pericyte,3,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,SMC,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,T,39,0.2051,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,160C,Control,T_Cytotoxic,101,0.1683,0.0099,0.0297,0.0,0.0099,0.0,0.0,0.0,True
E2_GSE136831,160C,Control,T_Regulatory,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,VE_Arterial,12,0.0833,0.0833,0.0833,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,VE_Capillary_A,9,0.1111,0.0,0.0,0.0,0.2222,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,VE_Capillary_B,14,0.0714,0.0,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,VE_Peribronchial,3,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,VE_Venous,3,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,cDC1,4,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,160C,Control,cDC2,38,0.9474,0.3158,0.3421,0.0,0.0,0.0526,0.0,0.0,True
E2_GSE136831,160C,Control,cMonocyte,86,0.6744,0.4535,0.6395,0.0,0.0,0.0,0.0,0.0349,True
E2_GSE136831,160C,Control,ncMonocyte,38,0.6579,0.5,0.3684,0.0263,0.0,0.0,0.0,0.0263,True
E2_GSE136831,166I,IPF,ATI,26,0.1538,0.1538,0.0385,0.0,0.3846,0.0769,0.0,0.0,True
E2_GSE136831,166I,IPF,ATII,34,0.3529,0.1765,0.0,0.1176,0.4118,0.1176,0.0588,0.0,True
E2_GSE136831,166I,IPF,Aberrant_Basaloid,29,0.4483,0.069,0.0,0.0345,0.4483,0.069,0.069,0.0,True
E2_GSE136831,166I,IPF,B,30,0.1333,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,166I,IPF,B_Plasma,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,166I,IPF,Basal,17,0.2941,0.4706,0.0588,0.0,0.6471,0.0588,0.0,0.0,False
E2_GSE136831,166I,IPF,Ciliated,202,0.0545,0.0198,0.0198,0.005,0.1584,0.1436,0.0693,0.005,True
E2_GSE136831,166I,IPF,Club,21,0.1905,0.0476,0.0952,0.0,0.2381,0.0476,0.0,0.0,True
E2_GSE136831,166I,IPF,DC_Langerhans,3,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,166I,IPF,DC_Mature,3,1.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,166I,IPF,Fibroblast,23,0.0,0.0,0.0,0.0435,0.3043,0.0,0.0,0.0,True
E2_GSE136831,166I,IPF,Goblet,19,0.1053,0.1053,0.1053,0.1053,0.1053,0.0526,0.0,0.0,False
E2_GSE136831,166I,IPF,ILC_A,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,166I,IPF,ILC_B,2,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,False
E2_GSE136831,166I,IPF,Ionocyte,3,0.3333,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,False
E2_GSE136831,166I,IPF,Lymphatic,33,0.0303,0.0303,0.0303,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,166I,IPF,Macrophage,2495,0.5022,0.2886,0.418,0.0052,0.0072,0.0244,0.0008,0.0048,True
E2_GSE136831,166I,IPF,Macrophage_Alveolar,1361,0.3012,0.3769,0.3101,0.0059,0.0044,0.0294,0.0,0.0,True
E2_GSE136831,166I,IPF,Mast,19,0.8947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,166I,IPF,Mesothelial,21,0.1429,0.1429,0.0476,0.0,0.8095,0.0,0.0,0.0,True
E2_GSE136831,166I,IPF,Multiplet,65,0.5692,0.2769,0.2923,0.0,0.2154,0.0769,0.0308,0.0,True
E2_GSE136831,166I,IPF,Myofibroblast,49,0.0408,0.0,0.0204,0.0,0.2449,0.0612,0.0204,0.0,True
E2_GSE136831,166I,IPF,NK,98,0.5612,0.0102,0.0102,0.0,0.0,0.0102,0.0,0.0,True
E2_GSE136831,166I,IPF,Pericyte,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,166I,IPF,SMC,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,166I,IPF,T,45,0.1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,166I,IPF,T_Cytotoxic,159,0.1195,0.0,0.0189,0.0063,0.0,0.0063,0.0,0.0,True
E2_GSE136831,166I,IPF,T_Regulatory,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,166I,IPF,VE_Arterial,38,0.0263,0.1579,0.0263,0.0,0.2368,0.0,0.0,0.0,True
E2_GSE136831,166I,IPF,VE_Capillary_A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,166I,IPF,VE_Capillary_B,15,0.0667,0.1333,0.0,0.0,0.0667,0.0,0.0,0.0,False
E2_GSE136831,166I,IPF,VE_Peribronchial,20,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.0,True
E2_GSE136831,166I,IPF,VE_Venous,63,0.0159,0.1111,0.0317,0.0,0.2381,0.0159,0.0159,0.0,True
E2_GSE136831,166I,IPF,cDC1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,166I,IPF,cDC2,49,0.9796,0.4082,0.2449,0.0,0.0,0.0612,0.0,0.0204,True
E2_GSE136831,166I,IPF,cMonocyte,375,0.7253,0.3627,0.4027,0.0,0.008,0.008,0.0,0.0213,True
E2_GSE136831,166I,IPF,ncMonocyte,88,0.5568,0.1591,0.2386,0.0,0.0,0.0,0.0,0.0114,True
E2_GSE136831,166I,IPF,pDC,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,174I,IPF,ATI,2,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,False
E2_GSE136831,174I,IPF,ATII,4,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,False
E2_GSE136831,174I,IPF,Aberrant_Basaloid,45,0.6444,0.4222,0.0667,0.0889,0.5111,0.3556,0.1333,0.0,True
E2_GSE136831,174I,IPF,B,514,0.2179,0.0058,0.0058,0.0039,0.0,0.0039,0.0019,0.0,True
E2_GSE136831,174I,IPF,B_Plasma,27,0.2593,0.1111,0.037,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,174I,IPF,Basal,56,0.2679,0.3393,0.125,0.0179,0.8036,0.0714,0.0536,0.0179,True
E2_GSE136831,174I,IPF,Ciliated,194,0.2113,0.0258,0.0103,0.0103,0.3093,0.1237,0.1546,0.0,True
E2_GSE136831,174I,IPF,Club,84,0.4762,0.0714,0.1071,0.0357,0.4286,0.1786,0.1071,0.0119,True
E2_GSE136831,174I,IPF,DC_Langerhans,17,0.6471,0.0588,0.0,0.0,0.0,0.0588,0.0588,0.0,False
E2_GSE136831,174I,IPF,DC_Mature,34,0.5,0.0294,0.2353,0.0,0.0,0.0294,0.0294,0.0,True
E2_GSE136831,174I,IPF,Fibroblast,52,0.0577,0.0962,0.0192,0.0,0.75,0.0,0.0,0.0,True
E2_GSE136831,174I,IPF,Goblet,57,0.2281,0.2982,0.0526,0.0526,0.4035,0.0702,0.0351,0.0,True
E2_GSE136831,174I,IPF,ILC_A,11,0.9091,0.0,0.1818,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,174I,IPF,ILC_B,7,0.8571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,174I,IPF,Lymphatic,36,0.0833,0.0278,0.0,0.0,0.0,0.0833,0.0,0.0,True
E2_GSE136831,174I,IPF,Macrophage,1503,0.6068,0.4817,0.4371,0.002,0.0013,0.0273,0.0013,0.0113,True
E2_GSE136831,174I,IPF,Macrophage_Alveolar,1470,0.3469,0.4871,0.1735,0.002,0.0041,0.0122,0.0014,0.0014,True
E2_GSE136831,174I,IPF,Mast,45,0.6889,0.0444,0.0222,0.0,0.0,0.0667,0.0,0.0,True
E2_GSE136831,174I,IPF,Mesothelial,4,0.75,0.25,0.0,0.0,0.75,0.0,0.0,0.0,False
E2_GSE136831,174I,IPF,Multiplet,130,0.6462,0.4615,0.3231,0.0154,0.1231,0.0538,0.0154,0.0231,True
E2_GSE136831,174I,IPF,Myofibroblast,27,0.0741,0.037,0.0,0.037,0.5185,0.0,0.0,0.0,True
E2_GSE136831,174I,IPF,NK,172,0.5465,0.0116,0.0116,0.0,0.0058,0.0,0.0,0.0,True
E2_GSE136831,174I,IPF,Pericyte,5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,False
E2_GSE136831,174I,IPF,SMC,3,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,False
E2_GSE136831,174I,IPF,T,407,0.2285,0.0246,0.0123,0.0,0.0,0.0025,0.0025,0.0197,True
E2_GSE136831,174I,IPF,T_Cytotoxic,155,0.1806,0.0258,0.0065,0.0,0.0,0.0065,0.0,0.0,True
E2_GSE136831,174I,IPF,T_Regulatory,54,0.0926,0.037,0.0,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,174I,IPF,VE_Arterial,8,0.25,0.25,0.0,0.0,0.25,0.0,0.125,0.0,False
E2_GSE136831,174I,IPF,VE_Capillary_A,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,174I,IPF,VE_Capillary_B,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,174I,IPF,VE_Peribronchial,23,0.0435,0.087,0.0,0.0,0.1304,0.0,0.0,0.0,True
E2_GSE136831,174I,IPF,VE_Venous,14,0.2143,0.2143,0.0,0.0,0.3571,0.0,0.0,0.0,False
E2_GSE136831,174I,IPF,cDC1,21,0.7619,0.0952,0.0476,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,174I,IPF,cDC2,339,0.8938,0.4956,0.3953,0.0029,0.0029,0.0796,0.0029,0.0177,True
E2_GSE136831,174I,IPF,cMonocyte,225,0.8578,0.4267,0.5511,0.0,0.0,0.0089,0.0,0.0133,True
E2_GSE136831,174I,IPF,ncMonocyte,63,0.5079,0.3175,0.3175,0.0159,0.0,0.0159,0.0,0.0159,True
E2_GSE136831,174I,IPF,pDC,62,0.9194,0.0645,0.0323,0.0,0.0,0.0,0.0161,0.0,True
E2_GSE136831,177I,IPF,ATI,8,0.375,0.125,0.0,0.0,0.375,0.25,0.0,0.0,False
E2_GSE136831,177I,IPF,ATII,10,0.6,0.3,0.1,0.1,0.4,0.1,0.0,0.0,False
E2_GSE136831,177I,IPF,Aberrant_Basaloid,12,0.5,0.3333,0.0833,0.0,0.4167,0.0833,0.0,0.0,False
E2_GSE136831,177I,IPF,B,2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,177I,IPF,B_Plasma,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,177I,IPF,Basal,14,0.2857,0.0714,0.0714,0.0,0.7143,0.2143,0.1429,0.0,False
E2_GSE136831,177I,IPF,Ciliated,108,0.1204,0.0185,0.0185,0.0,0.1481,0.1296,0.1296,0.0,True
E2_GSE136831,177I,IPF,Club,72,0.4306,0.1389,0.1111,0.0139,0.3472,0.0556,0.0694,0.0,True
E2_GSE136831,177I,IPF,DC_Langerhans,15,0.3333,0.0667,0.0,0.0,0.0,0.0667,0.0,0.0,False
E2_GSE136831,177I,IPF,DC_Mature,29,0.4138,0.0,0.069,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,177I,IPF,Fibroblast,40,0.075,0.0,0.0,0.025,0.65,0.0,0.0,0.0,True
E2_GSE136831,177I,IPF,Goblet,59,0.1186,0.0847,0.0,0.0,0.2881,0.0508,0.0,0.0,True
E2_GSE136831,177I,IPF,ILC_A,10,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,177I,IPF,ILC_B,6,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,177I,IPF,Lymphatic,23,0.087,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,177I,IPF,Macrophage,1360,0.4074,0.1904,0.2419,0.0015,0.0015,0.014,0.0015,0.0007,True
E2_GSE136831,177I,IPF,Macrophage_Alveolar,3049,0.2493,0.2286,0.1095,0.0013,0.0052,0.0154,0.0007,0.0007,True
E2_GSE136831,177I,IPF,Mast,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,177I,IPF,Mesothelial,54,0.3519,0.037,0.0,0.0,0.6111,0.0,0.0,0.0,True
E2_GSE136831,177I,IPF,Multiplet,308,0.3864,0.0779,0.0942,0.0032,0.1331,0.0422,0.013,0.0,True
E2_GSE136831,177I,IPF,Myofibroblast,5,0.2,0.2,0.0,0.0,0.4,0.2,0.0,0.0,False
E2_GSE136831,177I,IPF,NK,205,0.478,0.0146,0.0098,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,177I,IPF,SMC,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,177I,IPF,T,182,0.0824,0.0055,0.011,0.0,0.0055,0.0055,0.0,0.0055,True
E2_GSE136831,177I,IPF,T_Cytotoxic,149,0.0604,0.0134,0.0067,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,177I,IPF,T_Regulatory,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,177I,IPF,VE_Arterial,6,0.0,0.1667,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,177I,IPF,VE_Capillary_A,7,0.0,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,False
E2_GSE136831,177I,IPF,VE_Capillary_B,6,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,False
E2_GSE136831,177I,IPF,VE_Peribronchial,5,0.4,0.2,0.0,0.0,0.2,0.0,0.0,0.0,False
E2_GSE136831,177I,IPF,VE_Venous,5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,False
E2_GSE136831,177I,IPF,cDC1,38,0.5789,0.1053,0.0263,0.0,0.0,0.0263,0.0,0.0,True
E2_GSE136831,177I,IPF,cDC2,193,0.8135,0.1865,0.1917,0.0,0.0,0.0674,0.0052,0.0104,True
E2_GSE136831,177I,IPF,cMonocyte,313,0.7764,0.2045,0.5144,0.0,0.0032,0.0096,0.0,0.0224,True
E2_GSE136831,177I,IPF,ncMonocyte,207,0.4058,0.0725,0.1546,0.0,0.0048,0.0,0.0,0.0048,True
E2_GSE136831,177I,IPF,pDC,47,0.7447,0.0213,0.0,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,179I,IPF,ATI,3,0.3333,0.0,0.0,0.0,0.6667,0.3333,0.0,0.0,False
E2_GSE136831,179I,IPF,ATII,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,179I,IPF,Aberrant_Basaloid,2,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,179I,IPF,B,123,0.252,0.0163,0.0163,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,179I,IPF,B_Plasma,8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,179I,IPF,Basal,11,0.2727,0.2727,0.1818,0.0,0.7273,0.1818,0.0909,0.0,False
E2_GSE136831,179I,IPF,Ciliated,38,0.1316,0.0526,0.0789,0.0263,0.4211,0.1053,0.1579,0.0,True
E2_GSE136831,179I,IPF,Club,24,0.375,0.125,0.25,0.0,0.4167,0.125,0.0417,0.0,True
E2_GSE136831,179I,IPF,DC_Langerhans,20,0.75,0.0,0.05,0.0,0.0,0.05,0.0,0.0,True
E2_GSE136831,179I,IPF,DC_Mature,28,0.8214,0.1071,0.25,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,179I,IPF,Fibroblast,5,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,False
E2_GSE136831,179I,IPF,Goblet,8,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,False
E2_GSE136831,179I,IPF,ILC_A,20,0.9,0.05,0.15,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,179I,IPF,ILC_B,15,0.8,0.0,0.0667,0.0,0.0,0.0667,0.0,0.0,False
E2_GSE136831,179I,IPF,Lymphatic,13,0.0,0.1538,0.0769,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,179I,IPF,Macrophage,2283,0.5239,0.3793,0.4481,0.0018,0.0018,0.0245,0.0018,0.0018,True
E2_GSE136831,179I,IPF,Macrophage_Alveolar,707,0.3112,0.3564,0.2999,0.0014,0.0057,0.0255,0.0042,0.0,True
E2_GSE136831,179I,IPF,Mast,19,0.8947,0.0,0.1579,0.0,0.0,0.1053,0.0,0.0,False
E2_GSE136831,179I,IPF,Mesothelial,3,0.0,0.3333,0.3333,0.0,0.6667,0.0,0.0,0.0,False
E2_GSE136831,179I,IPF,Multiplet,60,0.5667,0.3333,0.3667,0.0,0.0667,0.0167,0.0,0.0,True
E2_GSE136831,179I,IPF,Myofibroblast,14,0.0714,0.0,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,179I,IPF,NK,254,0.626,0.0079,0.0236,0.0,0.0,0.0118,0.0,0.0,True
E2_GSE136831,179I,IPF,PNEC,8,0.0,0.0,0.0,0.0,0.625,0.125,0.0,0.0,False
E2_GSE136831,179I,IPF,Pericyte,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,179I,IPF,T,186,0.1344,0.0215,0.0215,0.0,0.0,0.0,0.0,0.0054,True
E2_GSE136831,179I,IPF,T_Cytotoxic,134,0.2015,0.0075,0.0149,0.0075,0.0,0.0,0.0,0.0,True
E2_GSE136831,179I,IPF,T_Regulatory,54,0.037,0.0741,0.0185,0.0,0.0185,0.0,0.0,0.0,True
E2_GSE136831,179I,IPF,VE_Arterial,15,0.0667,0.0,0.0,0.0,0.2,0.0,0.0,0.0,False
E2_GSE136831,179I,IPF,VE_Capillary_A,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,179I,IPF,VE_Capillary_B,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,179I,IPF,VE_Peribronchial,6,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,179I,IPF,VE_Venous,5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,False
E2_GSE136831,179I,IPF,cDC1,25,0.88,0.16,0.08,0.0,0.0,0.04,0.0,0.0,True
E2_GSE136831,179I,IPF,cDC2,230,0.9217,0.4783,0.4261,0.0,0.013,0.087,0.0,0.0174,True
E2_GSE136831,179I,IPF,cMonocyte,122,0.8443,0.4754,0.6393,0.0,0.0,0.0328,0.0082,0.0164,True
E2_GSE136831,179I,IPF,ncMonocyte,35,0.6,0.3429,0.3429,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,179I,IPF,pDC,38,0.9737,0.1316,0.0263,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,192C,Control,ATI,24,0.25,0.375,0.1667,0.0417,0.7917,0.0417,0.0,0.0,True
E2_GSE136831,192C,Control,ATII,87,0.6782,0.2414,0.3448,0.1379,0.5977,0.0805,0.0805,0.0,True
E2_GSE136831,192C,Control,B,31,0.3548,0.0,0.1613,0.0,0.0,0.0323,0.0,0.0,True
E2_GSE136831,192C,Control,B_Plasma,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,192C,Control,Basal,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,192C,Control,Ciliated,64,0.2344,0.1094,0.0781,0.0,0.4219,0.1562,0.0938,0.0,True
E2_GSE136831,192C,Control,Club,12,0.4167,0.25,0.25,0.0,0.5,0.0833,0.0,0.0,False
E2_GSE136831,192C,Control,DC_Mature,3,0.6667,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,False
E2_GSE136831,192C,Control,Fibroblast,111,0.1081,0.0811,0.0991,0.027,0.7748,0.0,0.0,0.0,True
