library name	plate	unit	well_key	crispr_target	gene_name	gene_id	organoids_area_mean_day07	organoids_area_mean_day14	organoids_area_prop_day07	organoids_area_prop_day14	organoids_count_day07	organoids_count_day14
1-3_E09_ULK1	plate1	plate1-rep3	E09	ULK1	Ulk1	ENSMUSG00000029512	6.91679201641451	8.44569123939411	0.0580665267150762	0.178968596418159	106.0	147.0
1-3_E10_INHBA	plate1	plate1-rep3	E10	INHBA	Inhba	ENSMUSG00000041324	6.99544609166905	8.29846286793552	0.128755224285807	0.146992919616826	110.0	123.0
1-3_E11_MANF	plate1	plate1-rep3	E11	MANF	Manf	ENSMUSG00000032575	6.87064950547291	8.39627915171487	0.0471559905781224	0.132628238234069	103.0	112.0
1-3_F02_TIGIT	plate1	plate1-rep3	F02	TIGIT	Tigit	ENSMUSG00000071552	6.78775064887743	8.28103153533803	0.043618962675752	0.113430237401083	109.0	117.0
1-3_F03_RBMS3	plate1	plate1-rep3	F03	RBMS3	Rbms3	ENSMUSG00000039607	6.89870036124486	8.32425851452547	0.0405388805402284	0.113422074135777	94.0	115.0
1-3_F04_AGER	plate1	plate1-rep3	F04	AGER	Ager	ENSMUSG00000015452	6.99401372663657	8.33350152372888	0.14413078017276	0.119867221990837	124.0	118.0
1-3_F05_TERF1	plate1	plate1-rep3	F05	TERF1	Terf1	ENSMUSG00000025925	6.57798010475976	8.36151525982234	0.0230081275165476	0.133713785922532	80.0	115.0
1-3_F06_FAM13A	plate1	plate1-rep3	F06	FAM13A	Fam13a	ENSMUSG00000037709	6.986049884674	8.40149148720796	0.0749873814139699	0.158481965847564	95.0	111.0
1-3_F07_NR1D1	plate1	plate1-rep3	F07	NR1D1	Nr1d1	ENSMUSG00000020889	7.16427206736452	8.39116176074462	0.0964743479441264	0.180019491878384	112.0	156.0
1-3_F08_EIF2B1	plate1	plate1-rep3	F08	EIF2B1	Eif2b1	ENSMUSG00000029388	6.4419273963136	8.3630512975915	0.0271567266623075	0.115754602249063	85.0	83.0
1-3_F09_ATG16L1	plate1	plate1-rep3	F09	ATG16L1	Atg16l1	ENSMUSG00000026289	6.88184562028995	8.37725812008812	0.0652758499382454	0.131787421907539	121.0	112.0
1-3_F10_XBP1	plate1	plate1-rep3	F10	XBP1	Xbp1	ENSMUSG00000020484	6.74233026541185	8.31254644208705	0.037805809520532	0.133452061640983	97.0	137.0
1-3_F11_RAD21	plate1	plate1-rep3	F11	RAD21	Rad21	ENSMUSG00000022314	6.20153607408341	8.62062486853743	0.0184838386503466	0.0907120366513953	78.0	50.0
1-3_G02_PID1	plate1	plate1-rep3	G02	PID1	Pid1	ENSMUSG00000045658	6.76972272244908	8.25533955760567	0.0332071952707069	0.11098325697626	77.0	100.0
1-3_G03_SERPINA1A	plate1	plate1-rep3	G03	SERPINA1A	Serpina1a	ENSMUSG00000066366	6.70464854821376	8.2939078195393	0.0311729262501004	0.129046230737193	94.0	124.0
1-3_G04_CACNA2D3	plate1	plate1-rep3	G04	CACNA2D3	Cacna2d3	ENSMUSG00000021991	6.8254248936654	8.39385133271592	0.0457564746729683	0.147706289046231	103.0	124.0
1-3_G05_CHRM3	plate1	plate1-rep3	G05	CHRM3	Chrm3	ENSMUSG00000046159	6.9112626205978	8.38121895578591	0.0442938658376638	0.145353436068305	101.0	130.0
1-3_G06_HHIP	plate1	plate1-rep3	G06	HHIP	Hhip	ENSMUSG00000064325	6.90215145330425	8.41717809608318	0.0808473762900592	0.144377009579342	109.0	139.0
1-3_G07_NR1D2	plate1	plate1-rep3	G07	NR1D2	Nr1d2	ENSMUSG00000021775	6.97619153989162	8.43357891873209	0.0536710525812656	0.148514785506039	108.0	126.0
1-3_G08_ERN1	plate1	plate1-rep3	G08	ERN1	Ern1	ENSMUSG00000020715	6.83842860076708	8.37084081624222	0.0372623499631002	0.129136193252811	90.0	111.0
1-3_G09_BECLN1	plate1	plate1-rep3	G09	BECN1	Becn1	ENSMUSG00000035086	6.91444412912007	8.79291764312222	0.046427076044188	0.406564931278634	100.0	101.0
1-3_G10_TDTOMATO	plate1	plate1-rep3	G10	TDTOMATO	nan	nan	6.3691190966417	8.80230790852606	0.0065614257472688	0.0536583090379009	20.0	27.0
1-3_G11_TIGIT	plate1	plate1-rep3	G11	TIGIT	Tigit	ENSMUSG00000071552	6.92504870914359	8.52796628224019	0.0556092482764159	0.134964598084132	113.0	105.0
1-4_B02_MET	plate1	plate1-rep4	B02	MET	Met	ENSMUSG00000009376	6.26950460408054	7.91624793875365	0.0316028663309358	0.0758763848396501	55.0	99.0
1-4_B03_GLIS3	plate1	plate1-rep4	B03	GLIS3	Glis3	ENSMUSG00000052942	6.52973746516164	8.21657627295251	0.0231531934582191	0.1211563515202	87.0	127.0
1-4_B04_TIGIT	plate1	plate1-rep4	B04	TIGIT	Tigit	ENSMUSG00000071552	6.77456315467529	8.24045794142661	0.0331529449103124	0.118402498958767	98.0	123.0
1-4_B05_TDTOMATO	plate1	plate1-rep4	B05	TDTOMATO	nan	nan	6.61708237493724	8.52386222158728	0.0076720047109387	0.0551428571428571	26.0	38.0
1-4_B06_TRP53	plate1	plate1-rep4	B06	TRP53	Trp53	ENSMUSG00000059552	7.53214502881769	8.68569312285726	0.108088465847606	0.280525780924615	195.0	181.0
1-4_B07_ACP6	plate1	plate1-rep4	B07	ACP6	Acp6	ENSMUSG00000028093	6.65943605542586	8.17743692647368	0.0299280358214891	0.124832486463973	103.0	132.0
1-4_B08_PINK1	plate1	plate1-rep4	B08	PINK1	Pink1	ENSMUSG00000028756	6.9435695532057	8.30983737662731	0.0451116840459011	0.146381007913369	112.0	115.0
1-4_B10_CCBE1	plate1	plate1-rep4	B10	CCBE1	Ccbe1	ENSMUSG00000046318	6.7522895955294	8.26605198131376	0.0529034219311025	0.122146772178259	103.0	127.0
1-4_B11_GDF2	plate1	plate1-rep4	B11	GDF2	Gdf2	ENSMUSG00000072625	6.9969236470179	8.38834190401391	0.0680715359113487	0.122755018742191	106.0	107.0
1-4_C02_TEAD1	plate1	plate1-rep4	C02	TEAD1	Tead1	ENSMUSG00000055320	6.70995621340399	8.03337148286521	0.0391995897047633	0.0918437317784257	110.0	117.0
1-4_C03_MECOM	plate1	plate1-rep4	C03	MECOM	Mecom	ENSMUSG00000027684	6.77999850997627	8.23888652807053	0.064530445206658	0.152691878384007	124.0	158.0
1-4_C05_SFTPD	plate1	plate1-rep4	C05	SFTPD	Sftpd	ENSMUSG00000021795	6.80628932419824	8.31311569659291	0.0404671840286939	0.168941274468971	107.0	164.0
1-4_C06_TRP63	plate1	plate1-rep4	C06	TRP63	Trp63	ENSMUSG00000022510	6.87996438158979	8.41563841053023	0.0471555126013789	0.171358100791337	110.0	155.0
1-4_C07_IL1A	plate1	plate1-rep4	C07	IL1A	Il1a	ENSMUSG00000027399	6.96609891172978	8.46544879583875	0.0564043625893339	0.18545306122449	158.0	151.0
1-4_C08_PRKN	plate1	plate1-rep4	C08	PRKN	Prkn	ENSMUSG00000023826	6.85834051775743	8.36700058243234	0.0397444831924258	0.152153269471054	107.0	131.0
1-4_C09_TIGIT	plate1	plate1-rep4	C09	TIGIT	Tigit	ENSMUSG00000071552	6.80897508607126	8.37506132670903	0.0480383356467408	0.13810179092045	127.0	127.0
1-4_C10_BMP10	plate1	plate1-rep4	C10	BMP10	Bmp10	ENSMUSG00000030046	7.06130070602933	8.40876955510896	0.0460456506028243	0.151078550603915	139.0	134.0
1-4_C11_PLA2G15	plate1	plate1-rep4	C11	PLA2G15	Pla2g15	ENSMUSG00000031903	6.74875158097292	8.39322683151244	0.0429722601417105	0.15028221574344	97.0	122.0
1-4_D02_ROR1	plate1	plate1-rep4	D02	ROR1	Ror1	ENSMUSG00000035305	7.08081549503989	8.40304289081696	0.0601043805612594	0.144496126613911	138.0	122.0
1-4_D03_NPNT	plate1	plate1-rep4	D03	NPNT	Npnt	ENSMUSG00000040998	6.81311743783794	8.17509104742441	0.0386621048566261	0.132948271553519	100.0	143.0
1-4_D04_RNF43	plate1	plate1-rep4	D04	RNF43	Rnf43	ENSMUSG00000034177	6.98242074134962	8.55478719136074	0.0524555577223835	0.199858725531029	110.0	154.0
1-4_D05_TNS1	plate1	plate1-rep4	D05	TNS1	Tns1	ENSMUSG00000055322	7.21015570082215	8.47491502432546	0.0582789873775902	0.176925447730112	148.0	135.0
1-4_D06_TTF1	plate1	plate1-rep4	D06	TTF1	Ttf1	ENSMUSG00000026803	6.58355654021067	8.56768005189612	0.0203049300433238	0.126394835485214	61.0	90.0
1-4_D07_TIGIT	plate1	plate1-rep4	D07	TIGIT	Tigit	ENSMUSG00000071552	6.84644827847674	8.4105977896603	0.0419833262592775	0.12203198667222	108.0	107.0
1-4_D08_KEAP1	plate1	plate1-rep4	D08	KEAP1	Keap1	ENSMUSG00000003308	6.58444875968101	8.39296155473724	0.029222781136361	0.112102457309454	67.0	92.0
1-4_D09_TFEB	plate1	plate1-rep4	D09	TFEB	Tfeb	ENSMUSG00000023990	6.97226002346525	8.36599116837791	0.058750033458372	0.155775093710954	113.0	138.0
1-4_D10_FGF7	plate1	plate1-rep4	D10	FGF7	Fgf7	ENSMUSG00000027208	6.9604661772848	8.41057827153579	0.0598400594220688	0.1661527696793	107.0	137.0
1-4_D11_IL1A	plate1	plate1-rep4	D11	IL1A	Il1a	ENSMUSG00000027399	6.80507449275063	8.37347118442719	0.0585454594121268	0.141848396501458	113.0	131.0
1-4_E02_TFCP2L1	plate1	plate1-rep4	E02	TFCP2L1	Tfcp2l1	ENSMUSG00000026380	6.77768830705334	8.43595664228664	0.0327712804805769	0.131608496459808	95.0	115.0
1-4_E03_TIGIT	plate1	plate1-rep4	E03	TIGIT	Tigit	ENSMUSG00000071552	6.83383063009413	8.37188166097022	0.0449114117903479	0.120862140774677	91.0	110.0
1-4_E04_SOX4	plate1	plate1-rep4	E04	SOX4	Sox4	ENSMUSG00000076431	6.77181627388107	8.16686415922065	0.0357146612674414	0.0955860058309038	92.0	106.0
1-4_E05_TWIST1	plate1	plate1-rep4	E05	TWIST1	Twist1	ENSMUSG00000035799	6.79943395215572	8.35998156917112	0.0431997770716468	0.131679633486047	105.0	126.0
1-4_E06_NKX21	plate1	plate1-rep4	E06	NKX21	Nkx2-1	ENSMUSG00000001496	8.3511544459281	9.81409381323736	0.343514715947981	0.683181507705123	223.0	164.0
1-4_E07_USP30	plate1	plate1-rep4	E07	USP30	Usp30	ENSMUSG00000029592	6.91286991358338	8.25155900522152	0.0853721431330037	0.160720199916701	138.0	147.0
1-4_E08_NFE2L2	plate1	plate1-rep4	E08	NFE2L2	Nfe2l2	ENSMUSG00000015839	6.81945505540143	8.46697885404094	0.0405293210053572	0.144214410662224	86.0	102.0
1-4_E09_ULK1	plate1	plate1-rep4	E09	ULK1	Ulk1	ENSMUSG00000029512	7.07071955117154	8.37686733987319	0.153776828834616	0.169508038317368	94.0	126.0
1-4_E10_INHBA	plate1	plate1-rep4	E10	INHBA	Inhba	ENSMUSG00000041324	7.0089667166416	8.30517926936574	0.0547410035217326	0.139671470220741	105.0	130.0
1-4_E11_MANF	plate1	plate1-rep4	E11	MANF	Manf	ENSMUSG00000032575	6.96608118960372	8.5880915752308	0.0477422290541031	0.155914535610162	106.0	123.0
1-4_F02_TIGIT	plate1	plate1-rep4	F02	TIGIT	Tigit	ENSMUSG00000071552	6.78379427375216	8.36390840023523	0.0460420657772475	0.13158550603915	109.0	114.0
1-4_F03_RBMS3	plate1	plate1-rep4	F03	RBMS3	Rbms3	ENSMUSG00000039607	6.76909855771763	8.43057529237205	0.0324809096088621	0.151475052061641	91.0	129.0
1-4_F04_AGER	plate1	plate1-rep4	F04	AGER	Ager	ENSMUSG00000015452	6.6904484026009	8.33443702962396	0.030792217773852	0.139089379425239	100.0	138.0
1-4_F05_TERF1	plate1	plate1-rep4	F05	TERF1	Terf1	ENSMUSG00000025925	6.43847436887037	8.26838257021898	0.0233572895277207	0.142667055393586	89.0	116.0
1-4_F06_FAM13A	plate1	plate1-rep4	F06	FAM13A	Fam13a	ENSMUSG00000037709	6.80610180912919	8.42839279363366	0.0489046684944497	0.163102207413578	114.0	125.0
1-4_F07_NR1D1	plate1	plate1-rep4	F07	NR1D1	Nr1d1	ENSMUSG00000020889	6.97678075336383	8.38931530465852	0.0454132873710897	0.149748104956268	97.0	123.0
1-4_F08_EIF2B1	plate1	plate1-rep4	F08	EIF2B1	Eif2b1	ENSMUSG00000029388	6.51443137268955	8.4416438381911	0.0220454823550105	0.120844981257809	77.0	86.0
1-4_F09_ATG16L1	plate1	plate1-rep4	F09	ATG16L1	Atg16l1	ENSMUSG00000026289	7.0438604787916	8.45043544922598	0.0537671259067219	0.170651728446481	113.0	146.0
1-4_F10_XBP1	plate1	plate1-rep4	F10	XBP1	Xbp1	ENSMUSG00000020484	6.84036569148375	8.50758112289001	0.0409891346326653	0.181762265722616	92.0	147.0
1-4_F11_RAD21	plate1	plate1-rep4	F11	RAD21	Rad21	ENSMUSG00000022314	6.1030045022359	8.75464429843655	0.0079198356524764	0.101392753019575	44.0	35.0
1-4_G02_PID1	plate1	plate1-rep4	G02	PID1	Pid1	ENSMUSG00000045658	6.83077316245995	8.31933063376757	0.0373218580676739	0.116816826322366	92.0	104.0
1-4_G03_SERPINA1A	plate1	plate1-rep4	G03	SERPINA1A	Serpina1a	ENSMUSG00000066366	6.93988515885358	8.32612454903288	0.157063874900103	0.168804664723032	112.0	165.0
1-4_G04_CACNA2D3	plate1	plate1-rep4	G04	CACNA2D3	Cacna2d3	ENSMUSG00000021991	6.75233875119366	8.50100390355253	0.0348105682569909	0.168824822990421	87.0	140.0
1-4_G05_CHRM3	plate1	plate1-rep4	G05	CHRM3	Chrm3	ENSMUSG00000046159	6.97157608236521	8.61724158521711	0.0414539670157809	0.162991753436068	92.0	130.0
1-4_G06_HHIP	plate1	plate1-rep4	G06	HHIP	Hhip	ENSMUSG00000064325	6.82337762760513	8.38072933294869	0.0442788095702416	0.155786922115785	116.0	137.0
1-4_G07_NR1D2	plate1	plate1-rep4	G07	NR1D2	Nr1d2	ENSMUSG00000021775	6.8389431862251	8.41894793638141	0.0317206875982242	0.136782673885881	77.0	114.0
1-4_G08_ERN1	plate1	plate1-rep4	G08	ERN1	Ern1	ENSMUSG00000020715	6.81932602513446	8.4041912095781	0.03623087615049	0.133086713869221	78.0	113.0
1-4_G09_BECLN1	plate1	plate1-rep4	G09	BECN1	Becn1	ENSMUSG00000035086	6.96696778505536	8.84593144572968	0.0495085921099423	0.341808746355685	104.0	99.0
1-4_G10_TDTOMATO	plate1	plate1-rep4	G10	TDTOMATO	nan	nan	6.5391921794092	8.8584330671493	0.0053098436442476	0.0473187838400666	17.0	23.0
1-4_G11_TIGIT	plate1	plate1-rep4	G11	TIGIT	Tigit	ENSMUSG00000071552	6.93535032664043	8.46464445222117	0.0383052952175559	0.139700458142441	93.0	111.0
2-2_B02_IVD	plate2	plate2-rep2	B02	IVD	Ivd	ENSMUSG00000027332	6.76032612248298	8.18919778306768	0.0351071528263721	0.109026572261558	100.0	115.0
2-2_B03_ACOXL	plate2	plate2-rep2	B03	ACOXL	Acoxl	ENSMUSG00000027380	7.04339990936199	8.28986978711559	0.143580628940918	0.14575710120783	100.0	148.0
2-2_B04_TIGIT	plate2	plate2-rep2	B04	TIGIT	Tigit	ENSMUSG00000071552	6.85601200356844	8.3363862911477	0.0439695586171559	0.136912786339025	93.0	131.0
2-2_B05_TDTOMATO	plate2	plate2-rep2	B05	TDTOMATO	nan	nan	6.80025477151044	8.06690100300374	0.0118086544381097	0.0562885464389838	29.0	42.0
2-2_B06_LNX2	plate2	plate2-rep2	B06	LNX2	Lnx2	ENSMUSG00000016520	7.15433886441005	8.24925018433372	0.0907173570562751	0.157146522282382	147.0	145.0
2-2_B07_CHRNA5	plate2	plate2-rep2	B07	CHRNA5	Chrna5	ENSMUSG00000035594	6.72865529143205	8.22118977375986	0.0352467220354926	0.125005414410662	111.0	130.0
2-2_B08_MARCKS	plate2	plate2-rep2	B08	MARCKS	Marcks	ENSMUSG00000069662	6.85749231963391	8.11302529650818	0.0635341026846998	0.115845564348188	115.0	135.0
2-2_B09_TRIB3	plate2	plate2-rep2	B09	TRIB3	Trib3	ENSMUSG00000032715	6.8259055447241	8.15357788305971	0.0473784887522513	0.105717117867555	103.0	116.0
2-2_B10_IL4RA	plate2	plate2-rep2	B10	IL4RA	Il4ra	ENSMUSG00000030748	6.79870401890006	8.14041144491922	0.0371689055097335	0.0941700957934194	101.0	105.0
2-2_B11_ATP6V1C2	plate2	plate2-rep2	B11	ATP6V1C2	Atp6v1c2	ENSMUSG00000020566	7.03035346283104	8.26564393973967	0.0516382174908898	0.118129945855893	86.0	114.0
2-2_C02_NAV2	plate2	plate2-rep2	C02	NAV2	Nav2	ENSMUSG00000052512	6.88669371252023	8.18015021051608	0.035215653547161	0.111313119533528	94.0	118.0
2-2_C03_ATP11A	plate2	plate2-rep2	C03	ATP11A	Atp11a	ENSMUSG00000031441	6.99752829649041	8.2350424815672	0.0520191649555099	0.130878467305289	135.0	129.0
2-2_C04_PATJ	plate2	plate2-rep2	C04	PATJ	Patj	ENSMUSG00000061859	7.07906389640859	8.20102806043411	0.150066534362704	0.136413827571845	132.0	150.0
2-2_C05_MEGF6	plate2	plate2-rep2	C05	MEGF6	Megf6	ENSMUSG00000057751	6.92070450006689	8.315875452523	0.084022575797552	0.14616576426489	132.0	130.0
2-2_C06_SNX30	plate2	plate2-rep2	C06	SNX30	Snx30	ENSMUSG00000028385	6.80243241241695	8.23715762969451	0.0564416447753318	0.13100941274469	124.0	129.0
2-2_C07_CHAT	plate2	plate2-rep2	C07	CHAT	Chat	ENSMUSG00000021919	7.03861408657606	8.20124164364013	0.0543839548942907	0.134316368179925	141.0	136.0
2-2_C08_WNT7B	plate2	plate2-rep2	C08	WNT7B	Wnt7b	ENSMUSG00000022382	6.97651067422918	8.28109840193613	0.155353913100004	0.166232236568097	117.0	153.0
2-2_C09_TIGIT	plate2	plate2-rep2	C09	TIGIT	Tigit	ENSMUSG00000071552	7.16555024443231	8.23810256671053	0.0507816831664239	0.124405331112037	149.0	134.0
2-2_C10_HLF	plate2	plate2-rep2	C10	HLF	Hlf	ENSMUSG00000003949	6.90422841506099	8.31264246286033	0.0511635865845311	0.134021990837151	115.0	119.0
2-2_C11_IRX1	plate2	plate2-rep2	C11	IRX1	Irx1	ENSMUSG00000060969	6.84013489286425	8.18770952388311	0.0493539666333995	0.107774094127447	117.0	113.0
2-2_D02_CAPN1	plate2	plate2-rep2	D02	CAPN1	Capn1	ENSMUSG00000024942	6.918197458073	8.33601983511413	0.0847089504013093	0.148375177009579	87.0	112.0
2-2_D03_GPR37	plate2	plate2-rep2	D03	GPR37	Gpr37	ENSMUSG00000039904	6.80711701840726	8.24732820876833	0.0418191412478634	0.136422823823407	131.0	146.0
2-2_D04_SDC1	plate2	plate2-rep2	D04	SDC1	Sdc1	ENSMUSG00000020592	6.79067631085575	8.43905748545068	0.082821181252605	0.176795501874219	111.0	159.0
2-2_D05_SLC45A4	plate2	plate2-rep2	D05	SLC45A4	Slc45a4	ENSMUSG00000079020	7.07478781138905	8.17504135029586	0.0576776926341872	0.128581257809246	135.0	131.0
2-2_D06_LIPH	plate2	plate2-rep2	D06	LIPH	Liph	ENSMUSG00000044626	6.93481275167158	8.34946511779094	0.0502924739693865	0.15959266972095	150.0	156.0
2-2_D07_TIGIT	plate2	plate2-rep2	D07	TIGIT	Tigit	ENSMUSG00000071552	7.02955641448062	8.2766646283146	0.0561295259617848	0.126291045397751	165.0	125.0
2-2_D08_WNT9B	plate2	plate2-rep2	D08	WNT9B	Wnt9b	ENSMUSG00000018486	6.81689222634409	8.36825977735887	0.0464163215674578	0.166962598917118	126.0	146.0
2-2_D09_SPNS1	plate2	plate2-rep2	D09	SPNS1	Spns1	ENSMUSG00000030741	6.94300943043461	8.31900890146383	0.0538306968136158	0.156987255310287	108.0	133.0
2-2_D10_HIF1A	plate2	plate2-rep2	D10	HIF1A	Hif1a	ENSMUSG00000021109	7.03245944255409	8.13738953391285	0.0671287267846696	0.117062723865056	112.0	121.0
2-2_D11_ETV5	plate2	plate2-rep2	D11	ETV5	Etv5	ENSMUSG00000013089	6.84336685141291	8.14816268381537	0.0673110749123391	0.0957597667638484	102.0	93.0
2-2_E02_MECOM	plate2	plate2-rep2	E02	MECOM	Mecom	ENSMUSG00000027684	6.5969515456237	8.13431714918477	0.0288862855088923	0.094388504789671	100.0	110.0
2-2_E03_TIGIT	plate2	plate2-rep2	E03	TIGIT	Tigit	ENSMUSG00000071552	6.88073451535624	8.31224342109925	0.0684598920154941	0.125084714702207	93.0	116.0
2-2_E04_TOLLIP	plate2	plate2-rep2	E04	TOLLIP	Tollip	ENSMUSG00000025139	6.68718296309306	8.22498152717444	0.0296462685311583	0.115423240316535	93.0	120.0
2-2_E05_CXADR	plate2	plate2-rep2	E05	CXADR	Cxadr	ENSMUSG00000022865	6.94976236666467	8.42863764735211	0.0582087247962863	0.164931611828405	138.0	152.0
2-2_E06_FGFR2	plate2	plate2-rep2	E06	FGFR2	Fgfr2	ENSMUSG00000030849	6.48010964290748	8.01247029430217	0.0267107743605627	0.0905136193252811	98.0	109.0
2-2_E07_LRP6	plate2	plate2-rep2	E07	LRP6	Lrp6	ENSMUSG00000030201	6.99889322598232	8.41486918484387	0.0468692045319843	0.162020824656393	144.0	146.0
2-2_E08_CHRNA3	plate2	plate2-rep2	E08	CHRNA3	Chrna3	ENSMUSG00000032303	6.80360070519716	8.21677708052374	0.0537776413950803	0.163264972927947	118.0	152.0
2-2_E09_SH2B1	plate2	plate2-rep2	E09	SH2B1	Sh2b1	ENSMUSG00000030733	6.92416710705252	8.26521561364001	0.0500790573533854	0.129304623073719	107.0	129.0
2-2_E10_ROS1	plate2	plate2-rep2	E10	ROS1	Ros1	ENSMUSG00000019893	6.79674238858363	8.25057304550449	0.0456460620452051	0.133899541857559	116.0	132.0
2-2_E11_CSF3R	plate2	plate2-rep2	E11	CSF3R	Csf3r	ENSMUSG00000028859	6.8534866191355	8.27053012047613	0.0543292265571526	0.132587421907539	115.0	127.0
2-2_F02_TIGIT	plate2	plate2-rep2	F02	TIGIT	Tigit	ENSMUSG00000071552	6.78624597987686	8.28322191746014	0.0355370929072075	0.118456309870887	102.0	119.0
2-2_F03_DSP	plate2	plate2-rep2	F03	DSP	Dsp	ENSMUSG00000054889	6.74070444998617	8.11744393374559	0.156454454552059	0.104154269054561	118.0	120.0
2-2_F04_MTUS1	plate2	plate2-rep2	F04	MTUS1	Mtus1	ENSMUSG00000045636	6.83881580020938	8.30766530713065	0.0422476473984682	0.137611495210329	116.0	147.0
2-2_F05_EPCAM	plate2	plate2-rep2	F05	EPCAM	Epcam	ENSMUSG00000045394	6.93541181890735	8.2168378590007	0.0474069283684933	0.124620408163265	135.0	129.0
2-2_F06_FZD7	plate2	plate2-rep2	F06	FZD7	Fzd7	ENSMUSG00000041075	6.84662583512037	8.23127005509732	0.0495786157028744	0.135319450229071	118.0	126.0
2-2_F07_FZD1	plate2	plate2-rep2	F07	FZD1	Fzd1	ENSMUSG00000044674	6.86970739531611	8.27861220412366	0.0527162940359974	0.129552686380675	112.0	120.0
2-2_F08_SYT4	plate2	plate2-rep2	F08	SYT4	Syt4	ENSMUSG00000024261	7.10542428423409	8.1863722225403	0.0483619259021333	0.123862057476052	139.0	128.0
2-2_F09_TLN1	plate2	plate2-rep2	F09	TLN1	Tln1	ENSMUSG00000028465	6.8259939294621	8.56489066046801	0.0542001728363905	0.146446647230321	110.0	118.0
2-2_F10_LRP2	plate2	plate2-rep2	F10	LRP2	Lrp2	ENSMUSG00000027070	6.94313326079569	8.3483428389108	0.048725905192357	0.154183923365264	140.0	146.0
2-2_F11_BAP1	plate2	plate2-rep2	F11	BAP1	Bap1	ENSMUSG00000021901	6.91033316091361	8.44000097951015	0.052768154512674	0.124545605997501	88.0	91.0
2-2_G02_TERT	plate2	plate2-rep2	G02	TERT	Tert	ENSMUSG00000021611	6.80913110234105	8.32609206916924	0.157423313411263	0.120603082049146	100.0	106.0
2-2_G03_LRP5	plate2	plate2-rep2	G03	LRP5	Lrp5	ENSMUSG00000024913	7.07650967270235	8.44871599324558	0.101866403588267	0.183967180341524	102.0	138.0
2-2_G04_FZD5	plate2	plate2-rep2	G04	FZD5	Fzd5	ENSMUSG00000045005	6.88672071900697	8.03300785482152	0.0456147545685017	0.0877679300291545	100.0	111.0
2-2_G05_FZD6	plate2	plate2-rep2	G05	FZD6	Fzd6	ENSMUSG00000022297	6.86281790209969	8.18779846891988	0.0466522030904064	0.114363015410246	112.0	127.0
2-2_G06_MYRF	plate2	plate2-rep2	G06	MYRF	Myrf	ENSMUSG00000036098	6.7650727956081	8.36191402333199	0.138763340330913	0.130987088713036	112.0	118.0
2-2_G07_FZD4	plate2	plate2-rep2	G07	FZD4	Fzd4	ENSMUSG00000049791	6.98381601931464	8.22031489493922	0.0584931209587066	0.124042982090796	136.0	123.0
2-2_G08_SYT11	plate2	plate2-rep2	G08	SYT11	Syt11	ENSMUSG00000068923	6.74697330215841	8.2303974856364	0.0397177164947862	0.119791920033319	113.0	122.0
2-2_G09_DMBT1	plate2	plate2-rep2	G09	DMBT1	Dmbt1	ENSMUSG00000047517	6.75902395156461	8.2037511285344	0.135247821382003	0.117457725947522	107.0	118.0
2-2_G10_TDTOMATO	plate2	plate2-rep2	G10	TDTOMATO	nan	nan	6.53106306477377	8.3289806072553	0.01901678271942	0.0291836734693878	34.0	28.0
2-3_B02_IVD	plate2	plate2-rep3	B02	IVD	Ivd	ENSMUSG00000027332	6.8820622037503	8.46068354860325	0.0356231287210489	0.150780008329863	87.0	123.0
2-3_B04_TIGIT	plate2	plate2-rep3	B04	TIGIT	Tigit	ENSMUSG00000071552	6.80005054587997	8.39805067432318	0.0604485238166252	0.144152436484798	113.0	133.0
2-3_B05_TDTOMATO	plate2	plate2-rep3	B05	TDTOMATO	nan	nan	6.73097429324604	8.50175712056456	0.00974714074312	0.0488069970845481	31.0	37.0
2-3_B06_LNX2	plate2	plate2-rep3	B06	LNX2	Lnx2	ENSMUSG00000016520	6.98726802497948	8.39310693489925	0.0686926666896095	0.158140108288213	108.0	135.0
2-3_B07_CHRNA5	plate2	plate2-rep3	B07	CHRNA5	Chrna5	ENSMUSG00000035594	6.8121721005928	8.4513430830238	0.0443949579189275	0.159941191170346	115.0	126.0
2-3_B08_MARCKS	plate2	plate2-rep3	B08	MARCKS	Marcks	ENSMUSG00000069662	6.77961326712837	8.2565331812164	0.0794380618616621	0.115978009162849	109.0	120.0
2-3_B09_TRIB3	plate2	plate2-rep3	B09	TRIB3	Trib3	ENSMUSG00000032715	6.93792554498749	8.37325492323033	0.11962013276282	0.135412911286964	99.0	122.0
2-3_B10_IL4RA	plate2	plate2-rep3	B10	IL4RA	Il4ra	ENSMUSG00000030748	6.69417933301575	8.13806558637417	0.0350505125822598	0.109268804664723	102.0	121.0
2-3_B11_ATP6V1C2	plate2	plate2-rep3	B11	ATP6V1C2	Atp6v1c2	ENSMUSG00000020566	6.89594666459003	8.22130085957831	0.0366966644870927	0.123011411911703	90.0	118.0
2-3_C02_NAV2	plate2	plate2-rep3	C02	NAV2	Nav2	ENSMUSG00000052512	6.7353353297032	8.44489883756972	0.0544673618360425	0.168636068304873	98.0	136.0
2-3_C03_ATP11A	plate2	plate2-rep3	C03	ATP11A	Atp11a	ENSMUSG00000031441	6.73249519396484	8.42506034411003	0.037441113265193	0.177613994169096	114.0	139.0
2-3_C04_PATJ	plate2	plate2-rep3	C04	PATJ	Patj	ENSMUSG00000061859	6.68131608113371	8.13526275096841	0.0405063781216661	0.140531112036651	139.0	154.0
