gene,excluded,adi_detection_consistency,median_log2cpm_difference_vs_AT2,positive_fraction_vs_AT2,median_log2cpm_difference_vs_AT1,positive_fraction_vs_AT1,minimum_median_effect,minimum_positive_fraction,eligible,selected
Cited1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Cited2,False,0.0,-1.699224,0.2222222222222222,-0.117022514,0.4444444444444444,-1.699224,0.2222222222222222,False,False
Cited4,False,0.0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Ciz1,False,0.0,0.2595482,0.6666666666666666,-0.582191,0.1111111111111111,-0.582191,0.1111111111111111,False,False
Ckap2,False,0.0,1.4083288,0.7777777777777778,3.223864,0.6666666666666666,1.4083288,0.6666666666666666,False,False
Ckap2l,False,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Ckap4,False,0.6666666666666666,1.3758936,1.0,0.38060617,0.6666666666666666,0.38060617,0.6666666666666666,True,False
Ckap5,False,0.5555555555555556,0.17318821,0.7777777777777778,0.6496105,0.6666666666666666,0.17318821,0.6666666666666666,False,False
Ckb,False,0.1111111111111111,1.0325885,0.8888888888888888,0.7097993,0.5555555555555556,0.7097993,0.5555555555555556,False,False
Cklf,False,0.0,1.1980629,0.6666666666666666,0.6911242,0.7777777777777778,0.6911242,0.6666666666666666,False,False
Ckmt1,False,0.2222222222222222,-0.08673382,0.2222222222222222,0.10430384,0.5555555555555556,-0.08673382,0.2222222222222222,False,False
Cks1b,False,0.0,0.880043,0.7777777777777778,0.49134278,0.6666666666666666,0.49134278,0.6666666666666666,False,False
Cks2,False,0.0,1.9138856,0.8888888888888888,1.763438,0.7777777777777778,1.763438,0.7777777777777778,False,False
Clasp1,False,0.0,0.5385213,0.8888888888888888,0.68996286,0.6666666666666666,0.5385213,0.6666666666666666,False,False
Clasp2,False,0.0,1.4966712,0.7777777777777778,3.4691763,0.6666666666666666,1.4966712,0.6666666666666666,False,False
Clasrp,False,0.0,1.8380637,0.7777777777777778,1.7897906,0.7777777777777778,1.7897906,0.7777777777777778,False,False
Clca3,False,0.0,1.1980629,0.6666666666666666,3.1918294,0.7777777777777778,1.1980629,0.6666666666666666,False,False
Clca4,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Clcc1,False,0.0,0.88648415,0.6666666666666666,0.24266052,0.5555555555555556,0.24266052,0.5555555555555556,False,False
Clcf1,False,0.0,0.639101,0.7777777777777778,3.137036,0.5555555555555556,0.639101,0.5555555555555556,False,False
Clcn1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Clcn2,False,0.0,0.0,0.4444444444444444,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Clcn3,False,0.5555555555555556,0.57489824,0.7777777777777778,-0.19887781,0.3333333333333333,-0.19887781,0.3333333333333333,False,False
Clcn4-2,False,0.3333333333333333,0.45066118,0.6666666666666666,-0.16259432,0.2222222222222222,-0.16259432,0.2222222222222222,False,False
Clcn5,False,0.3333333333333333,1.6676531,0.7777777777777778,0.30159044,0.5555555555555556,0.30159044,0.5555555555555556,False,False
Clcn6,False,0.0,1.0442483,0.5555555555555556,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Clcn7,False,0.0,-0.09792185,0.3333333333333333,-0.14770555,0.4444444444444444,-0.14770555,0.3333333333333333,False,False
Clcnka,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Cldn1,False,0.0,-1.923449,0.2222222222222222,0.0,0.1111111111111111,-1.923449,0.1111111111111111,False,False
Cldn10,False,0.0,-2.7195287,0.3333333333333333,0.0,0.2222222222222222,-2.7195287,0.2222222222222222,False,False
Cldn12,False,0.0,-0.5346565,0.3333333333333333,-0.45662403,0.3333333333333333,-0.5346565,0.3333333333333333,False,False
Cldn18,False,1.0,0.4498291,0.8888888888888888,-1.2671108,0.0,-1.2671108,0.0,False,False
Cldn2,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Cldn20,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Cldn22,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Cldn23,False,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Cldn25,False,0.5555555555555556,1.1908574,1.0,0.5824027,0.7777777777777778,0.5824027,0.7777777777777778,False,False
Cldn3,False,1.0,0.08574581,0.6666666666666666,-0.3764305,0.2222222222222222,-0.3764305,0.2222222222222222,False,False
Cldn4,True,1.0,4.6853685,1.0,2.297145,1.0,2.297145,1.0,False,False
Cldn5,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Cldn7,False,1.0,1.0150537,1.0,0.16998959,0.7777777777777778,0.16998959,0.7777777777777778,False,False
Cldn8,False,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,False,False
Clec10a,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Clec11a,False,0.0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Clec12a,False,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Clec12b,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Clec14a,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Clec16a,False,0.0,-0.30402923,0.3333333333333333,0.0,0.4444444444444444,-0.30402923,0.3333333333333333,False,False
Clec1a,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Clec1b,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Clec2d,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Clec2g,False,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Clec2i,False,0.0,0.0,0.4444444444444444,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Clec3b,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Clec4a1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Clec4a2,False,0.0,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Clec4a3,False,0.0,-0.0994401,0.2222222222222222,0.0,0.3333333333333333,-0.0994401,0.2222222222222222,False,False
Clec4a4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Clec4b1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Clec4d,False,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Clec4e,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Clec4n,False,0.0,-1.2242424,0.4444444444444444,0.0,0.3333333333333333,-1.2242424,0.3333333333333333,False,False
Clec5a,False,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Clec9a,False,0.0,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Clhc1,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Clic1,False,1.0,1.7651172,1.0,0.98567677,1.0,0.98567677,1.0,True,False
Clic3,False,0.5555555555555556,-1.4971681,0.1111111111111111,-2.8150654,0.0,-2.8150654,0.0,False,False
Clic4,False,1.0,1.4720821,1.0,1.2575192,1.0,1.2575192,1.0,True,False
Clic5,True,1.0,1.4998903,1.0,-1.8049364,0.0,-1.8049364,0.0,False,False
Clic6,False,0.0,-0.3984084,0.2222222222222222,-1.3813217,0.2222222222222222,-1.3813217,0.2222222222222222,False,False
Clint1,False,1.0,0.84421015,0.8888888888888888,0.45507383,0.8888888888888888,0.45507383,0.8888888888888888,True,False
Clip1,False,1.0,1.1451612,1.0,0.5023451,0.7777777777777778,0.5023451,0.7777777777777778,True,False
Clip2,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Clip3,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Clip4,False,0.8888888888888888,-0.39741278,0.3333333333333333,-1.1186209,0.0,-1.1186209,0.0,False,False
Clk1,False,0.7777777777777778,0.3357582,0.6666666666666666,-0.2906828,0.3333333333333333,-0.2906828,0.3333333333333333,False,False
Clk2,False,0.2222222222222222,0.5631771,1.0,0.47198105,0.7777777777777778,0.47198105,0.7777777777777778,False,False
Clk3,False,0.3333333333333333,0.6660609,0.7777777777777778,-0.1817441,0.3333333333333333,-0.1817441,0.3333333333333333,False,False
Clk4,False,0.4444444444444444,-0.07254267,0.3333333333333333,-0.31270027,0.2222222222222222,-0.31270027,0.2222222222222222,False,False
Clmn,False,0.1111111111111111,-0.38836622,0.2222222222222222,0.5688143,1.0,-0.38836622,0.2222222222222222,False,False
Clmp,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Cln3,False,0.0,0.4857092,0.6666666666666666,-0.88397837,0.2222222222222222,-0.88397837,0.2222222222222222,False,False
Cln5,False,0.2222222222222222,0.56729364,0.7777777777777778,-0.062710285,0.4444444444444444,-0.062710285,0.4444444444444444,False,False
Cln6,False,0.0,-0.9375887,0.1111111111111111,-0.090117455,0.4444444444444444,-0.9375887,0.1111111111111111,False,False
Cln8,False,0.0,1.4966712,0.8888888888888888,3.4691763,0.5555555555555556,1.4966712,0.5555555555555556,False,False
Clnk,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Clns1a,False,0.2222222222222222,1.3092432,0.7777777777777778,1.1729655,0.8888888888888888,1.1729655,0.7777777777777778,False,False
Clock,False,0.1111111111111111,0.871459,1.0,0.6911242,0.7777777777777778,0.6911242,0.7777777777777778,False,False
Clp1,False,0.0,0.8514755,0.7777777777777778,1.3304548,0.6666666666666666,0.8514755,0.6666666666666666,False,False
Clpb,False,0.1111111111111111,0.094836235,0.5555555555555556,1.0720105,0.6666666666666666,0.094836235,0.5555555555555556,False,False
Clpp,False,0.8888888888888888,1.1401324,0.7777777777777778,1.1352367,0.7777777777777778,1.1352367,0.7777777777777778,True,False
Clptm1,False,0.5555555555555556,1.0850487,0.7777777777777778,0.88584566,0.6666666666666666,0.88584566,0.6666666666666666,False,False
Clptm1l,False,0.6666666666666666,0.6270256,0.8888888888888888,0.14349556,0.5555555555555556,0.14349556,0.5555555555555556,False,False
Clpx,False,0.6666666666666666,0.8848424,0.7777777777777778,0.3196311,0.5555555555555556,0.3196311,0.5555555555555556,False,False
Clspn,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Clstn1,False,0.0,-0.3984084,0.3333333333333333,-0.6682911,0.1111111111111111,-0.6682911,0.1111111111111111,False,False
Clstn2,False,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,False,False
Clstn3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Clta,False,1.0,0.8396287,1.0,0.32204247,0.8888888888888888,0.32204247,0.8888888888888888,True,False
Cltb,False,1.0,1.9321518,1.0,0.84856653,1.0,0.84856653,1.0,True,False
Cltc,False,0.7777777777777778,-0.14206314,0.4444444444444444,-0.09994936,0.4444444444444444,-0.14206314,0.4444444444444444,False,False
Clu,False,1.0,2.0823889,1.0,0.5843744,0.8888888888888888,0.5843744,0.8888888888888888,True,False
Cluap1,False,0.0,0.15263796,0.5555555555555556,0.084430695,0.5555555555555556,0.084430695,0.5555555555555556,False,False
Cluh,False,0.1111111111111111,-0.4392557,0.3333333333333333,-0.4050417,0.4444444444444444,-0.4392557,0.3333333333333333,False,False
Clvs1,False,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,False,False
Clvs2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Clybl,False,0.0,0.631475,0.6666666666666666,1.0666437,0.6666666666666666,0.631475,0.6666666666666666,False,False
Cmah,False,0.0,-1.923449,0.2222222222222222,0.0,0.3333333333333333,-1.923449,0.2222222222222222,False,False
Cmas,False,0.5555555555555556,1.6557765,0.8888888888888888,0.4960885,0.8888888888888888,0.4960885,0.8888888888888888,False,False
Cmbl,False,0.0,0.0,0.2222222222222222,-0.47520018,0.2222222222222222,-0.47520018,0.2222222222222222,False,False
Cmc1,False,0.1111111111111111,1.5304656,0.8888888888888888,0.31615305,0.6666666666666666,0.31615305,0.6666666666666666,False,False
Cmc2,False,0.0,0.90128756,0.8888888888888888,0.41099548,0.6666666666666666,0.41099548,0.6666666666666666,False,False
Cmip,False,0.5555555555555556,0.17318821,0.6666666666666666,-0.07701969,0.4444444444444444,-0.07701969,0.4444444444444444,False,False
Cmklr1,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Cml1,False,0.0,-1.2241113,0.3333333333333333,0.0,0.3333333333333333,-1.2241113,0.3333333333333333,False,False
Cmpk1,False,0.8888888888888888,1.0008559,0.8888888888888888,0.5221634,0.7777777777777778,0.5221634,0.7777777777777778,True,False
Cmpk2,False,0.0,1.4028468,0.7777777777777778,0.8837385,0.7777777777777778,0.8837385,0.7777777777777778,False,False
Cmss1,False,0.0,1.5752447,0.6666666666666666,1.0227947,0.6666666666666666,1.0227947,0.6666666666666666,False,False
Cmtm3,False,0.0,2.3796608,0.8888888888888888,4.0239434,0.7777777777777778,2.3796608,0.7777777777777778,False,False
Cmtm4,False,0.0,1.0026727,0.7777777777777778,0.6911242,0.6666666666666666,0.6911242,0.6666666666666666,False,False
Cmtm6,False,0.0,-0.32308006,0.3333333333333333,-0.77713203,0.2222222222222222,-0.77713203,0.2222222222222222,False,False
Cmtm7,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Cmtm8,False,0.1111111111111111,-1.0364728,0.0,-0.2731104,0.3333333333333333,-1.0364728,0.0,False,False
Cmtr1,False,0.0,0.0,0.4444444444444444,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Cmtr2,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Cmya5,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Cnbd2,False,0.0,1.2439365,0.5555555555555556,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Cnbp,False,1.0,0.7219887,1.0,0.30969048,0.8888888888888888,0.30969048,0.8888888888888888,True,False
Cndp2,False,0.8888888888888888,0.0009827614,0.5555555555555556,-0.063635826,0.4444444444444444,-0.063635826,0.4444444444444444,False,False
Cnep1r1,False,0.1111111111111111,2.221045,1.0,-0.0073280334,0.4444444444444444,-0.0073280334,0.4444444444444444,False,False
Cnga1,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Cnga2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Cngb1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Cnih1,False,0.1111111111111111,0.21051121,0.5555555555555556,0.49112082,0.5555555555555556,0.21051121,0.5555555555555556,False,False
Cnih2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Cnih4,False,0.6666666666666666,1.0977354,1.0,0.14612675,0.5555555555555556,0.14612675,0.5555555555555556,False,False
Cnksr1,False,0.0,1.4183478,1.0,1.4499357,0.8888888888888888,1.4183478,0.8888888888888888,False,False
Cnksr2,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Cnksr3,False,0.0,-0.067340374,0.3333333333333333,0.0,0.2222222222222222,-0.067340374,0.2222222222222222,False,False
Cnn1,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Cnn2,False,1.0,0.36975574,1.0,-0.6350393,0.0,-0.6350393,0.0,False,False
Cnn3,False,0.1111111111111111,4.216583,1.0,1.2215195,1.0,1.2215195,1.0,False,False
Cnnm1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Cnnm2,False,0.0,0.352098,0.5555555555555556,-0.09474611,0.3333333333333333,-0.09474611,0.3333333333333333,False,False
Cnnm3,False,0.0,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Cnnm4,False,0.0,1.2439365,0.7777777777777778,3.1100087,0.5555555555555556,1.2439365,0.5555555555555556,False,False
Cnot1,False,0.1111111111111111,0.20081758,0.6666666666666666,0.0012435913,0.5555555555555556,0.0012435913,0.5555555555555556,False,False
Cnot10,False,0.0,0.29819632,0.7777777777777778,-0.014189243,0.4444444444444444,-0.014189243,0.4444444444444444,False,False
Cnot11,False,0.0,0.8684044,0.7777777777777778,-0.09474611,0.4444444444444444,-0.09474611,0.4444444444444444,False,False
Cnot2,False,0.1111111111111111,0.50580406,0.7777777777777778,0.70643854,0.7777777777777778,0.50580406,0.7777777777777778,False,False
Cnot3,False,0.0,-0.540998,0.4444444444444444,-1.4281807,0.2222222222222222,-1.4281807,0.2222222222222222,False,False
Cnot4,False,0.6666666666666666,0.78560305,0.7777777777777778,0.2191205,0.6666666666666666,0.2191205,0.6666666666666666,False,False
Cnot6,False,0.4444444444444444,0.18938923,0.7777777777777778,-0.36411858,0.3333333333333333,-0.36411858,0.3333333333333333,False,False
Cnot6l,False,0.1111111111111111,0.49145794,0.6666666666666666,0.31495094,0.5555555555555556,0.31495094,0.5555555555555556,False,False
Cnot7,False,0.0,1.1423306,0.7777777777777778,0.3872633,0.6666666666666666,0.3872633,0.6666666666666666,False,False
Cnot8,False,0.0,0.639101,0.8888888888888888,0.10738611,0.5555555555555556,0.10738611,0.5555555555555556,False,False
Cnp,False,0.0,0.31091404,0.6666666666666666,-0.17213297,0.4444444444444444,-0.17213297,0.4444444444444444,False,False
Cnppd1,False,0.1111111111111111,0.7155962,0.7777777777777778,1.2846622,0.8888888888888888,0.7155962,0.7777777777777778,False,False
Cnpy2,False,1.0,0.18086576,0.7777777777777778,-0.061582565,0.4444444444444444,-0.061582565,0.4444444444444444,False,False
Cnpy3,False,0.0,-0.6978855,0.3333333333333333,-0.46476555,0.3333333333333333,-0.6978855,0.3333333333333333,False,False
Cnpy4,False,0.0,1.0895767,0.5555555555555556,-0.09865904,0.3333333333333333,-0.09865904,0.3333333333333333,False,False
Cnr2,False,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Cnrip1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Cnst,False,0.0,-0.35216665,0.3333333333333333,-0.8160076,0.4444444444444444,-0.8160076,0.3333333333333333,False,False
Cntd1,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Cntfr,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Cntln,False,0.0,-0.77557564,0.3333333333333333,-0.8624215,0.2222222222222222,-0.8624215,0.2222222222222222,False,False
Cntn1,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Cntnap1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Cntrob,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Coa3,False,0.8888888888888888,0.2572403,0.7777777777777778,0.110928535,0.5555555555555556,0.110928535,0.5555555555555556,False,False
Coa4,False,0.0,0.880043,0.6666666666666666,0.48242807,0.5555555555555556,0.48242807,0.5555555555555556,False,False
Coa5,False,0.0,0.631475,0.6666666666666666,-0.08236885,0.3333333333333333,-0.08236885,0.3333333333333333,False,False
Coa6,False,0.1111111111111111,0.2499075,0.8888888888888888,0.3228736,0.6666666666666666,0.2499075,0.6666666666666666,False,False
Coasy,False,0.0,0.65473413,0.5555555555555556,0.81816053,0.5555555555555556,0.65473413,0.5555555555555556,False,False
Cobl,False,0.1111111111111111,0.45066118,0.8888888888888888,0.32791996,0.6666666666666666,0.32791996,0.6666666666666666,False,False
Cobll1,False,0.1111111111111111,-0.3876686,0.2222222222222222,-0.09474611,0.4444444444444444,-0.3876686,0.2222222222222222,False,False
Cog1,False,0.0,0.50580406,0.5555555555555556,-0.8754158,0.1111111111111111,-0.8754158,0.1111111111111111,False,False
Cog2,False,0.0,0.6537981,0.7777777777777778,0.45279074,0.7777777777777778,0.45279074,0.7777777777777778,False,False
Cog3,False,0.0,0.6537981,0.8888888888888888,-0.39666843,0.3333333333333333,-0.39666843,0.3333333333333333,False,False
Cog4,False,0.0,0.38920546,0.6666666666666666,0.68996286,0.6666666666666666,0.38920546,0.6666666666666666,False,False
Cog5,False,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Cog6,False,0.0,-3.636036,0.1111111111111111,-1.0526133,0.3333333333333333,-3.636036,0.1111111111111111,False,False
Cog7,False,0.0,-0.07413483,0.4444444444444444,-0.6375618,0.2222222222222222,-0.6375618,0.2222222222222222,False,False
Cog8,False,0.0,1.0325885,0.7777777777777778,1.0758605,1.0,1.0325885,0.7777777777777778,False,False
Coil,False,0.0,-0.2529192,0.3333333333333333,-0.45114422,0.3333333333333333,-0.45114422,0.3333333333333333,False,False
Col11a1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Col11a2,False,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Col12a1,False,0.0,1.0026727,0.6666666666666666,-0.8754158,0.2222222222222222,-0.8754158,0.2222222222222222,False,False
Col13a1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Col14a1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Col15a1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Col16a1,False,0.0,-1.9478929,0.1111111111111111,0.0,0.1111111111111111,-1.9478929,0.1111111111111111,False,False
Col17a1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Col18a1,False,0.0,1.0442483,0.6666666666666666,3.2974122,0.8888888888888888,1.0442483,0.6666666666666666,False,False
Col1a1,False,0.0,0.5760226,0.5555555555555556,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Col1a2,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Col20a1,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Col23a1,False,0.0,-3.0991518,0.2222222222222222,0.0,0.3333333333333333,-3.0991518,0.2222222222222222,False,False
Col24a1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Col26a1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Col27a1,False,0.0,0.4175074,0.5555555555555556,3.137036,0.6666666666666666,0.4175074,0.5555555555555556,False,False
Col28a1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Col3a1,False,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Col4a1,False,1.0,0.524281,0.8888888888888888,-0.7263565,0.0,-0.7263565,0.0,False,False
Col4a2,False,1.0,0.64253473,1.0,-0.28690767,0.2222222222222222,-0.28690767,0.2222222222222222,False,False
Col4a3,False,0.0,0.6966605,0.6666666666666666,-2.2274065,0.0,-2.2274065,0.0,False,False
Col4a3bp,False,1.0,0.4221692,0.7777777777777778,0.2766571,0.6666666666666666,0.2766571,0.6666666666666666,True,False
Col4a4,False,0.1111111111111111,0.48489475,0.5555555555555556,-2.4474893,0.1111111111111111,-2.4474893,0.1111111111111111,False,False
Col4a5,False,0.2222222222222222,1.2330709,0.8888888888888888,-1.3668175,0.1111111111111111,-1.3668175,0.1111111111111111,False,False
Col4a6,False,0.0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Col5a1,False,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Col5a2,False,0.0,3.1918294,0.7777777777777778,0.0,0.4444444444444444,0.0,0.4444444444444444,False,False
Col5a3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Col6a1,False,0.0,-1.6576877,0.1111111111111111,-0.7633643,0.2222222222222222,-1.6576877,0.1111111111111111,False,False
Col6a2,False,0.0,-1.0953612,0.0,0.0,0.4444444444444444,-1.0953612,0.0,False,False
Col6a3,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Col7a1,False,0.0,-0.0994401,0.4444444444444444,-1.0086808,0.4444444444444444,-1.0086808,0.4444444444444444,False,False
Col8a1,False,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,False,False
Col8a2,False,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,False,False
Col9a3,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,False,False
Colec12,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Colgalt1,False,0.6666666666666666,1.4559531,1.0,0.52149534,0.6666666666666666,0.52149534,0.6666666666666666,True,False
Colgalt2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Commd1,False,0.5555555555555556,0.38563204,0.5555555555555556,0.40606642,0.6666666666666666,0.38563204,0.5555555555555556,False,False
Commd10,False,0.0,-0.3984084,0.2222222222222222,0.16537476,0.5555555555555556,-0.3984084,0.2222222222222222,False,False
Commd2,False,0.5555555555555556,0.55809975,0.7777777777777778,-0.81426525,0.2222222222222222,-0.81426525,0.2222222222222222,False,False
Commd3,False,1.0,0.96935034,1.0,0.3272524,0.7777777777777778,0.3272524,0.7777777777777778,True,False
Commd4,False,0.3333333333333333,0.8612323,0.7777777777777778,0.06816912,0.5555555555555556,0.06816912,0.5555555555555556,False,False
Commd5,False,0.0,-1.5481784,0.3333333333333333,0.0,0.3333333333333333,-1.5481784,0.3333333333333333,False,False
Commd6,False,1.0,0.8007965,1.0,0.040390015,0.6666666666666666,0.040390015,0.6666666666666666,False,False
Commd7,False,0.4444444444444444,1.104711,1.0,0.12366247,0.5555555555555556,0.12366247,0.5555555555555556,False,False
Commd8,False,0.2222222222222222,0.4716754,0.8888888888888888,0.68996286,0.5555555555555556,0.4716754,0.5555555555555556,False,False
Commd9,False,0.2222222222222222,0.38920546,0.7777777777777778,0.018818855,0.5555555555555556,0.018818855,0.5555555555555556,False,False
Comp,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Comt,False,1.0,0.6632905,0.8888888888888888,0.0061626434,0.6666666666666666,0.0061626434,0.6666666666666666,False,False
Comtd1,False,0.0,4.1106453,1.0,4.1106453,1.0,4.1106453,1.0,False,False
Copa,False,0.2222222222222222,0.17318821,0.6666666666666666,-0.16239262,0.4444444444444444,-0.16239262,0.4444444444444444,False,False
Copb1,False,1.0,1.1874862,1.0,0.3776474,0.7777777777777778,0.3776474,0.7777777777777778,True,False
Copb2,False,1.0,0.33721066,1.0,-0.06391907,0.4444444444444444,-0.06391907,0.4444444444444444,False,False
Cope,False,1.0,0.5534935,0.8888888888888888,0.23108864,0.8888888888888888,0.23108864,0.8888888888888888,False,False
Copg1,False,0.2222222222222222,0.3966322,0.6666666666666666,0.7001786,0.5555555555555556,0.3966322,0.5555555555555556,False,False
Copg2,False,0.0,-0.028974056,0.4444444444444444,-0.14770555,0.3333333333333333,-0.14770555,0.3333333333333333,False,False
